# generator: homm3.analysis.dc_bracket
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - a `forced`
# row is a link-order proof proposal; it becomes
# evidence only when a supervised review promotes it
# into a VA() claim.
unit	dc_offset	dc_size	proposed_rva	proposed_size	grade	name	detail
ai_player	0x310f4	674		0	ambiguous	type_AI_player::buy_creatures	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31398	380		0	ambiguous	type_AI_player::buy_mage_guild	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31514	168		0	ambiguous	move_creatures	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x315bc	26		0	ambiguous	type_AI_creature_swapper::type_AI_creature_swapper	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x315d8	146		0	ambiguous	type_AI_creature_swapper::add_creatures	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3166c	360		0	ambiguous	type_AI_creature_swapper::do_best_swap	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x317d4	52		0	ambiguous	calculate_improvement	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31808	92		0	ambiguous	type_AI_creature_swapper::do_swap	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31864	192		0	ambiguous	type_AI_creature_swapper::get_swap_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31924	218		0	ambiguous	type_AI_creature_swapper::dump_extra_creature	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31a00	242		0	ambiguous	type_AI_creature_swapper::choose_weakest_army	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31af4	838		0	ambiguous	type_AI_creature_swapper::value_of_adding_army	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31e3c	152		0	ambiguous	type_AI_creature_purchaser::type_AI_creature_purchaser	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31ed4	78		0	ambiguous	type_AI_creature_purchaser::type_AI_creature_purchaser	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31f24	110		0	ambiguous	type_AI_creature_purchaser::type_AI_creature_purchaser	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31f94	104		0	ambiguous	type_AI_creature_purchaser::set	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x31ffc	58		0	ambiguous	type_AI_creature_purchaser::set	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32038	592		0	ambiguous	type_AI_creature_purchaser::do_best_purchase	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32288	112		0	ambiguous	type_AI_creature_purchaser::do_purchase	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x322f8	194		0	ambiguous	type_AI_creature_purchaser::get_purchase_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x323bc	114		0	ambiguous	AI_consolidate_army	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32430	394		0	ambiguous	AI_arrange_army	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x325bc	180		0	ambiguous	split_army	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32670	492		0	ambiguous	split_armies	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3285c	54		0	ambiguous	AI_arrange_army_for_combat	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32894	356		0	ambiguous	mark_danger_zones	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x329f8	138		0	ambiguous	AI_mark_danger_zones	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32a84	940		0	ambiguous	mark_destinations	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32e30	520		0	ambiguous	check_holy_grail	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33038	970		0	ambiguous	find_all_destinations	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33404	1104		0	ambiguous	mark_strategic_map	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33854	502		0	ambiguous	net_value_of_location	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33a4c	684		0	ambiguous	unblock_lith	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33cf8	1130		0	ambiguous	AI_choose_destination	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34164	144		0	ambiguous	ConsiderHidingMouse	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x341f4	462		0	ambiguous	attempt_step	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x343c4	322		0	ambiguous	build_path	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34508	294		0	ambiguous	check_move_spell	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34630	1098		0	ambiguous	attempt_teleport	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34a7c	140		0	ambiguous	check_gate_purchase	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34b08	1200		0	ambiguous	AI_AttemptMove	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34fb8	1094		0	ambiguous	value_of_hiring	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35400	188		0	ambiguous	total_artifact_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x354bc	814		0	ambiguous	consider_hiring	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x357ec	156		0	ambiguous	get_shipyard_town	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35888	134		0	ambiguous	get_map_shipyard	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35910	254		0	ambiguous	AI_build_ship	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35a10	182		0	ambiguous	AI_get_ship_cost	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35ac8	376		0	ambiguous	type_AI_player::hire_heroes	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35c40	528		0	ambiguous	AI_value_of_observatory	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35e50	100		0	ambiguous	$E508	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35eb4	24		0	ambiguous	$E509	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35ecc	20		0	ambiguous	$E510	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35ee0	40		0	ambiguous	$E511	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35f08	702		0	ambiguous	initialize_artifact_effects	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x361c8	44		0	ambiguous	type_artifact_effect::type_artifact_effect	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x361f4	32		0	ambiguous	type_artifact_effect::~type_artifact_effect	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36214	68		0	ambiguous	type_scouting_artifact::type_scouting_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36258	28		0	ambiguous	type_scouting_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36274	68		0	ambiguous	type_combat_artifact::type_combat_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x362b8	38		0	ambiguous	type_combat_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x362e0	64		0	ambiguous	type_might_artifact::type_might_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36320	46		0	ambiguous	type_might_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36350	64		0	ambiguous	type_power_artifact::type_power_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36390	36		0	ambiguous	type_power_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x363b4	60		0	ambiguous	type_knowledge_artifact::type_knowledge_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x363f0	36		0	ambiguous	type_knowledge_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36414	60		0	ambiguous	type_necromancy_artifact::type_necromancy_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36450	138		0	ambiguous	type_necromancy_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x364dc	80		0	ambiguous	type_movement_artifact::type_movement_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3652c	42		0	ambiguous	type_movement_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36558	68		0	ambiguous	type_spellcaster_artifact::type_spellcaster_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3659c	70		0	ambiguous	type_spellcaster_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x365e4	72		0	ambiguous	type_morale_artifact::type_morale_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3662c	170		0	ambiguous	type_morale_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x366d8	72		0	ambiguous	type_luck_artifact::type_luck_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36720	170		0	ambiguous	type_luck_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x367cc	72		0	ambiguous	type_duration_artifact::type_duration_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36814	36		0	ambiguous	type_duration_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36838	68		0	ambiguous	type_school_artifact::type_school_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3687c	352		0	ambiguous	type_school_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x369dc	64		0	ambiguous	type_antimagic_artifact::type_antimagic_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36a1c	152		0	ambiguous	type_antimagic_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36ab4	72		0	ambiguous	type_antimorale_artifact::type_antimorale_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36afc	322		0	ambiguous	type_antimorale_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36c40	80		0	ambiguous	type_antiluck_artifact::type_antiluck_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36c90	322		0	ambiguous	type_antiluck_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36dd4	84		0	ambiguous	type_tome_artifact::type_tome_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36e28	190		0	ambiguous	type_tome_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36ee8	108		0	ambiguous	type_income_artifact::type_income_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36f54	150		0	ambiguous	type_income_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36fec	96		0	ambiguous	type_creature_growth_artifact::type_creature_growth_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3704c	328		0	ambiguous	type_creature_growth_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37194	720		0	ambiguous	AI_get_value_of_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37464	174		0	ambiguous	AI_get_equip_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37514	114		0	ambiguous	AI_get_value_of_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37588	614		0	ambiguous	get_full_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x377f0	168		0	ambiguous	remove_negative_artifacts	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37898	448		0	ambiguous	add_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37a58	116		0	ambiguous	AI_equip_artifacts	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37acc	238		0	ambiguous	AI_swap_artifacts	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37bbc	122		0	ambiguous	type_AI_initializer::type_AI_initializer	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37c38	54		0	ambiguous	AI_initialize	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37c70	188		0	ambiguous	AI_shut_down	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37d2c	90		0	ambiguous	type_point::operator!=	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37d88	44		0	ambiguous	artifactAllowedInSlot	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37db4	16		0	ambiguous	hero::get_secondary_skill	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dc4	8		0	ambiguous	hero::get_value_of_duration	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dcc	8		0	ambiguous	hero::get_value_of_knowledge	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dd4	8		0	ambiguous	hero::get_value_of_power	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37ddc	16		0	ambiguous	hero::is_in_spellbook	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dec	4		0	ambiguous	type_AI_player::init	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37df0	6		0	ambiguous	type_AI_player::clear_magus_hut_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37df8	14		0	ambiguous	type_AI_player::get_resource_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e08	22		0	ambiguous	type_creature_source::type_creature_source	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e20	6		0	ambiguous	type_AI_creature_purchaser::set_subtract_mode	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e28	10		0	ambiguous	type_creature_value::operator<	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e34	10		0	ambiguous	type_creature_value::operator>	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e40	8		0	ambiguous	type_spellvalue::can_cast_spells	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e48	4		0	ambiguous	type_spellvalue::set_power	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e4c	24		0	ambiguous	searchArray::get_visited_count	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e64	24		0	ambiguous	searchArray::get_visited_cell	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e7c	8		0	ambiguous	searchArray::limit_was_reached	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e84	18		0	ambiguous	searchArray::set_rectangle	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e98	84		0	ambiguous	get_danger_cell	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37f50	18		0	ambiguous	town::get_building_mask	gap 4 dc vs 0 retail [0x2ed30..0x2ed80]
ai_player	0x37f64	88		0	ambiguous	game::IsHumanTeam	gap 4 dc vs 0 retail [0x2ed30..0x2ed80]
ai_player	0x37fbc	28		0	ambiguous	game::GetTeam	gap 4 dc vs 0 retail [0x2ed30..0x2ed80]
ai_player	0x37fd8	40		0	ambiguous	game::is_human_ally	gap 4 dc vs 0 retail [0x2ed30..0x2ed80]
ai_tactical	0x3c55c	34		0	ambiguous	AI_value_of_morale	gap 1 dc vs 0 retail [0x35850..0x35960]
ai_tactical	0x3c608	254		0	ambiguous	get_multi_head_bonus	gap 2 dc vs 0 retail [0x35960..0x35980]
ai_tactical	0x3c708	264		0	ambiguous	get_breath_bonus	gap 2 dc vs 0 retail [0x35960..0x35980]
ai_tactical	0x3c854	136		0	ambiguous	type_AI_combat_parameters::simulate_single_attack	gap 1 dc vs 0 retail [0x35980..0x359b0]
ai_tactical	0x3d154	142		0	ambiguous	type_AI_attack_hex_chooser::get_attack_time	gap 1 dc vs 0 retail [0x36180..0x36300]
ai_tactical	0x3d524	72		0	ambiguous	type_enchant_data::type_enchant_data	gap 1 dc vs 0 retail [0x36840..0x36930]
ai_tactical	0x3d584	42		0	ambiguous	type_spell_choice::type_spell_choice	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d5b0	42		0	ambiguous	type_spell_choice::type_spell_choice	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d5dc	40		0	ambiguous	type_AI_spellcaster::initialize	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d604	236		0	ambiguous	type_AI_spellcaster::type_AI_spellcaster	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d6f0	114		0	ambiguous	type_AI_spellcaster::type_AI_spellcaster	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d7b0	134		0	ambiguous	type_AI_spellcaster::is_last_action	gap 1 dc vs 0 retail [0x36c30..0x36c60]
ai_tactical	0x3dabc	110		0	ambiguous	type_AI_spellcaster::get_group_damage_value	gap 1 dc vs 0 retail [0x36f60..0x36fb0]
ai_tactical	0x3dc50	114		0	ambiguous	type_AI_spellcaster::consider_area_effect	gap 1 dc vs 0 retail [0x37040..0x37190]
ai_tactical	0x3dde8	168		0	ambiguous	type_AI_spellcaster::consider_chain_lightning	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3de90	152		0	ambiguous	type_AI_spellcaster::consider_mass_damage	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3df28	50		0	ambiguous	type_AI_spellcaster::get_age_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3df5c	452		0	ambiguous	type_AI_spellcaster::get_attack_boost_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e120	92		0	ambiguous	type_AI_spellcaster::get_attack_boost_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e17c	260		0	ambiguous	type_AI_spellcaster::get_bless_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e280	314		0	ambiguous	type_AI_spellcaster::get_frenzy_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e4a0	106		0	ambiguous	type_AI_spellcaster::get_blood_lust_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3e50c	332		0	ambiguous	type_AI_spellcaster::get_mirth_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3e658	548		0	ambiguous	type_AI_spellcaster::get_sorrow_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3e87c	348		0	ambiguous	type_AI_spellcaster::get_fortune_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3ed34	372		0	ambiguous	type_AI_spellcaster::get_disease_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3eea8	124		0	ambiguous	type_AI_spellcaster::get_prayer_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3ef24	106		0	ambiguous	type_AI_spellcaster::get_precision_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3ef90	240		0	ambiguous	type_AI_spellcaster::get_air_shield_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f080	214		0	ambiguous	type_AI_spellcaster::get_shield_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f158	176		0	ambiguous	type_AI_spellcaster::get_slayer_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f208	34		0	ambiguous	type_AI_spellcaster::get_tough_skin_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f22c	476		0	ambiguous	type_AI_spellcaster::get_disruptive_ray_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f408	488		0	ambiguous	type_AI_spellcaster::get_weakness_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f5f0	512		0	ambiguous	type_AI_spellcaster::get_misfortune_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f7f0	480		0	ambiguous	type_AI_spellcaster::get_blind_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f9d0	82		0	ambiguous	type_AI_spellcaster::get_move_order_change_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3fa24	506		0	ambiguous	type_AI_spellcaster::get_muck_and_mire_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3fc20	94		0	ambiguous	type_AI_spellcaster::get_poison_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x40060	42		0	ambiguous	type_AI_spellcaster::get_air_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x4008c	42		0	ambiguous	type_AI_spellcaster::get_fire_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x400b8	58		0	ambiguous	type_AI_spellcaster::get_earth_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x400f4	58		0	ambiguous	type_AI_spellcaster::get_water_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x40130	280		0	ambiguous	type_AI_spellcaster::get_duration	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x40ec0	348		0	ambiguous	type_AI_spellcaster::consider_teleport	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x4101c	604		0	ambiguous	type_AI_spellcaster::consider_resurrect	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41278	552		0	ambiguous	type_AI_spellcaster::consider_sacrifice	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x414a0	184		0	ambiguous	type_AI_spellcaster::consider_sacrifice	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41558	204		0	ambiguous	type_AI_spellcaster::get_clone_value	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41624	620		0	ambiguous	type_AI_spellcaster::get_curse_value	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41890	482		0	ambiguous	type_AI_spellcaster::get_forgetfulness_value	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41a74	8		0	ambiguous	type_AI_spellcaster::unimplemented	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41a7c	434		0	ambiguous	type_AI_spellcaster::get_enchantment_function	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41c30	556		0	ambiguous	type_AI_spellcaster::consider_earthquake	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41e5c	120		0	ambiguous	type_AI_spellcaster::consider_summon	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x42170	174		0	ambiguous	type_AI_spellcaster::set_worst_enemies	gap 2 dc vs 0 retail [0x3bf20..0x3c040]
ai_tactical	0x42220	90		0	ambiguous	type_AI_spellcaster::add_enemy	gap 2 dc vs 0 retail [0x3bf20..0x3c040]
ai_tactical	0x423f4	208		0	ambiguous	type_AI_spellcaster::get_ogre_mage_value	gap 4 dc vs 3 retail [0x3c040..0x3c800]
ai_tactical	0x424c4	228		0	ambiguous	type_AI_spellcaster::get_caliph_value	gap 4 dc vs 3 retail [0x3c040..0x3c800]
ai_tactical	0x425a8	104		0	ambiguous	type_AI_spellcaster::check_simulation	gap 4 dc vs 3 retail [0x3c040..0x3c800]
ai_tactical	0x42610	160		0	ambiguous	type_AI_spellcaster::spells_not_required	gap 4 dc vs 3 retail [0x3c040..0x3c800]
army	0x438a8	62		0	ambiguous	army::WaitSample	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x438e8	200		0	ambiguous	army::InitClean	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x439b0	1002		0	ambiguous	army::initialize	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x43d9c	228		0	ambiguous	army::Init	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x43e80	970		0	ambiguous	army::LoadResources	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x4424c	204		0	ambiguous	army::FreeResources	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x443b4	244	0x3e000	313	forced	army::SetMorale	gap of 1 [0x3df20..0x3e140]
army	0x44d50	194		0	ambiguous	army::ComputeKarma	gap 3 dc vs 1 retail [0x3e140..0x3ea70]
army	0x44e14	172		0	ambiguous	add_item	gap 3 dc vs 1 retail [0x3e140..0x3ea70]
army	0x44ec0	74		0	ambiguous	erase_item	gap 3 dc vs 1 retail [0x3e140..0x3ea70]
army	0x45164	160		0	ambiguous	army::set_inside_area_effect	gap 2 dc vs 1 retail [0x3ee10..0x3f0b0]
army	0x45204	80		0	ambiguous	army::EndWalk	gap 2 dc vs 1 retail [0x3ee10..0x3f0b0]
army	0x458a0	1488	0x3f900	2041	forced	army::range_attack	gap of 4 [0x3f2c0..0x40310]
army	0x45e70	336	0x40100	62	forced	army::range_attack	gap of 4 [0x3f2c0..0x40310]
army	0x45fc0	70	0x40140	31	forced	army::get_clockwise	gap of 4 [0x3f2c0..0x40310]
army	0x46008	70	0x40160	422	forced	army::get_counter_clockwise	gap of 4 [0x3f2c0..0x40310]
army	0x475ec	164		0	ambiguous	army::CheckLuck	gap 1 dc vs 0 retail [0x41fa0..0x42410]
army	0x478c8	50		0	ambiguous	army::get_defense_modifier	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x478fc	8		0	ambiguous	army::get_defense_damage_modifier	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47904	30		0	ambiguous	army::get_controller	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47924	30		0	ambiguous	army::get_owner	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47944	208		0	ambiguous	is_natural_enemy	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47a14	228		0	ambiguous	army::get_average_damage	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47af8	210		0	ambiguous	army::get_average_damage	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47bcc	56		0	ambiguous	army::is_enemy	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x48c10	80		0	ambiguous	army::ComputeDefenderDamageBonuses	gap 1 dc vs 0 retail [0x43840..0x43b90]
