# generator: homm3.analysis.dc_bracket
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - a `forced`
# row is a link-order proof proposal; it becomes
# evidence only when a supervised review promotes it
# into a VA() claim.
unit	dc_offset	dc_size	proposed_rva	proposed_size	grade	name	detail
events	0x90c58	184		0	ambiguous	advManager::DoArtifactSkillRequirement	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90d34	974		0	ambiguous	advManager::DoCustomArtifact	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x91104	440		0	ambiguous	advManager::DoEventArtifact	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x912bc	74		0	ambiguous	show_rewards	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x91308	132		0	ambiguous	add_reward	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x9138c	2160		0	ambiguous	advManager::GiveBlackBoxReward	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x91c18	416		0	ambiguous	advManager::DoEventBlackBox	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x91db8	396		0	ambiguous	advManager::HandleMapEvent	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x91f44	166		0	ambiguous	advManager::DoEventBoat	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x91fec	244		0	ambiguous	advManager::DoEventBorderGuard	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x920e0	166		0	ambiguous	advManager::DoEventBorderTent	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92188	150		0	ambiguous	advManager::DoEventBouy	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92220	200		0	ambiguous	advManager::DoEventCloverField	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x922e8	198		0	ambiguous	advManager::DoEventCampfire	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x923b0	400		0	ambiguous	advManager::DoEventIdol	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92540	186		0	ambiguous	advManager::DoEventCoverOfDarkness	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x925fc	536		0	ambiguous	advManager::DoEventCreatureBank	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92814	1322		0	ambiguous	advManager::DoEventCreatureGenerator	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92d40	172		0	ambiguous	advManager::DoEventDefenseTower	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92dec	282		0	ambiguous	advManager::do_event_dragon_city	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92f08	158		0	ambiguous	advManager::DoEventFaerieRing	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92fa8	388		0	ambiguous	advManager::DoEventFlotsam	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9312c	362		0	ambiguous	advManager::DoEventFountain	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93298	206		0	ambiguous	advManager::DoEventFountainOfYouth	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93368	252		0	ambiguous	advManager::DoEventGarden	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93464	1366		0	ambiguous	exchange_spells	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x939bc	346		0	ambiguous	advManager::do_event_hero	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93b18	222		0	ambiguous	advManager::DoEventLeanTo	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93bf8	314		0	ambiguous	advManager::DoEventLibrary	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93d34	122		0	ambiguous	advManager::DoEventLighthouse	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93db0	444		0	ambiguous	advManager::DoEventMagicSchool	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93f6c	284		0	ambiguous	advManager::DoEventMagicSpring	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94088	320		0	ambiguous	advManager::DoEventMagicWell	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x941c8	172		0	ambiguous	advManager::DoEventMercenaryCamp	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94274	158		0	ambiguous	advManager::DoEventMermaid	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94314	448		0	ambiguous	advManager::DoEventMine	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x944d4	200		0	ambiguous	advManager::DoEventMysticalGarden	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9459c	278		0	ambiguous	advManager::DoEventOasis	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x946b4	172		0	ambiguous	advManager::DoEventPowerSchool	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94760	640		0	ambiguous	advManager::DoEventPrison	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x949e0	684		0	ambiguous	advManager::do_event_pyramid	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94c8c	246		0	ambiguous	advManager::DoEventRallyFlag	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94d84	286		0	ambiguous	advManager::DoEventRefugeeCamp	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94ea4	648		0	ambiguous	advManager::DoCustomResource	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9512c	198		0	ambiguous	advManager::DoEventResource	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x951f4	472		0	ambiguous	advManager::DoEventScholar	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x953cc	408		0	ambiguous	advManager::DoEventSeaChest	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95564	234		0	ambiguous	advManager::DoEventSurvivor	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95650	428		0	ambiguous	advManager::DoEventSkeleton	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x957fc	566		0	ambiguous	advManager::DoEventShrine	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95a34	286		0	ambiguous	advManager::DoEventSiren	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95b54	704		0	ambiguous	advManager::DoCustomSpellScroll	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95e14	258		0	ambiguous	advManager::DoEventSpellScroll	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95f18	404		0	ambiguous	advManager::DoEventStables	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x960ac	302		0	ambiguous	advManager::DoEventTemple	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x961dc	256		0	ambiguous	advManager::DoEventTrainingGrounds	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x962dc	252		0	ambiguous	advManager::DoTreasureDialog	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x963d8	234		0	ambiguous	advManager::DoEventTreasure	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x964c4	702		0	ambiguous	advManager::DoEventTreeOfKnowledge	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96784	528		0	ambiguous	advManager::DoEventWagon	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96994	384		0	ambiguous	advManager::monsters_give_reward	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96b14	260		0	ambiguous	advManager::monsters_fight	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96c18	316		0	ambiguous	advManager::monsters_flee	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96d54	408		0	ambiguous	advManager::monsters_join	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96eec	600		0	ambiguous	advManager::monsters_sell_out	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9a528	134		0	ambiguous	advManager::RecruitEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9a5b0	742		0	ambiguous	advManager::GeneratorEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9a898	1330		0	ambiguous	advManager::CreatureBankEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9adcc	358		0	ambiguous	advManager::do_event_undead_lair	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9af34	1152		0	ambiguous	advManager::CombatMonsterEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9b3b4	148		0	ambiguous	advManager::HeroLoses	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9b448	282		0	ambiguous	advManager::DoWhirlpool	gap 7 dc vs 6 retail [0xab410..0xacbb0]
exec	0x9e520	116		0	ambiguous	executive::InitSystem	gap 2 dc vs 9 retail [0xb0660..0xb0a10]
exec	0x9e594	216		0	ambiguous	executive::ShutDownSystem	gap 2 dc vs 9 retail [0xb0660..0xb0a10]
findpath	0x9ee34	180		0	ambiguous	searchArray::Init	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9eee8	54		0	ambiguous	searchArray::Close	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9ef20	274		0	ambiguous	searchArray::Clear	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f034	286		0	ambiguous	CalcTerrainCost	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f154	48		0	ambiguous	MinimumTerrainCost	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f184	288		0	ambiguous	GetTerrainCost	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f2a4	1138		0	ambiguous	searchArray::PushPoint	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f718	2992		0	ambiguous	searchArray::TestPossibleDirections	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0xa02c8	198		0	ambiguous	searchArray::valid_move_adjacent	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0xa0390	108		0	ambiguous	searchArray::valid_move_adjacent	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0xa0630	466		0	ambiguous	searchArray::mark_teleport	gap 5 dc vs 2 retail [0xb2da0..0xb3400]
findpath	0xa0804	362		0	ambiguous	searchArray::set_moat	gap 5 dc vs 2 retail [0xb2da0..0xb3400]
findpath	0xa0970	212		0	ambiguous	searchArray::build_combat_path	gap 5 dc vs 2 retail [0xb2da0..0xb3400]
findpath	0xa0a44	72		0	ambiguous	searchArray::mark_enemy	gap 5 dc vs 2 retail [0xb2da0..0xb3400]
findpath	0xa0a8c	140		0	ambiguous	searchArray::check_enemy_armies	gap 5 dc vs 2 retail [0xb2da0..0xb3400]
findpath	0xa0f54	348		0	ambiguous	searchArray::PushCombatPoint	gap 2 dc vs 3 retail [0xb3400..0xb3f20]
findpath	0xa10b0	18		0	ambiguous	searchArray::lower_door	gap 2 dc vs 3 retail [0xb3400..0xb3f20]
font	0xa1ce4	48		0	ambiguous	font::GetColor	gap 1 dc vs 0 retail [0xb5110..0xb5180]
font	0xa1e30	44		0	ambiguous	font::DrawCursor	gap 3 dc vs 2 retail [0xb51a0..0xb5490]
font	0xa1e5c	576		0	ambiguous	font::DrawStringExecute	gap 3 dc vs 2 retail [0xb51a0..0xb5490]
font	0xa209c	106		0	ambiguous	font::DrawString	gap 3 dc vs 2 retail [0xb51a0..0xb5490]
game	0xa30c4	178		0	ambiguous	generator::remove_bonus	gap 1 dc vs 0 retail [0xb86e0..0xb87a0]
game	0xa3250	56		0	ambiguous	generator::set_owner	gap 1 dc vs 0 retail [0xb87a0..0xb8860]
game	0xa341c	88		0	ambiguous	get_day_bonus	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa3474	2034		0	ambiguous	game::calculate_production	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa3c68	232		0	ambiguous	game::LoadSignPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa3d50	268		0	ambiguous	game::SaveSignPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa3e5c	688		0	ambiguous	game::LoadMinePool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa410c	640		0	ambiguous	game::SaveMinePool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa438c	444		0	ambiguous	game::LoadGarrisonPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa4548	416		0	ambiguous	game::SaveGarrisonPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa46e8	662		0	ambiguous	game::LoadBoatPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa4980	648		0	ambiguous	game::SaveBoatPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa4c08	94		0	ambiguous	game::LoadObeliskPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa4c68	94		0	ambiguous	game::SaveObeliskPool	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
game	0xa5108	46		0	ambiguous	playerData::AssignNetInfo	gap 2 dc vs 0 retail [0xba130..0xba170]
game	0xa5138	46		0	ambiguous	playerData::GetNetInfo	gap 2 dc vs 0 retail [0xba130..0xba170]
game	0xa5998	84		0	ambiguous	game::LoadPlayerData	gap 6 dc vs 0 retail [0xba670..0xba9e0]
game	0xa59ec	84		0	ambiguous	game::SavePlayerData	gap 6 dc vs 0 retail [0xba670..0xba9e0]
game	0xa5a40	182		0	ambiguous	game::LoadTownPool	gap 6 dc vs 0 retail [0xba670..0xba9e0]
game	0xa5af8	164		0	ambiguous	game::SaveTownPool	gap 6 dc vs 0 retail [0xba670..0xba9e0]
game	0xa5b9c	86		0	ambiguous	game::SaveHeroPool	gap 6 dc vs 0 retail [0xba670..0xba9e0]
game	0xa5bf4	86		0	ambiguous	game::LoadHeroPool	gap 6 dc vs 0 retail [0xba670..0xba9e0]
game	0xa5f30	190		0	ambiguous	playerData::BuildingsOwned	gap 1 dc vs 0 retail [0xbaba0..0xbabd0]
game	0xa67bc	148		0	ambiguous	game::Scan	gap 2 dc vs 0 retail [0xbb250..0xbb400]
game	0xa6850	134		0	ambiguous	game::RandomScan	gap 2 dc vs 0 retail [0xbb250..0xbb400]
game	0xa707c	144		0	ambiguous	game::GetHeroId	gap 2 dc vs 0 retail [0xbb870..0xbb900]
game	0xa710c	166		0	ambiguous	game::GetMineId	gap 2 dc vs 0 retail [0xbb870..0xbb900]
game	0xa7278	166		0	ambiguous	game::GetGarrisonId	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7320	242		0	ambiguous	GenerateStandardFileName	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7414	248		0	ambiguous	game::loadString	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa750c	194		0	ambiguous	game::saveString	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa75d0	504		0	ambiguous	game::SaveRumours	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa77c8	402		0	ambiguous	game::LoadRumours	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa795c	198		0	ambiguous	game::SaveBlackMarkets	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7a24	152		0	ambiguous	game::LoadBlackMarkets	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7abc	164		0	ambiguous	type_creature_bank::load	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7b60	100		0	ambiguous	type_creature_bank::save	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7bc4	22		0	ambiguous	$E516	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7bdc	16		0	ambiguous	$E517	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa7bec	1368		0	ambiguous	game::GetSaveGameHeaders	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa8144	650		0	ambiguous	game::setup_shipyards	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa83d0	1912		0	ambiguous	game::Load	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa8b48	42		0	ambiguous	SGameSetupOptions::save	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa8b74	42		0	ambiguous	SGameSetupOptions::load	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa8ba0	204		0	ambiguous	hero_power	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa8c6c	98		0	ambiguous	compare_heroes	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa8cd0	3326		0	ambiguous	game::Save	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa99d0	1208		0	ambiguous	game::SaveGame	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xa9e88	582		0	ambiguous	game::SetupOrigData	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaa0d0	798		0	ambiguous	game::LoadGame	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaa3f0	776		0	ambiguous	game::GiveTroopsToNeutralTown	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaa6f8	232		0	ambiguous	game::GiveTroopsToNeutralTowns	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaa7e0	1476		0	ambiguous	game::ValidateVictoryLossConditions	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaada4	2858		0	ambiguous	game::NewMap	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xab8d0	154		0	ambiguous	SetupFirstPlayer	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xab96c	102		0	ambiguous	RandomizeScholar	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xab9d4	712		0	ambiguous	RandomizeArtifact	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xabc9c	176		0	ambiguous	RandomizeSeaChest	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xabd4c	92		0	ambiguous	RandomizeShrine	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xabda8	134		0	ambiguous	randomize_wagon	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xabe30	94		0	ambiguous	RandomizeWiseTree	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xabe90	230		0	ambiguous	RandomizeTreasure	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xabf78	110		0	ambiguous	randomize_tomb	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xabfe8	96		0	ambiguous	randomize_pyramid	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xac048	286		0	ambiguous	game::randomize_university	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xac168	58		0	ambiguous	randomize_witch_hut	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xac1a4	750		0	ambiguous	game::RandomizeHolyGrail	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xac494	422		0	ambiguous	game::InitRandomArtifacts	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xac63c	724		0	ambiguous	game::match_underground_gates	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xac910	4728		0	ambiguous	game::RandomizeEvents	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xadb88	944		0	ambiguous	game::LoadMap	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xadf38	1658		0	ambiguous	NewSMapHeader::readVictoryCondition	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xae5b4	1454		0	ambiguous	NewSMapHeader::saveVictoryCondition	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaeb64	1460		0	ambiguous	NewSMapHeader::loadVictoryCondition	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaf118	412		0	ambiguous	NewSMapHeader::readLossCondition	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaf2b4	468		0	ambiguous	NewSMapHeader::saveLossCondition	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaf488	452		0	ambiguous	NewSMapHeader::loadLossCondition	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xaf64c	2874		0	ambiguous	NewSMapHeader::Read	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xb0188	1484		0	ambiguous	NewSMapHeader::Save	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xb0754	1874		0	ambiguous	NewSMapHeader::Load	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xb0ea8	614		0	ambiguous	NewSMapHeader::Get	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xb1110	286		0	ambiguous	NewSMapHeader::readString	gap 55 dc vs 54 retail [0xbb900..0xc61e0]
game	0xb1c8c	654		0	ambiguous	game::ViewArmy	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb1f1c	66		0	ambiguous	game::GetRandomNumTroops	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb1f60	68		0	ambiguous	StartAITheme	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb1fa4	28		0	ambiguous	game::TurnOnAIMusic	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb1fc0	16		0	ambiguous	game::TurnOffAIMusic	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb1fd0	2820		0	ambiguous	game::NextPlayer	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb2ad4	1372		0	ambiguous	game::ComputeDailyGold	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb3030	332		0	ambiguous	game::GrowCoverOfDarkness	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb317c	1754		0	ambiguous	game::ResetAllPlayerVisibility	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb3858	1330		0	ambiguous	game::PerDay	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb3d8c	116		0	ambiguous	game::clear_recruits	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb3e00	94		0	ambiguous	get_new_hero	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb3e60	494		0	ambiguous	game::set_weekly_recruits	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb4050	164		0	ambiguous	game::replace_recruit	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb40f4	234		0	ambiguous	game::set_recruits	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb41e0	1496		0	ambiguous	game::PerWeek	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb47b8	926		0	ambiguous	game::PerMonth	gap 17 dc vs 13 retail [0xc6a30..0xc92c0]
game	0xb4fa0	244		0	ambiguous	game::RandomizeHeroPool	gap 2 dc vs 1 retail [0xc95a0..0xc9890]
game	0xb5094	616		0	ambiguous	game::SetRandomHeroArmies	gap 2 dc vs 1 retail [0xc95a0..0xc9890]
game	0xb6054	190		0	ambiguous	game::GiveArmy	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6114	188		0	ambiguous	game::ExperienceValueOfStack	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb61d0	296		0	ambiguous	game::SetupAdjacentMons	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb62f8	100		0	ambiguous	game::CancelComputerScreen	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb635c	476		0	ambiguous	game::ShowComputerScreen	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6538	264		0	ambiguous	game::ShowHeroesLogo	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6640	566		0	ambiguous	game::WaitForPlayer	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6878	6		0	ambiguous	game::SetupTowns	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6880	26		0	ambiguous	$E519	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb689c	120		0	ambiguous	$E520	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6914	20		0	ambiguous	$E521	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6928	28		0	ambiguous	$E522	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6944	114		0	ambiguous	GetRandomTownName	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb69b8	58		0	ambiguous	ResetRandomTownNames	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb69f4	656		0	ambiguous	game::ProcessOnMapTowns	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb6c84	1406		0	ambiguous	initialize_hero	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb7204	848		0	ambiguous	game::ProcessOnMapHeroes	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb7554	12		0	ambiguous	game::CheckHeroConsistency	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb7560	4196		0	ambiguous	game::TransmitSaveGame	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb85c4	3652		0	ambiguous	game::ReceiveSaveGame	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9408	1478		0	ambiguous	game::DoNewTurn	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb99d0	98		0	ambiguous	game::GetBoatsBuilt	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9a34	240		0	ambiguous	game::GetNumThievesGuilds	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9b24	48		0	ambiguous	game::SetMapSize	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9b54	68		0	ambiguous	game::HeroIDToHeroPos	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9b98	108		0	ambiguous	game::TownIDToTownPos	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9c04	166		0	ambiguous	game::SetMarketArtifacts	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9cac	170		0	ambiguous	game::SetSummoningGenerators	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9d58	290		0	ambiguous	game::SetCannedRumour	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xb9e7c	450		0	ambiguous	game::SetMapRumour	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xba040	3012		0	ambiguous	game::SetSpecialRumour	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xbac04	160		0	ambiguous	game::SetupNewRumour	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xbaca4	524		0	ambiguous	game::GiveTimeEventReward	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xbaeb0	68		0	ambiguous	game::GiveTownEventReward	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xbaef4	248		0	ambiguous	game::CheckForTimeEvent	gap 36 dc vs 26 retail [0xca240..0xcdb80]
game	0xbafec	248		0	ambiguous	game::CheckForTownEvent	gap 36 dc vs 26 retail [0xca240..0xcdb80]
