# generator: homm3.analysis.dc_callgraph
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - a
# `callgraph-unique` row needs retail-corroborated
# promotion into a VA() claim.
unit	dc_offset	proposed_rva	candidates	grade	name	detail
button	0x57a5c			no-signal	textButton::textButton	gap 2 dc vs 3 retail [0x569e0..0x56bf0]
button	0x57ab4			no-signal	textButton::textButton	gap 2 dc vs 3 retail [0x569e0..0x56bf0]
button	0x57b98			no-signal	textButton::Draw	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57c4c			no-signal	type_func_button::type_func_button	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57cdc			no-signal	type_func_button::type_func_button	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57d48			no-signal	type_func_button::Main	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57da4			no-signal	button::SetText	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57dbc			no-signal	CSprite::GetPalette24	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57de0			no-signal	button::`scalar deleting destructor'	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57e14			no-signal	textButton::`scalar deleting destructor'	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57e48			no-signal	type_func_button::`scalar deleting destructor'	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
cmbtmgr	0x5d538			no-signal	combatManager::LoadWallTraitsTable	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5d60c			no-signal	combatManager::Open	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5dc70			no-signal	combatManager::Close	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5ddc0			no-signal	combatManager::LoadIcons	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5dfb4			no-signal	combatManager::FreeIcons	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e09c			no-signal	combatManager::LoadArmies	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e3d8			no-signal	combatManager::FreeArmies	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e464			no-signal	combatManager::SetupCombat	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e690			no-signal	combatManager::InitNonVisualVars	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e948			no-signal	combatManager::CheckNativeTerrain	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e9ac			no-signal	combatManager::SetupAdjacencyArray	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5eb40			no-signal	combatManager::UpdateArmyGroup	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5eca8			no-signal	combatManager::GenerateMap	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5ed68			no-signal	combatManager::DetermineCombatTerrain	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5ef54			no-signal	combatManager::GetBackgroundName	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5f1d0			no-signal	combatManager::CombineGroups	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f2b0			no-signal	combatManager::CheckApplyGoodMorale	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f3c4			no-signal	combatManager::CheckApplyBadMorale	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f518			no-signal	combatManager::NextArmy	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f934			no-signal	combatManager::SetNextArmy	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5fd10			no-signal	combatManager::DamageWall	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x5feac			no-signal	combatManager::KeepAttack	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x6021c			no-signal	combatManager::ComputeDamageModifier	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x60220			no-signal	combatManager::ExperienceValueOfStack	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x60354	0x66010	0x66010	callgraph-unique	combatManager::place_obstacle	gap 3 dc vs 4 retail [0x65fe0..0x669b0]
cmbtmgr	0x60538			no-signal	combatManager::SetupAndLoadObstacles	gap 3 dc vs 4 retail [0x65fe0..0x669b0]
cmbtmgr	0x6091c			no-signal	combatManager::PlaceLargeObstacle	gap 3 dc vs 4 retail [0x65fe0..0x669b0]
cmbtmgr	0x62f00			no-signal	combatManager::UpdateArmyLuckAndMorale	gap 3 dc vs 2 retail [0x69670..0x69a10]
cmbtmgr	0x62fe4			no-signal	combatManager::GetMissileStartingPosition	gap 3 dc vs 2 retail [0x69670..0x69a10]
cmbtmgr	0x63268			no-signal	combatManager::DoorCanBeLowered	gap 3 dc vs 2 retail [0x69670..0x69a10]
cmbtmgr	0x6359c			no-signal	combatManager::RaiseSkeletons	gap 3 dc vs 4 retail [0x69dc0..0x6a350]
cmbtmgr	0x63648			no-signal	combatManager::LearnSpellFromEagleEye	gap 3 dc vs 4 retail [0x69dc0..0x6a350]
cmbtmgr	0x63704			no-signal	combatManager::LootDeadHero	gap 3 dc vs 4 retail [0x69dc0..0x6a350]
command	0x6c070			no-signal	combatManager::ProcessCombatMsg	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cb78			no-signal	combatManager::DoKeyboardNavigation	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cc80			no-signal	combatManager::InitMouse	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6ccc0			no-signal	combatManager::MoveCursor	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cdcc			no-signal	combatManager::MoveCursorCombatXY	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6ce2c			no-signal	combatManager::GetHexXY	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6ce60			no-signal	combatManager::MoveCursorTo	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cee4			no-signal	combatManager::MoveCursorMenu	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cfe8			no-signal	combatManager::ClientToCombat	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d004			no-signal	combatManager::CombatToScreen	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d060			no-signal	combatManager::ResetRound	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d2c8			no-signal	combatManager::auto_resolve_combat	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d430			no-signal	combatManager::CheckWin	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6e990			no-signal	combatManager::DoSurrender	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ea10			no-signal	combatManager::CheckChangeSelector	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6eb18			no-signal	combatManager::TurnOffSelector	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ebbc			no-signal	combatManager::CheckChangeHighlighter	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ed18			no-signal	combatManager::TurnOffHighlighter	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6edbc			no-signal	combatManager::CheckCastleAttack	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ee60			no-signal	combatManager::CheckGetAIMove	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f198			no-signal	combatManager::GetControl	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f5f4			no-signal	combatManager::ResetMouse	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f664			no-signal	combatManager::process_move_then_attack	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f824			no-signal	combatManager::process_first_aid	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f984			no-signal	combatManager::ProcessNextAction	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x701b0			no-signal	combatManager::ResetCyclingCreatures	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x702bc			no-signal	combatManager::ResetCycleTimers	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x70398			no-signal	combatManager::SetCombatViewArmy	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x703c0			no-signal	combatManager::SetCombatGrid	gap 16 dc vs 13 retail [0x77a00..0x7a100]
csprite	0x72418			no-signal	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x72430			no-signal	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x7248c			no-signal	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x724c8			no-signal	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x7258c			no-signal	CSprite::GetPalette	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x725b8			no-signal	CSprite::GetPalette	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72628			no-signal	CSprite::ColorCycle	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72664			no-signal	CSprite::Draw	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x726f4			no-signal	CSprite::DrawCreature	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72784			no-signal	CSprite::DrawCreatureAlpha	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72814			no-signal	CSprite::DrawAdvObj	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x7289c			no-signal	CSprite::DrawAdvObjWithFlag	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72944			no-signal	CSprite::DrawAdvObjWithFlagAlpha	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x729d0			no-signal	CSprite::DrawAdvObjShadow	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72a58			no-signal	CSprite::DrawPointer	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72ac4			no-signal	CSprite::DrawInterface	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72b4c			no-signal	CSprite::DrawTile	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72bd8			no-signal	CSprite::DrawTileShadow	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72c64			no-signal	CSprite::DrawShroudTile	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72d10			no-signal	CSprite::DrawHero	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72d98			no-signal	CSprite::DrawHeroShadow	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72e20			no-signal	CSprite::DrawHeroAlpha	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72ea8			no-signal	CSprite::DrawCombatHero	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72f34			no-signal	CSprite::DrawSpellEffect	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72fc4			no-signal	CSprite::DrawAdvObjWithFlagScaled50	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x73060			no-signal	CSprite::DrawAdvObjShadowScaled50	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x730d8			no-signal	CSprite::DrawTileScaled50	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x73164			no-signal	CSprite::DrawAdvObjWithFlagScaled25	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x731e8			no-signal	CSprite::DrawAdvObjShadowScaled25	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x73260			no-signal	CSprite::DrawTileScaled25	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x732ec			no-signal	CSprite::GetSpriteType	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x733b4			no-signal	CSprite::GetSpriteTypeName	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
drawing	0x83e58			no-signal	combatManager::UpdateCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83e8c			no-signal	combatManager::FullUpdate	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83ec0			no-signal	combatManager::UpdateCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83ee8			no-signal	combatManager::UpdateCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83f84			no-signal	combatManager::ScrollCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x8405c			no-signal	combatManager::ScrollTo	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x841d4			no-signal	combatManager::ScrollTo	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x84228			no-signal	combatManager::ScrollToPixel	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x84248			no-signal	combatManager::ScrollTo	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x842a8	0x937d0	0x937d0	callgraph-unique	combatManager::SetupGridForArmy	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x853f4	0x94c20	0x94c20	callgraph-unique	combatManager::DrawObstacleAt	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85478	0x94f40	0x94f40	callgraph-unique	combatManager::DrawWallAt	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x857d4		0x94c20,0x94f40,0x952b0,0x95500,0x95650,0x958e0	no-signal	combatManager::DrawDeadOccupants	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85844		0x94c20,0x94f40,0x952b0,0x95500,0x95650,0x958e0	no-signal	combatManager::DrawOccupant	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85978	0x95090	0x95090	callgraph-unique	combatManager::DrawArcher	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85a48			no-signal	combatManager::DrawCreature	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85b50			no-signal	combatManager::DrawCreatureAlpha	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85c2c	0x95650	0x95650	callgraph-unique	combatManager::DrawCombatHero	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85d00			no-signal	combatManager::DrawSpellEffect	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85e3c			no-signal	combatManager::DrawSpriteObject	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85f1c	0x958e0	0x958e0	callgraph-unique	combatManager::DrawCreatureAndHeroSubwindows	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85f70		0x94c20,0x94f40,0x952b0,0x95500,0x95650,0x958e0	no-signal	combatManager::DrawObstacle	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85fd4			no-signal	combatManager::DrawWall	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x86098		0x94c20,0x94f40,0x952b0,0x95500,0x95650,0x958e0	no-signal	combatManager::DrawObject	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x861cc			no-signal	combatManager::DrawMoatOverlay	gap 15 dc vs 12 retail [0x94440..0x95bf0]
events	0x903b4			no-signal	advManager::DoEventShipyard	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90658			no-signal	advManager::DoEventAnchor	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x906c0			no-signal	advManager::EventSound	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x906d8			no-signal	advManager::DoEventArena	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90814			no-signal	advManager::GiveArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90878			no-signal	advManager::DoEventFreeArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x908dc			no-signal	advManager::FightForArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90ad8			no-signal	advManager::PayForArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90c58			no-signal	advManager::DoArtifactSkillRequirement	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90d34			no-signal	advManager::DoCustomArtifact	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x91104			no-signal	advManager::DoEventArtifact	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x912bc			no-signal	show_rewards	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x91308			no-signal	add_reward	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x9138c			no-signal	advManager::GiveBlackBoxReward	gap 5 dc vs 4 retail [0x9f040..0xa0c20]
events	0x91c18			no-signal	advManager::DoEventBlackBox	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x91db8			no-signal	advManager::HandleMapEvent	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x91f44			no-signal	advManager::DoEventBoat	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x91fec			no-signal	advManager::DoEventBorderGuard	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x920e0			no-signal	advManager::DoEventBorderTent	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92188			no-signal	advManager::DoEventBouy	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92220			no-signal	advManager::DoEventCloverField	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x922e8			no-signal	advManager::DoEventCampfire	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x923b0			no-signal	advManager::DoEventIdol	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92540			no-signal	advManager::DoEventCoverOfDarkness	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x925fc			no-signal	advManager::DoEventCreatureBank	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92814			no-signal	advManager::DoEventCreatureGenerator	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92d40			no-signal	advManager::DoEventDefenseTower	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92dec			no-signal	advManager::do_event_dragon_city	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92f08			no-signal	advManager::DoEventFaerieRing	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x92fa8			no-signal	advManager::DoEventFlotsam	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9312c			no-signal	advManager::DoEventFountain	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93298			no-signal	advManager::DoEventFountainOfYouth	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93368			no-signal	advManager::DoEventGarden	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93464			no-signal	exchange_spells	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x939bc			no-signal	advManager::do_event_hero	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93b18			no-signal	advManager::DoEventLeanTo	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93bf8			no-signal	advManager::DoEventLibrary	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93d34			no-signal	advManager::DoEventLighthouse	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93db0			no-signal	advManager::DoEventMagicSchool	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x93f6c			no-signal	advManager::DoEventMagicSpring	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94088			no-signal	advManager::DoEventMagicWell	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x941c8			no-signal	advManager::DoEventMercenaryCamp	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94274			no-signal	advManager::DoEventMermaid	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94314			no-signal	advManager::DoEventMine	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x944d4			no-signal	advManager::DoEventMysticalGarden	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9459c			no-signal	advManager::DoEventOasis	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x946b4			no-signal	advManager::DoEventPowerSchool	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94760			no-signal	advManager::DoEventPrison	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x949e0			no-signal	advManager::do_event_pyramid	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94c8c			no-signal	advManager::DoEventRallyFlag	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94d84			no-signal	advManager::DoEventRefugeeCamp	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x94ea4			no-signal	advManager::DoCustomResource	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9512c			no-signal	advManager::DoEventResource	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x951f4			no-signal	advManager::DoEventScholar	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x953cc			no-signal	advManager::DoEventSeaChest	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95564			no-signal	advManager::DoEventSurvivor	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95650			no-signal	advManager::DoEventSkeleton	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x957fc			no-signal	advManager::DoEventShrine	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95a34			no-signal	advManager::DoEventSiren	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95b54			no-signal	advManager::DoCustomSpellScroll	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95e14			no-signal	advManager::DoEventSpellScroll	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x95f18			no-signal	advManager::DoEventStables	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x960ac			no-signal	advManager::DoEventTemple	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x961dc			no-signal	advManager::DoEventTrainingGrounds	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x962dc			no-signal	advManager::DoTreasureDialog	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x963d8			no-signal	advManager::DoEventTreasure	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x964c4			no-signal	advManager::DoEventTreeOfKnowledge	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96784			no-signal	advManager::DoEventWagon	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96994			no-signal	advManager::monsters_give_reward	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96b14		0xa6c60,0xa6df0,0xa7000,0xa7250	no-signal	advManager::monsters_fight	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96c18		0xa6c60,0xa6df0,0xa7000,0xa7250	no-signal	advManager::monsters_flee	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96d54		0xa6c60,0xa6df0,0xa7000,0xa7250	no-signal	advManager::monsters_join	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x96eec		0xa6c60,0xa6df0,0xa7000,0xa7250	no-signal	advManager::monsters_sell_out	gap 59 dc vs 53 retail [0xa0c20..0xa75c0]
events	0x9a528			no-signal	advManager::RecruitEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9a5b0			no-signal	advManager::GeneratorEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9a898			no-signal	advManager::CreatureBankEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9adcc			no-signal	advManager::do_event_undead_lair	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9af34			no-signal	advManager::CombatMonsterEvent	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9b3b4			no-signal	advManager::HeroLoses	gap 7 dc vs 6 retail [0xab410..0xacbb0]
events	0x9b448			no-signal	advManager::DoWhirlpool	gap 7 dc vs 6 retail [0xab410..0xacbb0]
exec	0x9e520			no-signal	executive::InitSystem	gap 2 dc vs 9 retail [0xb0660..0xb0a10]
exec	0x9e594			no-signal	executive::ShutDownSystem	gap 2 dc vs 9 retail [0xb0660..0xb0a10]
findpath	0x9ee34			no-signal	searchArray::Init	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9eee8			no-signal	searchArray::Close	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9ef20			no-signal	searchArray::Clear	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f034			no-signal	CalcTerrainCost	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f154			no-signal	MinimumTerrainCost	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f184			no-signal	GetTerrainCost	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f2a4			no-signal	searchArray::PushPoint	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0x9f718			no-signal	searchArray::TestPossibleDirections	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0xa02c8			no-signal	searchArray::valid_move_adjacent	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0xa0390			no-signal	searchArray::valid_move_adjacent	gap 10 dc vs 8 retail [0xb13e0..0xb2da0]
findpath	0xa0630			no-signal	searchArray::mark_teleport	gap 5 dc vs 2 retail [0xb2da0..0xb3400]
findpath	0xa0804		0xb3290	callgraph-narrowed	searchArray::set_moat	gap 5 dc vs 2 retail [0xb2da0..0xb3400] [demoted: not an injective monotone map]
findpath	0xa0970		0xb3290	callgraph-narrowed	searchArray::build_combat_path	gap 5 dc vs 2 retail [0xb2da0..0xb3400] [demoted: not an injective monotone map]
findpath	0xa0a44			no-signal	searchArray::mark_enemy	gap 5 dc vs 2 retail [0xb2da0..0xb3400]
findpath	0xa0a8c		0xb3290	callgraph-narrowed	searchArray::check_enemy_armies	gap 5 dc vs 2 retail [0xb2da0..0xb3400] [demoted: not an injective monotone map]
findpath	0xa0f54		0xb3b90,0xb3bb0	callgraph-narrowed	searchArray::PushCombatPoint	gap 2 dc vs 3 retail [0xb3400..0xb3f20]
findpath	0xa10b0			no-signal	searchArray::lower_door	gap 2 dc vs 3 retail [0xb3400..0xb3f20]
font	0xa1e30		0xb5260	callgraph-narrowed	font::DrawCursor	gap 3 dc vs 2 retail [0xb51a0..0xb5490] [demoted: not an injective monotone map]
font	0xa1e5c		0xb5260	callgraph-narrowed	font::DrawStringExecute	gap 3 dc vs 2 retail [0xb51a0..0xb5490] [demoted: not an injective monotone map]
font	0xa209c			no-signal	font::DrawString	gap 3 dc vs 2 retail [0xb51a0..0xb5490]
game	0xa341c			no-signal	get_day_bonus	gap 12 dc vs 10 retail [0xb8a60..0xb9df0]
