# generator: homm3.analysis.dc_callgraph
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - a
# `callgraph-unique` row needs retail-corroborated
# promotion into a VA() claim.
unit	dc_offset	proposed_rva	candidates	grade	name	detail
ai_player	0x32a84			no-signal	mark_destinations	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x32e30			no-signal	check_holy_grail	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33038			no-signal	find_all_destinations	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33404			no-signal	mark_strategic_map	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33854			no-signal	net_value_of_location	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33a4c			no-signal	unblock_lith	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x33cf8			no-signal	AI_choose_destination	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34164			no-signal	ConsiderHidingMouse	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x341f4			no-signal	attempt_step	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x343c4			no-signal	build_path	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34508			no-signal	check_move_spell	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34630			no-signal	attempt_teleport	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34a7c			no-signal	check_gate_purchase	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34b08			no-signal	AI_AttemptMove	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x34fb8			no-signal	value_of_hiring	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35400			no-signal	total_artifact_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x354bc			no-signal	consider_hiring	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x357ec			no-signal	get_shipyard_town	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35888			no-signal	get_map_shipyard	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35910			no-signal	AI_build_ship	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35a10			no-signal	AI_get_ship_cost	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35ac8			no-signal	type_AI_player::hire_heroes	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35c40			no-signal	AI_value_of_observatory	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35e50			no-signal	$E508	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35eb4			no-signal	$E509	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35ecc			no-signal	$E510	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35ee0			no-signal	$E511	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x35f08			no-signal	initialize_artifact_effects	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x361c8			no-signal	type_artifact_effect::type_artifact_effect	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x361f4			no-signal	type_artifact_effect::~type_artifact_effect	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36214			no-signal	type_scouting_artifact::type_scouting_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36258			no-signal	type_scouting_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36274			no-signal	type_combat_artifact::type_combat_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x362b8			no-signal	type_combat_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x362e0			no-signal	type_might_artifact::type_might_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36320			no-signal	type_might_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36350			no-signal	type_power_artifact::type_power_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36390			no-signal	type_power_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x363b4			no-signal	type_knowledge_artifact::type_knowledge_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x363f0			no-signal	type_knowledge_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36414			no-signal	type_necromancy_artifact::type_necromancy_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36450			no-signal	type_necromancy_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x364dc			no-signal	type_movement_artifact::type_movement_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3652c			no-signal	type_movement_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36558			no-signal	type_spellcaster_artifact::type_spellcaster_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3659c			no-signal	type_spellcaster_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x365e4			no-signal	type_morale_artifact::type_morale_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3662c			no-signal	type_morale_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x366d8			no-signal	type_luck_artifact::type_luck_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36720			no-signal	type_luck_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x367cc			no-signal	type_duration_artifact::type_duration_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36814			no-signal	type_duration_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36838			no-signal	type_school_artifact::type_school_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3687c			no-signal	type_school_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x369dc			no-signal	type_antimagic_artifact::type_antimagic_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36a1c			no-signal	type_antimagic_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36ab4			no-signal	type_antimorale_artifact::type_antimorale_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36afc			no-signal	type_antimorale_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36c40			no-signal	type_antiluck_artifact::type_antiluck_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36c90			no-signal	type_antiluck_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36dd4			no-signal	type_tome_artifact::type_tome_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36e28			no-signal	type_tome_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36ee8			no-signal	type_income_artifact::type_income_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36f54			no-signal	type_income_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x36fec			no-signal	type_creature_growth_artifact::type_creature_growth_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x3704c			no-signal	type_creature_growth_artifact::get_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37194			no-signal	AI_get_value_of_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37464			no-signal	AI_get_equip_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37514			no-signal	AI_get_value_of_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37588			no-signal	get_full_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x377f0			no-signal	remove_negative_artifacts	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37898			no-signal	add_artifact	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37a58			no-signal	AI_equip_artifacts	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37acc			no-signal	AI_swap_artifacts	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37bbc			no-signal	type_AI_initializer::type_AI_initializer	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37c38			no-signal	AI_initialize	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37c70			no-signal	AI_shut_down	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37d2c			no-signal	type_point::operator!=	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37d88			no-signal	artifactAllowedInSlot	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37db4			no-signal	hero::get_secondary_skill	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dc4			no-signal	hero::get_value_of_duration	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dcc			no-signal	hero::get_value_of_knowledge	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dd4			no-signal	hero::get_value_of_power	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37ddc			no-signal	hero::is_in_spellbook	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37dec			no-signal	type_AI_player::init	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37df0			no-signal	type_AI_player::clear_magus_hut_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37df8			no-signal	type_AI_player::get_resource_value	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e08			no-signal	type_creature_source::type_creature_source	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e20			no-signal	type_AI_creature_purchaser::set_subtract_mode	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e28			no-signal	type_creature_value::operator<	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e34			no-signal	type_creature_value::operator>	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e40			no-signal	type_spellvalue::can_cast_spells	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e48			no-signal	type_spellvalue::set_power	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e4c			no-signal	searchArray::get_visited_count	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e64			no-signal	searchArray::get_visited_cell	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e7c			no-signal	searchArray::limit_was_reached	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e84			no-signal	searchArray::set_rectangle	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_player	0x37e98			no-signal	get_danger_cell	gap 134 dc vs 41 retail [0x2a150..0x2ed30]
ai_tactical	0x3d584			no-signal	type_spell_choice::type_spell_choice	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d5b0			no-signal	type_spell_choice::type_spell_choice	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d5dc			no-signal	type_AI_spellcaster::initialize	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d604			no-signal	type_AI_spellcaster::type_AI_spellcaster	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3d6f0			no-signal	type_AI_spellcaster::type_AI_spellcaster	gap 5 dc vs 4 retail [0x36930..0x36c30]
ai_tactical	0x3dde8			no-signal	type_AI_spellcaster::consider_chain_lightning	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3de90			no-signal	type_AI_spellcaster::consider_mass_damage	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3df28			no-signal	type_AI_spellcaster::get_age_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3df5c			no-signal	type_AI_spellcaster::get_attack_boost_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e120			no-signal	type_AI_spellcaster::get_attack_boost_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e17c			no-signal	type_AI_spellcaster::get_bless_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e280			no-signal	type_AI_spellcaster::get_frenzy_value	gap 7 dc vs 4 retail [0x37190..0x37800]
ai_tactical	0x3e4a0			no-signal	type_AI_spellcaster::get_blood_lust_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3e50c			no-signal	type_AI_spellcaster::get_mirth_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3e658			no-signal	type_AI_spellcaster::get_sorrow_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3e87c			no-signal	type_AI_spellcaster::get_fortune_value	gap 4 dc vs 5 retail [0x37800..0x387c0]
ai_tactical	0x3ed34			no-signal	type_AI_spellcaster::get_disease_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3eea8			no-signal	type_AI_spellcaster::get_prayer_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3ef24			no-signal	type_AI_spellcaster::get_precision_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3ef90			no-signal	type_AI_spellcaster::get_air_shield_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f080			no-signal	type_AI_spellcaster::get_shield_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f158			no-signal	type_AI_spellcaster::get_slayer_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f208			no-signal	type_AI_spellcaster::get_tough_skin_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f22c			no-signal	type_AI_spellcaster::get_disruptive_ray_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f408			no-signal	type_AI_spellcaster::get_weakness_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f5f0			no-signal	type_AI_spellcaster::get_misfortune_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f7f0			no-signal	type_AI_spellcaster::get_blind_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3f9d0			no-signal	type_AI_spellcaster::get_move_order_change_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3fa24			no-signal	type_AI_spellcaster::get_muck_and_mire_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x3fc20			no-signal	type_AI_spellcaster::get_poison_value	gap 14 dc vs 13 retail [0x38910..0x39550]
ai_tactical	0x40060			no-signal	type_AI_spellcaster::get_air_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x4008c			no-signal	type_AI_spellcaster::get_fire_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x400b8			no-signal	type_AI_spellcaster::get_earth_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x400f4			no-signal	type_AI_spellcaster::get_water_protection_value	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x40130			no-signal	type_AI_spellcaster::get_duration	gap 5 dc vs 4 retail [0x396e0..0x39a80]
ai_tactical	0x40ec0			no-signal	type_AI_spellcaster::consider_teleport	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x4101c			no-signal	type_AI_spellcaster::consider_resurrect	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41278			no-signal	type_AI_spellcaster::consider_sacrifice	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x414a0	0x3b1e0	0x3b1e0	callgraph-unique	type_AI_spellcaster::consider_sacrifice	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41558			no-signal	type_AI_spellcaster::get_clone_value	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41624			no-signal	type_AI_spellcaster::get_curse_value	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41890			no-signal	type_AI_spellcaster::get_forgetfulness_value	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41a74			no-signal	type_AI_spellcaster::unimplemented	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41a7c	0x3b690	0x3b690	callgraph-unique	type_AI_spellcaster::get_enchantment_function	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41c30		0x3aa60,0x3aca0,0x3b1e0,0x3b8f0	no-signal	type_AI_spellcaster::consider_earthquake	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x41e5c		0x3aa60,0x3aca0,0x3b1e0,0x3b8f0	no-signal	type_AI_spellcaster::consider_summon	gap 11 dc vs 9 retail [0x3a910..0x3bb20]
ai_tactical	0x423f4			no-signal	type_AI_spellcaster::get_ogre_mage_value	gap 4 dc vs 3 retail [0x3c040..0x3c800]
ai_tactical	0x424c4			no-signal	type_AI_spellcaster::get_caliph_value	gap 4 dc vs 3 retail [0x3c040..0x3c800]
ai_tactical	0x425a8			no-signal	type_AI_spellcaster::check_simulation	gap 4 dc vs 3 retail [0x3c040..0x3c800]
ai_tactical	0x42610			no-signal	type_AI_spellcaster::spells_not_required	gap 4 dc vs 3 retail [0x3c040..0x3c800]
army	0x438a8			no-signal	army::WaitSample	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x438e8			no-signal	army::InitClean	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x439b0			no-signal	army::initialize	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x43d9c			no-signal	army::Init	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x43e80			no-signal	army::LoadResources	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x4424c			no-signal	army::FreeResources	gap 6 dc vs 4 retail [0x3d580..0x3df20]
army	0x44d50			no-signal	army::ComputeKarma	gap 3 dc vs 1 retail [0x3e140..0x3ea70]
army	0x44e14			no-signal	add_item	gap 3 dc vs 1 retail [0x3e140..0x3ea70]
army	0x44ec0			no-signal	erase_item	gap 3 dc vs 1 retail [0x3e140..0x3ea70]
army	0x45164			no-signal	army::set_inside_area_effect	gap 2 dc vs 1 retail [0x3ee10..0x3f0b0]
army	0x45204			no-signal	army::EndWalk	gap 2 dc vs 1 retail [0x3ee10..0x3f0b0]
army	0x478c8			no-signal	army::get_defense_modifier	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x478fc			no-signal	army::get_defense_damage_modifier	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47904			no-signal	army::get_controller	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47924			no-signal	army::get_owner	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47944			no-signal	is_natural_enemy	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47a14			no-signal	army::get_average_damage	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47af8			no-signal	army::get_average_damage	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x47bcc			no-signal	army::is_enemy	gap 8 dc vs 6 retail [0x42590..0x428f0]
army	0x4935c			no-signal	army::Strength	gap 2 dc vs 1 retail [0x44090..0x444d0]
army	0x493a0			no-signal	army::ProcessDeath	gap 2 dc vs 1 retail [0x44090..0x444d0]
army	0x4aa3c	0x45ec0	0x45ec0	callgraph-unique	army::attack_wall	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4aacc			no-signal	army::attack_wall	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b070			no-signal	army::Cure	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b14c			no-signal	army::MidY	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b170			no-signal	army::TopY	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b190			no-signal	army::BottomY	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b1a8			no-signal	army::MidX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b20c			no-signal	army::RightX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b278			no-signal	army::LeftX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b2e4			no-signal	army::FrontX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b354			no-signal	army::get_second_grid_index	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b398			no-signal	army::is_adjacent	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b3e8			no-signal	army::is_adjacent	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b428			no-signal	army::OtherArmyAdjacent	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4c004			no-signal	army::cast_resurrect	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c084			no-signal	army::cast_demonic_resurrect	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c0f0			no-signal	group_has_melee	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c154			no-signal	group_has_shooters	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c1b8			no-signal	group_has_dragons	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c210	0x47a80	0x47a80	callgraph-unique	is_valid_caliph_spell	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c3ac	0x47ee0	0x47ee0	callgraph-unique	army::cast_caliph_spell	gap 1 dc vs 2 retail [0x47eb0..0x48260]
army	0x4c778			no-signal	army::consider_attack	gap 1 dc vs 2 retail [0x48260..0x48ab0]
armygrp	0x4eb88			no-signal	armyGroup::HasSomeUndead	gap 2 dc vs 1 retail [0x4ab20..0x4ab80]
armygrp	0x4ebc0			no-signal	armyGroup::Dismiss	gap 2 dc vs 1 retail [0x4ab20..0x4ab80]
armygrp	0x4ebf0			no-signal	armyGroup::GetAlignments	gap 2 dc vs 1 retail [0x4ab80..0x4ac50]
armygrp	0x4ec98			no-signal	armyGroup::GetHomogeneityMoraleAdjust	gap 2 dc vs 1 retail [0x4ab80..0x4ac50]
armygrp	0x4ee08			no-signal	armyGroup::DamageGroup	gap 3 dc vs 2 retail [0x4ad60..0x4ade0]
armygrp	0x4ef88			no-signal	armyGroup::get_creature_total	gap 3 dc vs 2 retail [0x4ad60..0x4ade0]
armygrp	0x4efb8			no-signal	armyGroup::get_creature_total	gap 3 dc vs 2 retail [0x4ad60..0x4ade0]
bitmap816	0x53c5c			no-signal	Bitmap816::import	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x53d60			no-signal	Bitmap816::clear	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x53df0			no-signal	Bitmap816::importPCXFile	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x53fe4			no-signal	Bitmap816::zBufferDraw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x540a8			no-signal	Bitmap816::Draw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x541b0			no-signal	Bitmap816::Draw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x5422c			no-signal	Bitmap816::zBufferDraw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x5427c			no-signal	Bitmap816::SetPalette	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x54294			no-signal	Bitmap816::SetPalette	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
border	0x54408			no-signal	border::initialize	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54440			no-signal	border::Main	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54590			no-signal	border::handle_click	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54594			no-signal	border::zBufferDraw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54598			no-signal	border::Draw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x5459c			no-signal	coloredBorder::coloredBorder	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54614			no-signal	coloredBorder::zBufferDraw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54618			no-signal	coloredBorder::Draw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54650			no-signal	coloredBorderFrame::coloredBorderFrame	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x546d0			no-signal	coloredBorderFrame::zBufferDraw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x546d4			no-signal	coloredBorderFrame::Draw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54744			no-signal	coloredBorderFrame::Main	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x547c0			no-signal	bitmapBorder::bitmapBorder	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x5489c			no-signal	bitmapBorder::zBufferDraw	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x548fc			no-signal	bitmapBorder::Draw	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54948			no-signal	bitmapBorder::GetRealWidth	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54968			no-signal	bitmapBorder::GetRealHeight	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54988			no-signal	bitmapBorder::SetPalette	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54a20			no-signal	bitmapBorder::Main	gap 2 dc vs 3 retail [0x50520..0x50750]
border	0x54a98			no-signal	bitmapBorder16::bitmapBorder16	gap 2 dc vs 3 retail [0x50520..0x50750]
border	0x54ba4			no-signal	bitmapBorder16::zBufferDraw	gap 2 dc vs 1 retail [0x50750..0x50810]
border	0x54ba8			no-signal	bitmapBorder16::Draw	gap 2 dc vs 1 retail [0x50750..0x50810]
button	0x57234			no-signal	button::SetPalette	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57268			no-signal	button::initialize	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x572d0			no-signal	button::Main	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57730			no-signal	button::Select	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57854			no-signal	button::Deselect	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57910			no-signal	button::GetRealWidth	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57924			no-signal	button::GetRealHeight	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57938			no-signal	button::zBufferDraw	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x5793c			no-signal	button::Draw	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57a24			no-signal	button::Dim	gap 10 dc vs 3 retail [0x560f0..0x569e0]
