# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
proc,module,kind,sp_offset,type,name
heroWindow::BroadcastMessage,window.obj,param,sp+0x24,0x1017,msg
heroWindow::BroadcastMessage,window.obj,param,sp+0x50,0x1708,this
heroWindow::BroadcastMessage,window.obj,param,sp+0x54,T_INT4(0074),id
heroWindow::BroadcastMessage,window.obj,param,sp+0x58,T_INT4(0074),codeX
heroWindow::BroadcastMessage,window.obj,param,sp+0x5c,T_INT4(0074),codeY
heroWindow::BroadcastMessage,window.obj,param,sp+0x60,T_INT4(0074),extra
heroWindow::BroadcastMessage,window.obj,local,sp+0x10,0x1016,msg
heroWindow::WidgetSetStatus,window.obj,param,sp+0x1c,0x1708,this
heroWindow::WidgetSetStatus,window.obj,param,sp+0x20,T_INT4(0074),id
heroWindow::WidgetSetStatus,window.obj,param,sp+0x24,T_INT4(0074),status
heroWindow::WidgetClearStatus,window.obj,param,sp+0x1c,0x1708,this
heroWindow::WidgetClearStatus,window.obj,param,sp+0x20,T_INT4(0074),id
heroWindow::WidgetClearStatus,window.obj,param,sp+0x24,T_INT4(0074),status
heroWindow::GetWidget,window.obj,param,sp+0x0,0x1708,this
heroWindow::GetWidget,window.obj,param,sp+0x4,T_INT4(0074),id
heroWindow::DrawWindow,window.obj,param,sp+0x54,0x1708,this
heroWindow::DrawWindow,window.obj,param,sp+0x58,T_UCHAR(0020),update
heroWindow::DrawWindow,window.obj,param,sp+0x5c,T_INT4(0074),iLowID
heroWindow::DrawWindow,window.obj,param,sp+0x60,T_INT4(0074),iHighID
heroWindow::DrawWindow,window.obj,local,sp+0x14,0x1016,drawMessage
heroWindow::DrawWindowX,window.obj,param,sp+0x64,0x1708,this
heroWindow::DrawWindowX,window.obj,param,sp+0x68,T_UCHAR(0020),update
heroWindow::DrawWindowX,window.obj,param,sp+0x6c,T_INT4(0074),iLowID
heroWindow::DrawWindowX,window.obj,param,sp+0x70,T_INT4(0074),iHighID
heroWindow::DrawWindowX,window.obj,local,sp+0x24,0x1016,drawMessage
heroWindow::DrawWindowX,window.obj,local,sp+0x1c,T_INT4(0074),offset_x
heroWindow::DrawWindowX,window.obj,local,sp+0x20,T_INT4(0074),offset_y
heroWindow::SaveBackground,window.obj,param,sp+0x18,0x1708,this
heroWindow::RestoreBackground,window.obj,param,sp+0x34,0x1708,this
heroWindow::RestoreBackground,window.obj,param,sp+0x38,T_UCHAR(0020),update
heroWindow::MoveWindow,window.obj,param,sp+0x58,0x1708,this
heroWindow::MoveWindow,window.obj,param,sp+0x5c,T_INT4(0074),deltaX
heroWindow::MoveWindow,window.obj,param,sp+0x60,T_INT4(0074),deltaY
heroWindow::MoveWindow,window.obj,local,sp+0x2c,T_INT4(0074),startH
heroWindow::MoveWindow,window.obj,local,sp+0x24,T_INT4(0074),startX
heroWindow::MoveWindow,window.obj,local,sp+0x28,T_INT4(0074),startW
heroWindow::CenterWindow,window.obj,param,sp+0x58,0x1708,this
heroWindow::CenterWindow,window.obj,param,sp+0x5c,T_INT4(0074),centerX
heroWindow::CenterWindow,window.obj,param,sp+0x60,T_INT4(0074),centerY
heroWindow::CenterWindow,window.obj,local,sp+0x30,T_INT4(0074),startH
heroWindow::CenterWindow,window.obj,local,sp+0x24,T_INT4(0074),startX
heroWindow::CenterWindow,window.obj,local,sp+0x28,T_INT4(0074),startY
heroWindow::CenterWindow,window.obj,local,sp+0x2c,T_INT4(0074),startW
heroWindow::findWidget,window.obj,param,sp+0x14,0x171E,this
heroWindow::findWidget,window.obj,param,sp+0x18,T_INT4(0074),mx
heroWindow::findWidget,window.obj,param,sp+0x1c,T_INT4(0074),my
heroWindow::findWidgetPtr,window.obj,param,fp+0x20,0x171E,this
heroWindow::findWidgetPtr,window.obj,param,fp+0x24,T_INT4(0074),mx
heroWindow::findWidgetPtr,window.obj,param,fp+0x28,T_INT4(0074),my
heroWindow::findWidgetPtr,window.obj,local,sp+0x10,0x1721,it
heroWindow::EnableAllWidgets,window.obj,param,sp+0x1c,0x1708,this
heroWindow::EnableAllWidgets,window.obj,param,sp+0x20,T_UCHAR(0020),enable
heroWindow::DoModal,window.obj,param,sp+0x14,0x1708,this
heroWindow::DoModal,window.obj,param,sp+0x18,T_UCHAR(0020),fadeIn
heroWindow::SetFocus,window.obj,param,sp+0x1c,0x1708,this
heroWindow::SetFocus,window.obj,param,sp+0x20,T_INT4(0074),id
heroWindow::HeroWindowHandler,window.obj,param,sp+0x14,0x1017,msg
heroWindow::delete_widgets,window.obj,param,sp+0x1c,0x1708,this
heroWindow::AddWidgetsToMessageStream,window.obj,param,sp+0x1c,0x1708,this
CHeroWindowEx::CHeroWindowEx,window.obj,param,sp+0x28,0x173C,this
CHeroWindowEx::CHeroWindowEx,window.obj,param,sp+0x2c,T_INT4(0074),winX
CHeroWindowEx::CHeroWindowEx,window.obj,param,sp+0x30,T_INT4(0074),winY
CHeroWindowEx::CHeroWindowEx,window.obj,param,sp+0x34,T_INT4(0074),winWidth
CHeroWindowEx::CHeroWindowEx,window.obj,param,sp+0x38,T_INT4(0074),winHeight
CHeroWindowEx::CHeroWindowEx,window.obj,param,sp+0x3c,T_UINT4(0075),winType
CHeroWindowEx::ProcessHover,window.obj,param,sp+0x28,0x173C,this
CHeroWindowEx::ProcessHover,window.obj,param,sp+0x2c,T_INT4(0074),mouseX
CHeroWindowEx::ProcessHover,window.obj,param,sp+0x30,T_INT4(0074),mouseY
CHeroWindowEx::ProcessRightSelect,window.obj,param,sp+0x38,0x173C,this
CHeroWindowEx::ProcessRightSelect,window.obj,param,sp+0x3c,T_INT4(0074),id
CHeroWindowEx::WindowHandler,window.obj,param,sp+0x1c,0x173C,this
CHeroWindowEx::WindowHandler,window.obj,param,sp+0x20,0x1017,msg
CHeroWindowEx::WindowHandler,window.obj,local,sp+0x13,T_UCHAR(0020),bExitFlag
CHeroWindowEx::OnWidgetDeselect,window.obj,param,sp+0x0,0x173C,this
CHeroWindowEx::OnWidgetDeselect,window.obj,param,sp+0x4,T_INT4(0074),id
CHeroWindowEx::OnWidgetDeselect,window.obj,param,sp+0x8,0x1435,bExitFlag
CHeroWindowEx::GetRolloverWidget,window.obj,param,sp+0x0,0x173C,this
CHeroWindowEx::SetHelpText,window.obj,param,sp+0x2c,0x173C,this
CHeroWindowEx::SetHelpText,window.obj,param,sp+0x30,0x1747,pHelpText
CHeroWindowEx::SetHelpText,window.obj,param,sp+0x34,T_INT4(0074),start
CHeroWindowEx::SetHelpText,window.obj,param,sp+0x38,T_INT4(0074),stop
CHeroWindowEx::SetHelpText,window.obj,param,sp+0x3c,T_UCHAR(0020),copyText
SetWinText,window.obj,param,sp+0x4c,0x101D,win
SetWinText,window.obj,param,sp+0x50,T_INT4(0074),winId
SetWinText,window.obj,local,sp+0x10,0x1016,msg
heroWindow::`scalar deleting destructor',window.obj,param,sp+0x1c,0x1708,this
heroWindow::`scalar deleting destructor',window.obj,param,sp+0x20,T_UINT4(0075),__flags
CHeroWindowEx::`scalar deleting destructor',window.obj,param,sp+0x1c,0x173C,this
CHeroWindowEx::`scalar deleting destructor',window.obj,param,sp+0x20,T_UINT4(0075),__flags
"std::vector<widget *,std::allocator<widget *> >::rbegin",window.obj,param,sp+0x1c,0x1750,this
"std::vector<widget *,std::allocator<widget *> >::rbegin",window.obj,param,sp+0x20,T_NOTYPE(0000),__$ReturnUdt
"std::vector<widget *,std::allocator<widget *> >::rend",window.obj,param,sp+0x1c,0x1750,this
"std::vector<widget *,std::allocator<widget *> >::rend",window.obj,param,sp+0x20,T_NOTYPE(0000),__$ReturnUdt
"std::vector<widget *,std::allocator<widget *> >::clear",window.obj,param,sp+0x1c,0x1752,this
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>",window.obj,param,sp+0x18,0x1725,this
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>",window.obj,param,sp+0x1c,0x1729,__x
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::operator*",window.obj,param,sp+0x0,0x1730,this
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::operator++",window.obj,param,sp+0x20,0x1725,this
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::operator++",window.obj,param,sp+0x24,T_NOTYPE(0000),__$ReturnUdt
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::operator++",window.obj,param,sp+0x28,T_INT4(0074),__formal
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::operator++",window.obj,local,sp+0x10,0x1721,__tmp
"std::vector<widget *,std::allocator<widget *> >::begin",window.obj,param,sp+0x0,0x1750,this
"std::vector<widget *,std::allocator<widget *> >::end",window.obj,param,sp+0x0,0x1750,this
"std::vector<widget *,std::allocator<widget *> >::erase",window.obj,param,sp+0x20,0x1752,this
"std::vector<widget *,std::allocator<widget *> >::erase",window.obj,param,sp+0x24,0x1755,__first
"std::vector<widget *,std::allocator<widget *> >::erase",window.obj,param,sp+0x28,0x1755,__last
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>",window.obj,param,sp+0x0,0x1725,this
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>",window.obj,param,sp+0x4,0x1723,__x
"std::reverse_iterator<widget * const *,widget *,widget * const &,widget * const *,int>::base",window.obj,param,sp+0x0,0x1730,this
std::operator!=,window.obj,param,sp+0x14,0x1729,__x
std::operator!=,window.obj,param,sp+0x18,0x1729,__y
std::copy,window.obj,param,sp+0x30,0x1755,__first
std::copy,window.obj,param,sp+0x34,0x1755,__last
std::copy,window.obj,param,sp+0x38,0x1755,__result
std::operator==,window.obj,param,sp+0x1c,0x1729,__x
std::operator==,window.obj,param,sp+0x20,0x1729,__y
std::iterator_category,window.obj,param,sp+0x4,T_NOTYPE(0000),__$ReturnUdt
std::iterator_category,window.obj,param,sp+0x8,0x1723,__formal
std::distance_type,window.obj,param,sp+0x0,0x1723,__formal
std::__copy,window.obj,param,sp+0x0,0x1755,__first
std::__copy,window.obj,param,sp+0x4,0x1755,__last
std::__copy,window.obj,param,sp+0x8,0x1755,__result
std::__copy,window.obj,param,sp+0xc,0x123C,__formal
std::__copy,window.obj,param,sp+0x10,T_32PINT4(0474),__formal
widget::widget,widget.obj,param,sp+0xc,0x1722,this
widget::widget,widget.obj,param,sp+0x10,T_SHORT(0011),widgetX
widget::widget,widget.obj,param,sp+0x14,T_SHORT(0011),widgetY
widget::widget,widget.obj,param,sp+0x18,T_SHORT(0011),widgetWidth
widget::widget,widget.obj,param,sp+0x1c,T_SHORT(0011),widgetHeight
widget::widget,widget.obj,param,sp+0x20,T_SHORT(0011),widgetId
widget::widget,widget.obj,param,sp+0x24,T_SHORT(0011),widgetStyle
widget::widget,widget.obj,param,sp+0x0,0x1722,this
widget::~widget,widget.obj,param,sp+0x18,0x1722,this
widget::initialize,widget.obj,param,sp+0xc,0x1722,this
widget::initialize,widget.obj,param,sp+0x10,T_INT4(0074),_x
widget::initialize,widget.obj,param,sp+0x14,T_INT4(0074),_y
widget::initialize,widget.obj,param,sp+0x18,T_INT4(0074),_w
widget::initialize,widget.obj,param,sp+0x1c,T_INT4(0074),_h
widget::initialize,widget.obj,param,sp+0x20,T_INT4(0074),_id
widget::initialize,widget.obj,param,sp+0x24,T_INT4(0074),_style
widget::Open,widget.obj,param,sp+0x0,0x1722,this
widget::Open,widget.obj,param,sp+0x4,T_INT4(0074),newPriority
widget::Open,widget.obj,param,sp+0x8,0x101D,parent
widget::Main,widget.obj,param,sp+0x20,0x1722,this
widget::Main,widget.obj,param,sp+0x24,0x1017,msg
widget::send_message,widget.obj,param,sp+0x48,0x1722,this
widget::send_message,widget.obj,param,sp+0x4c,0x1768,command
widget::send_message,widget.obj,param,sp+0x50,T_INT4(0074),extra
widget::send_message,widget.obj,local,sp+0x10,0x1016,msg
widget::Dim,widget.obj,param,sp+0x1c,0x176C,this
widget::set_help_text,widget.obj,param,sp+0x24,0x1722,this
widget::set_help_text,widget.obj,param,sp+0x28,0x1001,text
widget::set_help_text,widget.obj,param,sp+0x2c,0x1001,rclick
widget::set_help_text,widget.obj,param,sp+0x30,T_UCHAR(0020),copyText
widget::process_hover,widget.obj,param,sp+0x14,0x1722,this
widget::enable,widget.obj,param,sp+0x14,0x1722,this
widget::enable,widget.obj,param,sp+0x18,T_UCHAR(0020),arg
widget::`scalar deleting destructor',widget.obj,param,sp+0x1c,0x1722,this
widget::`scalar deleting destructor',widget.obj,param,sp+0x20,T_UINT4(0075),__flags
ftol,viewwrld.obj,param,sp+0x28,T_REAL64(0041),d
ftol,viewwrld.obj,local,sp+0x10,0x1A62,magic
VWDrawSprite,viewwrld.obj,param,sp+0x54,0x1A63,srcIcon
VWDrawSprite,viewwrld.obj,param,sp+0x58,0x1A65,thisCell
VWDrawSprite,viewwrld.obj,param,sp+0x5c,T_INT4(0074),frame
VWDrawSprite,viewwrld.obj,param,sp+0x60,T_INT4(0074),x
VWDrawSprite,viewwrld.obj,param,sp+0x64,T_INT4(0074),y
VWDrawSprite,viewwrld.obj,param,sp+0x68,T_INT4(0074),z
VWDrawSprite,viewwrld.obj,local,sp+0x30,T_INT4(0074),offset
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x0,0x1A69,this
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x4,T_INT4(0074),part
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x8,0x1A6B,heroParts
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0xc,T_INT4(0074),baseX
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x10,T_INT4(0074),baseY
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x14,T_INT4(0074),tilex
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x18,T_INT4(0074),tiley
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x1c,T_INT4(0074),tilew
advManager::VWDrawHeroPart,viewwrld.obj,param,fp+0x20,T_INT4(0074),tileh
advManager::VWDrawHeroPart,viewwrld.obj,local,sp+0x2c,0x1A6F,currHero
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x0,0x1A69,this
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x4,T_INT4(0074),part
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x8,0x1A6B,heroParts
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0xc,T_INT4(0074),baseX
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x10,T_INT4(0074),baseY
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x14,T_INT4(0074),tilex
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x18,T_INT4(0074),tiley
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x1c,T_INT4(0074),tilew
advManager::VWDrawHeroPartShadow,viewwrld.obj,param,fp+0x20,T_INT4(0074),tileh
advManager::VWDrawHeroPartShadow,viewwrld.obj,local,sp+0x2c,0x1A6F,currHero
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x5c,0x1A69,this
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x60,T_INT4(0074),part
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x64,0x1A6B,boatParts
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x68,T_INT4(0074),baseX
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x6c,T_INT4(0074),baseY
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x70,T_INT4(0074),tilex
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x74,T_INT4(0074),tiley
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x78,T_INT4(0074),tilew
advManager::VWDrawBoatPart,viewwrld.obj,param,sp+0x7c,T_INT4(0074),tileh
advManager::VWDrawBoatPart,viewwrld.obj,local,sp+0x2c,0x1A71,currBoat
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x5c,0x1A69,this
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x60,T_INT4(0074),part
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x64,0x1A6B,boatParts
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x68,T_INT4(0074),baseX
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x6c,T_INT4(0074),baseY
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x70,T_INT4(0074),tilex
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x74,T_INT4(0074),tiley
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x78,T_INT4(0074),tilew
advManager::VWDrawBoatPartShadow,viewwrld.obj,param,sp+0x7c,T_INT4(0074),tileh
advManager::VWDrawBoatPartShadow,viewwrld.obj,local,sp+0x2c,0x1A71,currBoat
advManager::VWDrawSymbols,viewwrld.obj,param,sp+0x38,0x1A69,this
advManager::VWDrawSymbols,viewwrld.obj,param,sp+0x3c,T_INT4(0074),srcX
advManager::VWDrawSymbols,viewwrld.obj,param,sp+0x40,T_INT4(0074),srcY
advManager::VWDrawSymbols,viewwrld.obj,param,sp+0x44,T_INT4(0074),z
advManager::VWDrawSymbols,viewwrld.obj,param,sp+0x48,T_INT4(0074),destX
advManager::VWDrawSymbols,viewwrld.obj,param,sp+0x4c,T_INT4(0074),destY
advManager::VWDrawAdvObj,viewwrld.obj,param,fp+0x118,0x1A69,this
advManager::VWDrawAdvObj,viewwrld.obj,param,fp+0x11c,T_INT4(0074),srcX
advManager::VWDrawAdvObj,viewwrld.obj,param,fp+0x120,T_INT4(0074),srcY
advManager::VWDrawAdvObj,viewwrld.obj,param,fp+0x124,T_INT4(0074),z
advManager::VWDrawAdvObj,viewwrld.obj,param,fp+0x128,T_INT4(0074),destX
advManager::VWDrawAdvObj,viewwrld.obj,param,fp+0x12c,T_INT4(0074),destY
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x2f,T_UCHAR(0020),foundBoat
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x34,T_INT4(0074),drewSomething
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x68,0x1A73,heroParts
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x2e,T_UCHAR(0020),foundHero
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x38,T_INT4(0074),baseX
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0xc8,0x1A73,boatParts
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x3c,T_INT4(0074),baseY
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x30,0x1A65,thisCell
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x44,T_INT4(0074),numObj
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x40,0x1A63,SprPtr
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x54,T_INT4(0074),triggerY
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x48,T_INT4(0074),triggerX
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x4c,T_INT4(0074),owner
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x4c,T_INT4(0074),part
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x44,T_INT4(0074),partHigh
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x4c,T_INT4(0074),part
advManager::VWDrawAdvObj,viewwrld.obj,local,sp+0x40,T_INT4(0074),partHigh
advManager::VWDrawAdvObjShadow,viewwrld.obj,param,fp+0xf4,0x1A69,this
advManager::VWDrawAdvObjShadow,viewwrld.obj,param,fp+0xf8,T_INT4(0074),srcX
advManager::VWDrawAdvObjShadow,viewwrld.obj,param,fp+0xfc,T_INT4(0074),srcY
advManager::VWDrawAdvObjShadow,viewwrld.obj,param,fp+0x100,T_INT4(0074),z
advManager::VWDrawAdvObjShadow,viewwrld.obj,param,fp+0x104,T_INT4(0074),destX
advManager::VWDrawAdvObjShadow,viewwrld.obj,param,fp+0x108,T_INT4(0074),destY
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x2b,T_UCHAR(0020),foundBoat
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x30,T_INT4(0074),drewSomething
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x34,T_INT4(0074),numObj
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0xb8,0x1A73,heroParts
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x4b,T_UCHAR(0020),foundHero
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x48,T_INT4(0074),playerBit
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x40,T_INT4(0074),baseX
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x58,0x1A73,boatParts
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x38,T_INT4(0074),baseY
advManager::VWDrawAdvObjShadow,viewwrld.obj,local,sp+0x2c,0x1A65,thisCell
advManager::VWDrawRiver,viewwrld.obj,param,sp+0x50,0x1A69,this
advManager::VWDrawRiver,viewwrld.obj,param,sp+0x54,T_INT4(0074),srcX
advManager::VWDrawRiver,viewwrld.obj,param,sp+0x58,T_INT4(0074),srcY
advManager::VWDrawRiver,viewwrld.obj,param,sp+0x5c,T_INT4(0074),z
advManager::VWDrawRiver,viewwrld.obj,param,sp+0x60,T_INT4(0074),destX
advManager::VWDrawRiver,viewwrld.obj,param,sp+0x64,T_INT4(0074),destY
advManager::VWDrawRiver,viewwrld.obj,local,sp+0x2c,0x1A65,thisCell
advManager::VWDrawRoad,viewwrld.obj,param,sp+0x50,0x1A69,this
advManager::VWDrawRoad,viewwrld.obj,param,sp+0x54,T_INT4(0074),srcX
advManager::VWDrawRoad,viewwrld.obj,param,sp+0x58,T_INT4(0074),srcY
advManager::VWDrawRoad,viewwrld.obj,param,sp+0x5c,T_INT4(0074),z
advManager::VWDrawRoad,viewwrld.obj,param,sp+0x60,T_INT4(0074),destX
advManager::VWDrawRoad,viewwrld.obj,param,sp+0x64,T_INT4(0074),destY
advManager::VWDrawRoad,viewwrld.obj,local,sp+0x2c,0x1A65,thisCell
advManager::VWDrawShroud,viewwrld.obj,param,sp+0x58,0x1A69,this
advManager::VWDrawShroud,viewwrld.obj,param,sp+0x5c,T_INT4(0074),srcX
advManager::VWDrawShroud,viewwrld.obj,param,sp+0x60,T_INT4(0074),srcY
advManager::VWDrawShroud,viewwrld.obj,param,sp+0x64,T_INT4(0074),z
advManager::VWDrawShroud,viewwrld.obj,param,sp+0x68,T_INT4(0074),destX
advManager::VWDrawShroud,viewwrld.obj,param,sp+0x6c,T_INT4(0074),destY
advManager::VWDrawShroud,viewwrld.obj,local,sp+0x37,T_UCHAR(0020),bCloudFlip
advManager::VWDrawShroud,viewwrld.obj,local,sp+0x30,T_INT4(0074),baseX
advManager::VWDrawShroud,viewwrld.obj,local,sp+0x2c,T_INT4(0074),baseY
advManager::VWDrawShroud,viewwrld.obj,local,sp+0x34,0x1A65,thisCell
advManager::VWDrawUnderlay,viewwrld.obj,param,sp+0x58,0x1A69,this
advManager::VWDrawUnderlay,viewwrld.obj,param,sp+0x5c,T_INT4(0074),srcX
advManager::VWDrawUnderlay,viewwrld.obj,param,sp+0x60,T_INT4(0074),srcY
advManager::VWDrawUnderlay,viewwrld.obj,param,sp+0x64,T_INT4(0074),z
advManager::VWDrawUnderlay,viewwrld.obj,param,sp+0x68,T_INT4(0074),destX
advManager::VWDrawUnderlay,viewwrld.obj,param,sp+0x6c,T_INT4(0074),destY
advManager::VWDrawUnderlay,viewwrld.obj,local,sp+0x2c,T_INT4(0074),drewSomething
advManager::VWDrawUnderlay,viewwrld.obj,local,sp+0x34,T_INT4(0074),baseX
advManager::VWDrawUnderlay,viewwrld.obj,local,sp+0x30,T_INT4(0074),baseY
advManager::VWDrawUnderlay,viewwrld.obj,local,sp+0x28,0x1A65,thisCell
advManager::VWDrawGround,viewwrld.obj,param,fp+0x20,0x1A69,this
advManager::VWDrawGround,viewwrld.obj,param,fp+0x24,T_INT4(0074),srcX
advManager::VWDrawGround,viewwrld.obj,param,fp+0x28,T_INT4(0074),srcY
advManager::VWDrawGround,viewwrld.obj,param,fp+0x2c,T_INT4(0074),z
advManager::VWDrawGround,viewwrld.obj,param,fp+0x30,T_INT4(0074),destX
advManager::VWDrawGround,viewwrld.obj,param,fp+0x34,T_INT4(0074),destY
advManager::VWDrawGround,viewwrld.obj,local,sp+0x2c,T_INT4(0074),baseX
advManager::VWDrawGround,viewwrld.obj,local,sp+0x2c,0x1A65,thisCell
TViewWorldWindow::TViewWorldWindow,viewwrld.obj,param,fp+0x6c,0x1A75,this
TViewWorldWindow::TViewWorldWindow,viewwrld.obj,local,sp+0x84,0x1016,msg
TViewWorldWindow::~TViewWorldWindow,viewwrld.obj,param,sp+0x1c,0x1A75,this
advManager::ViewWorld,viewwrld.obj,param,sp+0xa4,0x1A69,this
advManager::ViewWorld,viewwrld.obj,param,sp+0xa8,T_INT4(0074),iWhatToDraw
advManager::ViewWorld,viewwrld.obj,param,sp+0xac,0x1A78,level
advManager::ViewWorld,viewwrld.obj,local,sp+0x18,0x1A2C,map_center
advManager::ViewWorld,viewwrld.obj,local,sp+0x20,0x1A74,view_world_window
TViewWorldWindow::init,viewwrld.obj,param,sp+0x48,0x1A75,this
