# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
seg,offset,name
1,0x50990,??A?$vector@PAV?$vector@PADV?$allocator@PAD@std@@@std@@V?$allocator@PAV?$vector@PADV?$allocator@PAD@std@@@std@@@2@@std@@QBAABQAV?$vector@PADV?$allocator@PAD@std@@@1@I@Z
1,0xa3288,?Initialize@generator@@QAAXJ@Z
1,0x10b7ac,?Gray@TPalette16@@QAAXXZ
3,0xb10c,??_C@_1DM@PDKC@?$AAC?$AAo?$AAu?$AAl?$AAd?$AA?5?$AAn?$AAo?$AAt?$AA?5?$AAa?$AAc?$AAq?$AAu?$AAi?$AAr?$AAe?$AA?5?$AAj?$AAo@
1,0x38a20,?clear@?$vector@UpathCell@@V?$allocator@UpathCell@@@std@@@std@@QAAXXZ
1,0xfb2c8,?value_type@std@@YAPAVTSeerHut@@PBV2@@Z
1,0x164a30,?construct@std@@YAXPAPADABQAD@Z
1,0x8ea88,?replay_available@game@@QBA_NXZ
3,0xdd98,??_C@_02FPNA@?$CL3?$AA@
3,0x358f0,?cHeroScreen@@3PAPBDA
2,0x8130,_IID_IKsPropertySet
1,0x9312c,?DoEventFountain@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z
1,0xcac58,?obscure_cell@type_obscuring_object@@IAAXW4TAdventureObjectType@@J@Z
1,0xd94a4,?Main@iconWidget@@UAAHAAUmessage@@@Z
1,0x114bc0,?get_magus_hut_value@type_AI_player@@QBAJXZ
3,0x16df4,??_C@_0N@OION@iGPCrDiv?4def?$AA@
3,0x3b54,??_C@_0M@FLHP@FMAU_co?4pcx?$AA@
3,0x3ac4,??_C@_0M@HLMF@FMAQ_co?4pcx?$AA@
3,0x3b9c,??_C@_0M@MLCC@FMAW_co?4pcx?$AA@
3,0x3b0c,??_C@_0M@OLJI@FMAS_co?4pcx?$AA@
3,0x15b0c,??_C@_0M@JJGN@secsk32?4def?$AA@
1,0xe7114,??_GadvManager@@QAAPAXI@Z
3,0x17c5c,?waitingStream@@3PADA
1,0x168494,?update_full_building_mask@town@@QAAXXZ
3,0x1dd28,??_C@_08KEAD@TBRmboat?$AA@
3,0x2010c,?gCreatureGenerator1Names@@3PAPBDA
3,0x12374,??_C@_0CE@LAKP@too?5many?5length?5or?5distance?5symb@
1,0xf5a34,?clear@?$vector@VTTownEvent@@V?$allocator@VTTownEvent@@@std@@@std@@QAAXXZ
3,0x1ec2c,??_C@_0N@JHHA@halldung?4def?$AA@
3,0x1fc9c,?z_errmsg@@3PAPBDA
1,0x6ee60,?CheckGetAIMove@combatManager@@QAAXXZ
3,0xa778,??_C@_0L@ONJI@cmcore?4def?$AA@
1,0x8a010,?GetNode@?$tree@Vds_memsample@@@@AAAPAV?$node@Vds_memsample@@@@K@Z
1,0x14ce68,?convertID2HelpID@TSpellbookWindow@@ABAHH@Z
3,0x381cc,?gGamePalette@@3PAVTPalette16@@A
2,0x224c,??_7TCombatHeroSubWindow@@6B@
1,0x74ecc,?Crop@CSpriteFrame@@QAAHXZ
1,0x80164,_SmackToBuffer
3,0x2db20,?heroWin@@3PAVTHeroScreenWindow@@A
1,0x38b70,?insert@?$vector@JV?$allocator@J@std@@@std@@QAAXPAJIABJ@Z
1,0x114ba0,?set_value_of_knowledge@hero@@QAAXJ@Z
3,0x68d0,??_C@_0M@DAMJ@ObSwL15?4pcx?$AA@
3,0x6954,??_C@_0M@HAGI@ObRgL15?4pcx?$AA@
1,0x101da0,?GetRolloverWidget@TMultiPlayerWindow@@UAAPAVtextWidget@@XZ
1,0xffb0c,?OnKeyPress@CHotSeatEdit@@UAAHAAUmessage@@@Z
3,0x6ec8,??_C@_0N@GMG@CmBkSwmp?4pcx?$AA@
3,0x1f4e4,??_C@_0BD@PBLA@DDERR_NOCOLORKEYHW?$AA@
1,0x174d1c,?DoSkeletonTransformer@townManager@@AAAXXZ
3,0x6b04,??_C@_0M@GGLA@ObSnS05?4def?$AA@
1,0x9d428,??0?$_STL_alloc_proxy@PAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@std@@QAA@ABV?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@6850ac56
3,0x3560,?aGood1RegionTraits@?%E:\gamedcs\campaignmap.cpp64671830@@3PAUTRegionTraits@TCampaignMapTraits@@A
3,0x35a8,?aGood2RegionTraits@?%E:\gamedcs\campaignmap.cpp64671830@@3PAUTRegionTraits@TCampaignMapTraits@@A
3,0x3608,?aGood3RegionTraits@?%E:\gamedcs\campaignmap.cpp64671830@@3PAUTRegionTraits@TCampaignMapTraits@@A
1,0x11f73c,??0CPingMsg@@QAA@KW4eRS_Messages@@@Z
3,0x35990,?NeutralBuildingCosts@town@@1PAY06HA
3,0x37ae0,?multiWin@@3PAVheroWindow@@A
1,0x18faa4,?ExitDialog@type_university_window@@UAAHAAUmessage@@@Z
1,0x140dbc,?SendGameHeaders@TSingleSelectionWindow@@QAA_NK@Z
3,0x17e28,??_C@_0M@KGHP@SpelTab?4def?$AA@
1,0x14d8f0,?_M_allocate_and_copy@?$vector@VTSpellbookEntry@TSpellbookWindow@@V?$allocator@VTSpellbookEntry@TSpellbookWindow@@@std@@@std@@IAAPAVTSpellbookEntry@TSpellbookWindow@@IPAV34@0@Z
3,0x1b090,??_C@_0M@LPDM@c08spw2?4def?$AA@
1,0x172a84,??1type_garrison_base_window@@UAA@XZ
3,0x3bc0,??_C@_0M@HCJP@FMAX_co?4pcx?$AA@
3,0x3c08,??_C@_0M@OCMC@FMAZ_co?4pcx?$AA@
1,0x63bdc,?end@?$vector@UTObstacle@combatManager@@V?$allocator@UTObstacle@combatManager@@@std@@@std@@QAAPAUTObstacle@combatManager@@XZ
1,0x8c278,?Delete@?$CAutoArray@VCDPlayAddressElement@@@@UAA_NK@Z
1,0xbe000,?resize@?$vector@USign@@V?$allocator@USign@@@std@@@std@@QAAXI@Z
1,0xe514c,?CleanUpMenus@@YAXXZ
3,0x1d0bc,??_C@_07EBPD@TOrhal3?$AA@
1,0x18bb40,?SetRolloverText@TGiveResourceWindow@@AAAXH@Z
1,0x82000,??_ETDialogBox@@UAAPAXI@Z
1,0x82000,??_GTDialogBox@@UAAPAXI@Z
1,0x1987dc,?IsReadOnly@CFindFile@@QAA_NXZ
1,0x19a9c0,?Main@heroWindowManager@@UAAHAAUmessage@@@Z
1,0x7897c,?DrawAdvObjShadowScaled25@CSpriteFrame@@QBAXHHHHPAGHHHHHAAVTPalette16@@@Z
1,0x77d58,?DrawAdvObjShadowScaled50@CSpriteFrame@@QBAXHHHHPAGHHHHHAAVTPalette16@@@Z
1,0xbeefc,??1?$_Vector_base@USign@@V?$allocator@USign@@@std@@@std@@QAA@XZ
1,0xbf9f8,?erase@?$vector@Vtown@@V?$allocator@Vtown@@@std@@@std@@QAAPAVtown@@PAV3@0@Z
1,0xe9c08,?copy@std@@YAPAULODEntry@@PAU2@00@Z
1,0xe7688,??1?$_Vector_base@UTObstacle@combatManager@@V?$allocator@UTObstacle@combatManager@@@std@@@std@@QAA@XZ
2,0x49bc,??_7TMultiPlayerWindow@@6B@
3,0x1a8c0,??_C@_0N@NGNI@Frosting?4wav?$AA@
3,0x1d870,??_C@_07FLGC@TOSOgr2?$AA@
1,0x280e4,??1?$deque@W4SpellID@@V?$allocator@W4SpellID@@@std@@$0A@@std@@QAA@XZ
1,0xc1ae8,?load_vector@@YA_NPAXAAV?$vector@Utype_university@@V?$allocator@Utype_university@@@std@@@std@@@Z
1,0xefbb8,?readScholarData@NewfullMap@@QAAHPAXPAVCObject@@@Z
1,0x12f9c8,?BackupGameHeaders@@YAXPAVgame@@0@Z
3,0x1dce0,??_C@_08PBJE@TBRmmark?$AA@
3,0xf34,?gbGoSoloTest@@3_NA
1,0xbea94,??1?$_Vector_base@Utype_point@@V?$allocator@Utype_point@@@std@@@std@@QAA@XZ
1,0xd96e4,?zBufferDraw@iconWidget@@UBAXPAGH@Z
2,0x88c0,_GUID_ChordParam
1,0x120480,?allocate@?$_STL_alloc_proxy@PAPAPAVCNetMsg@@PAPAV1@V?$allocator@PAVCNetMsg@@@std@@@std@@QAAPAPAPAVCNetMsg@@I@Z
1,0x28dfc,?__uninitialized_copy@std@@YAPAPAVarmy@@PAPAV2@000@Z
1,0x388fc,?push_back@?$vector@Utype_creature_value@@V?$allocator@Utype_creature_value@@@std@@@std@@QAAXABUtype_creature_value@@@Z
1,0x179024,??1TBuyBuildWindow@@UAA@XZ
1,0x216c0,?__destroy_aux@std@@YAXPAUtype_dialog_resource@@U__false_type@@@Z
1,0xd4ed0,?GetHighestSchool@hero@@QBA?AW4TSpellSchool@@W42@@Z
3,0x137b0,?giThisGamePos@@3HA
1,0x3aa20,?__unguarded_partition@std@@YAPAUtype_creature_value@@PAU2@0U2@U?$greater@Utype_creature_value@@@1@@Z
1,0x50e04,??0Bitmap16Bit@@QAA@PBD0@Z
3,0x38a8,??_C@_0M@CBFP@FMAB_co?4pcx?$AA@
3,0x38f0,??_C@_0M@JBLI@FMAD_co?4pcx?$AA@
1,0xd641c,??0THillFortWindow@@QAA@XZ
1,0xd7acc,??0highScoreManager@@QAA@XZ
1,0xf9ab8,?copy@std@@YAPAUTownExtra@@PAU2@00@Z
1,0x14aca0,?LoadSoundHeaders@@YA_NXZ
1,0x162934,?GetSpreadsheet@TSpreadsheetResource@@QBAPBDHH@Z
3,0x1d3b4,??_C@_08ICHD@TOimp2ha?$AA@
1,0x3b7ac,?__pop_heap@std@@YAXPAUtype_creature_value@@00U2@PAH@Z
1,0x526e8,??0Bitmap24Bit@@QAA@PBD0@Z
1,0x6335c,?damage_message@combatManager@@QAAXPBDJJPBVarmy@@J@Z
1,0x6cc80,?InitMouse@combatManager@@QAAX_N@Z
1,0x10196c,?OnSearch@TMultiPlayerWindow@@QAA_NXZ
3,0x1b348,??_C@_0N@KLI@HallInfo?4txt?$AA@
3,0x1d084,??_C@_07IADA@TOrmag5?$AA@
1,0xd58cc,?obscures_town@type_obscuring_object@@QBA_NXZ
2,0x3418,??_7CHighScoreEdit@@6B@
3,0x33db4,?ArrayText@@3PBVTTextResource@@B
1,0x19194,?BVMessage@advManager@@QAAXPBD@Z
1,0x384e4,??1type_duration_artifact@@UAA@XZ
2,0x8120,_IID_IDirectSoundNotify
1,0x443b4,?SetMorale@army@@QAAXPBVhero@@PBVarmyGroup@@PBVtown@@01_N@Z
1,0x6a8c0,?deallocate@?$allocator@PAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@SAXPAPAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@I@Z
1,0x570a4,??0button@@QAA@XZ
1,0xa707c,?GetHeroId@game@@QAAHUtype_point@@@Z
3,0x1aa8c,??_C@_0N@CFGD@Tailwind?4wav?$AA@
1,0x2a694,?get_next_chain_lightning_target@type_AI_combat_data@@IBAJJABV1@JJ@Z
1,0xc7840,?iterator_category@std@@YA?AUrandom_access_iterator_tag@1@PBVgenerator@@@Z
1,0x2b380,?inflict_catagory_damage@type_AI_combat_data@@IAAJJW4type_speed_catagory@@@Z
1,0xfa338,?allocate@?$allocator@UTObjectCell@NewmapCell@@@std@@QBAPAUTObjectCell@NewmapCell@@IPBX@Z
3,0x1d26c,??_C@_07JPEK@TOTGldL?$AA@
2,0x83b0,_DPSPGUID_SERIAL
1,0x2d19c,?iter_swap@std@@YAXPAUtype_monster_data@@0@Z
1,0x571ec,??1button@@UAA@XZ
1,0x7eeec,?ReadDirectInputDevices@@YAXXZ
1,0x867bc,?CycleCombatScreen@combatManager@@QAAXXZ
2,0x47d8,??_7VideomodeChoice@@6B@
1,0x167c3c,?give_event_reward@town@@QAAXABVTTownEvent@@@Z
1,0x449c,?iterator_category@std@@YA?AUrandom_access_iterator_tag@1@PBH@Z
1,0x3dabc,?get_group_damage_value@type_AI_spellcaster@@IBAJW4SpellID@@JJPAVhero@@@Z
1,0x16865c,?can_ever_build@town@@QBA_NF@Z
1,0xccf68,?ApplyBattleLossTemps@hero@@QAAXXZ
1,0x4d840,?__copy@std@@YAPAPAW4SpellID@@PAPAW42@00Urandom_access_iterator_tag@1@PAH@Z
1,0x4fab4,?get_luck_description@armyGroup@@QBA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@HPBVhero@@PBVtown@@0PBV1@_N@Z
3,0x3980,??_C@_0M@PAHG@FMAH_co?4pcx?$AA@
2,0x34cc,??_7iconWidget@@6B@
1,0xf506c,??1?$allocator@UTObjectCell@NewmapCell@@@std@@QAA@XZ
1,0x164158,??1?$_STL_alloc_proxy@PAPADPADV?$allocator@PAD@std@@@std@@QAA@XZ
1,0x3aea4,?__uninitialized_fill_n_aux@std@@YAPAUHeroDestination@@PAU2@IABU2@U__false_type@@@Z
3,0x3a58,??_C@_0M@EAJB@FMAN_co?4pcx?$AA@
3,0x39c8,??_C@_0M@GACL@FMAJ_co?4pcx?$AA@
3,0x3a10,??_C@_0M@NAMM@FMAL_co?4pcx?$AA@
1,0xa5d10,?NextHero@playerData@@QAAHXZ
1,0xbe11c,?size@?$vector@Vgenerator@@V?$allocator@Vgenerator@@@std@@@std@@QBAIXZ
1,0x123bb4,?Switch@ResolutionSwitch@@QAAXXZ
1,0x29644,?__copy_backward@std@@YAPAPAVarmy@@PAPAV2@00Urandom_access_iterator_tag@1@PAH@Z
1,0x9d758,?construct@std@@YAXPAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@ABV21@@Z
3,0x1ab8c,??_C@_0N@PMGE@Deathstr?4wav?$AA@
2,0x7cd0,_CLSID_CDirect3DRMFace
2,0x7cb0,_CLSID_CDirect3DRMMesh
1,0x14b698,?LoadPlaySample@@YA?AUSAMPLE2@@PBD@Z
3,0x16d10,??_C@_0L@FBCJ@AltArt?4def?$AA@
1,0x147650,?GetProductVersion@TFileVersionInfo@@QBA_NPAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z
3,0x1b3bc,??_C@_08DJPG@New?5Game?$AA@
3,0x31a28,?LODPath@ResourceManager@@3V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@A
2,0x89e0,_GUID_EnableTempo
1,0x546d0,?zBufferDraw@coloredBorderFrame@@UBAXPAGH@Z
1,0x8bab0,?AddAddressEnum@CDPlayLobby@@MAA_NPBU_GUID@@KPBX@Z
1,0x1238f0,?__destroy_aux@std@@YAXPAU?$pair@$$CBVTCacheMapKey@ResourceManager@@PAVresource@@@1@U__false_type@@@Z
1,0x20a18,?end@?$vector@Utype_dialog_resource@@V?$allocator@Utype_dialog_resource@@@std@@@std@@QAAPAUtype_dialog_resource@@XZ
1,0xfc4b0,?__copy_backward@std@@YAPAPAVCSprite@@PAPAV2@00Urandom_access_iterator_tag@1@PAH@Z
2,0x7b80,_IID_IDirect3DRefDevice
1,0x27fa0,?GetObstacle@combatManager@@QAAAAUTObstacle@1@H@Z
3,0x1b158,??_C@_0N@EKHO@TradeSlX?4pcx?$AA@
1,0x26140,?choose_resurrect_action@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z
1,0xa0630,?mark_teleport@searchArray@@QAAXPBVarmy@@J@Z
1,0xc25ac,?construct@std@@YAXPAUtype_creature_bank@@ABU2@@Z
1,0x3d6f0,??0type_AI_spellcaster@@QAA@PAV0@PAVcombatManager@@J_N@Z
3,0x1d544,??_C@_08LCAK@TONSkelT?$AA@
1,0xf5064,??0?$allocator@UTObjectCell@NewmapCell@@@std@@QAA@XZ
3,0x66fc,??_C@_0N@HBE@SgFrMoat?4pcx?$AA@
1,0x6be24,?MoveToValidHex@combatManager@@QAAHHH@Z
3,0x1b5d8,??_C@_0M@LJMP@gMonthNames?$AA@
1,0x4c084,?cast_demonic_resurrect@army@@QAAXJ@Z
3,0x1e3c4,??_C@_08IIDO@TBNcext5?$AA@
1,0x3b00c,?__uninitialized_copy_aux@std@@YAPAUpathCell@@PAU2@00U__false_type@@@Z
1,0x76988,?DrawTile@CSpriteFrame@@QBAXHHHHPAGHHHHHAAVTPalette16@@_N2@Z
1,0x18f48,?UpdBottomViewEnemyTurn@advManager@@AAA_N_N@Z
3,0x65c4,??_C@_0M@NCIO@SgStWa5?4pcx?$AA@
1,0x18f7e4,?WindowHandler@type_university_window@@MAAHAAUmessage@@@Z
1,0x1972e0,?Close@heroWindow@@UAAX_N@Z
1,0x19ca88,_PostQuitMessage
1,0xc4e40,?uninitialized_copy@std@@YAPAUtype_creature_bank@@PAU2@00@Z
1,0x10f404,?get_damage_spell_value@type_spellvalue@@IBAJW4SpellID@@W4TSkillMastery@@JJ@Z
3,0x1e16c,??_C@_08BECB@TBInext2?$AA@
1,0x939bc,?do_event_hero@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z
3,0x1654c,??_C@_03OAM@tow?$AA@
1,0x173ce0,?DoBlacksmith@@YAXHH@Z
1,0x9ce40,??0CTurnDurationPause@@QAA@XZ
1,0x9ceb0,??1CTurnDurationPause@@QAA@XZ
1,0x14d5c4,?_M_insert_overflow@?$vector@VTSpellbookEntry@TSpellbookWindow@@V?$allocator@VTSpellbookEntry@TSpellbookWindow@@@std@@@std@@IAAXPAVTSpellbookEntry@TSpellbookWindow@@ABV34@I@Z
3,0x1e0b8,??_C@_08EJFB@TBIncas2?$AA@
1,0x2d434,?__iter_swap@std@@YAXPAUtype_monster_data@@00@Z
1,0x8ed54,??_Etype_record_teleport@@UAAPAXI@Z
1,0x8ed54,??_Gtype_record_teleport@@UAAPAXI@Z
1,0x11a30c,?Main@recruitUnit@@UAAHAAUmessage@@@Z
1,0x140d74,?SendPlayerPositions@TSingleSelectionWindow@@QAA_NK@Z
1,0x14d388,?NextPage@TSpellbookWindow@@QAAXXZ
1,0xc49b0,?uninitialized_fill_n@std@@YAPAVboat@@PAV2@IABV2@@Z
2,0x7f20,_IID_IDirect3DRMAnimation
2,0x7f30,_IID_IDirect3DRMAnimation2
3,0x101c,??_C@_0O@GIOH@ajpvtbgorggre?$AA@
3,0x639c,??_C@_0N@CJDL@SgDnDrw1?4pcx?$AA@
1,0xc00a8,?deallocate@?$allocator@USign@@@std@@SAXPAUSign@@I@Z
1,0xc00d4,?deallocate@?$allocator@Vmine@@@std@@SAXPAVmine@@I@Z
1,0x12d6d8,?GetRewardExtra@TSeerHut@@AAAHPBVhero@@@Z
3,0x1d444,??_C@_08KAJN@TOigog2a?$AA@
2,0x86a0,_GUID_DMUS_PROP_MemorySize
1,0x15edf8,?IsLeftHero@swapManager@@QAA_NXZ
3,0x66bc,??_C@_0N@EJBG@SgFrDrw3?4pcx?$AA@
1,0x65298,?DisableAllButtons@TCombatControlSubWindow@@UAAXXZ
3,0x32640,?ArtifactGoldResource@@3PAHA
3,0x6d60,??_C@_0N@MNJC@CmNumWin?4pcx?$AA@
1,0x72944,?DrawAdvObjWithFlagAlpha@CSprite@@QBAXHHHHHPAGHHHHHG_N@Z
1,0xc638c,?__destroy@std@@YAXPAPAVCSprite@@00@Z
1,0x11f070,?IsOn@CTurnDuration@@QAA_NXZ
3,0x637c,??_C@_0N@GJHB@SgDnDrw3?4pcx?$AA@
3,0x64e4,??_C@_0N@NICG@SgDnMan1?4pcx?$AA@
1,0xc0020,?deallocate@?$allocator@UTownExtra@@@std@@SAXPAUTownExtra@@I@Z
3,0x15ad8,??_C@_02KAGJ@?$CL0?$AA@
3,0x1ab24,??_C@_0N@EJFI@Removeob?4wav?$AA@
1,0x16b9e4,?ChangeTown@townManager@@QAAX_N@Z
1,0x200e8,?clear_path@searchArray@@QAAXXZ
3,0x6108,??_C@_0N@CJPK@SgInArch?4pcx?$AA@
3,0x5d4c,??_C@_0N@ODCI@SgRmMlip?4pcx?$AA@
1,0x8ce74,??0type_record_hide_boat@@QAA@PAVboat@@@Z
1,0x8f3f4,??A?$vector@Utype_shroud_change@type_record_shroud@@V?$allocator@Utype_shroud_change@type_record_shroud@@@std@@@std@@QAAAAUtype_shroud_change@type_record_shroud@@I@Z
1,0x114ba8,?set_value_of_power@hero@@QAAXJ@Z
3,0x1af84,??_C@_0N@LEPK@sptraits?4txt?$AA@
1,0x30a70,?do_resource_trade@type_AI_player@@IAAXQAH@Z
1,0x301c4,?get_total_value@type_AI_player@@IAAJJQAH@Z
3,0x37e8,?aCampaignMapTraitsImp@?%E:\gamedcs\campaignmap.cpp64671830@@3PAUTCampaignMapTraits@@A
3,0xcfe4,?gSpecialBuildingBaseResourceValues@@3PAHA
2,0x7fd0,_IID_IDirect3DRMFaceArray
3,0x6814,??_C@_0N@BICO@SgFrMan2?4pcx?$AA@
2,0x5e18,??_7TSubWindow@@6B@
1,0x1a3b0,?DeactivateCurrTown@advManager@@QAAX_N@Z
1,0xc9490,??1TGameTypeWindow@@UAA@XZ
2,0x7890,_IID_IDirectDraw
3,0x60dc,??_C@_0M@DDBN@SgInWa5?4pcx?$AA@
3,0x64d4,??_C@_0N@DIEJ@SgDnMan2?4pcx?$AA@
3,0x638c,??_C@_0N@MJFE@SgDnDrw2?4pcx?$AA@
1,0xf49a4,??0NewmapCell@@QAA@XZ
3,0x1a9ec,??_C@_09ICCD@Bless?4wav?$AA@
3,0x1c,__imp__memmove
1,0xdd438,?CheckLeft@inputManager@@QAAHHHHHH_N@Z
3,0x166d4,??_C@_0N@OGIH@CrBkgNec?4pcx?$AA@
3,0x66cc,??_C@_0N@OJDD@SgFrDrw2?4pcx?$AA@
1,0x13006c,?numberComp@@YAHHH@Z
1,0x19a42c,?InitGraphics@@YAXXZ
3,0x68,__imp___divi64
3,0x3240,??_C@_0N@GLCO@scnrmpsz?4def?$AA@
1,0x20458,?size@?$vector@UTObjectCell@NewmapCell@@V?$allocator@UTObjectCell@NewmapCell@@@std@@@std@@QBAIXZ
3,0x6e30,??_C@_0N@PLEG@CmBkDeck?4pcx?$AA@
1,0x166c08,?create_building@town@@QAA?AW4type_building_id@@W42@@Z
1,0x1851a4,??1TBuyArtifactWindow@@UAA@XZ
1,0x3a19c,?uninitialized_copy@std@@YAPAUpathCell@@PAU2@00@Z
1,0xbc0c0,?get_puzzle_origin@game@@QBA?AUtype_point@@XZ
1,0xc5728,?value_type@std@@YAPAUtype_creature_bank@@PBU2@@Z
1,0xf5a80,??0?$bitset@$0EG@K@std@@QAA@XZ
1,0xfb674,?distance_type@std@@YAPAHPBVBlackBoxData@@@Z
1,0x1431bc,?HasMultipleTowns@TSingleSelectionWindow@@QAA_NH@Z
3,0x17e34,??_C@_0N@CJAI@SpelTrnL?4pcx?$AA@
1,0x211dc,?__destroy@std@@YAXPAUtype_dialog_resource@@00@Z
1,0xbbee4,?IsHuman@game@@QBA_NH@Z
1,0x13b104,?DoModal@TSingleSelectionWindow@@UAAX_N@Z
1,0x89c6c,?Clear@?$tree@K@@QAAX_N@Z
1,0x18c9ec,?_tr_init@@YAXPAUinternal_state@@@Z
1,0x14332c,?CanChooseHero@TSingleSelectionWindow@@QAA_NH@Z
1,0xdffe4,?LostGame@@YAXXZ
2,0x8630,_GUID_DMUS_PROP_INSTRUMENT2
1,0x3a71c,?value_type@std@@YAPAPAVtype_artifact_effect@@PBQAV2@@Z
3,0x6824,??_C@_0N@PIEB@SgFrMan1?4pcx?$AA@
1,0x8019c,_SmackSoundUseMSS
1,0x9ed40,?is_valid@type_point@@QBA_NXZ
3,0x3bf0,??_C@_0M@DPCH@FMAZ_en?4pcx?$AA@
3,0x3ba8,??_C@_0M@KPHK@FMAX_en?4pcx?$AA@
1,0x71584,?deallocate@?$_STL_alloc_proxy@PAW4TArtifact@@W41@V?$allocator@W4TArtifact@@@std@@@std@@QAAXPAW4TArtifact@@I@Z
1,0xdc01c,?inflate_trees_fixed@@YAHPAI0PAPAUinflate_huft_s@@1PAUz_stream_s@@@Z
3,0x13abc,??_C@_0M@IKIM@secsk82?4def?$AA@
1,0x37514,?AI_get_value_of_artifact@@YAJABUtype_artifact@@J@Z
1,0x15627c,?SummonElemental@combatManager@@QAAXW4SpellID@@W4TCreatureType@@HH@Z
1,0xe3558,?DisplayLCWinLoss@@YA_NAAULossConditionStruct@@AAH1_N@Z
1,0xfb41c,?__copy@std@@YAPAVCObjectType@@PAV2@00Urandom_access_iterator_tag@1@PAH@Z
1,0x8fefc,?__uninitialized_copy_aux@std@@YAPAUtype_shroud_change@type_record_shroud@@PAU23@00U__false_type@@@Z
3,0x137d0,?progDots@@3PAVCSprite@@A
1,0xf4bdc,??1NewmapCell@@QAA@XZ
1,0x56c14,?animate@TBottomViewEnemyTurn@@UAAXXZ
3,0xa458,??_C@_0L@EPNI@cltita?4def?$AA@
3,0xb3d4,??_C@_0BF@EHJ@Cannot?5create?5server?$AA@
1,0x8b864,?SendLobbyMsg@CDPlayLobby@@QAA_NKPAXK@Z
1,0x11ba80,?DestroyMsgQueue@CDPlayHeroes@@QAAXXZ
3,0x31a38,?RedBits@ResourceManager@@3HA
1,0x54d20,?OnKillFocus@widget@@UAAXXZ
3,0x5d6c,??_C@_0N@OOCG@SgRmTw22?4pcx?$AA@
3,0x15968,??_C@_0N@MCND@cradvntr?4DEF?$AA@
1,0x198130,?SetWinText@@YAXPAVheroWindow@@H@Z
1,0x14d32c,?SetSchool@TSpellbookWindow@@QAAXW4TSpellSchool@@@Z
3,0x1fbc4,??_C@_0BE@PHHK@DDERR_NOTPAGELOCKED?$AA@
1,0x70b40,?SaveFizzleSourceX@heroWindowManager@@QAAXABUSLimitData@@@Z
1,0x74548,??_ECSprite@@UAAPAXI@Z
1,0x74548,??_GCSprite@@UAAPAXI@Z
1,0x9c780,?GetArtifactDefender@ExtraInfoUnion@@QBA?AW4TCreatureType@@XZ
1,0x5b53c,?HideText@TCampaignWindow@@QAAXXZ
3,0x693c,??_C@_0M@OFMI@ObRgL05?4pcx?$AA@
1,0x8bf44,??_ECDPlay@@UAAPAXI@Z
1,0x8bf44,??_GCDPlay@@UAAPAXI@Z
2,0x5584,??_7type_transformer_slot@@6B@
1,0x39b4,?deallocate@?$_STL_alloc_proxy@PADDV?$allocator@D@std@@@std@@QAAXPADI@Z
1,0x41b0,?deallocate@?$_STL_alloc_proxy@PAHHV?$allocator@H@std@@@std@@QAAXPAHI@Z
1,0x28518,?deallocate@?$_STL_alloc_proxy@PAJJV?$allocator@J@std@@@std@@QAAXPAJI@Z
1,0xd45d8,?GetArcheryFactor@hero@@QBAMXZ
1,0x71f0c,?set@TAutoStrPtr@?%E:\gamedcs\creaturetype.cpp576214307@@QAAXPAD@Z
1,0x89d8c,?AddItem@?$tree@Vds_memsample@@@@QAAXPBDPAVds_memsample@@@Z
3,0xb8f4,?gResourceSpriteFilenames@@3PAPBDA
1,0x4a2e8,?DecrementSpellRounds@army@@QAAXXZ
1,0x9e1b4,?pop_heap@std@@YAXPAW4SpellID@@0Vspell_level_order@@@Z
3,0xdd94,??_C@_02PFEH@?$CL2?$AA@
3,0xac50,??_C@_0M@HCHP@cs_attack_r?$AA@
3,0xcc50,?gfSSArcheryMod@@3PAMA
2,0x7d90,_CLSID_CDirect3DRMLightInterpolator
1,0x2c690,?get_aggression@hero@@QBAMXZ
1,0x38594,??_Etype_antimorale_artifact@@UAAPAXI@Z
1,0x38594,??_Gtype_antimorale_artifact@@UAAPAXI@Z
1,0x444a8,?DrawToBuffer@army@@QAAXHHH@Z
1,0x11fbf0,?AllPlayersReady@CWaitForReadyPlayersDlg@@QAA_NXZ
1,0x147d44,??0CHeaderConfirmMsg@@QAA@XZ
1,0x14ac58,?VideoNeedsUpdate@@YA_NXZ
