# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
seg,offset,name
3,0x1e85c,??_C@_08BFDK@TBStup_2?$AA@
1,0x20eb0,?destroy@std@@YAXPAUtype_dialog_resource@@0@Z
1,0x643a0,?size@?$vector@Utype_artifact@@V?$allocator@Utype_artifact@@@std@@@std@@QBAIXZ
1,0xfe060,?IsCDDrive@@YAHH@Z
1,0x12e3a0,??0CHeroDlg@@QAA@_N@Z
3,0x6b8c,??_C@_0N@ENDG@ObSwS13a?4def?$AA@
3,0xad44,??_C@_09PKGL@hs_walk_s?$AA@
1,0x19b8fc,?FizzleForwardX@heroWindowManager@@QAAXHHHHH@Z
1,0x56ebc,??_ETBottomViewResourceMessage@@UAAPAXI@Z
1,0x18c918,??_ETGiveResourceWindow@@UAAPAXI@Z
1,0x18c918,??_GTGiveResourceWindow@@UAAPAXI@Z
3,0x3094,??_C@_0M@BMLK@Secret1?4h3c?$AA@
1,0x902fc,?InitializeRandomSignText@@YA_NXZ
1,0x1fd30,?get_target@hero@@QBA?AUtype_point@@XZ
1,0x56ebc,??_GTBottomViewResourceMessage@@UAAPAXI@Z
1,0x6388c,?CalculateGainedExperience@combatManager@@QAAXHPAH@Z
3,0xaaf0,??_C@_17NKBI@?$AA?$CF?$AAl?$AAs?$AA?$AA@
1,0x8bf78,??_ECDPlayLobby@@UAAPAXI@Z
1,0x8bf78,??_GCDPlayLobby@@UAAPAXI@Z
1,0xe3a64,?ShowMoraleInfo@game@@QAAXPAVhero@@H@Z
2,0x5f40,??_7TSpreadsheetResource@@6B@
3,0x1d720,??_C@_08BEOI@TODbeh2a?$AA@
3,0xdde8,??_C@_0N@ELG@artifact?4def?$AA@
3,0x1add0,??_C@_0M@BHGA@C09spF0?4def?$AA@
3,0x1ae3c,??_C@_0M@MIPB@C17spW0?4def?$AA@
1,0x289a0,?__stl_alloc_rebind@std@@YAAAV?$allocator@Utype_creature_value@@@1@AAV21@PBUtype_creature_value@@@Z
1,0x16196c,?InitializeTownText@@YA_NXZ
3,0x1bf20,?hordeDwelling@@3PAY01EA
1,0x11260c,?AI_VisitSirens@@YAHPBVhero@@AAVarmyGroup@@@Z
1,0x8aa14,?AddPlayerEnum@CDPlay@@MAA_NKPBUDPNAME@@K@Z
1,0xd9ca4,?SetIconSequence@iconWidget@@QAAXH@Z
1,0xf66d4,?resize@?$vector@PAVCSprite@@V?$allocator@PAVCSprite@@@std@@@std@@QAAXIABQAVCSprite@@@Z
1,0x11c9fc,?PauseTimeOuts@CChatManager@@QAAXXZ
3,0x1cfa4,??_C@_08EFGM@TOCsTav2?$AA@
1,0xd6bb0,?DoModal@THillFortWindow@@QAAXXZ
1,0x163f94,??0?$_Vector_base@PADV?$allocator@PAD@std@@@std@@QAA@ABV?$allocator@PAD@1@@Z
1,0xe7934,?value_type@std@@YAPAPAVresource@@PBQAV2@@Z
1,0x12e708,?CreateWin@CTownDlg@@QAA_NPAVCSprite@@HW4TTownType@@@Z
1,0x3c64,?reserve@?$vector@PAVwidget@@V?$allocator@PAVwidget@@@std@@@std@@QAAXI@Z
1,0x88be4,?Paused@ds_genericsample@@UAA_NXZ
2,0x8950,_GUID_Unload
1,0x42aa8,??0army@@QAA@ABV0@@Z
3,0x1d288,??_C@_08LGDM@TOTGrm1A?$AA@
1,0x18fe98,?CheckForTotalCreatures@VictoryConditionStruct@@QAA_NXZ
2,0x8c98,__IMPORT_DESCRIPTOR_DSOUND
1,0x3a90,?allocate@?$allocator@D@std@@QBAPADIPBX@Z
3,0xc9fc,??_C@_0M@BGGM@newgame?4pcx?$AA@
3,0x111e0,??_C@_0N@FHFG@HPS023Rn?4PCX?$AA@
1,0x1034b4,?pick_alignment@@YA?AW4TTownType@@E_N@Z
1,0x11cc2c,?OnKeyPress@CChatEdit@@UAAHAAUmessage@@@Z
1,0xbf974,??0?$_STL_alloc_proxy@PAUTBlackMarket@@U1@V?$allocator@UTBlackMarket@@@std@@@std@@QAA@ABV?$allocator@UTBlackMarket@@@1@ABQAUTBlackMarket@@@Z
3,0x11020,??_C@_0N@GBGF@HPS009Cl?4PCX?$AA@
3,0x11010,??_C@_0N@GCIJ@HPL008Cl?4PCX?$AA@
1,0x14b644,?MusicPlaying@soundManager@@QAAHXZ
1,0x129790,?__uninitialized_fill_n@std@@YAPAPAVtextWidget@@PAPAV2@IABQAV2@0@Z
3,0x26c0,?attack_computer_bonus@type_AI_player@@1MA
1,0x3dde8,?consider_chain_lightning@type_AI_spellcaster@@IBAXAAUtype_spell_choice@@@Z
1,0x4ecb0,?CanJoin@armyGroup@@QBAHH@Z
1,0xd8dcc,?OnKeyPress@CHighScoreEdit@@UAAHAAUmessage@@@Z
1,0xe52b8,?set@type_dialog_icon@@QAAXW4EGameResource@@J@Z
1,0x100e18,?InitRemote@TMultiPlayerWindow@@QAA_NW4eNetGameType@@PBDPAU_DPCOMPORTADDRESS@@@Z
3,0x11660,??_C@_0N@EBLE@HPS059Dm?4PCX?$AA@
3,0x11650,??_C@_0N@ECFI@HPL058Dm?4PCX?$AA@
1,0x1412fc,?OnGameHeaderInfoEndMsg@TSingleSelectionWindow@@QAA_NPAVCNetMsg@@@Z
3,0x10fd0,??_C@_0N@BMBC@HPL006Kn?4PCX?$AA@
3,0x15a3c,??_C@_0M@GNJM@muBhost?4def?$AA@
1,0x1476dc,?Wait@CHostWaitDlg@@QAAXK@Z
1,0x1649b4,?__destroy@std@@YAXPAPAV?$vector@PADV?$allocator@PAD@std@@@1@00@Z
1,0x20fb0,?destroy@std@@YAXPAPAUpathCell@@0@Z
1,0x216a0,?destroy@std@@YAXPAPAUpathCell@@@Z
1,0x4b3e8,?is_adjacent@army@@QBA_NABV1@@Z
3,0x11440,??_C@_0N@IIME@HPS042Wz?4PCX?$AA@
3,0x1ac2c,??_C@_0M@EKNJ@C06spF0?4def?$AA@
3,0x1abc0,??_C@_0M@KLJJ@C02spA0?4def?$AA@
3,0x1f47c,??_C@_0BA@EHJG@DDERR_NOALPHAHW?$AA@
3,0xaaf8,??_C@_06GLMF@sprite?$AA@
1,0x1430cc,?OnTownUpdateMsg@TSingleSelectionWindow@@QAAXPAVCNetMsg@@_N@Z
3,0x11310,??_C@_0N@LIDM@HPL032Al?4PCX?$AA@
1,0xf64ac,??1?$_Vector_base@VCObjectType@@V?$allocator@VCObjectType@@@std@@@std@@QAA@XZ
1,0x158234,??0?$_Rb_tree_iterator@W4SpellID@@U?$_Const_traits@W4SpellID@@@std@@@std@@QAA@ABU?$_Rb_tree_iterator@W4SpellID@@U?$_Nonconst_traits@W4SpellID@@@std@@@1@@Z
3,0x11520,??_C@_0N@JBJO@HPS049Hr?4PCX?$AA@
3,0x11510,??_C@_0N@JCHC@HPL048Hr?4PCX?$AA@
3,0x11e40,??_C@_0N@LIHE@HPS122Wh?4PCX?$AA@
3,0x16cc0,??_C@_0M@CAMG@AltFill?4def?$AA@
3,0xb4bc,??_C@_0M@BAJN@Not?5lobbied?$AA@
1,0xa2438,?get_string_width@font@@QBAJPBD@Z
1,0x9c964,?GetWagonArtifact@ExtraInfoUnion@@QBA?AW4TArtifact@@XZ
1,0xd4df0,?get_special_terrain@hero@@QBA?AW4TAdventureObjectType@@XZ
1,0x284a4,?deallocate@?$_STL_alloc_proxy@PAUtype_creature_value@@U1@V?$allocator@Utype_creature_value@@@std@@@std@@QAAXPAUtype_creature_value@@I@Z
1,0xbd8ec,??0?$vector@W4TArtifact@@V?$allocator@W4TArtifact@@@std@@@std@@QAA@ABV?$allocator@W4TArtifact@@@1@@Z
1,0x14df94,?__destroy_aux@std@@YAXPAVTSpellbookEntry@TSpellbookWindow@@U__false_type@@@Z
1,0x18c2c,?ClearBottomView@advManager@@AAAXXZ
1,0xcd9c4,?UpdateHeroScreenStatusBar@THeroScreenWindow@@AAAXAAUmessage@@@Z
1,0x14de18,?make_heap@std@@YAXPAVTSpellbookEntry@TSpellbookWindow@@0@Z
3,0x1d388,??_C@_07PHAG@TOihal4?$AA@
1,0x204c4,??A?$vector@VCObject@@V?$allocator@VCObject@@@std@@@std@@QAAAAVCObject@@I@Z
3,0x11600,??_C@_0N@PMPB@HPS056Dm?4PCX?$AA@
1,0xf78d8,?deallocate@?$allocator@VBlackBoxData@@@std@@SAXPAVBlackBoxData@@I@Z
1,0xfa948,?fill@std@@YAXPAVCObject@@0ABV2@@Z
1,0x148a28,??1CNewPlayerUpdateProc@@QAA@XZ
1,0x164ac0,?__uninitialized_copy@std@@YAPAPAV?$vector@PADV?$allocator@PAD@std@@@1@PAPAV21@000@Z
1,0x39454,?deallocate@?$allocator@UpathCell@@@std@@SAXPAUpathCell@@I@Z
1,0x129700,?__destroy@std@@YAXPAPAViconWidget@@00@Z
1,0x19cb84,_FreeLibrary
1,0x4cfa4,??Y?$_Deque_iterator@W4SpellID@@U?$_Nonconst_traits@W4SpellID@@@std@@U?$_Buf_size_traits@W4SpellID@@$0A@@3@@std@@QAAAAU01@H@Z
1,0xc6408,?fill@std@@YAXPAUtype_point@@0ABU2@@Z
3,0xb988,?gWanderingMonsterSpriteNames@@3PAPBDA
1,0x8fd2c,?_M_allocate_and_copy@?$vector@PAVtype_event_record@@V?$allocator@PAVtype_event_record@@@std@@@std@@IAAPAPAVtype_event_record@@IPAPAV3@0@Z
1,0xfb8b0,?__copy@std@@YAPAUTownExtra@@PAU2@00Urandom_access_iterator_tag@1@PAH@Z
1,0x128964,??A?$vector@PAViconWidget@@V?$allocator@PAViconWidget@@@std@@@std@@QAAAAPAViconWidget@@I@Z
3,0x20560,?AI_player@@3PAVtype_AI_player@@A
3,0x15b80,??_C@_0M@EBEA@OvButn6?4def?$AA@
1,0x2012c,?get_step@searchArray@@QBAEJ@Z
1,0xc004c,?deallocate@?$allocator@UTBlackMarket@@@std@@SAXPAUTBlackMarket@@I@Z
1,0xfb320,?value_type@std@@YAPAVTTownEvent@@PBV2@@Z
1,0x11d394,?CalcDimensions@CAnimatedDlg@@UAAXPBDPAVfont@@AAH222@Z
3,0x1eb68,??_C@_08LNOI@ibgr?4def?$AA@
1,0x881f0,??0ds_genericsample@@QAA@PAVwavfile@@_N1@Z
1,0x953cc,?DoEventSeaChest@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z
3,0x2d954,?gcRegCDRomPath@@3PADA
1,0x28544,?deallocate@?$allocator@Utype_creature_value@@@std@@SAXPAUtype_creature_value@@I@Z
1,0xc209c,?construct@std@@YAXPAPAVCSprite@@ABQAV2@@Z
1,0x1187f8,?QuickWindowWait@TQuickTownWindow@@QAAXXZ
3,0x1f548,??_C@_0BB@BGEM@DDERR_NOMIRRORHW?$AA@
1,0x2c5e8,?AI_value_of_combat@@YAJPBVhero@@W4TCreatureType@@JPAVNewmapCell@@@Z
1,0x496dc,?adjust_hitpoints@army@@QAAXXZ
1,0x53960,??0Bitmap816@@QAA@PBDHHPAEPAVTPalette16@@H@Z
1,0x65b40,?Update@TCombatHeroSubWindow@@QAAXABVhero@@PBV2@_N@Z
1,0xe9668,?sort@LODFile@@QAAXXZ
1,0x117818,?QuickWindowWait@TQuickHeroWindow@@QAAXXZ
1,0x1204d4,?allocate@?$_STL_alloc_proxy@IPAVCNetMsg@@V?$allocator@PAVCNetMsg@@@std@@@std@@QAAPAPAVCNetMsg@@I@Z
1,0x120568,?allocate@?$allocator@PAPAVCNetMsg@@@std@@QBAPAPAPAVCNetMsg@@IPBX@Z
3,0x1dbe4,??_C@_08HKOM@TBCsup_0?$AA@
1,0x176634,?DoCommand@townManager@@QAAXH_NPAVtype_garrison_base_window@@@Z
1,0x2c884,??0?$_Vector_base@Utype_monster_data@@V?$allocator@Utype_monster_data@@@std@@@std@@QAA@ABV?$allocator@Utype_monster_data@@@1@@Z
1,0x39fb8,?__stl_alloc_rebind@std@@YAAAV?$allocator@PAVtype_artifact_effect@@@1@AAV21@PBQAVtype_artifact_effect@@@Z
1,0x1274bc,?ExitDialog@type_sacrifice_window@@UAAHAAUmessage@@@Z
3,0x17b58,?currentStream@@3PADA
1,0xf9b28,?__stl_alloc_rebind@std@@YAAAV?$allocator@VTreasureData@@@1@AAV21@PBVTreasureData@@@Z
1,0xc0238,?_M_insert_overflow@?$vector@VCObjectType@@V?$allocator@VCObjectType@@@std@@@std@@IAAXPAVCObjectType@@ABV3@I@Z
1,0x3bd3c,?__adjust_heap@std@@YAXPAJHHJ@Z
1,0xc31c0,??0?$_Vector_base@W4TArtifact@@V?$allocator@W4TArtifact@@@std@@@std@@QAA@IABV?$allocator@W4TArtifact@@@1@@Z
1,0xfe064,?SetupCDDrive@@YAHXZ
1,0x123f08,??0type_doll_slot_widget@@QAA@ABUtype_doll_slot_definition@@J@Z
1,0x1895a8,?Update@TGiveResourceWindow@@QAAX_N@Z
1,0x8b564,?GetSendQueueSize@CDPlay@@UAA_NKKAAK0@Z
3,0xb6b8,??_C@_09JMLD@Rogue?4wav?$AA@
1,0xaa7e0,?ValidateVictoryLossConditions@game@@QAAX_N@Z
1,0x181704,??_ETTownMenu@@UAAPAXI@Z
1,0x181704,??_GTTownMenu@@UAAPAXI@Z
3,0xfc,__imp__WaitForMultipleObjects
1,0x3220,??1CChatEdit@@UAA@XZ
1,0xbf1c,?get_trigger_cell@type_cell_adjuster@@QAAPAVNewmapCell@@PAV2@HH@Z
1,0x71f60,??1CSequence@@AAA@XZ
1,0xc28fc,?copy@std@@YAPAVmine@@PAV2@00@Z
1,0x11bf40,?UncompressMsg@CDPlayHeroes@@IAAPAVCNetMsg@@PAV2@@Z
1,0x147478,?GetName@CHotSeatMan@@QAAPADH@Z
1,0x14e114,?swap@std@@YAXAAVTSpellbookEntry@TSpellbookWindow@@0@Z
1,0x99d98,?HeroSwap@advManager@@QAAXPAVhero@@0@Z
3,0x2ab4,??_C@_0L@CPKG@?$CFskill?482M?$AA@
1,0x1297c8,?__uninitialized_fill_n@std@@YAPAPAViconWidget@@PAPAV2@IABQAV2@0@Z
1,0x9e510,??0executive@@QAA@XZ
2,0x8900,_GUID_TempoParam
3,0x30c8,??_C@_0M@MNLB@SecretTheme?$AA@
1,0x72f34,?DrawSpellEffect@CSprite@@QBAXHHHHHHPAGHHHHH_N1@Z
1,0x92220,?DoEventCloverField@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z
3,0x17034,?iFileNumber@@3HA
3,0xabbc,??_C@_01PKMN@?$DP?$AA@
1,0xc5ddc,?__stl_alloc_rebind@std@@YAAAV?$allocator@VCObject@@@1@AAV21@PBVCObject@@@Z
1,0x1005fc,?Update@TMultiPlayerWindow@@QAAXXZ
1,0x11c738,?GetNextMsgNbr@CChatManager@@IAAHH@Z
1,0x478fc,?get_defense_damage_modifier@army@@QBAN_N@Z
1,0xf7d40,?_M_fill_insert@?$vector@UTObjectCell@NewmapCell@@V?$allocator@UTObjectCell@NewmapCell@@@std@@@std@@QAAXPAUTObjectCell@NewmapCell@@IABU34@@Z
3,0xa0,__imp___ned
1,0x1a230,?RedrawAdvScreen@advManager@@QAAX_N0@Z
3,0x6cc0,??_C@_0M@JNAG@C15spE1?4def?$AA@
1,0x8fbf8,?deallocate@?$allocator@PAVtype_event_record@@@std@@SAXPAPAVtype_event_record@@I@Z
3,0x1ad58,??_C@_0M@GJNB@C03spA0?4def?$AA@
3,0x1ae0c,??_C@_0M@GMBO@C12spF1?4def?$AA@
1,0x957fc,?DoEventShrine@advManager@@AAAXPAVhero@@PAVNewmapCell@@PBDW4GlobalInfoFlags@@_N@Z
3,0x1abd8,??_C@_0M@PNBJ@C02spE0?4def?$AA@
3,0x335a0,?HeroBioText@@3PBVTTextResource@@B
1,0x176b88,?SwapHeroes@townManager@@QAAXXZ
1,0x191804,?WindowHandler@TViewArmyWindow@@UAAHAAUmessage@@@Z
3,0x1f250,??_C@_0BN@IPBF@Unable?5to?5get?5file?5attribute?$AA@
2,0x8240,_GUID_Slider
3,0x5ab8,??_C@_08CEFM@CH03?4DEF?$AA@
3,0xa4f8,??_C@_0L@EEFE@cohdem?4def?$AA@
3,0x16b94,??_C@_08KDBF@?6?$CF0?40f?$CF?$CF?$AA@
3,0x1aafc,??_C@_0L@KLHJ@Forget?4wav?$AA@
1,0x51f88,?GrabAndBlur@Bitmap16Bit@@QAAXPBV1@HH@Z
1,0x639ec,?Contains@SLimitData@@QBA_NHH@Z
2,0x1d74,?LandMineInfo@combatManager@@0QBUTObstacleInfo@1@B
1,0xe5960,?CalculateNormalDialogSize@@YAXAAUTNormalDialogInfo@@@Z
1,0x1e598,?DoAdvMenu@advManager@@QAAXXZ
3,0x2e248,?NULL_SAMPLE2@@3USAMPLE2@@A
1,0x116ccc,?DoQuestLog@@YAXH@Z
3,0x16bac,??_C@_0M@GMAH@aresbar?4pcx?$AA@
1,0x165038,??0iconBackedTextWidget@@QAA@XZ
1,0x165364,??1iconBackedTextWidget@@UAA@XZ
1,0x71f14,??0CSequence@@AAA@XZ
1,0x14d830,?allocate@?$_STL_alloc_proxy@PAVTSpellbookEntry@TSpellbookWindow@@V12@V?$allocator@VTSpellbookEntry@TSpellbookWindow@@@std@@@std@@QAAPAVTSpellbookEntry@TSpellbookWindow@@I@Z
1,0xc6a54,?__uninitialized_copy@std@@YAPAVmine@@PAV2@000@Z
1,0x57ab4,??0textButton@@QAA@HHHHHPBD00HH_NHHW4TColor@font@@@Z
1,0x898d8,?Channel@ds_engine@@QAAPAVds_memsample@@K@Z
1,0xd58f8,?HasArmy@hero@@QBA_NW4TCreatureType@@@Z
3,0x154,__imp__PostMessageW
1,0xed7c,?ProcessWaitingHover@advManager@@QAAHHH@Z
1,0x2c9dc,?deallocate@?$allocator@Utype_monster_data@@@std@@SAXPAUtype_monster_data@@I@Z
1,0x3d440,?find_attack_hex@type_AI_attack_hex_chooser@@QAA_NXZ
1,0x8f430,??1?$vector@Utype_shroud_change@type_record_shroud@@V?$allocator@Utype_shroud_change@type_record_shroud@@@std@@@std@@QAA@XZ
1,0x116b6c,??1TQuestLogWindow@@UAA@XZ
1,0x3883c,??0?$allocator@Utype_creature_source@@@std@@QAA@XZ
1,0xbe3ac,??0?$vector@Utype_university@@V?$allocator@Utype_university@@@std@@@std@@QAA@ABV?$allocator@Utype_university@@@1@@Z
3,0x1d4ec,??_C@_07DPMB@TONMrk1?$AA@
1,0x38840,??1?$allocator@Utype_creature_source@@@std@@QAA@XZ
1,0x11f80c,?CheckHandleNet@CNetMsgHandlerPause@@UAAPAVCNetMsg@@_NPA_N@Z
1,0xd9ce0,?SetPlayerPaletteColors@iconWidget@@QAAXH@Z
1,0xe9a94,??0?$_STL_alloc_proxy@PAULODEntry@@U1@V?$allocator@ULODEntry@@@std@@@std@@QAA@ABV?$allocator@ULODEntry@@@1@ABQAULODEntry@@@Z
3,0x1d580,??_C@_07IPCI@TONVam1?$AA@
1,0x60538,?SetupAndLoadObstacles@combatManager@@QAAXXZ
1,0xc3dbc,?uninitialized_fill_n@std@@YAPAUTBlackMarket@@PAU2@IABU2@@Z
1,0xb47b8,?PerMonth@game@@QAAXXZ
1,0x1297ac,?__uninitialized_copy@std@@YAPAPAViconWidget@@PAPAV2@000@Z
3,0x1a9e0,??_C@_0M@NHFG@Sacrif1?4wav?$AA@
3,0x1f610,??_C@_0BA@KCIJ@DDERR_NOVSYNCHW?$AA@
1,0x29604,?pop_heap@std@@YAXPAPAVarmy@@0Vfunc_moves_before@@@Z
2,0x223c,??_7TCombatPlacementSubWindow@@6B@
3,0x1eb94,??_C@_0M@DMHP@townManager?$AA@
3,0x1dbd8,??_C@_08ELIM@TBCsdw_6?$AA@
3,0x20080,?gExtraInfoText@@3PAPBDA
1,0xc2be4,??0type_creature_bank@@QAA@ABU0@@Z
1,0xd9ee8,?NextRandomSiegeEngineFrame@iconWidget@@QAAXXZ
3,0x16d1c,??_C@_0M@MNEM@SkTrnBk?4pcx?$AA@
1,0x53df0,?importPCXFile@Bitmap816@@AAAHPBDHHHHHH@Z
1,0x63b98,?clear@?$set@W4SpellID@@U?$less@W4SpellID@@@std@@V?$allocator@W4SpellID@@@3@@std@@QAAXXZ
1,0x108f74,??1TOverviewWindow@@UAA@XZ
1,0x14b240,?Open@soundManager@@UAAHH@Z
1,0x1641e8,?allocate@?$_STL_alloc_proxy@PAPADPADV?$allocator@PAD@std@@@std@@QAAPAPADI@Z
3,0x1d4d4,??_C@_07MGGG@TONHal2?$AA@
3,0x1b378,??_C@_0N@FLON@HeroScrn?4txt?$AA@
3,0x20a28,?const_artifact_effects@@3PAV?$vector@PAVtype_artifact_effect@@V?$allocator@PAVtype_artifact_effect@@@std@@@std@@A
1,0x4c918,?GetSpeed@army@@QBAHXZ
1,0x8a3a4,?DeleteGroupFromGroup@CDPlay@@UAA_NKK@Z
1,0x9d9ec,?iterator_category@std@@YA?AUrandom_access_iterator_tag@1@PBUTObjectCell@NewmapCell@@@Z
3,0x3284c,?waitingLoop@@3HA
1,0x181500,??_GtownObject@@QAAPAXI@Z
1,0x20bcc,?_S_whichbit@?$_Base_bitset@$0DA@K@std@@SAII@Z
1,0xcc0e4,?get_equipped_artifacts@hero@@QBAJ_N@Z
1,0x128ca0,??0?$_STL_alloc_proxy@PAUtype_artifact_offering@@U1@V?$allocator@Utype_artifact_offering@@@std@@@std@@QAA@ABV?$allocator@Utype_artifact_offering@@@1@ABQAUtype_artifact_offering@@@Z
3,0x1f6c0,??_C@_0BC@LHPH@DDERR_PALETTEBUSY?$AA@
3,0xfd0,??_C@_0BL@KNOM@nopqrstuvwxyzabcdefghijklm?$AA@
1,0x1294d4,?construct@std@@YAXPADABD@Z
3,0x1dfc8,??_C@_08NDCH@TBTwdw_2?$AA@
2,0x7798,??_7widget@@6B@
1,0x50f60,?color0565to8888@@YAKG@Z
1,0xc6f18,?__uninitialized_fill_n@std@@YAPAUtype_university@@PAU2@IABU2@0@Z
1,0xd37c0,?GiveSS@hero@@QAAHHH@Z
1,0xcc26c,?IsWieldingArtifact@hero@@QBAHH@Z
3,0x141fc,??_C@_1BI@FCJL@?$AAT?$AAe?$AAs?$AAt?$AA?5?$AAD?$AAe?$AAc?$AAo?$AAm?$AAp?$AA?$AA@
1,0xf4b64,??_ENewmapCell@@QAAPAXI@Z
3,0x1ac5c,??_C@_0M@GLMI@C08spE0?4def?$AA@
3,0x1abcc,??_C@_0M@LLMB@C01spE0?4def?$AA@
3,0x1ac08,??_C@_0M@MOEJ@C04spF0?4def?$AA@
1,0x40928,?get_traitor_value@type_AI_spellcaster@@IBAJPBVarmy@@0@Z
3,0xab2c,??_C@_09IHFO@interface?$AA@
1,0x8bf04,?GetGuid@CDPlay@@UAAPAU_GUID@@XZ
1,0xbdaf8,?size@?$vector@VTTownEvent@@V?$allocator@VTTownEvent@@@std@@@std@@QBAIXZ
3,0x31c88,?saveCurPlayer@@3HA
1,0x19ce80,_DirectDrawCreate
1,0x895bc,?SetSampleVolume@ds_engine@@QAA_NE@Z
1,0xb5f80,?MakeTerrainVisible@game@@QAAXHG@Z
1,0x13a2f8,?MaxPlayers@TSingleSelectionWindow@@QAAHXZ
1,0x19be28,?FadeBlit@heroWindowManager@@QAAXHHHHPBVBitmap816@@HH_NHH@Z
1,0x212ac,?__destroy@std@@YAXPAPAUpathCell@@00@Z
1,0xd8e58,?SetFocus@CHighScoreEdit@@UAAX_N@Z
1,0x106e90,?Overview@game@@QAAXXZ
1,0x119d64,?SiegeMonsterToSiegeArtifact@@YA?AW4TArtifact@@W4TCreatureType@@@Z
1,0x215bc,?__uninitialized_copy_aux@std@@YAPAUtype_dialog_resource@@PAU2@00U__false_type@@@Z
3,0x1e5f8,??_C@_08CKHP@TBDndw_2?$AA@
3,0x1f514,??_C@_0BG@GHJG@DDERR_NOEXCLUSIVEMODE?$AA@
1,0xe1de4,??0type_normal_dialog_frame@@QAA@JJJJJW4EGameResource@@J@Z
1,0xfcfd4,?__uninitialized_copy_aux@std@@YAPAVTSeerHut@@PAV2@00U__false_type@@@Z
1,0x12dfa8,??0CBonusDlg@@QAA@_N@Z
3,0x1e6ac,??_C@_08OMCK@TBStmag4?$AA@
1,0x28ff0,?__unguarded_insertion_sort@std@@YAXPAPAVarmy@@0Vfunc_moves_before@@@Z
1,0xa5a40,?LoadTownPool@game@@AAAHPAX@Z
3,0x2be0,??_C@_0M@JBPC@WallHit?482m?$AA@
1,0x14d460,??0?$vector@VTSpellbookEntry@TSpellbookWindow@@V?$allocator@VTSpellbookEntry@TSpellbookWindow@@@std@@@std@@QAA@ABV?$allocator@VTSpellbookEntry@TSpellbookWindow@@@1@@Z
3,0x1dcd4,??_C@_08OEGB@TBRmhal4?$AA@
1,0x4250,?allocate@?$allocator@PAVwidget@@@std@@QBAPAPAVwidget@@IPBX@Z
1,0x4935c,?Strength@army@@QAAKXZ
1,0x482f0,?get_loss_combat_value@army@@QBAJJJ_NJ0@Z
1,0x8d7e8,?get_type@type_record_show_hero@@UBA?AW4type_event_record_type@@XZ
1,0x8d044,?create@type_record_show_boat@@SAPAVtype_event_record@@XZ
1,0x9e520,?InitSystem@executive@@QAAHXZ
1,0xc8d90,?__destroy_aux@std@@YAXPAVhero@@U__false_type@@@Z
1,0xf5460,??0?$allocator@VTreasureData@@@std@@QAA@XZ
1,0xf5468,??1?$allocator@VTreasureData@@@std@@QAA@XZ
1,0x1267ac,?scroll_backpack_right@type_sacrifice_window@@CAHAAUmessage@@@Z
1,0x13bc60,?SetCurrentMap@TSingleSelectionWindow@@QAAXH_N@Z
3,0x1e820,??_C@_08CEFK@TBStdw_4?$AA@
1,0x8a15c,?GetCurrSession@CDPlay@@UAAPAUDPSESSIONDESC2@@XZ
1,0xddd60,?AsciiConvert@inputManager@@QAAXAAUmessage@@@Z
1,0x8018c,_SmackClose
3,0x13a48,??_C@_0N@NJOK@HALLNECR?4def?$AA@
3,0x15b00,??_C@_08PNOL@un32?4def?$AA@
3,0x16ba0,??_C@_0M@ONGG@kresbar?4pcx?$AA@
3,0x1ea00,??_C@_08NHPL@TBFrdw_0?$AA@
1,0x8b95c,?CreateSerialConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PADPAU_DPCOMPORTADDRESS@@@Z
3,0x1aaec,??_C@_0N@LHLK@Hypnotiz?4wav?$AA@
1,0x50f34,?color1555to8888@@YAKG@Z
3,0x37a0,?aSecret1RegionTraits@?%E:\gamedcs\campaignmap.cpp64671830@@3PAUTRegionTraits@TCampaignMapTraits@@A
3,0xadb0,??_C@_0N@LPI@hs_turn_se_s?$AA@
1,0xf70c4,?erase@?$vector@UTownExtra@@V?$allocator@UTownExtra@@@std@@@std@@QAAPAUTownExtra@@PAU3@0@Z
1,0x141824,?GetHeroFace@TSingleSelectionWindow@@QAAXHPAVCNetPlayerHandlerPlayer@@@Z
1,0x15ee74,?GetOurHero@swapManager@@QAAPAVhero@@XZ
3,0x15c,__imp__RegisterClassW
1,0x19cbcc,_FileTimeToSystemTime
1,0x49b4,?destroy@std@@YAXPAPAVwidget@@@Z
1,0x44ec0,?erase_item@@YAXAAV?$vector@PAVarmy@@V?$allocator@PAVarmy@@@std@@@std@@PBVarmy@@@Z
1,0x9da78,?__uninitialized_fill_n@std@@YAPAW4SpellID@@PAW42@IABW42@0@Z
3,0x1f770,??_C@_0BC@FDEM@DDERR_SURFACELOST?$AA@
3,0x7360,??_C@_0M@FOHH@crbanks?4txt?$AA@
1,0xa46e8,?LoadBoatPool@game@@AAAHPAX@Z
1,0xbd698,?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAAAAV12@PBD@Z
3,0x16934,??_C@_0BJ@JDFC@Detected?5MPlayer?5launch?4?$AA@
3,0x1aa68,??_C@_0L@PMCB@Sorrow?4wav?$AA@
