# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
offset,cb,kind,name,module,file,line,debug_start,debug_end,params,locals
0x1033ac,16,static,$E458,newgame.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0x1033bc,40,static,$E460,newgame.obj,E:\gamedcs\terrain.h,77,4,32,0,0
0x1033e4,16,static,$E461,newgame.obj,E:\gamedcs\terrain.h,77,4,8,0,0
0x1033f4,40,static,$E463,newgame.obj,E:\gamedcs\terrain.h,78,4,32,0,0
0x10341c,16,static,$E464,newgame.obj,E:\gamedcs\terrain.h,78,4,8,0,0
0x10342c,40,static,$E466,newgame.obj,E:\gamedcs\terrain.h,79,4,32,0,0
0x103454,64,static,$E467,newgame.obj,E:\gamedcs\terrain.h,79,4,8,0,0
0x103494,32,global,get_alignment_count,newgame.obj,E:\gamedcs\newgame.cpp,191,0,28,1,0
0x1034b4,72,global,pick_alignment,newgame.obj,E:\gamedcs\newgame.cpp,204,12,62,2,0
0x1034fc,760,global,game::InitNewGame,newgame.obj,E:\gamedcs\newgame.cpp,224,18,732,2,2
0x1037f4,4,global,game::SetupNetPlayerNames,newgame.obj,E:\gamedcs\newgame.cpp,337,0,0,0,0
0x1037f8,20,global,pick_prev_alignment,newgame.obj,E:\gamedcs\newgame.cpp,355,0,16,2,0
0x10380c,22,global,pick_next_alignment,newgame.obj,E:\gamedcs\newgame.cpp,368,0,18,2,0
0x103824,100,global,game::ShowScenInfo,newgame.obj,E:\gamedcs\newgame.cpp,610,6,90,1,2
0x103888,382,global,game::GetLossConditionText,newgame.obj,E:\gamedcs\newgame.cpp,628,18,366,2,0
0x103a08,1452,global,game::GetVictoryConditionText,newgame.obj,E:\gamedcs\newgame.cpp,668,26,1428,2,3
0x103fb4,580,global,game::GetSideDesc,newgame.obj,E:\gamedcs\newgame.cpp,826,30,514,4,3
0xff84c,40,static,$E444,multiplayerwindow.obj,E:\gamedcs\terrain.h,70,4,32,0,0
0xff874,16,static,$E445,multiplayerwindow.obj,E:\gamedcs\terrain.h,70,4,8,0,0
0xff884,40,static,$E447,multiplayerwindow.obj,E:\gamedcs\terrain.h,71,4,32,0,0
0xff8ac,16,static,$E448,multiplayerwindow.obj,E:\gamedcs\terrain.h,71,4,8,0,0
0xff8bc,40,static,$E450,multiplayerwindow.obj,E:\gamedcs\terrain.h,72,4,32,0,0
0xff8e4,16,static,$E451,multiplayerwindow.obj,E:\gamedcs\terrain.h,72,4,8,0,0
0xff8f4,40,static,$E453,multiplayerwindow.obj,E:\gamedcs\terrain.h,73,4,32,0,0
0xff91c,16,static,$E454,multiplayerwindow.obj,E:\gamedcs\terrain.h,73,4,8,0,0
0xff92c,40,static,$E456,multiplayerwindow.obj,E:\gamedcs\terrain.h,74,4,32,0,0
0xff954,16,static,$E457,multiplayerwindow.obj,E:\gamedcs\terrain.h,74,4,8,0,0
0xff964,40,static,$E459,multiplayerwindow.obj,E:\gamedcs\terrain.h,75,4,32,0,0
0xff98c,16,static,$E460,multiplayerwindow.obj,E:\gamedcs\terrain.h,75,4,8,0,0
0xff99c,40,static,$E462,multiplayerwindow.obj,E:\gamedcs\terrain.h,76,4,32,0,0
0xff9c4,16,static,$E463,multiplayerwindow.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0xff9d4,40,static,$E465,multiplayerwindow.obj,E:\gamedcs\terrain.h,77,4,32,0,0
0xff9fc,16,static,$E466,multiplayerwindow.obj,E:\gamedcs\terrain.h,77,4,8,0,0
0xffa0c,40,static,$E468,multiplayerwindow.obj,E:\gamedcs\terrain.h,78,4,32,0,0
0xffa34,16,static,$E469,multiplayerwindow.obj,E:\gamedcs\terrain.h,78,4,8,0,0
0xffa44,40,static,$E471,multiplayerwindow.obj,E:\gamedcs\terrain.h,79,4,32,0,0
0xffa6c,64,static,$E472,multiplayerwindow.obj,E:\gamedcs\terrain.h,79,4,8,0,0
0xffaac,18,global,AddHelp,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,94,0,14,3,0
0xffac0,44,global,CMPInputEdit::OnKeyPress,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,527,10,28,2,0
0xffaec,32,global,CHotSeatEdit::OnKillFocus,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,854,8,24,1,0
0xffb0c,50,global,CHotSeatEdit::OnKeyPress,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,860,10,40,2,0
0xffb40,48,global,DeleteTempSaveGame,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,872,10,38,1,1
0xffb70,2200,global,TMultiPlayerWindow::TMultiPlayerWindow,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,889,24,2148,1,0
0x100408,40,static,SliderGames,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1005,6,32,2,0
0x100430,104,global,TMultiPlayerWindow::~TMultiPlayerWindow,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1012,10,94,1,0
0x100498,132,global,TMultiPlayerWindow::GoSessionList,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1025,12,120,1,0
0x10051c,224,global,TMultiPlayerWindow::GoMainMenu,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1049,12,144,1,0
0x1005fc,934,global,TMultiPlayerWindow::Update,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1083,26,910,1,9
0x1009a4,630,global,TMultiPlayerWindow::OnWidgetDeselect,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1192,12,620,3,0
0x100c1c,40,global,TMultiPlayerWindow::WindowHandler,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1336,12,30,2,0
0x100c44,90,global,TMultiPlayerWindow::RefreshSessions,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1344,10,80,1,0
0x100ca0,106,global,TMultiPlayerWindow::JoinSession,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1359,14,92,3,0
0x100d0c,266,global,TMultiPlayerWindow::HostSession,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1378,24,246,3,1
0x100e18,122,global,TMultiPlayerWindow::InitRemote,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1420,22,106,4,1
0x100e94,58,global,TMultiPlayerWindow::CheckSessions,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1449,10,48,1,0
0x100ed0,194,global,TMultiPlayerWindow::OnModemHost,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1461,8,186,1,0
0x100f94,196,global,TMultiPlayerWindow::OnDirectHost,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1495,12,184,1,0
0x101058,350,global,TMultiPlayerWindow::OnHost,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1540,18,332,1,1
0x1011b8,444,global,TMultiPlayerWindow::OnModemJoin,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1588,12,432,1,0
0x101374,412,global,TMultiPlayerWindow::OnDirectJoin,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1665,16,396,1,0
0x101510,622,global,TMultiPlayerWindow::OnJoin,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1744,26,598,1,5
0x101780,4,global,GetIPAddress,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1822,0,0,1,0
0x101784,358,global,TMultiPlayerWindow::OnTCP,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1884,16,342,1,2
0x1018ec,126,global,TMultiPlayerWindow::OnIPX,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1924,12,114,1,0
0x10196c,660,global,TMultiPlayerWindow::OnSearch,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1944,24,586,1,3
0x101c00,74,global,TMultiPlayerWindow::OnHotSeat,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,2009,6,64,1,1
0x101c4c,86,global,TMultiPlayerWindow::OnModem,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,2025,12,74,1,0
0x101ca4,86,global,TMultiPlayerWindow::OnDirect,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,2043,12,74,1,0
0x101cfc,92,global,TMultiPlayerWindow::IsNT,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,2061,6,34,1,1
0x101d58,42,global,CDPlaySession::IsJoinDisabled,multiplayerwindow.obj,E:\gamedcs\dxplay.h,82,0,38,1,0
0x101d84,20,global,CDPlaySession::IsPasswordProtected,multiplayerwindow.obj,E:\gamedcs\dxplay.h,96,0,14,1,0
0x101d98,6,global,CDPlay::GetLastError,multiplayerwindow.obj,E:\gamedcs\dxplay.h,375,0,2,1,0
0x101da0,8,global,TMultiPlayerWindow::GetRolloverWidget,multiplayerwindow.obj,E:\gamedcs\MultiPlayerWindow.h,91,0,2,1,0
0x101da8,28,global,CHotSeatMan::CHotSeatMan,multiplayerwindow.obj,E:\gamedcs\remote.h,186,8,16,1,0
0x101dc4,6,global,CHotSeatMan::Clear,multiplayerwindow.obj,E:\gamedcs\remote.h,192,0,2,1,0
0x101dcc,52,global,CHotSeatMan::AddPlayer,multiplayerwindow.obj,E:\gamedcs\remote.h,197,8,38,2,0
0x101e00,152,global,CMultiPlayerWindowEdit::CMultiPlayerWindowEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,141,44,124,17,0
0x101e98,80,global,CMultiPlayerWindowEdit::OnKeyPress,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,145,12,54,2,0
0x101ee8,52,global,CMultiPlayerWindowEdit::`scalar deleting destructor',multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,156,12,32,2,0
0x101f1c,24,global,CMultiPlayerWindowEdit::~CMultiPlayerWindowEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,156,4,10,1,0
0x101f34,224,global,CHeroSessions::GetSessionInfo,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,174,24,180,6,2
0x102014,160,global,CMPEdit::CMPEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,263,44,132,17,0
0x1020b4,6,global,CMPEdit::SetNextEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,269,0,2,2,0
0x1020bc,6,global,CMPEdit::SetPrevEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,274,0,2,2,0
0x1020c4,152,global,CMPEdit::OnKeyPress,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,279,12,128,2,0
0x10215c,40,global,CMPEdit::OnNextEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,309,4,28,1,0
0x102184,40,global,CMPEdit::OnPrevEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,322,4,28,1,0
0x1021ac,24,global,CMPEdit::SetFocus,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,335,4,10,2,0
0x1021c4,52,global,CMPEdit::`scalar deleting destructor',multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,339,12,32,2,0
0x1021f8,24,global,CMPEdit::~CMPEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,339,4,10,1,0
0x102210,152,global,CMPInputEdit::CMPInputEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,383,44,124,17,0
0x1022a8,52,global,CMPInputEdit::`scalar deleting destructor',multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,384,12,32,2,0
0x1022dc,24,global,CMPInputEdit::~CMPInputEdit,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,384,4,10,1,0
0x1022f4,1060,global,CMPInputDlg::CMPInputDlg,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,418,26,990,3,0
0x102718,68,global,CMPInputDlg::~CMPInputDlg,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,465,8,48,1,0
0x10275c,88,global,CMPInputDlg::OnWidgetDeselect,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,470,8,66,3,0
0x1027b4,56,global,CMPInputDlg::OnOK,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,493,4,38,1,0
0x1027ec,6,global,CMPInputDlg::GetRolloverWidget,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,505,0,2,1,0
0x1027f4,120,global,CMPInputDlg::UpdateOK,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,508,8,90,1,0
0x10286c,36,global,CMPInputDlg::DisableOK,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,521,4,22,1,0
0x102890,52,global,CMPInputDlg::`scalar deleting destructor',multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,523,12,32,2,0
0x1028c4,868,global,CHotSeatDlg::CHotSeatDlg,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,629,24,782,1,0
0x102c28,68,global,CHotSeatDlg::~CHotSeatDlg,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,700,8,48,1,0
0x102c6c,92,global,CHotSeatDlg::OnWidgetDeselect,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,707,8,68,3,0
0x102cc8,48,global,CHotSeatDlg::OnKillFocus,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,729,8,28,2,0
0x102cf8,84,global,CHotSeatDlg::GetPlayerCount,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,737,12,62,1,0
0x102d4c,60,global,CHotSeatDlg::UpdateOK,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,750,10,40,1,0
0x102d88,148,global,CHotSeatDlg::OnOK,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,756,16,104,1,0
0x102e1c,6,global,CHotSeatDlg::GetRolloverWidget,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,780,0,2,1,0
0x102e24,320,global,CHotSeatDlg::WindowHandler,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,786,18,252,2,1
0x102f64,52,global,CHotSeatDlg::`scalar deleting destructor',multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,844,12,32,2,0
0x102f98,52,global,TMultiPlayerWindow::`scalar deleting destructor',multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1000,12,32,2,0
0x102fcc,60,global,CHeroSessions::CHeroSessions,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1000,8,44,1,0
0x103008,52,global,CHeroSessions::`scalar deleting destructor',multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1000,12,32,2,0
0x10303c,24,global,CHeroSessions::~CHeroSessions,multiplayerwindow.obj,E:\gamedcs\multiplayerwindow.cpp,1000,4,10,1,0
0x103054,48,global,CAutoArray<CDPlaySession>::CAutoArray<CDPlaySession>,multiplayerwindow.obj,E:\gamedcs\array.h,37,0,40,1,0
0x103084,56,global,CAutoArray<CDPlaySession>::~CAutoArray<CDPlaySession>,multiplayerwindow.obj,E:\gamedcs\array.h,46,4,38,1,0
0x1030bc,104,global,CAutoArray<CDPlaySession>::Add,multiplayerwindow.obj,E:\gamedcs\array.h,73,14,80,2,0
0x103124,20,global,CAutoArray<CDPlaySession>::Get,multiplayerwindow.obj,E:\gamedcs\array.h,95,0,16,2,0
0x103138,22,global,CAutoArray<CDPlaySession>::Put,multiplayerwindow.obj,E:\gamedcs\array.h,103,0,18,3,0
0x103150,58,global,CAutoArray<CDPlaySession>::Delete,multiplayerwindow.obj,E:\gamedcs\array.h,113,0,54,2,0
0x10318c,110,global,CAutoArray<CDPlaySession>::Insert,multiplayerwindow.obj,E:\gamedcs\array.h,127,18,96,3,0
0x1031fc,4,global,CAutoArray<CDPlaySession>::GetCount,multiplayerwindow.obj,E:\gamedcs\array.h,144,0,0,1,0
0x103200,52,global,CAutoArray<CDPlaySession>::`scalar deleting destructor',multiplayerwindow.obj,..\stlport\stl_string.h,144,12,32,2,0
0xfe9d4,124,global,mouseManager::mouseManager,mousemgr.obj,E:\gamedcs\mousemgr.cpp,315,8,94,1,0
0xfea50,46,global,mouseManager::~mouseManager,mousemgr.obj,E:\gamedcs\mousemgr.cpp,344,4,38,1,0
0xfea80,52,global,mouseManager::Open,mousemgr.obj,E:\gamedcs\mousemgr.cpp,357,12,42,2,0
0xfeab4,70,global,mouseManager::Close,mousemgr.obj,E:\gamedcs\mousemgr.cpp,386,10,60,1,0
0xfeafc,26,global,mouseManager::Reset,mousemgr.obj,E:\gamedcs\mousemgr.cpp,412,0,22,1,0
0xfeb18,4,global,mouseManager::Main,mousemgr.obj,E:\gamedcs\mousemgr.cpp,431,0,0,2,0
0xfeb1c,310,global,mouseManager::SetPointer,mousemgr.obj,E:\gamedcs\mousemgr.cpp,445,26,290,3,1
0xfec54,1496,global,mouseManager::Update,mousemgr.obj,E:\gamedcs\mousemgr.cpp,526,28,1472,2,13
0xff22c,58,global,mouseManager::MouseCoords,mousemgr.obj,E:\gamedcs\mousemgr.cpp,774,12,48,3,1
0xff268,190,global,mouseManager::SaveAndDraw,mousemgr.obj,E:\gamedcs\mousemgr.cpp,798,28,172,6,2
0xff328,128,global,mouseManager::RestoreUnderlying,mousemgr.obj,E:\gamedcs\mousemgr.cpp,844,12,64,3,1
0xff3a8,56,global,mouseManager::HidePointer,mousemgr.obj,E:\gamedcs\mousemgr.cpp,865,8,48,1,1
0xff3e0,104,global,mouseManager::ShowPointer,mousemgr.obj,E:\gamedcs\mousemgr.cpp,889,12,94,2,1
0xff448,58,global,mouseManager::GetPointerPosition,mousemgr.obj,E:\gamedcs\mousemgr.cpp,934,8,50,1,3
0xff484,396,global,mouseManager::CheckUpdate,mousemgr.obj,E:\gamedcs\mousemgr.cpp,955,14,316,1,1
0xff610,246,global,mouseManager::LoadFrame,mousemgr.obj,E:\gamedcs\mousemgr.cpp,1026,24,228,2,4
0xff708,100,global,mouseManager::ShowSystemCursor,mousemgr.obj,E:\gamedcs\mousemgr.cpp,1120,8,38,2,0
0xff76c,8,global,GetCurrentThreadId,mousemgr.obj,C:\WCEDreamcast\inc\kfuncs.h,266,0,2,0,0
0xff774,12,global,mouseManager::isBusy,mousemgr.obj,E:\gamedcs\MouseMgr.h,204,0,8,1,0
0xff780,96,global,RGBto16,mousemgr.obj,E:\gamedcs\WinGraph.h,55,18,68,3,0
0xff7e0,32,global,TCSLock::TCSLock,mousemgr.obj,E:\gamedcs\mousemgr.cpp,291,8,18,2,0
0xff800,24,global,TCSLock::~TCSLock,mousemgr.obj,E:\gamedcs\mousemgr.cpp,298,4,10,1,0
0xff818,52,global,mouseManager::`scalar deleting destructor',mousemgr.obj,E:\gamedcs\mousemgr.cpp,332,12,32,2,0
0xfe598,460,global,InitializeCreatureAnimationTraitsTable,monframeinfo.obj,E:\gamedcs\monframeinfo.cpp,36,12,446,0,0
0xfe764,624,static,InitializeCreatureAnimationTraits,monframeinfo.obj,E:\gamedcs\monframeinfo.cpp,170,14,558,2,0
0xfd5bc,40,static,$E445,misc.obj,E:\gamedcs\terrain.h,70,4,32,0,0
0xfd5e4,16,static,$E446,misc.obj,E:\gamedcs\terrain.h,70,4,8,0,0
0xfd5f4,40,static,$E448,misc.obj,E:\gamedcs\terrain.h,71,4,32,0,0
0xfd61c,16,static,$E449,misc.obj,E:\gamedcs\terrain.h,71,4,8,0,0
0xfd62c,40,static,$E451,misc.obj,E:\gamedcs\terrain.h,72,4,32,0,0
0xfd654,16,static,$E452,misc.obj,E:\gamedcs\terrain.h,72,4,8,0,0
0xfd664,40,static,$E454,misc.obj,E:\gamedcs\terrain.h,73,4,32,0,0
0xfd68c,16,static,$E455,misc.obj,E:\gamedcs\terrain.h,73,4,8,0,0
0xfd69c,40,static,$E457,misc.obj,E:\gamedcs\terrain.h,74,4,32,0,0
0xfd6c4,16,static,$E458,misc.obj,E:\gamedcs\terrain.h,74,4,8,0,0
0xfd6d4,40,static,$E460,misc.obj,E:\gamedcs\terrain.h,75,4,32,0,0
0xfd6fc,16,static,$E461,misc.obj,E:\gamedcs\terrain.h,75,4,8,0,0
0xfd70c,40,static,$E463,misc.obj,E:\gamedcs\terrain.h,76,4,32,0,0
0xfd734,16,static,$E464,misc.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0xfd744,40,static,$E466,misc.obj,E:\gamedcs\terrain.h,77,4,32,0,0
0xfd76c,16,static,$E467,misc.obj,E:\gamedcs\terrain.h,77,4,8,0,0
0xfd77c,40,static,$E469,misc.obj,E:\gamedcs\terrain.h,78,4,32,0,0
0xfd7a4,16,static,$E470,misc.obj,E:\gamedcs\terrain.h,78,4,8,0,0
0xfd7b4,40,static,$E472,misc.obj,E:\gamedcs\terrain.h,79,4,32,0,0
0xfd7dc,64,static,$E473,misc.obj,E:\gamedcs\terrain.h,79,4,8,0,0
0xfd81c,76,global,SafeRandom,misc.obj,E:\gamedcs\misc.cpp,41,12,66,2,0
0xfd868,60,global,Random,misc.obj,E:\gamedcs\misc.cpp,58,12,50,2,0
0xfd8a4,180,global,GenerateUniqueSystemID,misc.obj,E:\gamedcs\misc.cpp,151,12,126,0,0
0xfd958,308,global,CheckConfigFile,misc.obj,E:\gamedcs\misc.cpp,170,6,300,0,0
0xfda8c,236,global,SetGameDefaults,misc.obj,E:\gamedcs\misc.cpp,300,8,150,0,1
0xfdb78,32,global,SetDefaultSystemOptions,misc.obj,E:\gamedcs\misc.cpp,352,0,28,0,0
0xfdb98,40,global,SetDefaultCombatOptions,misc.obj,E:\gamedcs\misc.cpp,371,0,36,0,0
0xfdbc0,16,static,ReadPrefsFromRegistry,misc.obj,E:\gamedcs\misc.cpp,403,4,8,0,0
0xfdbd0,124,global,ReadPrefs,misc.obj,E:\gamedcs\misc.cpp,525,8,82,0,0
0xfdc4c,1028,global,WritePrefsToRegistry,misc.obj,E:\gamedcs\misc.cpp,538,8,1018,0,1
0xfe050,16,global,WritePrefs,misc.obj,E:\gamedcs\misc.cpp,598,4,8,0,0
0xfe060,4,global,IsCDDrive,misc.obj,E:\gamedcs\misc.cpp,603,0,0,1,0
0xfe064,4,global,SetupCDDrive,misc.obj,E:\gamedcs\misc.cpp,634,0,0,0,0
0xfe068,80,global,FileSize,misc.obj,E:\gamedcs\misc.cpp,764,10,70,1,0
0xfe0b8,24,global,SRand,misc.obj,E:\gamedcs\misc.cpp,784,4,16,1,0
0xfe0d0,60,global,SRandom,misc.obj,E:\gamedcs\misc.cpp,796,12,50,2,0
0xfe10c,66,global,format_string,misc.obj,E:\gamedcs\misc.cpp,820,14,58,2,1
0xfe150,62,global,TPickANumber::TPickANumber,misc.obj,E:\gamedcs\misc.cpp,838,10,52,3,0
0xfe190,120,global,TPickANumber::Pick,misc.obj,E:\gamedcs\misc.cpp,849,16,104,1,0
0xfe208,64,global,TPickANumber::MarkOut,misc.obj,E:\gamedcs\misc.cpp,884,12,54,2,0
0xfe248,112,global,get_available_disk_space,misc.obj,E:\gamedcs\misc.cpp,893,0,0,0,0
0xfe2b8,16,global,std::_Bit_reference::operator bool,misc.obj,..\stlport\stl_bvector.h,54,0,12,1,0
0xfe2c8,10,global,std::_Bit_iterator_base::_Bit_iterator_base,misc.obj,..\stlport\stl_bvector.h,158,0,6,1,0
0xfe2d4,8,global,std::_Bit_iterator_base::_Bit_iterator_base,misc.obj,..\stlport\stl_bvector.h,159,0,4,3,0
0xfe2dc,96,global,"std::vector<bool,std::allocator<bool> >::_M_initialize",misc.obj,..\stlport\stl_bvector.h,469,12,74,2,0
0xfe33c,56,global,"std::vector<bool,std::allocator<bool> >::operator[]",misc.obj,..\stlport\stl_bvector.h,601,8,36,2,0
0xfe374,36,global,TPickANumber::IsAvailable,misc.obj,E:\gamedcs\includes.h,166,8,22,2,0
0xfe398,28,global,"std::_Bit_iter<std::_Bit_reference,std::_Bit_reference *>::_Bit_iter<std::_Bit_reference,std::_Bit_reference *>",misc.obj,..\stlport\stl_bvector.h,245,8,16,3,0
0xfe3b4,68,global,std::_Bvector_base<std::allocator<bool> >::_Bvector_base<std::allocator<bool> >,misc.obj,..\stlport\stl_bvector.h,330,12,48,2,0
0xfe3f8,28,global,std::_Bvector_base<std::allocator<bool> >::_M_bit_alloc,misc.obj,..\stlport\stl_bvector.h,342,4,16,2,0
0xfe414,4,global,std::allocator<bool>::allocator<bool>,misc.obj,..\stlport\stl_alloc.h,527,0,0,1,0
0xfe418,48,global,"std::_Bit_iter<bool,bool const *>::operator*",misc.obj,..\stlport\stl_bvector.h,250,6,30,1,0
0xfe448,48,global,"std::_Bit_iter<bool,bool const *>::operator+",misc.obj,..\stlport\stl_bvector.h,280,8,36,3,1
0xfe478,28,global,"std::_Bit_iter<std::_Bit_reference,std::_Bit_reference *>::_Bit_iter<std::_Bit_reference,std::_Bit_reference *>",misc.obj,..\stlport\stl_bvector.h,247,8,16,1,0
0xfe494,12,global,"std::_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >::_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >",misc.obj,..\stlport\stl_alloc.h,1004,0,8,3,0
0xfe4a0,40,global,"std::_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >::allocate",misc.obj,..\stlport\stl_alloc.h,1022,8,24,2,0
0xfe4c8,28,global,"std::_Bit_iter<bool,bool const *>::operator+=",misc.obj,..\stlport\stl_bvector.h,272,8,16,2,0
0xfe4e4,36,global,std::allocator<unsigned int>::allocate,misc.obj,..\stlport\stl_alloc.h,547,4,24,3,0
0xfe508,22,global,std::fill,misc.obj,..\stlport\stl_algobase.h,495,0,18,3,0
0xfe520,60,global,"std::vector<bool,std::allocator<bool> >::vector<bool,std::allocator<bool> >",misc.obj,..\stlport\stl_bvector.h,647,16,38,4,0
0xfe55c,60,global,"std::vector<bool,std::allocator<bool> >::_M_initialize_dispatch",misc.obj,..\stlport\stl_bvector.h,653,14,42,4,0
0xeb3a4,56,static,$E439,mapcell.obj,E:\gamedcs\terrain.h,70,4,48,0,0
0xeb3dc,16,static,$E440,mapcell.obj,E:\gamedcs\terrain.h,70,4,8,0,0
0xeb3ec,56,static,$E442,mapcell.obj,E:\gamedcs\terrain.h,71,4,48,0,0
0xeb424,16,static,$E443,mapcell.obj,E:\gamedcs\terrain.h,71,4,8,0,0
0xeb434,56,static,$E445,mapcell.obj,E:\gamedcs\terrain.h,72,4,48,0,0
0xeb46c,16,static,$E446,mapcell.obj,E:\gamedcs\terrain.h,72,4,8,0,0
0xeb47c,56,static,$E448,mapcell.obj,E:\gamedcs\terrain.h,73,4,48,0,0
0xeb4b4,16,static,$E449,mapcell.obj,E:\gamedcs\terrain.h,73,4,8,0,0
0xeb4c4,56,static,$E451,mapcell.obj,E:\gamedcs\terrain.h,74,4,48,0,0
0xeb4fc,16,static,$E452,mapcell.obj,E:\gamedcs\terrain.h,74,4,8,0,0
0xeb50c,56,static,$E454,mapcell.obj,E:\gamedcs\terrain.h,75,4,48,0,0
0xeb544,16,static,$E455,mapcell.obj,E:\gamedcs\terrain.h,75,4,8,0,0
0xeb554,56,static,$E457,mapcell.obj,E:\gamedcs\terrain.h,76,4,48,0,0
0xeb58c,16,static,$E458,mapcell.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0xeb59c,56,static,$E460,mapcell.obj,E:\gamedcs\terrain.h,77,4,48,0,0
0xeb5d4,16,static,$E461,mapcell.obj,E:\gamedcs\terrain.h,77,4,8,0,0
