# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
offset,cb,kind,name,module,file,line,debug_start,debug_end,params,locals
0x9d01c,28,global,"std::vector<enum SpellID,std::allocator<enum SpellID> >::vector<enum SpellID,std::allocator<enum SpellID> >",events.obj,..\stlport\stl_vector.h,218,8,16,2,0
0x9d038,40,global,"std::vector<enum SpellID,std::allocator<enum SpellID> >::~vector<enum SpellID,std::allocator<enum SpellID> >",events.obj,..\stlport\stl_vector.h,288,8,22,1,0
0x9d060,60,global,"std::vector<enum SpellID,std::allocator<enum SpellID> >::push_back",events.obj,..\stlport\stl_vector.h,368,10,44,2,0
0x9d09c,6,global,"std::vector<NewmapCell::TObjectCell,std::allocator<NewmapCell::TObjectCell> >::end",events.obj,..\stlport\stl_vector.h,181,0,2,1,0
0x9d0a4,80,global,"std::vector<NewmapCell::TObjectCell,std::allocator<NewmapCell::TObjectCell> >::erase",events.obj,..\stlport\stl_vector.h,480,14,54,2,0
0x9d0f4,36,global,"std::vector<CObject,std::allocator<CObject> >::size",events.obj,..\stlport\stl_vector.h,195,6,22,1,0
0x9d118,40,global,"std::vector<TreasureData,std::allocator<TreasureData> >::operator[]",events.obj,..\stlport\stl_vector.h,203,8,26,2,0
0x9d140,40,global,"std::vector<MonsterData,std::allocator<MonsterData> >::operator[]",events.obj,..\stlport\stl_vector.h,203,8,26,2,0
0x9d168,40,global,"std::vector<BlackBoxData,std::allocator<BlackBoxData> >::operator[]",events.obj,..\stlport\stl_vector.h,203,8,26,2,0
0x9d190,40,global,"std::vector<TBlackMarket,std::allocator<TBlackMarket> >::operator[]",events.obj,..\stlport\stl_vector.h,203,8,26,2,0
0x9d1b8,36,global,"std::vector<Sign,std::allocator<Sign> >::operator[]",events.obj,..\stlport\stl_vector.h,203,8,24,2,0
0x9d1dc,36,global,"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::size",events.obj,..\stlport\stl_vector.h,195,6,22,1,0
0x9d200,40,global,"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::operator[]",events.obj,..\stlport\stl_vector.h,203,8,26,2,0
0x9d228,28,global,"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char",events.obj,..\stlport\stl_vector.h,218,8,16,2,0
0x9d244,40,global,"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char>",events.obj,..\stlport\stl_vector.h,288,8,22,1,0
0x9d26c,60,global,"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::push_back",events.obj,..\stlport\stl_vector.h,368,10,44,2,0
0x9d2a8,4,global,"std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >",events.obj,..\stlport\stl_alloc.h,527,0,0,1,0
0x9d2ac,4,global,"std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >::~allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >",events.obj,..\stlport\stl_alloc.h,537,0,0,0,0
0x9d2b0,6,global,"std::vector<SecondarySkillData,std::allocator<SecondarySkillData> >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d2b8,6,global,"std::vector<enum TArtifact,std::allocator<enum TArtifact> >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d2c0,48,global,"std::_Vector_base<enum SpellID,std::allocator<enum SpellID> >::_Vector_base<enum SpellID,std::allocator<enum SpellID> >",events.obj,..\stlport\stl_vector.h,89,8,34,2,0
0x9d2f0,48,global,"std::_Vector_base<enum SpellID,std::allocator<enum SpellID> >::~_Vector_base<enum SpellID,std::allocator<enum SpellID> >",events.obj,..\stlport\stl_vector.h,101,8,32,1,0
0x9d320,6,global,"std::vector<TreasureData,std::allocator<TreasureData> >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d328,6,global,"std::vector<MonsterData,std::allocator<MonsterData> >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d330,6,global,"std::vector<BlackBoxData,std::allocator<BlackBoxData> >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d338,6,global,"std::vector<TBlackMarket,std::allocator<TBlackMarket> >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d340,6,global,"std::vector<Sign,std::allocator<Sign> >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d348,6,global,"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::begin",events.obj,..\stlport\stl_vector.h,179,0,2,1,0
0x9d350,48,global,"std::_Vector_base<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,st",events.obj,..\stlport\stl_vector.h,89,8,34,2,0
0x9d380,64,global,"std::_Vector_base<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std",events.obj,..\stlport\stl_vector.h,101,10,42,1,0
0x9d3c0,24,global,"std::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >::~_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >",events.obj,..\stlport\stl_string.h,101,4,10,1,0
0x9d3d8,24,global,"std::_STL_alloc_proxy<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<ch",events.obj,..\stlport\stl_string.h,101,4,10,1,0
0x9d3f0,12,global,"std::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >",events.obj,..\stlport\stl_alloc.h,1004,0,8,3,0
0x9d3fc,44,global,"std::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >::deallocate",events.obj,..\stlport\stl_alloc.h,1025,12,26,3,0
0x9d428,12,global,"std::_STL_alloc_proxy<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<c",events.obj,..\stlport\stl_alloc.h,1004,0,8,3,0
0x9d434,44,global,std::,events.obj,..\stlport\stl_alloc.h,1025,12,26,3,0
0x9d460,32,global,"std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >::deallocate",events.obj,..\stlport\stl_alloc.h,552,4,18,2,0
0x9d480,208,global,"std::vector<enum SpellID,std::allocator<enum SpellID> >::_M_insert_overflow",events.obj,..\stlport\stl_vector.c,248,24,158,4,1
0x9d550,14,global,std::max,events.obj,..\stlport\stl_algobase.h,137,0,10,2,0
0x9d560,10,global,std::swap,events.obj,..\stlport\stl_algobase.h,79,0,6,2,0
0x9d56c,104,global,std::sort,events.obj,..\stlport\stl_algo.h,636,16,74,3,0
0x9d5d4,224,global,"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_M_insert_overflow",events.obj,..\stlport\stl_vector.c,248,24,168,4,1
0x9d6b4,88,global,std::copy,events.obj,..\stlport\stl_algobase.h,322,20,60,3,0
0x9d70c,28,global,std::destroy,events.obj,..\stlport\stl_construct.h,59,4,14,1,0
0x9d728,48,global,std::destroy,events.obj,..\stlport\stl_construct.h,128,12,28,2,0
0x9d758,44,global,std::construct,events.obj,..\stlport\stl_construct.h,85,10,28,2,0
0x9d784,4,global,std::__stl_alloc_rebind,events.obj,..\stlport\stl_alloc.h,968,0,0,2,0
0x9d788,44,global,"std::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >::allocate",events.obj,..\stlport\stl_alloc.h,1022,8,28,2,0
0x9d7b4,44,global,std,events.obj,..\stlport\stl_alloc.h,1022,8,28,2,0
0x9d7e0,40,global,"std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >::allocate",events.obj,..\stlport\stl_alloc.h,547,4,26,3,0
0x9d808,60,global,std::uninitialized_copy,events.obj,..\stlport\stl_uninitialized.h,97,16,38,3,0
0x9d844,60,global,std::uninitialized_fill_n,events.obj,..\stlport\stl_uninitialized.h,263,16,38,3,0
0x9d880,160,global,std::__introsort_loop,events.obj,..\stlport\stl_algo.c,1102,18,130,5,1
0x9d920,84,global,std::__final_insertion_sort,events.obj,..\stlport\stl_algo.c,1068,12,66,3,0
0x9d974,60,global,std::uninitialized_copy,events.obj,..\stlport\stl_uninitialized.h,97,16,38,3,0
0x9d9b0,60,global,std::uninitialized_fill_n,events.obj,..\stlport\stl_uninitialized.h,263,16,38,3,0
0x9d9ec,14,global,std::iterator_category,events.obj,..\stlport\stl_iterator_base.h,243,2,10,2,0
0x9d9fc,4,global,std::distance_type,events.obj,..\stlport\stl_iterator_base.h,291,0,0,1,0
0x9da00,52,global,std::__copy,events.obj,..\stlport\stl_algobase.h,209,2,48,5,0
0x9da34,4,global,std::__destroy_aux,events.obj,..\stlport\stl_construct.h,53,0,0,0,0
0x9da38,4,global,std::value_type,events.obj,..\stlport\stl_iterator_base.h,262,0,0,1,0
0x9da3c,28,global,std::__destroy,events.obj,..\stlport\stl_construct.h,121,4,14,3,0
0x9da58,32,global,std::__uninitialized_copy,events.obj,..\stlport\stl_uninitialized.h,88,4,18,4,0
0x9da78,32,global,std::__uninitialized_fill_n,events.obj,..\stlport\stl_uninitialized.h,255,4,18,4,0
0x9da98,64,global,std::partial_sort,events.obj,..\stlport\stl_algo.h,677,18,44,4,0
0x9dad8,156,global,std::__median,events.obj,..\stlport\stl_algo.c,65,12,144,4,0
0x9db74,116,global,std::__unguarded_partition,events.obj,..\stlport\stl_algo.c,941,12,100,4,0
0x9dbe8,64,global,std::__insertion_sort,events.obj,..\stlport\stl_algo.c,1020,16,46,3,1
0x9dc28,52,global,std::__unguarded_insertion_sort,events.obj,..\stlport\stl_algo.c,1050,14,34,3,0
0x9dc5c,32,global,std::__uninitialized_copy,events.obj,..\stlport\stl_uninitialized.h,88,4,18,4,0
0x9dc7c,32,global,std::__uninitialized_fill_n,events.obj,..\stlport\stl_uninitialized.h,255,4,18,4,0
0x9dc9c,48,global,std::__destroy_aux,events.obj,..\stlport\stl_construct.h,110,14,34,3,0
0x9dccc,60,global,std::__uninitialized_copy_aux,events.obj,..\stlport\stl_uninitialized.h,70,16,44,4,0
0x9dd08,60,global,std::__uninitialized_fill_n_aux,events.obj,..\stlport\stl_uninitialized.h,239,16,44,4,0
0x9dd44,140,global,std::__partial_sort,events.obj,..\stlport\stl_algo.c,1443,16,108,5,1
0x9ddd0,48,global,std::iter_swap,events.obj,..\stlport\stl_algobase.h,107,12,28,2,0
0x9de00,88,global,std::__linear_insert,events.obj,..\stlport\stl_algo.c,1000,12,66,4,0
0x9de58,52,global,std::__unguarded_insertion_sort_aux,events.obj,..\stlport\stl_algo.c,1042,12,38,4,1
0x9de8c,60,global,std::__uninitialized_copy_aux,events.obj,..\stlport\stl_uninitialized.h,70,16,44,4,0
0x9dec8,60,global,std::__uninitialized_fill_n_aux,events.obj,..\stlport\stl_uninitialized.h,239,16,44,4,0
0x9df04,28,global,std::destroy,events.obj,..\stlport\stl_construct.h,59,4,14,1,0
0x9df20,80,global,std::make_heap,events.obj,..\stlport\stl_heap.c,235,18,52,3,0
0x9df70,4,global,std::distance_type,events.obj,..\stlport\stl_iterator_base.h,291,0,0,1,0
0x9df74,56,global,std::__pop_heap,events.obj,..\stlport\stl_heap.h,85,14,42,6,0
0x9dfac,60,global,std::sort_heap,events.obj,..\stlport\stl_heap.h,118,14,46,3,0
0x9dfe8,24,global,std::__iter_swap,events.obj,..\stlport\stl_algobase.h,96,4,10,3,0
0x9e000,88,global,std::copy_backward,events.obj,..\stlport\stl_algobase.h,442,20,60,3,0
0x9e058,68,global,std::__unguarded_linear_insert,events.obj,..\stlport\stl_algo.c,974,14,54,3,1
0x9e09c,24,global,std::__destroy_aux,events.obj,..\stlport\stl_construct.h,53,6,12,2,0
0x9e0b4,96,global,std::__make_heap,events.obj,..\stlport\stl_heap.c,218,14,78,5,1
0x9e114,160,global,std::__adjust_heap,events.obj,..\stlport\stl_heap.c,151,18,140,5,1
0x9e1b4,52,global,std::pop_heap,events.obj,..\stlport\stl_heap.c,183,14,34,3,0
0x9e1e8,10,global,std::swap,events.obj,..\stlport\stl_algobase.h,79,0,6,2,0
0x9e1f4,14,global,std::iterator_category,events.obj,..\stlport\stl_iterator_base.h,243,2,10,2,0
0x9e204,34,global,std::__copy_backward,events.obj,..\stlport\stl_algobase.h,382,2,30,5,0
0x9e228,116,global,std::__push_heap,events.obj,..\stlport\stl_heap.c,78,16,100,5,1
0x9e29c,68,global,std::__pop_heap_aux,events.obj,..\stlport\stl_heap.c,173,14,48,4,0
0x8c3c4,40,static,$E435,event_record.obj,E:\gamedcs\terrain.h,70,4,32,0,0
0x8c3ec,16,static,$E436,event_record.obj,E:\gamedcs\terrain.h,70,4,8,0,0
0x8c3fc,40,static,$E438,event_record.obj,E:\gamedcs\terrain.h,71,4,32,0,0
0x8c424,16,static,$E439,event_record.obj,E:\gamedcs\terrain.h,71,4,8,0,0
0x8c434,40,static,$E441,event_record.obj,E:\gamedcs\terrain.h,72,4,32,0,0
0x8c45c,16,static,$E442,event_record.obj,E:\gamedcs\terrain.h,72,4,8,0,0
0x8c46c,40,static,$E444,event_record.obj,E:\gamedcs\terrain.h,73,4,32,0,0
0x8c494,16,static,$E445,event_record.obj,E:\gamedcs\terrain.h,73,4,8,0,0
0x8c4a4,40,static,$E447,event_record.obj,E:\gamedcs\terrain.h,74,4,32,0,0
0x8c4cc,16,static,$E448,event_record.obj,E:\gamedcs\terrain.h,74,4,8,0,0
0x8c4dc,40,static,$E450,event_record.obj,E:\gamedcs\terrain.h,75,4,32,0,0
0x8c504,16,static,$E451,event_record.obj,E:\gamedcs\terrain.h,75,4,8,0,0
0x8c514,40,static,$E453,event_record.obj,E:\gamedcs\terrain.h,76,4,32,0,0
0x8c53c,16,static,$E454,event_record.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0x8c54c,40,static,$E456,event_record.obj,E:\gamedcs\terrain.h,77,4,32,0,0
0x8c574,16,static,$E457,event_record.obj,E:\gamedcs\terrain.h,77,4,8,0,0
0x8c584,40,static,$E459,event_record.obj,E:\gamedcs\terrain.h,78,4,32,0,0
0x8c5ac,16,static,$E460,event_record.obj,E:\gamedcs\terrain.h,78,4,8,0,0
0x8c5bc,40,static,$E462,event_record.obj,E:\gamedcs\terrain.h,79,4,32,0,0
0x8c5e4,64,static,$E463,event_record.obj,E:\gamedcs\terrain.h,79,4,8,0,0
0x8c624,52,global,type_event_record::type_event_record,event_record.obj,E:\gamedcs\event_record.cpp,36,0,40,1,0
0x8c658,32,global,type_event_record::~type_event_record,event_record.obj,E:\gamedcs\event_record.cpp,44,0,28,1,0
0x8c678,30,global,type_event_record::load,event_record.obj,E:\gamedcs\event_record.cpp,51,10,22,2,0
0x8c698,30,global,type_event_record::save,event_record.obj,E:\gamedcs\event_record.cpp,60,10,22,2,0
0x8c6b8,80,static,set_player,event_record.obj,E:\gamedcs\event_record.cpp,65,12,68,1,0
0x8c708,4,global,type_event_record::replay,event_record.obj,E:\gamedcs\event_record.cpp,81,0,0,0,0
0x8c70c,4,global,type_event_record::undo,event_record.obj,E:\gamedcs\event_record.cpp,88,0,0,0,0
0x8c710,174,global,type_record_move_hero::type_record_move_hero,event_record.obj,E:\gamedcs\event_record.cpp,96,20,160,4,0
0x8c7c0,38,global,type_record_move_hero::create,event_record.obj,E:\gamedcs\event_record.cpp,108,4,30,0,0
0x8c7e8,4,global,type_record_move_hero::get_type,event_record.obj,E:\gamedcs\event_record.cpp,116,0,0,1,0
0x8c7ec,206,global,type_record_move_hero::load,event_record.obj,E:\gamedcs\event_record.cpp,124,12,196,2,1
0x8c8bc,96,global,type_record_move_hero::save,event_record.obj,E:\gamedcs\event_record.cpp,145,12,86,2,1
0x8c91c,206,global,type_record_move_hero::replay,event_record.obj,E:\gamedcs\event_record.cpp,161,16,192,2,0
0x8c9ec,102,global,type_record_move_hero::undo,event_record.obj,E:\gamedcs\event_record.cpp,186,10,92,1,0
0x8ca54,112,global,type_record_teleport::type_record_teleport,event_record.obj,E:\gamedcs\event_record.cpp,204,12,50,3,0
0x8cac4,38,global,type_record_teleport::create,event_record.obj,E:\gamedcs\event_record.cpp,211,4,30,0,0
0x8caec,4,global,type_record_teleport::get_type,event_record.obj,E:\gamedcs\event_record.cpp,219,0,0,1,0
0x8caf0,60,global,type_record_teleport::replay,event_record.obj,E:\gamedcs\event_record.cpp,227,12,50,2,0
0x8cb2c,92,global,type_record_claim_mine::type_record_claim_mine,event_record.obj,E:\gamedcs\event_record.cpp,237,16,80,3,0
0x8cb88,38,global,type_record_claim_mine::create,event_record.obj,E:\gamedcs\event_record.cpp,247,4,30,0,0
0x8cbb0,4,global,type_record_claim_mine::get_type,event_record.obj,E:\gamedcs\event_record.cpp,255,0,0,1,0
0x8cbb4,102,global,type_record_claim_mine::load,event_record.obj,E:\gamedcs\event_record.cpp,263,12,92,2,0
0x8cc1c,78,global,type_record_claim_mine::save,event_record.obj,E:\gamedcs\event_record.cpp,279,12,68,2,0
0x8cc6c,108,global,type_record_claim_mine::replay,event_record.obj,E:\gamedcs\event_record.cpp,292,14,96,2,0
0x8ccd8,36,global,type_record_claim_mine::undo,event_record.obj,E:\gamedcs\event_record.cpp,312,8,28,1,0
0x8ccfc,96,global,type_record_claim_town::type_record_claim_town,event_record.obj,E:\gamedcs\event_record.cpp,321,16,84,3,0
0x8cd5c,38,global,type_record_claim_town::create,event_record.obj,E:\gamedcs\event_record.cpp,331,4,30,0,0
0x8cd84,84,global,type_record_claim_town::get_type,event_record.obj,E:\gamedcs\event_record.cpp,339,0,0,1,0
0x8cdd8,112,global,type_record_claim_town::replay,event_record.obj,E:\gamedcs\event_record.cpp,347,14,100,2,0
0x8ce48,42,global,type_record_claim_town::undo,event_record.obj,E:\gamedcs\event_record.cpp,367,8,34,1,0
0x8ce74,58,global,type_record_hide_boat::type_record_hide_boat,event_record.obj,E:\gamedcs\event_record.cpp,376,12,48,2,0
0x8ceb0,38,global,type_record_hide_boat::create,event_record.obj,E:\gamedcs\event_record.cpp,384,4,30,0,0
0x8ced8,4,global,type_record_hide_boat::get_type,event_record.obj,E:\gamedcs\event_record.cpp,392,0,0,1,0
0x8cedc,78,global,type_record_hide_boat::load,event_record.obj,E:\gamedcs\event_record.cpp,400,12,68,2,1
0x8cf2c,54,global,type_record_hide_boat::save,event_record.obj,E:\gamedcs\event_record.cpp,415,12,44,2,0
0x8cf64,46,global,type_record_hide_boat::replay,event_record.obj,E:\gamedcs\event_record.cpp,427,8,38,2,0
0x8cf94,18,global,type_record_hide_boat::undo,event_record.obj,E:\gamedcs\event_record.cpp,440,4,10,1,0
0x8cfa8,154,global,type_record_show_boat::type_record_show_boat,event_record.obj,E:\gamedcs\event_record.cpp,449,16,142,3,0
0x8d044,38,global,type_record_show_boat::create,event_record.obj,E:\gamedcs\event_record.cpp,458,4,30,0,0
0x8d06c,4,global,type_record_show_boat::get_type,event_record.obj,E:\gamedcs\event_record.cpp,466,0,0,1,0
0x8d070,160,global,type_record_show_boat::load,event_record.obj,E:\gamedcs\event_record.cpp,474,12,64,2,0
0x8d110,58,global,type_record_show_boat::save,event_record.obj,E:\gamedcs\event_record.cpp,488,12,48,2,0
0x8d14c,138,global,type_record_show_boat::replay,event_record.obj,E:\gamedcs\event_record.cpp,500,12,128,2,0
0x8d1d8,70,global,type_record_show_boat::undo,event_record.obj,E:\gamedcs\event_record.cpp,520,8,62,1,0
0x8d220,112,global,type_record_erase::type_record_erase,event_record.obj,E:\gamedcs\event_record.cpp,533,22,98,5,0
0x8d290,38,global,type_record_erase::create,event_record.obj,E:\gamedcs\event_record.cpp,544,4,30,0,0
0x8d2b8,4,global,type_record_erase::get_type,event_record.obj,E:\gamedcs\event_record.cpp,552,0,0,1,0
0x8d2bc,122,global,type_record_erase::load,event_record.obj,E:\gamedcs\event_record.cpp,560,12,112,2,0
0x8d338,144,global,type_record_erase::save,event_record.obj,E:\gamedcs\event_record.cpp,578,12,80,2,0
0x8d3c8,164,global,type_record_erase::replay,event_record.obj,E:\gamedcs\event_record.cpp,592,16,150,2,0
0x8d46c,66,global,type_record_erase::undo,event_record.obj,E:\gamedcs\event_record.cpp,614,10,56,1,0
0x8d4b0,80,global,type_record_hide_hero::type_record_hide_hero,event_record.obj,E:\gamedcs\event_record.cpp,628,16,68,3,0
0x8d500,38,global,type_record_hide_hero::create,event_record.obj,E:\gamedcs\event_record.cpp,638,4,30,0,0
0x8d528,4,global,type_record_hide_hero::get_type,event_record.obj,E:\gamedcs\event_record.cpp,646,0,0,1,0
0x8d52c,114,global,type_record_hide_hero::load,event_record.obj,E:\gamedcs\event_record.cpp,654,12,104,2,1
0x8d5a0,78,global,type_record_hide_hero::save,event_record.obj,E:\gamedcs\event_record.cpp,673,12,68,2,0
0x8d5f0,150,global,type_record_hide_hero::replay,event_record.obj,E:\gamedcs\event_record.cpp,687,14,138,2,0
0x8d688,128,global,type_record_hide_hero::undo,event_record.obj,E:\gamedcs\event_record.cpp,712,4,20,1,0
0x8d708,182,global,type_record_show_hero::type_record_show_hero,event_record.obj,E:\gamedcs\event_record.cpp,725,22,168,5,0
0x8d7c0,38,global,type_record_show_hero::create,event_record.obj,E:\gamedcs\event_record.cpp,736,4,30,0,0
0x8d7e8,4,global,type_record_show_hero::get_type,event_record.obj,E:\gamedcs\event_record.cpp,744,0,0,1,0
0x8d7ec,114,global,type_record_show_hero::load,event_record.obj,E:\gamedcs\event_record.cpp,752,12,104,2,0
0x8d860,82,global,type_record_show_hero::save,event_record.obj,E:\gamedcs\event_record.cpp,770,12,72,2,0
0x8d8b4,320,global,type_record_show_hero::replay,event_record.obj,E:\gamedcs\event_record.cpp,784,12,234,2,0
0x8d9f4,140,global,type_record_show_hero::undo,event_record.obj,E:\gamedcs\event_record.cpp,817,8,132,1,0
0x8da80,64,global,type_record_player_death::type_record_player_death,event_record.obj,E:\gamedcs\event_record.cpp,842,12,54,2,0
0x8dac0,38,global,type_record_player_death::create,event_record.obj,E:\gamedcs\event_record.cpp,850,4,30,0,0
0x8dae8,4,global,type_record_player_death::get_type,event_record.obj,E:\gamedcs\event_record.cpp,858,0,0,1,0
0x8daec,62,global,type_record_player_death::load,event_record.obj,E:\gamedcs\event_record.cpp,866,12,52,2,0
0x8db2c,104,global,type_record_player_death::save,event_record.obj,E:\gamedcs\event_record.cpp,878,12,44,2,0
0x8db94,138,global,type_record_player_death::replay,event_record.obj,E:\gamedcs\event_record.cpp,889,10,128,2,1
0x8dc20,4,global,type_record_player_death::undo,event_record.obj,E:\gamedcs\event_record.cpp,905,0,0,0,0
0x8dc24,140,global,type_record_shroud::type_record_shroud,event_record.obj,E:\gamedcs\event_record.cpp,912,8,70,1,0
0x8dcb0,36,global,type_record_shroud::create,event_record.obj,E:\gamedcs\event_record.cpp,919,4,28,0,0
0x8dcd4,4,global,type_record_shroud::get_type,event_record.obj,E:\gamedcs\event_record.cpp,927,0,0,1,0
0x8dcd8,176,global,type_record_shroud::load,event_record.obj,E:\gamedcs\event_record.cpp,935,12,140,2,2
0x8dd88,98,global,type_record_shroud::save,event_record.obj,E:\gamedcs\event_record.cpp,960,14,86,2,1
0x8ddec,132,global,type_record_shroud::add_change,event_record.obj,E:\gamedcs\event_record.cpp,978,32,114,6,1
0x8de70,240,global,type_record_shroud::replay,event_record.obj,E:\gamedcs\event_record.cpp,993,18,178,2,1
0x8df60,126,global,type_record_shroud::undo,event_record.obj,E:\gamedcs\event_record.cpp,1018,10,116,1,1
0x8dfe0,120,global,game::record_claim_mine,event_record.obj,E:\gamedcs\event_record.cpp,1034,16,108,3,1
0x8e058,96,global,game::record_claim_town,event_record.obj,E:\gamedcs\event_record.cpp,1049,16,84,3,0
0x8e0b8,78,global,game::record_erase_object,event_record.obj,E:\gamedcs\event_record.cpp,1061,14,68,3,0
0x8e108,62,global,game::record_hide_boat,event_record.obj,E:\gamedcs\event_record.cpp,1071,12,52,2,0
0x8e148,68,global,game::record_hide_hero,event_record.obj,E:\gamedcs\event_record.cpp,1079,16,56,3,0
0x8e18c,66,global,game::record_show_boat,event_record.obj,E:\gamedcs\event_record.cpp,1087,14,56,3,0
0x8e1d0,160,global,game::record_show_hero,event_record.obj,E:\gamedcs\event_record.cpp,1096,24,68,5,0
0x8e270,74,global,game::record_move,event_record.obj,E:\gamedcs\event_record.cpp,1106,18,62,4,0
0x8e2bc,60,global,game::record_player_death,event_record.obj,E:\gamedcs\event_record.cpp,1115,12,50,2,0
0x8e2f8,66,global,game::record_teleport,event_record.obj,E:\gamedcs\event_record.cpp,1123,14,56,3,0
0x8e33c,528,global,game::SetVisibility,event_record.obj,E:\gamedcs\event_record.cpp,1136,34,430,7,3
0x8e54c,484,global,game::ResetVisibility,event_record.obj,E:\gamedcs\event_record.cpp,1189,34,460,6,4
0x8e730,74,global,game::clear_event_records,event_record.obj,E:\gamedcs\event_record.cpp,1239,8,64,1,0
0x8e77c,178,global,game::clear_event_records,event_record.obj,E:\gamedcs\event_record.cpp,1251,12,166,2,0
0x8e830,600,global,game::play_recorded_events,event_record.obj,E:\gamedcs\event_record.cpp,1282,18,582,1,6
0x8ea88,70,global,game::replay_available,event_record.obj,E:\gamedcs\event_record.cpp,1367,8,60,1,0
0x8ead0,244,global,game::load_recorded_events,event_record.obj,E:\gamedcs\event_record.cpp,1380,14,232,2,3
0x8ebc4,152,global,game::save_recorded_events,event_record.obj,E:\gamedcs\event_record.cpp,1426,12,114,2,2
0x8ec5c,4,global,type_event_record::get_player_id,event_record.obj,E:\gamedcs\event_record.h,64,0,0,1,0
0x8ec60,108,global,type_record_move_hero::type_record_move_hero,event_record.obj,E:\gamedcs\event_record.h,85,10,84,1,0
0x8eccc,52,global,type_record_move_hero::`scalar deleting destructor',event_record.obj,E:\gamedcs\event_record.h,85,12,32,2,0
0x8ed00,24,global,type_record_move_hero::~type_record_move_hero,event_record.obj,E:\gamedcs\event_record.h,85,4,10,1,0
0x8ed18,60,global,type_record_teleport::type_record_teleport,event_record.obj,E:\gamedcs\event_record.h,108,8,44,1,0
0x8ed54,52,global,type_record_teleport::`scalar deleting destructor',event_record.obj,E:\gamedcs\event_record.h,108,12,32,2,0
0x8ed88,24,global,type_record_teleport::~type_record_teleport,event_record.obj,E:\gamedcs\event_record.h,108,4,10,1,0
0x8eda0,60,global,type_record_claim_mine::type_record_claim_mine,event_record.obj,E:\gamedcs\event_record.h,128,8,44,1,0
0x8eddc,52,global,type_record_claim_mine::`scalar deleting destructor',event_record.obj,E:\gamedcs\event_record.h,128,12,32,2,0
0x8ee10,24,global,type_record_claim_mine::~type_record_claim_mine,event_record.obj,E:\gamedcs\event_record.h,128,4,10,1,0
0x8ee28,60,global,type_record_claim_town::type_record_claim_town,event_record.obj,E:\gamedcs\event_record.h,149,8,44,1,0
0x8ee64,52,global,type_record_claim_town::`scalar deleting destructor',event_record.obj,E:\gamedcs\event_record.h,149,12,32,2,0
0x8ee98,24,global,type_record_claim_town::~type_record_claim_town,event_record.obj,E:\gamedcs\event_record.h,149,4,10,1,0
0x8eeb0,60,global,type_record_hide_boat::type_record_hide_boat,event_record.obj,E:\gamedcs\event_record.h,169,8,44,1,0
