# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
class,offset,type,name
TAdventureMapWindow,68,0x1A89,RadarWidget
TAdventureMapWindow,72,0x1A89,MapWidget
TAdventureMapWindow,76,0x1744,ChatTextWidget
TAdventureMapWindow,80,0x4737,chatEdit
TAdventureMapWindow,84,0x1CC4,ResourceDisplay
TAdventureMapWindow,88,T_INT4(0074),topHero
TAdventureMapWindow,92,T_INT4(0074),topTown
TAdventureMapWindow,96,0x1EFF,RolloverWidget
TAdventureMapWindow,100,T_UCHAR(0020),animate_in_background
TAdventureMapWindow,104,0x6EDD,bottom_view
TAdventureOptionsWindow,88,0x1744,RolloverWidget
TArtifactRequirement,0,TArtifact,artifact
TArtifactRequirement,4,T_RCHAR(0070),guard_bit
TArtifactTraits,0,0x1001,m_name
TArtifactTraits,4,T_INT4(0074),m_cost
TArtifactTraits,8,"std::bitset<18,unsigned",m_allowableSlotMask
TArtifactTraits,12,T_INT4(0074),m_class
TArtifactTraits,16,0x1001,m_description
TAutoArrayPtr<char>,0,T_UCHAR(0020),_m_bOwns
TAutoArrayPtr<char>,4,T_32PRCHAR(0470),_m_ptr
TBlackMarket,0,0x3A40,artifacts
TCSLock,0,0x227C,m_lpCriticalSection
TCampaignBrief,68,T_32PUSHORT(0421),zBuffer
TCampaignBrief,72,T_INT4(0074),oldVolume
TCampaignBrief,76,0x1710,RolloverWidget
TCampaignMapTraits,0,0x1001,m_name
TCampaignMapTraits,4,0x1001,m_imageName
TCampaignMapTraits,8,T_INT4(0074),m_numRegions
TCampaignMapTraits,12,0x57C8,m_akRegionTraits
TCampaignMapTraits::TRegionTraits,0,0x1001,m_name
TCampaignMapTraits::TRegionTraits,4,T_INT4(0074),m_offsetX
TCampaignMapTraits::TRegionTraits,8,T_INT4(0074),m_offsetY
TCampaignMapTraits::TRegionTraits,12,0x1001,m_enabledImageName
TCampaignMapTraits::TRegionTraits,16,0x1001,m_selectedImageName
TCampaignMapTraits::TRegionTraits,20,0x1001,m_conqueredImageName
TCampaignWindow,68,T_INT4(0074),lastActive
TCampaignWindow,72,T_INT4(0074),currentCampVideo
TCampaignWindow,76,T_32PVOID(0403),saveVideoFile
TCampaignWindow,80,0x105F,CheckMark
TCampaignWindow,84,0x1A89,RolloverWidget
TCastleWindow,88,T_INT4(0074),scroll_offset
TCastleWindow,92,T_UCHAR(0020),use8
TCastleWindow,96,0x1CC4,CastleBank
TCastleWindow,100,0x715C,SpriteWidget
TCastleWindow,132,type_building_id,castleType
TCheatCode,0,0x10B3,code
TCombatOptionsWindow,68,T_UCHAR(0020),bPrefsChanged
TCombatOptionsWindow,72,0x1744,RolloverWidget
TCreatureStack,0,TCreatureType,Creature
TCreatureStack,4,0x7187,numTroops
TCreatureTypeTraits,0,TTownType,townType
TCreatureTypeTraits,4,T_INT4(0074),level
TCreatureTypeTraits,8,0x1001,cSamplePrefix
TCreatureTypeTraits,12,0x1001,m_sprite_name
TCreatureTypeTraits,16,T_ULONG(0022),attributes
TCreatureTypeTraits,20,0x1001,m_name
TCreatureTypeTraits,24,0x1001,m_plural_name
TCreatureTypeTraits,28,0x1001,special_ability
TCreatureTypeTraits,32,0x1CB5,cost
TCreatureTypeTraits,46,T_SHORT(0011),baseFightValue
TCreatureTypeTraits,48,T_SHORT(0011),AI_value
TCreatureTypeTraits,52,T_INT4(0074),growthRate
TCreatureTypeTraits,56,T_SHORT(0011),horde_growth_rate
TCreatureTypeTraits,60,T_INT4(0074),hitPoints
TCreatureTypeTraits,64,T_INT4(0074),speed
TCreatureTypeTraits,68,T_INT4(0074),attackSkill
TCreatureTypeTraits,72,T_INT4(0074),defenseSkill
TCreatureTypeTraits,76,T_INT4(0074),damageLowBound
TCreatureTypeTraits,80,T_INT4(0074),damageHighBound
TCreatureTypeTraits,84,T_INT4(0074),numShots
TCreatureTypeTraits,88,T_INT4(0074),wanderingLow
TCreatureTypeTraits,92,T_INT4(0074),wanderingHigh
TCustomCampaignTraits,0,T_INT4(0074),exp_cap
TCustomCampaignTraits,4,T_RCHAR(0070),num_incoming_heroes
TCustomCampaignTraits,5,T_RCHAR(0070),num_outgoing_heroes
TCustomCampaignTraits,8,TCarryOverPoolNumber,incoming_hero_pool
TCustomCampaignTraits,12,TCarryOverPoolNumber,outgoing_hero_pool
TCustomCampaignTraits,16,0x2DBD,artifact_req
TCustomCampaignTraits,32,0x2D13,starting_position
TCustomCampaignTraits,34,T_RCHAR(0070),difficulty
TDialogBox,68,T_INT4(0074),beginID
TDialogBox,72,T_INT4(0074),endID
TDimensionDoorWindow,88,0x1A89,RolloverWidget
TDrawParts,0,T_UCHAR(0020),IsValid
TDrawParts,4,T_INT4(0074),X
TDrawParts,8,T_INT4(0074),Y
TDrawParts,12,T_INT4(0074),id
TFileVersionInfo,0,T_32PRCHAR(0470),VersionData
TGameTypeWindow,68,0x1710,RolloverWidget
TGenericResource,28,T_32PVOID(0403),Data
TGenericResource,32,T_INT4(0074),Size
THelpText,0,0x1001,Rollover
THelpText,4,0x1001,RightClick
THeroClassTraits,0,TTownType,m_townType
THeroClassTraits,4,0x1001,m_name
THeroClassTraits,8,T_REAL32(0040),m_aggression
THeroClassTraits,12,0x25B1,m_initialPrimarySkill
THeroClassTraits,16,0x25B1,m_gainPrimarySkillChance
THeroClassTraits,20,0x25B1,m_gainPrimarySkillChance10P
THeroClassTraits,24,0x7137,m_gainSecondarySkillChance
THeroClassTraits,52,0x2D14,m_foundInTownType
THeroTraits,0,TSex,m_sex
THeroTraits,4,TRace,m_race
THeroTraits,8,THeroClass,m_class
THeroTraits,12,TSecondarySkill,m_1stSkill
THeroTraits,16,TSkillMastery,m_1stSkillLevel
THeroTraits,20,TSecondarySkill,m_2ndSkill
THeroTraits,24,TSkillMastery,m_2ndSkillLevel
THeroTraits,28,T_UCHAR(0020),m_startsWithSpellbook
THeroTraits,32,SpellID,m_startingSpell
THeroTraits,36,TCreatureType,m_1stStack
THeroTraits,40,TCreatureType,m_2ndStack
THeroTraits,44,TCreatureType,m_3rdStack
THeroTraits,48,0x1001,m_small_portrait_name
THeroTraits,52,0x1001,m_large_portrait_name
THeroTraits,56,T_UINT4(0075),attributes
THeroTraits,60,0x1001,m_name
THeroTraits,64,T_INT4(0074),m_1stStackLow
THeroTraits,68,T_INT4(0074),m_1stStackHigh
THeroTraits,72,T_INT4(0074),m_2ndStackLow
THeroTraits,76,T_INT4(0074),m_2ndStackHigh
THeroTraits,80,T_INT4(0074),m_3rdStackLow
THeroTraits,84,T_INT4(0074),m_3rdStackHigh
THighScoreWindow,68,0x4AC0,Creatures
THighScoreWindow,156,0x4AC2,CreatureFrames
THighScoreWindow,244,T_INT4(0074),m_h_index
THighScoreWindow,248,T_UCHAR(0020),bIsStandard
THighScoreWindow,252,T_INT4(0074),iCreatureFrame
THighScoreWindow,256,T_ULONG(0022),lLastServe
THighScoreWindow,260,0x4AC7,hiScoreBack
THillFortWindow,68,0x5203,slot
THillFortWindow,628,0x1AA9,totalCost
THillFortWindow,656,T_INT4(0074),UpgradeAllButtonState
THillFortWindow,660,0x5206,RolloverWidget
TLevelUpWindow,88,T_INT4(0074),left_skill
TLevelUpWindow,92,T_INT4(0074),right_skill
TLevelUpWindow,96,T_INT4(0074),Selected
TMainMenu,68,T_UCHAR(0020),bShowCDMessage
TMainMenu,72,0x1710,RolloverWidget
TMultiPlayerWindow,76,0x1A63,GameState
TMultiPlayerWindow,80,T_UCHAR(0020),inSessionList
TMultiPlayerWindow,81,T_UCHAR(0020),showSplash
TMultiPlayerWindow,84,T_INT4(0074),currentGame
TMultiPlayerWindow,88,T_INT4(0074),currentIndex
TMultiPlayerWindow,92,0x4721,pSessions
TMultiPlayerWindow,96,T_ULONG(0022),sessTimer
TMultiPlayerWindow,100,T_ULONG(0022),sessionRefreshTimeout
TMultiPlayerWindow,104,0x2563,localIPAddress
TMultiPlayerWindow,184,0x4722,playerName
TMultiPlayerWindow,188,T_UCHAR(0020),hostJoinScreen
TMultiPlayerWindow,192,0x1EFE,splash
TMultiPlayerWindow,196,0x2475,hotSeat
TMultiPlayerWindow,200,0x2475,ipx
TMultiPlayerWindow,204,0x2475,tcp
TMultiPlayerWindow,208,0x2475,modem
TMultiPlayerWindow,212,0x2475,direct
TMultiPlayerWindow,216,0x2475,online
TMultiPlayerWindow,220,0x2475,host
TMultiPlayerWindow,224,0x2475,join
TMultiPlayerWindow,228,0x2475,search
TMultiPlayerWindow,232,0x2475,cancel
TMultiPlayerWindow,236,0x4728,gameSlider
TMultiPlayerWindow,240,0x1744,sessNameHeader
TMultiPlayerWindow,244,0x1744,userNameHeader
TMultiPlayerWindow,248,0x1744,RolloverWidget
TNormalDialogInfo,0,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",dialog_text
TNormalDialogInfo,12,T_INT4(0074),x
TNormalDialogInfo,16,T_INT4(0074),y
TNormalDialogInfo,20,T_INT4(0074),width
TNormalDialogInfo,24,T_INT4(0074),height
TNormalDialogInfo,28,T_INT4(0074),text_widget_x
TNormalDialogInfo,32,T_INT4(0074),text_widget_y
TNormalDialogInfo,36,T_INT4(0074),text_widget_width
TNormalDialogInfo,40,T_INT4(0074),text_widget_height
TNormalDialogInfo,44,0x475A,icons
TNormalDialogInfo,588,T_INT4(0074),iMBType
TNormalDialogInfo,592,T_INT4(0074),iSpecial
TNormalDialogInfo,596,T_INT4(0074),timeout
TPalette16,28,0x1A13,Palette
TPalette16,540,0x1A13,PaletteStored
TPalette24,28,0x1A26,Palette
TPickANumber,0,T_INT4(0074),Low
TPickANumber,4,T_INT4(0074),NumbersLeft
TPickANumber,8,"std::vector<bool,std::allocator<bool>",Available
TPuzzleWindow,88,T_RCHAR(0070),numPieces
TPuzzleWindow,92,0x1CC4,puzzleResourceBar
TPuzzleWindow,96,0x6E3C,puzzlePieces
TPuzzleWindow,288,T_INT4(0074),puzWhich
TRGBA,0,T_UCHAR(0020),Red
TRGBA,1,T_UCHAR(0020),Green
TRGBA,2,T_UCHAR(0020),Blue
TRGBA,3,T_UCHAR(0020),Alpha
TResourceDisplay,48,T_UCHAR(0020),IsSmall
TResourceDisplay,52,0x1C45,ResourceWidgets
TResourceDisplay,80,0x7077,ResourceIconWidgets
TResourceDisplay,108,0x1EFE,BackgroundWidget
TResourceDisplay,112,0x1744,DayWidget
TResourcePtr<TTextResource>,0,T_UCHAR(0020),_m_bOwns
TResourcePtr<TTextResource>,4,0x28A2,_m_ptr
TSeerData,0,TArtifact,QuestArtifact
TSeerData,4,TSeerRewardType,RewardType
TSeerData,8,T_INT4(0074),ExperienceBonus
TSeerData,8,T_INT4(0074),ManaBonus
TSeerData,8,0x2F5D,MoraleBonus
TSeerData,8,0x2F5D,LuckBonus
TSeerData,8,TSeerResourceReward,ResourceReward
TSeerData,8,TSeerPrimarySkillReward,PrimarySkillReward
TSeerData,8,SecondarySkillData,SecondarySkillReward
TSeerData,8,TArtifact,ArtifactReward
TSeerData,8,SpellID,SpellReward
TSeerData,8,TCreatureStack,CreatureReward
TSeerHut,16,T_UCHAR(0020),QuestCompleted
TSeerHut,17,T_UCHAR(0020),CompletedByPlayer
TSeerHut,18,T_UCHAR(0020),playerInfo
TSeerHut,19,T_UCHAR(0020),playerGivenQuest
TSeerHut,20,T_RCHAR(0070),Type
TSeerHut,21,T_RCHAR(0070),NameIndex
TSeerPrimarySkillReward,0,TPrimarySkill,skillType
TSeerPrimarySkillReward,4,0x2F5D,bonus
TSeerResourceReward,0,EGameResource,resType
TSeerResourceReward,4,T_INT4(0074),resQty
TSingleSelectionWindow,88,T_RCHAR(0070),my_index
TSingleSelectionWindow,89,T_RCHAR(0070),pos_copy
TSingleSelectionWindow,90,0x2D14,hero_pos
TSingleSelectionWindow,98,T_UCHAR(0020),loadMode
TSingleSelectionWindow,100,0x1744,human
TSingleSelectionWindow,104,0x1744,text
TSingleSelectionWindow,108,0x1710,handicap
TSingleSelectionWindow,112,0x1710,townL
TSingleSelectionWindow,116,0x1710,townR
TSingleSelectionWindow,120,0x1710,heroL
TSingleSelectionWindow,124,0x1710,heroR
TSingleSelectionWindow,128,0x1710,resL
TSingleSelectionWindow,132,0x1710,resR
TSingleSelectionWindow,136,0x1710,name
TSingleSelectionWindow,140,0x1710,flag
TSingleSelectionWindow,144,0x1710,face
TSingleSelectionWindow,148,0x1710,town
TSingleSelectionWindow,152,0x1710,bonus
TSingleSelectionWindow,156,0x4722,nameEdit
TSingleSelectionWindow,160,T_ULONG(0022),freeBlocks
TSingleSelectionWindow,164,T_ULONG(0022),neededBlocks
TSingleSelectionWindow,168,T_INT4(0074),SavePart
TSingleSelectionWindow,172,0x184E,tempFilename
TSingleSelectionWindow,188,T_LONG(0012),tempBufStart
TSingleSelectionWindow,192,T_INT4(0074),SelectedVMPort
TSingleSelectionWindow,196,T_ULONG(0022),clickTime
TSingleSelectionWindow,200,0x24E0,SelectionHeaders
TSingleSelectionWindow,204,T_INT4(0074),num_mapFiles
TSingleSelectionWindow,208,T_INT4(0074),max_maps
TSingleSelectionWindow,212,T_32PINT4(0474),mapFilter
TSingleSelectionWindow,216,T_INT4(0074),mapsInFilter
TSingleSelectionWindow,220,T_UCHAR(0020),loadGameMode
TSingleSelectionWindow,221,T_UCHAR(0020),saveGameMode
TSingleSelectionWindow,224,T_INT4(0074),textIndex
TSingleSelectionWindow,228,0x1A63,VictoryIcon
TSingleSelectionWindow,232,0x1A63,LossIcon
TSingleSelectionWindow,236,0x1A63,TownPix
TSingleSelectionWindow,240,0x1A63,Resource
TSingleSelectionWindow,244,0x1A63,heroSpecificAbility
TSingleSelectionWindow,248,0x105F,GoldBox
TSingleSelectionWindow,252,0x4461,Flags
TSingleSelectionWindow,284,0x4461,Panels
TSingleSelectionWindow,316,0x4735,HeroPix
TSingleSelectionWindow,836,0x105F,randomTownQuestion
TSingleSelectionWindow,840,0x105F,randomHeroQuestion
TSingleSelectionWindow,844,0x105F,randomTown
TSingleSelectionWindow,848,0x105F,randomHero
TSingleSelectionWindow,852,0x105F,noDice
TSingleSelectionWindow,856,0x105F,noHero
TSingleSelectionWindow,860,T_INT4(0074),sortDirection
TSingleSelectionWindow,864,T_INT4(0074),currentIndex
TSingleSelectionWindow,868,T_INT4(0074),currentMap
TSingleSelectionWindow,872,T_INT4(0074),durationIndex
TSingleSelectionWindow,876,T_UCHAR(0020),inAdvancedOptions
TSingleSelectionWindow,877,T_UCHAR(0020),inScenarioOptions
TSingleSelectionWindow,880,0x4722,saveGameEdit
TSingleSelectionWindow,884,T_UCHAR(0020),mode
TSingleSelectionWindow,888,0x4736,pNewPlayerUpdateMan
TSingleSelectionWindow,892,CNetPlayerHandler,netPlayerHandler
TSingleSelectionWindow,2828,T_UCHAR(0020),receivedMaps
TSingleSelectionWindow,2832,0x4728,chatSlider
TSingleSelectionWindow,2836,0x4728,fileSlider
TSingleSelectionWindow,2840,0x4728,durationSlider
TSingleSelectionWindow,2844,0x4728,nameSlider
TSingleSelectionWindow,2848,0x1744,chatWidget
TSingleSelectionWindow,2852,0x1744,nameList1
TSingleSelectionWindow,2856,0x1744,nameList2
TSingleSelectionWindow,2860,T_UCHAR(0020),mapChanged
TSingleSelectionWindow,2861,T_UCHAR(0020),readingMaps
TSingleSelectionWindow,2864,0x4737,chatEdit
TSingleSelectionWindow,2868,T_INT4(0074),sortWhich
TSingleSelectionWindow,2872,T_INT4(0074),filterSize
TSingleSelectionWindow,2876,T_UCHAR(0020),scenarioOptionsStarted
TSingleSelectionWindow,2877,T_UCHAR(0020),chatShowing
TSingleSelectionWindow,2880,0x4738,chatToggle
TSingleSelectionWindow,2884,T_UCHAR(0020),receivingMaps
TSingleSelectionWindow,2888,0x2C97,flagBack
TSingleSelectionWindow,2892,0x248F,gameVersion
TSingleSelectionWindow,2912,CSingleSelectionNetMsgHandler,netMsgHandler
TSkuttleBoatWindow,88,0x1A89,RolloverWidget
TSpellEffectTraits,0,0x1001,m_name
TSpellEffectTraits,4,T_UINT4(0075),m_flags
TSpellTraits,0,T_INT4(0074),m_karma
TSpellTraits,4,0x1001,m_sample
TSpellTraits,8,TSpellEffectID,m_effect
TSpellTraits,12,T_ULONG(0022),m_flags
TSpellTraits,16,0x1001,m_name
TSpellTraits,20,0x1001,m_abbreviated_name
TSpellTraits,24,T_INT4(0074),m_level
TSpellTraits,28,TSpellSchool,m_school
TSpellTraits,32,0x3DCC,m_manaCost
TSpellTraits,48,T_LONG(0012),m_power_factor
TSpellTraits,52,0x3DCC,m_mastery_bonus
TSpellTraits,68,0x1CB8,m_townGetsItChance
TSpellTraits,100,0x3DCC,m_AI_value
TSpellTraits,116,0x3DCD,m_description
TSpellbookWindow,88,0x1EFB,AllowedContext
TSpellbookWindow,92,0x1EE4,Hero
TSpellbookWindow,96,0x1BFF,EnemyGroup
TSpellbookWindow,100,0x107C,OnMagicPlains
TSpellbookWindow,104,TSpellSchool,School
TSpellbookWindow,108,T_UINT4(0075),ContextMask
TSpellbookWindow,112,T_INT4(0074),Page
TSpellbookWindow,116,0x1EFC,SpellMap
TSpellbookWindow,140,0x1C3A,SpellLevelWidgets
TSpellbookWindow,144,0x1C3A,SpellIconWidgets
TSpellbookWindow,148,0x1C3B,SpellNameWidgets
TSpellbookWindow,152,0x1C39,HeadingWidget
TSpellbookWindow,156,0x1EFE,NextPageWidget
TSpellbookWindow,160,0x1EFE,PreviousPageWidget
TSpellbookWindow,164,0x1C39,SchoolTabsWidget
TSpellbookWindow,168,0x1EFF,RolloverWidget
TSpellbookWindow::TSpellbookEntry,0,SpellID,Id
TSpellbookWindow::TSpellbookEntry,4,TSpellSchool,School
TSpellbookWindow::TSpellbookEntry,8,TSkillMastery,Mastery
TSpreadsheetResource,28,std::vector<std::vector<char,Spreadsheet
TSpreadsheetResource,40,T_32PRCHAR(0470),Data
TSubWindow,4,T_INT4(0074),X
TSubWindow,8,T_INT4(0074),Y
TSubWindow,12,T_INT4(0074),Width
TSubWindow,16,T_INT4(0074),Height
TSubWindow,20,std::vector<widget,Widgets
TSubWindow,32,0x101D,ParentWindow
TSubWindow,36,T_INT4(0074),FirstWidgetID
TSubWindow,40,T_INT4(0074),LastWidgetID
TSubWindow,44,0x1050,Background
TSystemOptionsWindow,88,T_UCHAR(0020),bPrefsChanged
TSystemOptionsWindow,92,T_INT4(0074),quickCombatSave
TTextResource,28,std::vector<char,Text
TTextResource,40,T_32PRCHAR(0470),Data
TTimedEvent,0,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",Message
TTimedEvent,12,0x1BF8,ResQty
TTimedEvent,40,T_UCHAR(0020),PlayerFlags
TTimedEvent,41,T_UCHAR(0020),ApplyToComputer
TTimedEvent,42,T_USHORT(0021),FirstTime
TTimedEvent,44,T_USHORT(0021),Interval
TTownEvent,48,T_RCHAR(0070),TownNum
TTownEvent,56,T_QUAD(0013),BuildBuildings
TTownEvent,64,0x3E05,generatorBonuses
TTownGateWindow,88,"std::vector<int,std::allocator<int>",Towns
TTownGateWindow,100,T_INT4(0074),topTown
TTownGateWindow,104,T_INT4(0074),selectedTown
TTownGateWindow,108,T_UCHAR(0020),adventure_spell
TTownScreenWindow,68,T_INT4(0074),topTown
TTownScreenWindow,72,T_32PUSHORT(0421),zBuffer
TTownScreenWindow,76,0x715C,growth_bonus_icon
TTownScreenWindow,108,0x4496,growth_bonus_text
TTownScreenWindow,140,0x71A2,bonus_creatures
TViewArmyWindow,88,TCreatureType,ArmyType
TViewArmyWindow,92,T_INT4(0074),ArmySize
TViewArmyWindow,96,T_INT4(0074),morale
TViewArmyWindow,100,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",morale_help
TViewArmyWindow,112,T_INT4(0074),luck
TViewArmyWindow,116,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",luck_help
TViewArmyWindow,128,T_INT4(0074),Upgrade
TViewArmyWindow,132,T_UCHAR(0020),ShowingUpgradeButton
TViewArmyWindow,133,T_UCHAR(0020),ShowingDismissButton
TViewArmyWindow,134,T_UCHAR(0020),ShowingOkButton
TViewArmyWindow,136,0x2747,Influence
TViewArmyWindow,148,0x2748,Duration
TViewArmyWindow,160,0x1EFF,RolloverWidget
TViewArmyWindow,164,0x1C39,SpriteWidget
TViewWorldWindow,88,0x1A89,RolloverWidget
TViewWorldWindow,92,type_point,origin
TViewWorldWindow,96,T_INT4(0074),viewable_width
TViewWorldWindow,100,T_INT4(0074),viewable_height
TombInfo,0,0x2687,full
TombInfo,0,0x2D32,unused
TombInfo,0,0x2D33,visited_bits
TombInfo,0,0x2F9C,artifact
TownExtra,0,T_RCHAR(0070),playerOwner
TownExtra,1,T_RCHAR(0070),bCustomBuildings
TownExtra,8,T_QUAD(0013),BuildingBuiltMask
TownExtra,16,T_QUAD(0013),BuildingDisabledMask
TownExtra,24,T_RCHAR(0070),HasFort
TownExtra,25,T_RCHAR(0070),bCustomArmies
TownExtra,28,armyGroup,townArmy
TownExtra,84,T_RCHAR(0070),bCustomName
TownExtra,85,0x184E,cName
TownExtra,98,T_RCHAR(0070),townType
TownExtra,99,T_RCHAR(0070),bIsGrouped
TownExtra,100,"std::bitset<70,unsigned",SpellDisabledMask
TreasureData,0,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",Message
TreasureData,12,T_UCHAR(0020),HasCustomGuardians
TreasureData,16,armyGroup,Guardians
TreasureInfo,0,0x2DA2,artifact
TreasureInfo,0,0x268F,is_artifact
TreasureInfo,0,0x2DA3,gold_amount
VictoryConditionStruct,0,T_RCHAR(0070),Type
VictoryConditionStruct,1,T_RCHAR(0070),AllowNormalVictory
VictoryConditionStruct,2,T_RCHAR(0070),AppliesToComputer
VictoryConditionStruct,3,T_RCHAR(0070),ArtifactNum
VictoryConditionStruct,4,T_RCHAR(0070),CreatureType
VictoryConditionStruct,8,T_INT4(0074),NumCreatures
VictoryConditionStruct,12,T_RCHAR(0070),ResourceType
VictoryConditionStruct,16,T_INT4(0074),NumResources
VictoryConditionStruct,20,T_RCHAR(0070),TownX
VictoryConditionStruct,21,T_RCHAR(0070),TownY
VictoryConditionStruct,22,T_RCHAR(0070),TownZ
VictoryConditionStruct,23,T_RCHAR(0070),HallLevel
VictoryConditionStruct,24,T_RCHAR(0070),CastleLevel
VictoryConditionStruct,25,T_RCHAR(0070),HeroX
VictoryConditionStruct,26,T_RCHAR(0070),HeroY
VictoryConditionStruct,27,T_RCHAR(0070),HeroZ
VictoryConditionStruct,28,T_RCHAR(0070),HeroID
VictoryConditionStruct,29,T_RCHAR(0070),MonsterX
VictoryConditionStruct,30,T_RCHAR(0070),MonsterY
VictoryConditionStruct,31,T_RCHAR(0070),MonsterZ
VictoryConditionStruct,32,T_UCHAR(0020),GameWon
VictoryConditionStruct,33,T_RCHAR(0070),playerWinner
WagonInfo,0,0x2D3D,resource_amount
WagonInfo,0,0x2D33,visited_bits
WagonInfo,0,0x2F89,full
WagonInfo,0,0x2F97,has_artifact
WagonInfo,0,0x2F98,artifact
WagonInfo,0,0x2F99,resource
WaterWheelInfo,0,0x2D3D,amount
WaterWheelInfo,0,0x2D33,visited_bits
WindMillInfo,0,0x2FA1,resource
WindMillInfo,0,0x268B,unused
WindMillInfo,0,0x2D33,visited_bits
WindMillInfo,0,0x2FA2,amount
WiseTreeInfo,0,0x2D3D,id
WiseTreeInfo,0,0x2D33,visited_bits
WiseTreeInfo,0,0x2F92,price
WitchHutInfo,0,0x2D3D,unused
WitchHutInfo,0,0x2D33,visited_bits
WitchHutInfo,0,0x2FA5,skill
_CONTEXT,0,T_ULONG(0022),ContextFlags
_CONTEXT,4,T_ULONG(0022),PR
_CONTEXT,8,T_ULONG(0022),MACH
_CONTEXT,12,T_ULONG(0022),MACL
_CONTEXT,16,T_ULONG(0022),GBR
_CONTEXT,20,T_ULONG(0022),R0
_CONTEXT,24,T_ULONG(0022),R1
_CONTEXT,28,T_ULONG(0022),R2
_CONTEXT,32,T_ULONG(0022),R3
_CONTEXT,36,T_ULONG(0022),R4
_CONTEXT,40,T_ULONG(0022),R5
_CONTEXT,44,T_ULONG(0022),R6
_CONTEXT,48,T_ULONG(0022),R7
_CONTEXT,52,T_ULONG(0022),R8
_CONTEXT,56,T_ULONG(0022),R9
_CONTEXT,60,T_ULONG(0022),R10
_CONTEXT,64,T_ULONG(0022),R11
_CONTEXT,68,T_ULONG(0022),R12
_CONTEXT,72,T_ULONG(0022),R13
_CONTEXT,76,T_ULONG(0022),R14
_CONTEXT,80,T_ULONG(0022),R15
_CONTEXT,84,T_ULONG(0022),Fir
_CONTEXT,88,T_ULONG(0022),Psr
_CONTEXT,92,T_ULONG(0022),Fpscr
_CONTEXT,96,T_ULONG(0022),Fpul
_CONTEXT,100,0x7202,FRegs
_CONTEXT,164,0x7202,xFRegs
_DDBLTBATCH,0,0x1092,lprDest
_DDBLTBATCH,4,0x163F,lpDDSSrc
_DDBLTBATCH,8,0x1092,lprSrc
_DDBLTBATCH,12,T_ULONG(0022),dwFlags
_DDBLTBATCH,16,0x163C,lpDDBltFx
_DDBLTFX,0,T_ULONG(0022),dwSize
_DDBLTFX,4,T_ULONG(0022),dwDDFX
_DDBLTFX,8,T_ULONG(0022),dwROP
_DDBLTFX,12,T_ULONG(0022),dwDDROP
_DDBLTFX,16,T_ULONG(0022),dwRotationAngle
_DDBLTFX,20,T_ULONG(0022),dwZBufferOpCode
_DDBLTFX,24,T_ULONG(0022),dwZBufferLow
_DDBLTFX,28,T_ULONG(0022),dwZBufferHigh
_DDBLTFX,32,T_ULONG(0022),dwZBufferBaseDest
_DDBLTFX,36,T_ULONG(0022),dwZDestConstBitDepth
_DDBLTFX,40,T_ULONG(0022),dwZDestConst
_DDBLTFX,40,0x163F,lpDDSZBufferDest
_DDBLTFX,44,T_ULONG(0022),dwZSrcConstBitDepth
_DDBLTFX,48,T_ULONG(0022),dwZSrcConst
_DDBLTFX,48,0x163F,lpDDSZBufferSrc
_DDBLTFX,52,T_ULONG(0022),dwAlphaEdgeBlendBitDepth
_DDBLTFX,56,T_ULONG(0022),dwAlphaEdgeBlend
_DDBLTFX,60,T_ULONG(0022),dwReserved
_DDBLTFX,64,T_ULONG(0022),dwAlphaDestConstBitDepth
_DDBLTFX,68,T_ULONG(0022),dwAlphaDestConst
_DDBLTFX,68,0x163F,lpDDSAlphaDest
_DDBLTFX,72,T_ULONG(0022),dwAlphaSrcConstBitDepth
_DDBLTFX,76,T_ULONG(0022),dwAlphaSrcConst
_DDBLTFX,76,0x163F,lpDDSAlphaSrc
_DDBLTFX,80,T_ULONG(0022),dwFillColor
_DDBLTFX,80,T_ULONG(0022),dwFillDepth
_DDBLTFX,80,T_ULONG(0022),dwFillPixel
_DDBLTFX,80,0x163F,lpDDSPattern
_DDBLTFX,84,_DDCOLORKEY,ddckDestColorkey
_DDBLTFX,92,_DDCOLORKEY,ddckSrcColorkey
_DDCAPS_DX6,0,T_ULONG(0022),dwSize
_DDCAPS_DX6,4,T_ULONG(0022),dwCaps
_DDCAPS_DX6,8,T_ULONG(0022),dwCaps2
_DDCAPS_DX6,12,T_ULONG(0022),dwCKeyCaps
_DDCAPS_DX6,16,T_ULONG(0022),dwFXCaps
_DDCAPS_DX6,20,T_ULONG(0022),dwFXAlphaCaps
_DDCAPS_DX6,24,T_ULONG(0022),dwPalCaps
_DDCAPS_DX6,28,T_ULONG(0022),dwSVCaps
_DDCAPS_DX6,32,T_ULONG(0022),dwAlphaBltConstBitDepths
_DDCAPS_DX6,36,T_ULONG(0022),dwAlphaBltPixelBitDepths
_DDCAPS_DX6,40,T_ULONG(0022),dwAlphaBltSurfaceBitDepths
_DDCAPS_DX6,44,T_ULONG(0022),dwAlphaOverlayConstBitDepths
