# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
class,offset,type,name
CSprite::SpriteDataReload::__unnamed,0,T_INT4(0074),DataSize
CSprite::SpriteDataReload::__unnamed,4,T_INT4(0074),EncodingMethod
CSprite::SpriteDataReload::__unnamed,8,T_INT4(0074),Width
CSprite::SpriteDataReload::__unnamed,12,T_INT4(0074),Height
CSprite::SpriteDataReload::__unnamed,16,T_INT4(0074),CroppedWidth
CSprite::SpriteDataReload::__unnamed,20,T_INT4(0074),CroppedHeight
CSprite::SpriteDataReload::__unnamed,24,T_INT4(0074),CroppedX
CSprite::SpriteDataReload::__unnamed,28,T_INT4(0074),CroppedY
CSpriteFrame,28,T_INT4(0074),DataSize
CSpriteFrame,32,T_INT4(0074),ImageSize
CSpriteFrame,36,TEncodingMethod,EncodingMethod
CSpriteFrame,40,T_INT4(0074),Width
CSpriteFrame,44,T_INT4(0074),Height
CSpriteFrame,48,T_INT4(0074),CroppedWidth
CSpriteFrame,52,T_INT4(0074),CroppedHeight
CSpriteFrame,56,T_INT4(0074),CroppedX
CSpriteFrame,60,T_INT4(0074),CroppedY
CSpriteFrame,64,T_INT4(0074),Pitch
CSpriteFrame,68,T_32PUCHAR(0420),map
CSpriteFrame,72,_DDSURFACEDESC2,ddsd
CSpriteFrame,196,0x1073,ddsurf
CSpriteFrame,200,T_ULONG(0022),compmap_len
CSpriteFrame,204,T_32PUCHAR(0420),tempmem
CTeamAlignmentDlg,80,0x1CB8,teams
CTeamAlignmentDlg,112,T_INT4(0074),teamCount
CTextDialog,76,0x1744,pTextWidget
CTimer,0,T_UINT4(0075),startTime
CTimer,4,T_UINT4(0075),stopTime
CTimer,8,T_UINT4(0075),elapsedTime
CTimer,12,T_UCHAR(0020),_IsRunning
CTimer,13,T_UCHAR(0020),enabled
CTownUpdateMsg,20,T_INT4(0074),m_gamePos
CTownUpdateMsg,24,TTownType,m_town
CTradeRequestMsg,20,hero,m_left
CTradeRequestMsg,1160,hero,m_right
CTurnDuration,0,T_ULONG(0022),m_lastWarned
CTurnDuration,4,T_ULONG(0022),m_turnStartTime
CTurnDuration,8,T_ULONG(0022),m_currDuration
CTurnDuration,12,T_ULONG(0022),m_nextWarning
CTurnDuration,16,T_ULONG(0022),m_pauseTime
CTurnUpdateMsg,20,T_INT4(0074),m_gamePos
CUpdatePlayerPosMsg,20,0x2549,m_netPlayer
CUpdatePlayerPosMsg,980,0x2549,m_compPlayer
CWaitForReadyPlayersDlg,112,T_ULONG(0022),startTime
CWaitForReadyPlayersDlg,116,T_ULONG(0022),lastMsg
CWaitForReadyPlayersDlg,120,CNetMsgHandlerPause,m_netMsgHandler
CWaitForReadyPlayersDlg,136,0x10EC,playerReady
CWaitForRemoteBattleDlg,112,T_INT4(0074),m_playerPos
CWaitForRemoteBattleDlg,116,0x2C7F,m_pCombatInitMsg
CWaitForRemoteBattleDlg,120,CNetMsgHandlerPause,m_netMsgHandler
CustomMapArtifactInfo,0,0x2F6C,unused
CustomMapArtifactInfo,0,0x2D22,index
CustomMapArtifactInfo,0,0x2D23,custom
CustomResourceInfo,0,0x2F6C,qty
CustomResourceInfo,0,0x2D22,index
CustomResourceInfo,0,0x2D23,custom
CustomSpellScrollInfo,0,0x2F8E,spell
CustomSpellScrollInfo,0,0x2F8F,unused
CustomSpellScrollInfo,0,0x2D22,index
CustomSpellScrollInfo,0,0x2D23,custom
DIJOYSTATE,0,T_LONG(0012),lX
DIJOYSTATE,4,T_LONG(0012),lY
DIJOYSTATE,8,T_LONG(0012),lZ
DIJOYSTATE,12,T_LONG(0012),lRx
DIJOYSTATE,16,T_LONG(0012),lRy
DIJOYSTATE,20,T_LONG(0012),lRz
DIJOYSTATE,24,0x5569,rglSlider
DIJOYSTATE,32,0x556A,rgdwPOV
DIJOYSTATE,48,0x3550,rgbButtons
DPCAPS,0,T_ULONG(0022),dwSize
DPCAPS,4,T_ULONG(0022),dwFlags
DPCAPS,8,T_ULONG(0022),dwMaxBufferSize
DPCAPS,12,T_ULONG(0022),dwMaxQueueSize
DPCAPS,16,T_ULONG(0022),dwMaxPlayers
DPCAPS,20,T_ULONG(0022),dwHundredBaud
DPCAPS,24,T_ULONG(0022),dwLatency
DPCAPS,28,T_ULONG(0022),dwMaxLocalPlayers
DPCAPS,32,T_ULONG(0022),dwHeaderLength
DPCAPS,36,T_ULONG(0022),dwTimeout
DPCHAT,0,T_ULONG(0022),dwSize
DPCHAT,4,T_ULONG(0022),dwFlags
DPCHAT,8,T_32PUSHORT(0421),lpszMessage
DPCHAT,8,T_32PRCHAR(0470),lpszMessageA
DPCOMPOUNDADDRESSELEMENT,0,_GUID,guidDataType
DPCOMPOUNDADDRESSELEMENT,16,T_ULONG(0022),dwDataSize
DPCOMPOUNDADDRESSELEMENT,20,T_32PVOID(0403),lpData
DPCREDENTIALS,0,T_ULONG(0022),dwSize
DPCREDENTIALS,4,T_ULONG(0022),dwFlags
DPCREDENTIALS,8,T_32PUSHORT(0421),lpszUsername
DPCREDENTIALS,8,T_32PRCHAR(0470),lpszUsernameA
DPCREDENTIALS,12,T_32PUSHORT(0421),lpszPassword
DPCREDENTIALS,12,T_32PRCHAR(0470),lpszPasswordA
DPCREDENTIALS,16,T_32PUSHORT(0421),lpszDomain
DPCREDENTIALS,16,T_32PRCHAR(0470),lpszDomainA
DPLAPPINFO,0,T_ULONG(0022),dwSize
DPLAPPINFO,4,_GUID,guidApplication
DPLAPPINFO,20,T_32PRCHAR(0470),lpszAppNameA
DPLAPPINFO,20,T_32PUSHORT(0421),lpszAppName
DPLCONNECTION,0,T_ULONG(0022),dwSize
DPLCONNECTION,4,T_ULONG(0022),dwFlags
DPLCONNECTION,8,0x120A,lpSessionDesc
DPLCONNECTION,12,0x1707,lpPlayerName
DPLCONNECTION,16,_GUID,guidSP
DPLCONNECTION,32,T_32PVOID(0403),lpAddress
DPLCONNECTION,36,T_ULONG(0022),dwAddressSize
DPMSG_ADDGROUPTOGROUP,0,T_ULONG(0022),dwType
DPMSG_ADDGROUPTOGROUP,4,T_ULONG(0022),dpIdParentGroup
DPMSG_ADDGROUPTOGROUP,8,T_ULONG(0022),dpIdGroup
DPMSG_ADDPLAYERTOGROUP,0,T_ULONG(0022),dwType
DPMSG_ADDPLAYERTOGROUP,4,T_ULONG(0022),dpIdGroup
DPMSG_ADDPLAYERTOGROUP,8,T_ULONG(0022),dpIdPlayer
DPMSG_CHAT,0,T_ULONG(0022),dwType
DPMSG_CHAT,4,T_ULONG(0022),dwFlags
DPMSG_CHAT,8,T_ULONG(0022),idFromPlayer
DPMSG_CHAT,12,T_ULONG(0022),idToPlayer
DPMSG_CHAT,16,T_ULONG(0022),idToGroup
DPMSG_CHAT,20,0x29D4,lpChat
DPMSG_CREATEPLAYERORGROUP,0,T_ULONG(0022),dwType
DPMSG_CREATEPLAYERORGROUP,4,T_ULONG(0022),dwPlayerType
DPMSG_CREATEPLAYERORGROUP,8,T_ULONG(0022),dpId
DPMSG_CREATEPLAYERORGROUP,12,T_ULONG(0022),dwCurrentPlayers
DPMSG_CREATEPLAYERORGROUP,16,T_32PVOID(0403),lpData
DPMSG_CREATEPLAYERORGROUP,20,T_ULONG(0022),dwDataSize
DPMSG_CREATEPLAYERORGROUP,24,DPNAME,dpnName
DPMSG_CREATEPLAYERORGROUP,40,T_ULONG(0022),dpIdParent
DPMSG_CREATEPLAYERORGROUP,44,T_ULONG(0022),dwFlags
DPMSG_DESTROYPLAYERORGROUP,0,T_ULONG(0022),dwType
DPMSG_DESTROYPLAYERORGROUP,4,T_ULONG(0022),dwPlayerType
DPMSG_DESTROYPLAYERORGROUP,8,T_ULONG(0022),dpId
DPMSG_DESTROYPLAYERORGROUP,12,T_32PVOID(0403),lpLocalData
DPMSG_DESTROYPLAYERORGROUP,16,T_ULONG(0022),dwLocalDataSize
DPMSG_DESTROYPLAYERORGROUP,20,T_32PVOID(0403),lpRemoteData
DPMSG_DESTROYPLAYERORGROUP,24,T_ULONG(0022),dwRemoteDataSize
DPMSG_DESTROYPLAYERORGROUP,28,DPNAME,dpnName
DPMSG_DESTROYPLAYERORGROUP,44,T_ULONG(0022),dpIdParent
DPMSG_DESTROYPLAYERORGROUP,48,T_ULONG(0022),dwFlags
DPMSG_GENERIC,0,T_ULONG(0022),dwType
DPMSG_SECUREMESSAGE,0,T_ULONG(0022),dwType
DPMSG_SECUREMESSAGE,4,T_ULONG(0022),dwFlags
DPMSG_SECUREMESSAGE,8,T_ULONG(0022),dpIdFrom
DPMSG_SECUREMESSAGE,12,T_32PVOID(0403),lpData
DPMSG_SECUREMESSAGE,16,T_ULONG(0022),dwDataSize
DPMSG_SETPLAYERORGROUPDATA,0,T_ULONG(0022),dwType
DPMSG_SETPLAYERORGROUPDATA,4,T_ULONG(0022),dwPlayerType
DPMSG_SETPLAYERORGROUPDATA,8,T_ULONG(0022),dpId
DPMSG_SETPLAYERORGROUPDATA,12,T_32PVOID(0403),lpData
DPMSG_SETPLAYERORGROUPDATA,16,T_ULONG(0022),dwDataSize
DPMSG_SETPLAYERORGROUPNAME,0,T_ULONG(0022),dwType
DPMSG_SETPLAYERORGROUPNAME,4,T_ULONG(0022),dwPlayerType
DPMSG_SETPLAYERORGROUPNAME,8,T_ULONG(0022),dpId
DPMSG_SETPLAYERORGROUPNAME,12,DPNAME,dpnName
DPMSG_SETSESSIONDESC,0,T_ULONG(0022),dwType
DPMSG_SETSESSIONDESC,4,DPSESSIONDESC2,dpDesc
DPMSG_STARTSESSION,0,T_ULONG(0022),dwType
DPMSG_STARTSESSION,4,0x29D8,lpConn
DPNAME,0,T_ULONG(0022),dwSize
DPNAME,4,T_ULONG(0022),dwFlags
DPNAME,8,T_32PUSHORT(0421),lpszShortName
DPNAME,8,T_32PRCHAR(0470),lpszShortNameA
DPNAME,12,T_32PUSHORT(0421),lpszLongName
DPNAME,12,T_32PRCHAR(0470),lpszLongNameA
DPSECURITYDESC,0,T_ULONG(0022),dwSize
DPSECURITYDESC,4,T_ULONG(0022),dwFlags
DPSECURITYDESC,8,T_32PUSHORT(0421),lpszSSPIProvider
DPSECURITYDESC,8,T_32PRCHAR(0470),lpszSSPIProviderA
DPSECURITYDESC,12,T_32PUSHORT(0421),lpszCAPIProvider
DPSECURITYDESC,12,T_32PRCHAR(0470),lpszCAPIProviderA
DPSECURITYDESC,16,T_ULONG(0022),dwCAPIProviderType
DPSECURITYDESC,20,T_ULONG(0022),dwEncryptionAlgorithm
DPSESSIONDESC,0,T_ULONG(0022),dwSize
DPSESSIONDESC,4,_GUID,guidSession
DPSESSIONDESC,20,T_ULONG(0022),dwSession
DPSESSIONDESC,24,T_ULONG(0022),dwMaxPlayers
DPSESSIONDESC,28,T_ULONG(0022),dwCurrentPlayers
DPSESSIONDESC,32,T_ULONG(0022),dwFlags
DPSESSIONDESC,36,0x16C5,szSessionName
DPSESSIONDESC,68,0x1033,szUserField
DPSESSIONDESC,84,T_ULONG(0022),dwReserved1
DPSESSIONDESC,88,0x1033,szPassword
DPSESSIONDESC,104,T_ULONG(0022),dwReserved2
DPSESSIONDESC,108,T_ULONG(0022),dwUser1
DPSESSIONDESC,112,T_ULONG(0022),dwUser2
DPSESSIONDESC,116,T_ULONG(0022),dwUser3
DPSESSIONDESC,120,T_ULONG(0022),dwUser4
DPSESSIONDESC2,0,T_ULONG(0022),dwSize
DPSESSIONDESC2,4,T_ULONG(0022),dwFlags
DPSESSIONDESC2,8,_GUID,guidInstance
DPSESSIONDESC2,24,_GUID,guidApplication
DPSESSIONDESC2,40,T_ULONG(0022),dwMaxPlayers
DPSESSIONDESC2,44,T_ULONG(0022),dwCurrentPlayers
DPSESSIONDESC2,48,T_32PUSHORT(0421),lpszSessionName
DPSESSIONDESC2,48,T_32PRCHAR(0470),lpszSessionNameA
DPSESSIONDESC2,52,T_32PUSHORT(0421),lpszPassword
DPSESSIONDESC2,52,T_32PRCHAR(0470),lpszPasswordA
DPSESSIONDESC2,56,T_ULONG(0022),dwReserved1
DPSESSIONDESC2,60,T_ULONG(0022),dwReserved2
DPSESSIONDESC2,64,T_ULONG(0022),dwUser1
DPSESSIONDESC2,68,T_ULONG(0022),dwUser2
DPSESSIONDESC2,72,T_ULONG(0022),dwUser3
DPSESSIONDESC2,76,T_ULONG(0022),dwUser4
EventInfo,0,0x2F63,index
EventInfo,0,0x2F6F,allow_player
EventInfo,0,0x2D21,allow_computer
EventInfo,0,0x2F70,cancel_after_visit
ExtraInfoUnion,0,T_ULONG(0022),extraInfo
ExtraInfoUnion,0,MapIdInfo,item_id
ExtraInfoUnion,0,FountainOfFortuneInfo,fountain_of_fortune_info
ExtraInfoUnion,0,ShipyardInfo,shipyard_info
ExtraInfoUnion,0,BlackBoxInfo,black_box_info
ExtraInfoUnion,0,MapArtifactInfo,artifact_info
ExtraInfoUnion,0,type_creature_bank_info,creature_bank_info
ExtraInfoUnion,0,CustomMapArtifactInfo,custom_artifact_info
ExtraInfoUnion,0,EventInfo,event_info
ExtraInfoUnion,0,LeanToInfo,lean_to_info
ExtraInfoUnion,0,MagicSpringInfo,magic_spring_info
ExtraInfoUnion,0,MonsterInfo,monster_info
ExtraInfoUnion,0,MysticGardenInfo,mystic_garden_info
ExtraInfoUnion,0,type_pyramid_info,pyramid_info
ExtraInfoUnion,0,CustomResourceInfo,custom_resource_info
ExtraInfoUnion,0,ScholarInfo,scholar_info
ExtraInfoUnion,0,SeaChestInfo,sea_chest_info
ExtraInfoUnion,0,SkeletonInfo,skeleton_info
ExtraInfoUnion,0,ShrineInfo,shrine_info
ExtraInfoUnion,0,CustomSpellScrollInfo,custom_spell_scroll_info
ExtraInfoUnion,0,TreasureInfo,treasure_info
ExtraInfoUnion,0,WiseTreeInfo,tree_info
ExtraInfoUnion,0,type_university_info,university_info
ExtraInfoUnion,0,WagonInfo,wagon_info
ExtraInfoUnion,0,TombInfo,tomb_info
ExtraInfoUnion,0,WaterWheelInfo,water_wheel_info
ExtraInfoUnion,0,WindMillInfo,wind_mill_info
ExtraInfoUnion,0,WitchHutInfo,witch_hut_info
File,4,T_32PVOID(0403),m_hFile
File,8,0x10C5,sLastError
File,264,T_UCHAR(0020),open
FountainOfFortuneInfo,0,0x2D3D,unused
FountainOfFortuneInfo,0,0x2D33,visited_bits
FountainOfFortuneInfo,0,0x2F5A,luck_bonus
HDC__,0,T_INT4(0074),unused
HINSTANCE__,0,T_INT4(0074),unused
HWND__,0,T_INT4(0074),unused
HeroDestination,4,T_LONG(0012),value
HeroDestination,8,T_LONG(0012),move_cost
HeroDestination,12,T_UCHAR(0020),is_nearby
HeroDestination,13,T_UCHAR(0020),is_critical
HeroExtra,0,T_RCHAR(0070),Owner
HeroExtra,4,THeroID,id
HeroExtra,8,T_RCHAR(0070),bCustomName
HeroExtra,9,0x184E,Name
HeroExtra,24,T_INT4(0074),Experience
HeroExtra,28,T_RCHAR(0070),bCustomPortraitNumber
HeroExtra,29,T_UCHAR(0020),PortraitNumber
HeroExtra,30,T_RCHAR(0070),bCustomSecondarySkills
HeroExtra,32,T_INT4(0074),NumSecondarySkills
HeroExtra,36,0x2D14,secondarySkill
HeroExtra,44,0x2D14,secondarySkillLevel
HeroExtra,52,T_RCHAR(0070),bCustomArmies
HeroExtra,56,0x1BF7,armies
HeroExtra,84,0x1CB5,numTroops
HeroExtra,98,T_RCHAR(0070),GroupFormation
HeroExtra,99,T_RCHAR(0070),bCustomArtifacts
HeroExtra,100,0x3D87,artifacts
HeroExtra,118,0x3D88,backpack
HeroExtra,182,T_UCHAR(0020),numInBackpack
HeroExtra,184,type_point,location
HeroExtra,188,T_RCHAR(0070),PatrolRadius
LODEntry,0,0x1033,name
LODEntry,16,T_INT4(0074),offset
LODEntry,20,T_INT4(0074),size
LODEntry,24,T_INT4(0074),attrib
LODEntry,28,T_INT4(0074),csize
LODFile,0,T_32PVOID(0403),fileptr
LODFile,4,0x10C5,LODFileName
LODFile,260,T_INT4(0074),opened
LODFile,264,T_32PUCHAR(0420),dataBuffer
LODFile,268,T_ULONG(0022),dataBufferSize
LODFile,272,T_INT4(0074),dataItemIndex
LODFile,276,T_INT4(0074),dataPos
LODFile,280,T_INT4(0074),matchindex
LODFile,284,LODHeader,header
LODFile,376,T_INT4(0074),numEntries
LODFile,380,"std::vector<LODEntry,std::allocator<LODEntry>",subindex
LODFile,392,T_32PVOID(0403),hFile
LODFile,396,T_32PVOID(0403),hFileMap
LODFile,400,T_32PUCHAR(0420),pFileMem
LODFile,404,T_UINT4(0075),tempoff
LODHeader,0,0x25B1,LOD_ID
LODHeader,4,T_INT4(0074),version
LODHeader,8,T_INT4(0074),numEntries
LODHeader,12,0x2563,reserved
LeanToInfo,0,0x2D3D,id
LeanToInfo,0,0x268C,unused
LeanToInfo,0,0x2F73,amount
LeanToInfo,0,0x2F74,resource
LossConditionStruct,0,T_RCHAR(0070),Type
LossConditionStruct,1,T_RCHAR(0070),TownX
LossConditionStruct,2,T_RCHAR(0070),TownY
LossConditionStruct,3,T_RCHAR(0070),TownZ
LossConditionStruct,4,T_RCHAR(0070),HeroX
LossConditionStruct,5,T_RCHAR(0070),HeroY
LossConditionStruct,6,T_RCHAR(0070),HeroZ
LossConditionStruct,7,T_RCHAR(0070),HeroID
LossConditionStruct,8,T_SHORT(0011),NumDays
LossConditionStruct,10,T_UCHAR(0020),GameLost
LossConditionStruct,11,T_RCHAR(0070),playerLoser
MagicSpringInfo,0,0x2D3D,id
MagicSpringInfo,0,0x268C,unused
MagicSpringInfo,0,0x268D,full
MapArtifactInfo,0,0x2F66,price
MapArtifactInfo,0,0x2F67,guard
MapArtifactInfo,0,0x2F68,resource_price
MapArtifactInfo,0,0x2F69,guard_qty
MapArtifactInfo,0,0x2D23,custom
MapIdInfo,0,0x2D3D,id
MapIdInfo,0,0x2D33,visited_bits
MapIdInfo,0,0x2F57,unused
MapIdInfo,0,0x2D22,custom_index
MapIdInfo,0,0x2D23,custom
MemorySampleStructure,0,0x1F1C,memHSample
MemorySampleStructure,4,T_LONG(0012),memCindex
MemorySampleStructure,8,T_LONG(0012),memVolume
MemorySampleStructure,12,T_LONG(0012),memLooping
MonsterData,0,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",Message
MonsterData,12,0x1BF8,ResQty
MonsterData,40,TArtifact,Artifact
MonsterInfo,0,0x2D1E,qty
MonsterInfo,0,0x2D1F,disposition
MonsterInfo,0,0x2D20,never_flee
MonsterInfo,0,0x2D21,dont_grow
MonsterInfo,0,0x2D22,index
MonsterInfo,0,0x2D23,custom
MysticGardenInfo,0,0x2D3D,id
MysticGardenInfo,0,0x268C,unused
MysticGardenInfo,0,0x2F79,resource
MysticGardenInfo,0,0x2691,full
NewSMapHeader,348,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",Name
NewSMapHeader,360,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",Description
NewfullMap,0,"std::vector<CObjectType,std::allocator<CObjectType>",ObjectTypes
NewfullMap,12,"std::vector<CObject,std::allocator<CObject>",Objects
NewfullMap,24,std::vector<CSprite,Sprites
NewfullMap,36,"std::vector<TreasureData,std::allocator<TreasureData>",CustomTreasureList
NewfullMap,48,"std::vector<MonsterData,std::allocator<MonsterData>",CustomMonsterList
NewfullMap,60,"std::vector<BlackBoxData,std::allocator<BlackBoxData>",BlackBoxList
NewfullMap,72,"std::vector<TSeerHut,std::allocator<TSeerHut>",SeerHutList
NewfullMap,84,"std::vector<TTimedEvent,std::allocator<TTimedEvent>",TimedEventList
NewfullMap,96,"std::vector<TTownEvent,std::allocator<TTownEvent>",TownEventList
NewfullMap,108,0x1A65,cellData
NewfullMap,112,T_INT4(0074),Size
NewfullMap,116,T_UCHAR(0020),HasTwoLevels
NewmapCell,4,0x3E11,GroundSet
NewmapCell,4,0x3E12,GroundIndex
NewmapCell,4,0x3E13,RiverSet
NewmapCell,4,0x3E14,RiverIndex
NewmapCell,8,0x3E15,RoadSet
NewmapCell,8,0x3E12,RoadIndex
NewmapCell,12,T_USHORT(0021),cellFlags
NewmapCell,12,0x3E16,GroundFlippedHorizontal
NewmapCell,12,0x3E17,GroundFlippedVertical
NewmapCell,12,0x3E18,RiverFlippedHorizontal
NewmapCell,12,0x3E19,RiverFlippedVertical
NewmapCell,12,0x3E1A,RoadFlippedHorizontal
NewmapCell,12,0x3E1B,RoadFlippedVertical
NewmapCell,12,0x3E1C,Passable
NewmapCell,12,0x3E1D,Animated
NewmapCell,12,0x3E1E,IsBlocked
NewmapCell,12,0x3E1F,IsBeachBorder
NewmapCell,12,0x3E20,unused_bit
NewmapCell,12,0x3E21,can_build_ship
NewmapCell,12,0x3E22,is_trigger
NewmapCell,16,"std::vector<NewmapCell::TObjectCell,std::allocator<NewmapCell::TObjectCell>",ObjectCellList
NewmapCell,28,TAdventureObjectType,type
NewmapCell,32,T_SHORT(0011),objectIndex
NewmapCell,34,T_SHORT(0011),object_type_index
NewmapCell::TObjectCell,0,T_USHORT(0021),ObjectIndex
NewmapCell::TObjectCell,2,0x304F,CellX
NewmapCell::TObjectCell,2,0x3050,CellY
NewmapCell::TObjectCell,3,T_RCHAR(0070),Height
PcxData,0,T_INT4(0074),PCXvers
PcxData,4,T_UINT4(0075),width
PcxData,8,T_UINT4(0075),length
PcxData,12,T_INT4(0074),BPPixel
PcxData,16,T_INT4(0074),Nplanes
PcxData,20,T_INT4(0074),BytesPerLine
PcxData,24,T_INT4(0074),PalInt
PcxData,28,T_INT4(0074),vbitcount
ResolutionSwitch,4,T_INT4(0074),m_800
ResourceManager::GetBitmap16::__unnamed,0,T_INT4(0074),DataSize
ResourceManager::GetBitmap16::__unnamed,4,T_INT4(0074),Width
ResourceManager::GetBitmap16::__unnamed,8,T_INT4(0074),Height
ResourceManager::GetBitmap816::__unnamed,0,T_INT4(0074),DataSize
ResourceManager::GetBitmap816::__unnamed,4,T_INT4(0074),Width
ResourceManager::GetBitmap816::__unnamed,8,T_INT4(0074),Height
SAMPLE2,0,0x1C9B,resSample
SAMPLE2,4,T_32PVOID(0403),playSample
SCampaign,0,T_RCHAR(0070),iCurMap
SCampaign,1,T_RCHAR(0070),iCurrentCampaign
SCampaign,2,T_UCHAR(0020),bIsCheater
SCampaign,3,T_UCHAR(0020),bSecretActive
SCampaign,4,T_UCHAR(0020),bCustomCampaign
SCampaign,8,T_INT4(0074),NumMapRegions
SCampaign,12,0x25E8,CampaignFilename
SCampaign,73,0x10EC,bScenarioChoosable
SCampaign,81,0x3550,bMapChoosable
SCampaign,113,0x3551,bMapWon
SCampaign,370,0x3553,iCurDays
SCampaign,882,0x3553,score
SCampaign,1394,0x10EC,bCampaignCompleted
SCampaign,1404,T_INT4(0074),briefing_choice
SCampaign,1408,0x3554,map_traits
SCampaign,10624,TArtifactRequirement,carryover_artifact
SCampaign,10632,0x3556,carryover_pool
SCampaign,28872,0x2D13,carryover_pool_size
SCampaign,28874,0x2D14,assigned_carryover
SGameSetupOptions,0,0x1CBA,color
SGameSetupOptions,8,0x1CBA,handicap
SGameSetupOptions,16,0x25E9,alignment
SGameSetupOptions,48,0x1CBA,playerPos
SGameSetupOptions,56,T_CHAR(0010),difficulty
SGameSetupOptions,57,0x2456,cFilename
SGameSetupOptions,408,0x1CBA,canFlipFromToComputer
SGameSetupOptions,416,T_CHAR(0010),curSelectedPlayer
SGameSetupOptions,417,T_CHAR(0010),bThisFileInitialized
SGameSetupOptions,418,T_CHAR(0010),initializationNumHumans
SGameSetupOptions,419,T_CHAR(0010),turnDuration
SGameSetupOptions,420,0x1CBA,startingHero
SGameSetupOptions,428,0x1CBA,startingBonus
SLimitData,0,T_INT4(0074),iMinX
SLimitData,4,T_INT4(0074),iMinY
SLimitData,8,T_INT4(0074),iMaxX
SLimitData,12,T_INT4(0074),iMaxY
SMapChange,0,T_UCHAR(0020),changeType
SMapChange,1,T_CHAR(0010),id
SMapChange,2,type_point,point
SMapChange,6,T_CHAR(0010),dir
SMapChange,7,T_CHAR(0010),bStandEnd
SMapChange,8,T_CHAR(0010),playerPos
SMapChange,12,T_INT4(0074),iMapChangeCtr
SMonFrameInfo,0,0x3D92,iMissileOffset
SMonFrameInfo,12,0x3D93,fArrowAngle
SMonFrameInfo,60,T_INT4(0074),iExtraNumTroopsXOffset
SMonFrameInfo,64,T_INT4(0074),iAttackFrames
SMonFrameInfo,68,T_INT4(0074),iFidgetFrequency
SMonFrameInfo,72,T_INT4(0074),iWalkCycleTime
SMonFrameInfo,76,T_INT4(0074),iAttackStartCycleTime
SMonFrameInfo,80,T_INT4(0074),iFlightPixelSpan
SavedGameHeader,0,0x2D14,id
SavedGameHeader,8,T_INT4(0074),version
SavedGameHeader,12,0x16C5,padding
ScholarInfo,0,0x2F7E,award_type
ScholarInfo,0,0x2F7F,primary_skill
ScholarInfo,0,0x2F80,secondary_skill
ScholarInfo,0,0x2F81,spell
SeaChestInfo,0,0x2F84,reward
SeaChestInfo,0,0x2F85,artifact
SecondarySkillData,0,TSecondarySkill,type
SecondarySkillData,4,TSkillMastery,level
ShipyardInfo,0,0x2F5D,owner
ShipyardInfo,0,0x2F5E,boatX
ShipyardInfo,0,0x2F5F,boatY
ShipyardInfo,0,0x2F60,unused
ShrineInfo,0,0x2D3D,unused
ShrineInfo,0,0x2D33,visited_bits
ShrineInfo,0,0x2F81,spell
Sign,0,T_UCHAR(0020),hasText
Sign,4,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",signText
SkeletonInfo,0,0x2D3D,id
SkeletonInfo,0,0x268C,unused
SkeletonInfo,0,0x2F88,artifact
SkeletonInfo,0,0x2F89,has_treasure
SmackTag,0,T_ULONG(0022),Version
SmackTag,4,T_ULONG(0022),Width
SmackTag,8,T_ULONG(0022),Height
SmackTag,12,T_ULONG(0022),Frames
SmackTag,16,T_ULONG(0022),MSPerFrame
SmackTag,20,T_ULONG(0022),SmackerType
SmackTag,24,0x553F,LargestInTrack
SmackTag,52,T_ULONG(0022),tablesize
SmackTag,56,T_ULONG(0022),codesize
SmackTag,60,T_ULONG(0022),absize
SmackTag,64,T_ULONG(0022),detailsize
SmackTag,68,T_ULONG(0022),typesize
SmackTag,72,0x553F,TrackType
SmackTag,100,T_ULONG(0022),extra
SmackTag,104,T_ULONG(0022),NewPalette
SmackTag,108,0x5540,Palette
SmackTag,880,T_ULONG(0022),PalType
SmackTag,884,T_ULONG(0022),FrameNum
SmackTag,888,T_ULONG(0022),FrameSize
SmackTag,892,T_ULONG(0022),SndSize
SmackTag,896,T_LONG(0012),LastRectx
SmackTag,900,T_LONG(0012),LastRecty
SmackTag,904,T_LONG(0012),LastRectw
SmackTag,908,T_LONG(0012),LastRecth
SmackTag,912,T_ULONG(0022),OpenFlags
SmackTag,916,T_ULONG(0022),LeftOfs
SmackTag,920,T_ULONG(0022),TopOfs
SmackTag,924,T_ULONG(0022),LargestFrameSize
SmackTag,928,T_ULONG(0022),Highest1SecRate
SmackTag,932,T_ULONG(0022),Highest1SecFrame
SmackTag,936,T_ULONG(0022),ReadError
SmackTag,940,T_ULONG(0022),addr32
SoundHeaderStruct,0,0x1CB4,filename
SoundHeaderStruct,40,T_INT4(0074),offset
SoundHeaderStruct,44,T_INT4(0074),size
SpriteDataHeader,0,T_INT4(0074),seqnumber
SpriteDataHeader,4,T_INT4(0074),numframes
SpriteDataHeader,8,0x55F4,fname
SpriteDataHeader,12,T_32PINT4(0474),frameOffsets
SpriteDefHeader,0,EResourceType,type
SpriteDefHeader,4,T_INT4(0074),width
SpriteDefHeader,8,T_INT4(0074),height
SpriteDefHeader,12,T_INT4(0074),numseqs
SpriteDefHeader,16,0x28AC,pal
TAdvMenu,88,T_INT4(0074),CheatKey
TAdvMenu,92,T_UCHAR(0020),nextPlayer
