# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
seg,offset,scope,type,name,module
3,0x3650,global,0x57CB,`anonymous namespace'::aEvil1RegionTraits,campaignmap.obj
3,0x3560,global,0x57CC,`anonymous namespace'::aGood1RegionTraits,campaignmap.obj
3,0x3608,global,0x57CC,`anonymous namespace'::aGood3RegionTraits,campaignmap.obj
3,0x37a0,global,0x57CC,`anonymous namespace'::aSecret1RegionTraits,campaignmap.obj
3,0x3758,global,0x57CC,`anonymous namespace'::aNeutral1RegionTraits,campaignmap.obj
3,0x37e8,global,0x57CD,`anonymous namespace'::aCampaignMapTraitsImp,campaignmap.obj
3,0x36f8,global,0x57CE,`anonymous namespace'::aEvil2RegionTraits,campaignmap.obj
3,0x3278,global,0x57CF,`anonymous namespace'::aFullRegionTraits,campaignmap.obj
3,0x35a8,global,0x57CE,`anonymous namespace'::aGood2RegionTraits,campaignmap.obj
3,0x3868,global,0x57D2,akCampaignMapTraits,campaignmap.obj
3,0x3044,static,T_INT4(0074),flashLeft,campaignbrief.obj
3,0x2976c,static,T_INT4(0074),q,campaignbrief.obj
3,0x303c,static,T_INT4(0074),lastIzHoverID,campaignbrief.obj
3,0x3040,static,T_INT4(0074),lastIMHoverID,campaignbrief.obj
3,0x29760,static,T_ULONG(0022),flashTime,campaignbrief.obj
3,0x2977c,static,T_INT4(0074),x,campaignbrief.obj
3,0x2ce4,static,0x581A,names,bottomviewsubwindow.obj
3,0x2cf4,static,0x5827,primary_loc,bottomviewsubwindow.obj
3,0x2d14,static,0x3FA2,army_pos,bottomviewsubwindow.obj
3,0x2d4c,static,0x3FA2,army_pos,bottomviewsubwindow.obj
3,0x31a50,global,T_SHORT(0011),SCREEN_HEIGHT,border.obj
2,0xdd4,global,T_NOTYPE(0000),bitmapBorder16::`vftable',border.obj
3,0x2e270,global,0x1864,gpWindowManager,border.obj
3,0x31a54,global,T_SHORT(0011),SCREEN_WIDTH,border.obj
2,0xda4,global,T_NOTYPE(0000),bitmapBorder::`vftable',border.obj
2,0xd14,global,T_NOTYPE(0000),border::`vftable',border.obj
2,0xd44,global,T_NOTYPE(0000),coloredBorder::`vftable',border.obj
2,0xd74,global,T_NOTYPE(0000),coloredBorderFrame::`vftable',border.obj
3,0x2cb0,global,T_NOTYPE(0000),`string',bitmap816.obj
3,0x31a50,global,T_SHORT(0011),SCREEN_HEIGHT,bitmap816.obj
3,0x31a54,global,T_SHORT(0011),SCREEN_WIDTH,bitmap816.obj
2,0xd0c,global,T_NOTYPE(0000),Bitmap816::`vftable',bitmap816.obj
2,0xd08,global,T_NOTYPE(0000),Bitmap8Bit::`vftable',bitmap8.obj
3,0x2cac,global,T_UCHAR(0020),BinkManager::PlayingBink,binkmanager.obj
3,0x21fc4,global,T_INT4(0074),BinkManager::SurfaceType,binkmanager.obj
3,0x21fc8,static,T_INT4(0074),gbPlayedThrough,binkmanager.obj
3,0x21fcc,global,T_UCHAR(0020),BinkManager::updateScreen,binkmanager.obj
3,0x21fd0,static,T_CHAR(0010),bBinkNum,binkmanager.obj
3,0x21fd4,global,0x590F,BinkManager::playingBINK,binkmanager.obj
3,0x22004,global,T_UCHAR(0020),BinkManager::needsUpdate,binkmanager.obj
3,0x2ca8,static,T_INT4(0074),bBinkSound,binkmanager.obj
3,0x22008,static,T_CHAR(0010),bMainDone,binkmanager.obj
3,0x2200c,global,0x5911,BinkSummary,binkmanager.obj
3,0x2ca0,global,T_NOTYPE(0000),`string',basemgr.obj
2,0xce8,global,T_NOTYPE(0000),baseManager::`vftable',basemgr.obj
3,0x21f7c,static,0x592B,aSlotNameAutoStrs,artifact.obj
3,0x21348,static,0x592C,aDescAutoStrs,artifact.obj
3,0x21148,static,0x592C,aNameAutoStrs,artifact.obj
2,0xc4c,static,0x5946,skill_value,army.obj
2,0xc6c,static,0x1F10,double_chance,army.obj
2,0xc7c,static,0x594A,all_targets,army.obj
2,0xc9c,static,0x5626,walls,army.obj
2,0xc08,static,0x598D,time_ratios,ai_tactical.obj
2,0xc38,static,0x1F10,max_affected,ai_tactical.obj
3,0x2a20,static,0x1D81,durations,ai_tactical.obj
3,0x26c8,static,0x5B33,const_thresholds,ai_player.obj
3,0x26f4,static,0x5B41,global_limits,ai_player.obj
3,0x26e0,static,0x5B41,hero_limits,ai_player.obj
3,0x2708,static,0x5BC2,const_one_use_events,ai_player.obj
3,0x27a0,static,0x5BC3,const_visibility_values,ai_player.obj
3,0x2698,static,0x3FDC,defense_estimates,ai_combat.obj
3,0x20288,static,0x2D65,kLavaMask,ai_combat.obj
3,0x31c,static,0x100B,$S440,ai_combat.obj
3,0x320,static,0x100B,$S443,ai_combat.obj
3,0x318,static,0x100B,$S437,ai_combat.obj
3,0x32c,static,0x100B,$S452,ai_combat.obj
3,0x324,static,0x100B,$S446,ai_combat.obj
3,0x338,static,0x100B,$S461,ai_combat.obj
3,0x330,static,0x100B,$S455,ai_combat.obj
3,0x328,static,0x100B,$S449,ai_combat.obj
3,0x33c,static,0x100B,$S464,ai_combat.obj
3,0x334,static,0x100B,$S458,ai_combat.obj
3,0x2e258,global,0x2DCD,gpAdvManager,ai_combat.obj
3,0x2028c,static,0x2D65,kRockMask,ai_combat.obj
3,0x20290,static,0x2D65,kDirtMask,ai_combat.obj
3,0x20294,static,0x2D65,kSnowMask,ai_combat.obj
3,0x313bc,global,T_INT4(0074),giCurPlayer,ai_combat.obj
3,0x43b4,global,0x5E02,bitNumber,ai_combat.obj
3,0x1a7e8,global,0x5E08,akSpellTraits,ai_combat.obj
3,0xfa8,global,T_32PRCHAR(0470),"std::__node_alloc<0,0>::_S_start_free",ai_combat.obj
3,0xf68,global,0x13D3,"std::__node_alloc<0,0>::_S_free_list",ai_combat.obj
3,0xfac,global,T_32PRCHAR(0470),"std::__node_alloc<0,0>::_S_end_free",ai_combat.obj
3,0xfb0,global,T_UINT4(0075),"std::__node_alloc<0,0>::_S_heap_size",ai_combat.obj
3,0x20298,static,0x2D65,kRoughMask,ai_combat.obj
3,0x2029c,static,0x2D65,kSwampMask,ai_combat.obj
3,0x2e4e0,global,0x616C,gpGame,ai_combat.obj
3,0x202a0,static,0x2D65,kSubterraneanMask,ai_combat.obj
3,0xa12c,global,0x3E46,akCreatureTypeTraits,ai_combat.obj
3,0x202a4,static,0x2D65,kWaterMask,ai_combat.obj
3,0x202a8,static,0x2D65,kGrassMask,ai_combat.obj
3,0x202ac,static,0x2D65,kSandMask,ai_combat.obj
2,0x244,static,0x5626,walls,ai.obj
2,0x254,static,0x5626,walls,ai.obj
2,0x264,static,0x6870,walls,ai.obj
3,0x20260,static,0x2D65,kLavaMask,ai.obj
3,0x2f0,static,0x100B,$S463,ai.obj
3,0x2fc,static,0x100B,$S472,ai.obj
3,0x2f4,static,0x100B,$S466,ai.obj
3,0x308,static,0x100B,$S481,ai.obj
3,0x300,static,0x100B,$S475,ai.obj
3,0x2f8,static,0x100B,$S469,ai.obj
3,0x314,static,0x100B,$S490,ai.obj
3,0x30c,static,0x100B,$S484,ai.obj
3,0x304,static,0x100B,$S478,ai.obj
3,0x310,static,0x100B,$S487,ai.obj
3,0x2c7c,global,0x6903,akArtifactTraits,ai.obj
3,0x20264,static,0x2D65,kRockMask,ai.obj
3,0x20268,static,0x2D65,kDirtMask,ai.obj
3,0x2026c,static,0x2D65,kSnowMask,ai.obj
3,0x2e274,global,0x65FD,gpSearchArray,ai.obj
3,0x43b4,global,0x5E02,bitNumber,ai.obj
3,0xfa8,global,T_32PRCHAR(0470),"std::__node_alloc<0,0>::_S_start_free",ai.obj
3,0xf68,global,0x13D3,"std::__node_alloc<0,0>::_S_free_list",ai.obj
3,0xfac,global,T_32PRCHAR(0470),"std::__node_alloc<0,0>::_S_end_free",ai.obj
3,0xfb0,global,T_UINT4(0075),"std::__node_alloc<0,0>::_S_heap_size",ai.obj
2,0xf70,global,0x43E3,combatManager::wallCell,ai.obj
3,0x20270,static,0x2D65,kRoughMask,ai.obj
3,0x2e3c4,global,0x6832,gpCombatManager,ai.obj
3,0x20274,static,0x2D65,kSwampMask,ai.obj
3,0x2e4e0,global,0x6DE9,gpGame,ai.obj
3,0x20278,static,0x2D65,kSubterraneanMask,ai.obj
3,0xa12c,global,0x3E46,akCreatureTypeTraits,ai.obj
3,0x2027c,static,0x2D65,kWaterMask,ai.obj
2,0x1088,global,0x43E5,combatManager::wallTargets,ai.obj
3,0xf38,global,T_UCHAR(0020),gbGoSolo,ai.obj
3,0x2d874,global,0x3EE7,gConfig,ai.obj
3,0x20280,static,0x2D65,kGrassMask,ai.obj
3,0x20284,static,0x2D65,kSandMask,ai.obj
2,0x1e0,static,0x1BC1,akScrollSpeedInc,advmgr.obj
3,0x1214,static,T_INT4(0074),lastIMHoverID,adventureoptionswindow.obj
3,0xf48,static,T_INT4(0074),lastIMHoverID,adventuremapwindow.obj
3,0xf4c,static,T_INT4(0074),lastIMHoverID,adventuremapwindow.obj
3,0xf58,static,T_INT4(0074),current_level,adventuremapwindow.obj
3,0xf50,static,0x6EFB,button_sprites,adventuremapwindow.obj
3,0xf64,static,T_INT4(0074),current_image,adventuremapwindow.obj
3,0xf5c,static,0x6EFB,button_sprites,adventuremapwindow.obj
2,0xb8,static,0x206E,button_keys,adventuremapwindow.obj
3,0xf30,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0xfb4,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0xfd0,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0xfec,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1000,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1010,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x101c,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x102c,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1040,global,0x2D42,`string',adventuremapwindow.obj
3,0x104c,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1060,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1074,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1088,global,0x184E,`string',adventuremapwindow.obj
3,0x1098,global,0x2D42,`string',adventuremapwindow.obj
3,0x10a4,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x10b4,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x10bc,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x10cc,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x10dc,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x10e4,global,0x184E,`string',adventuremapwindow.obj
3,0x10f4,global,0x184E,`string',adventuremapwindow.obj
3,0x1104,global,0x2D42,`string',adventuremapwindow.obj
3,0x1110,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1118,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1124,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1130,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x113c,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1148,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1154,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1160,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x116c,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1178,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1184,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1190,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x119c,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11a8,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11b4,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11c0,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11cc,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11d8,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11e4,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11f0,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x11fc,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1208,global,T_NOTYPE(0000),`string',adventuremapwindow.obj
3,0x1fff4,static,0x2D65,kLavaMask,adventuremapwindow.obj
3,0x2e250,global,0x2404,gpMouseManager,adventuremapwindow.obj
3,0x2c6a4,global,0x28AC,gText,adventuremapwindow.obj
3,0x248,static,0x100B,$S443,adventuremapwindow.obj
3,0x254,static,0x100B,$S452,adventuremapwindow.obj
3,0x24c,static,0x100B,$S446,adventuremapwindow.obj
3,0x260,static,0x100B,$S461,adventuremapwindow.obj
3,0x258,static,0x100B,$S455,adventuremapwindow.obj
3,0x250,static,0x100B,$S449,adventuremapwindow.obj
3,0x26c,static,0x100B,$S470,adventuremapwindow.obj
3,0x264,static,0x100B,$S464,adventuremapwindow.obj
3,0x25c,static,0x100B,$S458,adventuremapwindow.obj
3,0x268,static,0x100B,$S467,adventuremapwindow.obj
3,0x2e258,global,0x2DCD,gpAdvManager,adventuremapwindow.obj
3,0x31a50,global,T_SHORT(0011),SCREEN_HEIGHT,adventuremapwindow.obj
3,0x2c9cc,global,T_UCHAR(0020),gbInCampaign,adventuremapwindow.obj
3,0x1fff8,static,0x2D65,kRockMask,adventuremapwindow.obj
3,0x1fffc,static,0x2D65,kDirtMask,adventuremapwindow.obj
3,0x20000,static,0x2D65,kSnowMask,adventuremapwindow.obj
3,0x33b2c,global,0x7080,GameText,adventuremapwindow.obj
3,0x2e270,global,0x1864,gpWindowManager,adventuremapwindow.obj
3,0x313bc,global,T_INT4(0074),giCurPlayer,adventuremapwindow.obj
3,0x31a54,global,T_SHORT(0011),SCREEN_WIDTH,adventuremapwindow.obj
3,0x313c0,global,0x1C51,gpCurPlayer,adventuremapwindow.obj
3,0xfa8,global,T_32PRCHAR(0470),"std::__node_alloc<0,0>::_S_start_free",adventuremapwindow.obj
3,0xf68,global,0x13D3,"std::__node_alloc<0,0>::_S_free_list",adventuremapwindow.obj
3,0xfac,global,T_32PRCHAR(0470),"std::__node_alloc<0,0>::_S_end_free",adventuremapwindow.obj
3,0xfb0,global,T_UINT4(0075),"std::__node_alloc<0,0>::_S_heap_size",adventuremapwindow.obj
2,0x124,global,T_NOTYPE(0000),TAdventureMapWindow::`vftable',adventuremapwindow.obj
3,0xf3c,global,T_INT4(0074),giSoloPos,adventuremapwindow.obj
3,0x20004,static,0x2D65,kRoughMask,adventuremapwindow.obj
3,0x10ef8,global,0x7136,akHeroClassTraits,adventuremapwindow.obj
3,0xf40,global,0x1001,TCheatCode::a,adventuremapwindow.obj
3,0x20008,global,T_UCHAR(0020),inAdvMenu,adventuremapwindow.obj
3,0x2000c,static,0x2D65,kSwampMask,adventuremapwindow.obj
3,0x313d0,global,T_UCHAR(0020),giCurWatchPlayerBit,adventuremapwindow.obj
3,0xaacc,global,T_RCHAR(0070),inManager,adventuremapwindow.obj
3,0x10ef4,global,0x7162,akHeroTraits,adventuremapwindow.obj
3,0x2e4e0,global,0x6DE9,gpGame,adventuremapwindow.obj
2,0x54,global,T_NOTYPE(0000),CGameChatEdit::`vftable',adventuremapwindow.obj
3,0x1be98,global,T_UCHAR(0020),townCheat,adventuremapwindow.obj
3,0xf44,global,0x1001,TCheatCode::b,adventuremapwindow.obj
3,0x20010,static,0x2D65,kSubterraneanMask,adventuremapwindow.obj
2,0xc0,global,T_NOTYPE(0000),CAdventurMapChatEdit::`vftable',adventuremapwindow.obj
3,0xf34,global,T_UCHAR(0020),gbGoSoloTest,adventuremapwindow.obj
3,0x20014,static,0x2D65,kWaterMask,adventuremapwindow.obj
3,0x137a4,global,T_INT4(0074),gbRemoteOn,adventuremapwindow.obj
2,0x148,global,T_NOTYPE(0000),TAdvMenu::`vftable',adventuremapwindow.obj
3,0xf38,global,T_UCHAR(0020),gbGoSolo,adventuremapwindow.obj
3,0x16c1c,global,T_UCHAR(0020),ResourceManager::SaturatedGraphicsEasterEgg,adventuremapwindow.obj
3,0x2d874,global,0x3EE7,gConfig,adventuremapwindow.obj
3,0x20018,static,0x2D65,kGrassMask,adventuremapwindow.obj
3,0x2001c,static,0x2D65,kSandMask,adventuremapwindow.obj
3,0x13790,global,T_INT4(0074),gbAllBlack,adventuremapwindow.obj
3,0x334c8,global,0x71DD,gAdventureWindowHelp,adventuremapwindow.obj
3,0x334c8,global,0x71DD,gAdventureWindowHelp,adventuremapwindow.obj
3,0x244,global,0x71F4,__xc_a,adler32.obj
3,0x38274,global,T_RCHAR(0070),_exitflag,adler32.obj
3,0x38270,global,0x71DF,__onexitend,adler32.obj
3,0xf14,global,0x71F4,__xc_z,adler32.obj
3,0xf18,global,0x71F4,__xi_a,adler32.obj
3,0xf1c,global,0x71F4,__xi_z,adler32.obj
3,0xf20,global,0x71F4,__xp_a,adler32.obj
3,0xf24,global,0x71F4,__xp_z,adler32.obj
3,0xf28,global,0x71F4,__xt_a,adler32.obj
3,0xf2c,global,0x71F4,__xt_z,adler32.obj
3,0x3826c,global,0x71DF,__onexitbegin,adler32.obj
3,0x38270,global,0x71DF,__onexitend,adler32.obj
3,0x3826c,global,0x71DF,__onexitbegin,adler32.obj
