# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
seg,offset,scope,type,name,module
3,0x2e3c4,global,0x4D3C,gpCombatManager,fly.obj
2,0x1dec,global,0x43E4,combatManager::CombatSpeedMod,fly.obj
3,0x2d874,global,0x3EE7,gConfig,fly.obj
3,0x2dab4,global,0x244F,glTimers,fly.obj
2,0x2ee8,static,0x51D1,terrain_cost,findpath.obj
2,0x2fb8,static,0x1F10,road_terrain_map,findpath.obj
3,0xb7c4,static,0x3DCC,magic_costs,findpath.obj
3,0xb5e8,static,0x525E,threshold,events.obj
2,0x298c,static,0x5260,reorder_map,events.obj
3,0xb5b8,static,0x5358,create_funcs,event_record.obj
3,0xb1f8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb208,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb21c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb22c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb23c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb250,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb260,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb274,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb288,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb29c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb2b4,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb2c0,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb2c8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb2d8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb2e8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb300,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb310,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb320,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb328,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb338,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb348,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb354,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb36c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb378,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb384,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb390,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb398,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb3a4,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb3b0,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb3b8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb3c4,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb3d4,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb3ec,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb3f8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb408,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb418,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb428,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb43c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb448,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb45c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb470,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb480,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb494,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb4a8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb4bc,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb4c8,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb4e0,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb4f4,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb504,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb51c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb52c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb540,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb54c,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb568,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb584,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb594,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb5a4,global,T_NOTYPE(0000),`string',dxplay.obj
3,0xb1f4,static,T_UCHAR(0020),bCoInitialized,dxplay.obj
2,0x2774,global,T_NOTYPE(0000),CDPlay::`vftable',dxplay.obj
2,0x8480,global,0x10EE,DPAID_INet,dxplay.obj
2,0x2758,global,T_NOTYPE(0000),CAutoArray<CDPlayAddressElement>::`vftable',dxplay.obj
2,0x2634,global,T_NOTYPE(0000),CDPlayLobby::`vftable',dxplay.obj
2,0x8380,global,0x10EE,IID_IDirectPlay3,dxplay.obj
3,0x2bb24,static,0x1A13,wfilename,ds_engine.obj
3,0x2b924,static,0x1A13,wfilename,ds_engine.obj
3,0xb1ac,global,T_NOTYPE(0000),`string',ds_engine.obj
3,0x7214,global,T_NOTYPE(0000),`string',ds_engine.obj
3,0xb1d8,global,T_NOTYPE(0000),`string',ds_engine.obj
3,0xb1e0,global,T_NOTYPE(0000),`string',ds_engine.obj
3,0xb1ec,global,T_NOTYPE(0000),`string',ds_engine.obj
3,0x698,static,0x100B,$S441,ds_engine.obj
3,0xb1a4,global,0x2192,dsound::ds,ds_engine.obj
2,0x25ec,global,T_NOTYPE(0000),ds_genericsample::`vftable',ds_engine.obj
3,0x2b510,global,0x5097,sfx,ds_engine.obj
2,0x2604,global,T_NOTYPE(0000),ds_memsample::`vftable',ds_engine.obj
3,0xb1a8,global,T_32PVOID(0403),dsound::hwnd,ds_engine.obj
2,0x261c,global,T_NOTYPE(0000),ds_streamsample::`vftable',ds_engine.obj
2,0x8120,global,0x10EE,IID_IDirectSoundNotify,ds_engine.obj
3,0x2b4e8,static,0x1F72,old_hexes,drawing.obj
3,0xb190,static,T_INT4(0074),iLastMouseGridIndex,drawing.obj
3,0xb168,static,0x1001,my_version,deflate.obj
3,0x724c,global,T_NOTYPE(0000),`string',deflate.obj
2,0x7488,global,0x43E3,_length_code,deflate.obj
3,0x1fc9c,global,0x100D,z_errmsg,deflate.obj
2,0x7288,global,0x43E3,_dist_code,deflate.obj
2,0x2490,static,0x5506,configuration_table,deflate.obj
3,0x2b188,static,0x1A13,ze,DC_precompiledheaders.obj
3,0x2b184,static,T_ULONG(0022),dwBytesRead,DC_precompiledheaders.obj
3,0x2b388,static,0x44AA,szDebugStr,DC_precompiledheaders.obj
3,0x2b134,global,0x555C,fa,DC_precompiledheaders.obj
3,0xb164,global,T_INT4(0074),MousePos_Y,DC_precompiledheaders.obj
3,0xb160,global,T_INT4(0074),MousePos_X,DC_precompiledheaders.obj
2,0x2484,static,0x1BC1,startVals,cursor.obj
3,0x2b070,static,0x1080,kMaxRunLength,cspriteframe.obj
3,0x2b044,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2420,static,0x1080,kMaxRunLength,cspriteframe.obj
2,0x241c,static,0x1080,kOpaqueRunCode,cspriteframe.obj
2,0x2428,static,0x1080,kMaxRunLength,cspriteframe.obj
2,0x2424,static,0x1080,kOpaqueRunCode,cspriteframe.obj
3,0x2b068,static,0x107C,kOpaqueRunCode,cspriteframe.obj
3,0x2b060,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x242c,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2430,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2434,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2438,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x243c,static,0x107C,kOpaqueRunCode,cspriteframe.obj
3,0x2b058,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2440,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2444,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2448,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x244c,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2450,static,0x107C,kOpaqueRunCode,cspriteframe.obj
2,0x2454,static,0x107C,kOpaqueRunCode,cspriteframe.obj
3,0x5a0,static,0x100B,$S445,cspriteframe.obj
3,0x5a4,static,0x100B,$S448,cspriteframe.obj
3,0x2b050,global,T_USHORT(0021),CSpriteFrame::div2mask,cspriteframe.obj
3,0x2b064,static,0x107C,kGeneralRLEOpaqueRunCode,cspriteframe.obj
3,0x2b06c,global,T_USHORT(0021),CSpriteFrame::div4mask,cspriteframe.obj
3,0x2b074,static,0x1080,kGeneralRLEMaxRunLength,cspriteframe.obj
2,0x2458,global,T_NOTYPE(0000),CSpriteFrame::`vftable',cspriteframe.obj
3,0xaad0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaadc,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaaec,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaaf0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaaf8,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab00,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab0c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab14,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab1c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab24,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab2c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab38,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab44,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab4c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab58,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab60,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab6c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab74,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab7c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab84,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab8c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xab98,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaba4,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabb0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabbc,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabc0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabc8,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabd4,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabdc,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabe8,global,T_NOTYPE(0000),`string',csprite.obj
3,0xabf4,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac00,global,0x184E,`string',csprite.obj
3,0xac10,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac1c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac28,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac34,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac40,global,0x184E,`string',csprite.obj
3,0xac50,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac5c,global,0x184E,`string',csprite.obj
3,0xac6c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac78,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac84,global,T_NOTYPE(0000),`string',csprite.obj
3,0xac90,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaca0,global,0x184E,`string',csprite.obj
3,0xacb0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xacc0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaccc,global,T_NOTYPE(0000),`string',csprite.obj
3,0xacd8,global,T_NOTYPE(0000),`string',csprite.obj
3,0xace4,global,T_NOTYPE(0000),`string',csprite.obj
3,0xacf0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xacfc,global,T_NOTYPE(0000),`string',csprite.obj
3,0xad08,global,T_NOTYPE(0000),`string',csprite.obj
3,0xad14,global,T_NOTYPE(0000),`string',csprite.obj
3,0xad20,global,T_NOTYPE(0000),`string',csprite.obj
3,0xad2c,global,T_NOTYPE(0000),`string',csprite.obj
3,0xad38,global,T_NOTYPE(0000),`string',csprite.obj
3,0xad44,global,T_NOTYPE(0000),`string',csprite.obj
3,0xad50,global,0x184E,`string',csprite.obj
3,0xad60,global,0x184E,`string',csprite.obj
3,0xad70,global,0x184E,`string',csprite.obj
3,0xad80,global,0x184E,`string',csprite.obj
3,0xad90,global,0x184E,`string',csprite.obj
3,0xada0,global,0x184E,`string',csprite.obj
3,0xadb0,global,0x184E,`string',csprite.obj
3,0xadc0,global,0x184E,`string',csprite.obj
3,0xadd0,global,T_NOTYPE(0000),`string',csprite.obj
3,0xaddc,global,T_NOTYPE(0000),`string',csprite.obj
3,0xade8,global,T_NOTYPE(0000),`string',csprite.obj
3,0xadf4,global,T_NOTYPE(0000),`string',csprite.obj
3,0xae00,global,T_NOTYPE(0000),`string',csprite.obj
3,0xae0c,global,T_NOTYPE(0000),`string',csprite.obj
3,0x316e4,global,0x46A0,SpriteResourceFile,csprite.obj
3,0xaacc,global,T_RCHAR(0070),inManager,csprite.obj
3,0x31a14,global,T_INT4(0074),ResourceManager::GreenBits,csprite.obj
3,0x16c1c,global,T_UCHAR(0020),ResourceManager::SaturatedGraphicsEasterEgg,csprite.obj
3,0x31a34,global,T_INT4(0074),ResourceManager::BlueShift,csprite.obj
3,0x31a38,global,T_INT4(0074),ResourceManager::RedBits,csprite.obj
3,0x31a3c,global,T_INT4(0074),ResourceManager::GreenShift,csprite.obj
3,0x31a40,global,T_INT4(0074),ResourceManager::RedShift,csprite.obj
3,0x31a4c,global,T_INT4(0074),ResourceManager::BlueBits,csprite.obj
2,0x2418,global,T_NOTYPE(0000),CSprite::`vftable',csprite.obj
3,0x2ae5c,static,0x55FB,aPluralAutoStrs,creaturetype.obj
3,0x2aa88,static,0x55FB,special_ability_strings,creaturetype.obj
3,0x2ac70,static,0x55FB,aNameAutoStrs,creaturetype.obj
3,0x7258,static,0x5601,guard_types,creature_bank.obj
3,0x7334,static,0x5602,reward_types,creature_bank.obj
3,0x724c,global,T_NOTYPE(0000),`string',compress.obj
2,0x2328,static,0x5626,walls,command.obj
3,0x7130,static,0x5627,towers,command.obj
3,0x70f0,static,T_INT4(0074),lastIMHoverID,combatresultswindow.obj
3,0x7080,static,T_INT4(0074),lastIMHoverID,combatoptionswindow.obj
2,0x1ef8,static,0x572D,initial_positions,cmbtmgr.obj
2,0x1f30,static,0x572D,surrounded_positions,cmbtmgr.obj
2,0x1f68,static,0x525F,spread_rows,cmbtmgr.obj
2,0x202c,static,0x525F,grouped_rows,cmbtmgr.obj
2,0x20f0,static,0x572E,SiegeBkgNames,cmbtmgr.obj
2,0x2118,static,0x5730,CombatBkgNames,cmbtmgr.obj
2,0x2190,static,0x5733,blocked_hexes,cmbtmgr.obj
3,0x297b8,static,T_INT4(0074),q,campaignwindow.obj
3,0x42fc,static,T_INT4(0074),lastIMHoverID,campaignwindow.obj
3,0x297a4,static,T_INT4(0074),x,campaignwindow.obj
2,0xef4,static,0x57A3,aaCampaignMapRegionTraits,campaignmap.obj
3,0x29790,static,0x57B6,pAutoTextBuf,campaignmap.obj
3,0x386c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3878,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3884,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3890,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x389c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38a8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38b4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38c0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38cc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38d8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38e4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38f0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x38fc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3908,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3914,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3920,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x392c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3938,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3944,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3950,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x395c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3968,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3974,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3980,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x398c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3998,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39a4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39b0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39bc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39c8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39d4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39e0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39ec,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x39f8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a04,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a10,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a1c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a28,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a34,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a40,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a4c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a58,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a64,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a70,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a7c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a88,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3a94,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3aa0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3aac,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ab8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ac4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ad0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3adc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ae8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3af4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b00,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b0c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b18,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b24,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b30,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b3c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b48,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b54,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b60,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b6c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b78,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b84,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b90,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3b9c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ba8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3bb4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3bc0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3bcc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3bd8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3be4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3bf0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3bfc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c08,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c14,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c20,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c2c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c38,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c44,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c50,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c5c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c68,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c74,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c80,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c8c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3c98,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ca4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3cb0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3cbc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3cc8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3cd4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ce0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3cec,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3cf8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d04,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d10,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d1c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d28,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d34,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d40,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d4c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d58,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d64,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d70,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d7c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d88,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3d94,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3da0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3dac,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3db8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3dc4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3dd0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ddc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3de8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3df4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e00,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e0c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e18,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e24,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e30,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e3c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e48,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e54,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e60,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e6c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e78,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e84,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e90,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3e9c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ea8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3eb4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ec0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ecc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ed8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ee4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ef0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3efc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f08,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f14,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f20,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f2c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f38,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f44,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f50,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f5c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f68,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f74,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f80,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f8c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3f98,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3fa4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3fb0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3fbc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3fc8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3fd4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3fe0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3fec,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x3ff8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4004,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4010,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x401c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4028,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4034,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4040,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x404c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4058,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4064,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4070,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x407c,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4088,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x4094,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40a0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40ac,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40b8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40c4,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40d0,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40dc,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40e8,global,T_NOTYPE(0000),`string',campaignmap.obj
3,0x40f4,global,0x184E,`string',campaignmap.obj
