# every stored comment (HD-pressing addresses); kind r=repeatable, n=normal.
hd_va,kind,text
0x48eeef,n,this
0x48ef04,n,this
0x48ef06,n,other
0x48ef0f,n,destroy
0x48ef11,n,this
0x48f0d8,n,other
0x48f0d9,n,this
0x48f0ee,n,this
0x48f0f0,n,other
0x48f0f9,n,destroy
0x48f0fb,n,this
0x48f183,n,void (__cdecl *)()
0x48f1a0,n,void (__cdecl *)()
0x48f4e8,n,this
0x48f510,n,this
0x48f552,n,this
0x48f555,n,other
0x48f563,n,other
0x48f564,n,this
0x48f59b,n,ptr
0x48f75c,n,this
0x48f762,n,destroy
0x48f769,n,this
0x48f76f,n,destroy
0x48f776,n,this
0x48f77c,n,destroy
0x48f7cf,n,this
0x48f7f0,n,this
0x48f843,n,this
0x48f86b,n,this
0x48f8c0,n,other
0x48f8c1,n,this
0x48f8d2,n,this
0x48f8d4,n,other
0x48f8da,n,this
0x48f8e4,n,destroy
0x48f917,n,ptr
0x48f96d,n,winType
0x48f96e,n,winHeight
0x48f96f,n,winWidth
0x48f970,n,winY
0x48f971,n,winX
0x48f972,n,this
0x48f982,n,winHeight
0x48f983,n,winWidth
0x48f984,n,winY
0x48f985,n,winX
0x48f986,n,this
0x48f9c1,n,ptr
0x48f9e7,n,winType
0x48f9e8,n,winHeight
0x48f9ed,n,winWidth
0x48f9f2,n,winY
0x48f9f6,n,winX
0x48faa1,n,focusable
0x48faa2,n,focusable
0x48faba,n,focusable
0x48fb41,n,allocation_size
0x48fb87,n,ptr
0x48fbd0,n,allocation_size
0x48fbed,n,style
0x48fbf7,n,id
0x48fbf8,n,h
0x48fbfd,n,w
0x48fc02,n,y
0x48fc03,n,x
0x48fc04,n,this
0x48fc19,n,a4
0x48fc1a,n,count
0x48fc1c,n,pos
0x48fc1d,n,this
0x48fc77,n,allocation_size
0x48fc94,n,style
0x48fc9e,n,id
0x48fca2,n,h
0x48fca7,n,w
0x48fca8,n,y
0x48fca9,n,x
0x48fcaa,n,this
0x48fcbf,n,a4
0x48fcc0,n,count
0x48fcc2,n,pos
0x48fcc3,n,this
0x48fd0a,n,allocation_size
0x48fd27,n,style
0x48fd31,n,id
0x48fd35,n,h
0x48fd36,n,w
0x48fd3b,n,y
0x48fd3c,n,x
0x48fd3d,n,this
0x48fd52,n,a4
0x48fd53,n,count
0x48fd55,n,pos
0x48fd56,n,this
0x48fd84,n,allocation_size
0x48fda1,n,style
0x48fdab,n,id
0x48fdaf,n,h
0x48fdb0,n,w
0x48fdb4,n,y
0x48fdb5,n,x
0x48fdb6,n,this
0x48fdcb,n,a4
0x48fdcc,n,count
0x48fdce,n,pos
0x48fdcf,n,this
0x48fde0,n,allocation_size
0x48fdfb,n,style
0x48fdfd,n,back_color
0x48fdff,n,flipped
0x48fe01,n,sequence
0x48fe05,n,frame
0x48fe0c,n,id
0x48fe0d,n,h
0x48fe0f,n,w
0x48fe11,n,y
0x48fe13,n,x
0x48fe15,n,this
0x48fe2a,n,a4
0x48fe2b,n,count
0x48fe2d,n,pos
0x48fe2e,n,this
0x48fe3c,n,allocation_size
0x48fe54,n,style
0x48fe56,n,back_color
0x48fe58,n,flipped
0x48fe5a,n,sequence
0x48fe5e,n,frame
0x48fe65,n,id
0x48fe69,n,h
0x48fe6b,n,w
0x48fe70,n,y
0x48fe72,n,x
0x48fe73,n,this
0x48fe88,n,a4
0x48fe89,n,count
0x48fe8b,n,pos
0x48fe8c,n,this
0x48fe9a,n,allocation_size
0x48feb2,n,style
0x48feb4,n,back_color
0x48feb6,n,flipped
0x48feb8,n,sequence
0x48febc,n,frame
0x48fec3,n,id
0x48fec7,n,h
0x48fecc,n,w
0x48fece,n,y
0x48fecf,n,x
0x48fed1,n,this
0x48fee6,n,a4
0x48fee7,n,count
0x48fee9,n,pos
0x48feea,n,this
0x48fef8,n,allocation_size
0x48ff10,n,style
0x48ff15,n,back_color
0x48ff17,n,flipped
0x48ff19,n,sequence
0x48ff1d,n,frame
0x48ff24,n,id
0x48ff28,n,h
0x48ff2d,n,w
0x48ff32,n,y
0x48ff33,n,x
0x48ff34,n,this
0x48ff49,n,a4
0x48ff4a,n,count
0x48ff4c,n,pos
0x48ff4d,n,this
0x48ff73,n,allocation_size
0x48ff8b,n,style
0x48ff8d,n,back_color
0x48ff8f,n,flipped
0x48ff91,n,sequence
0x48ff95,n,frame
0x48ff9c,n,id
0x48ff9d,n,h
0x48ff9f,n,w
0x48ffa1,n,y
0x48ffa3,n,x
0x48ffa4,n,this
0x48ffb9,n,a4
0x48ffba,n,count
0x48ffbc,n,pos
0x48ffbd,n,this
0x48ffcb,n,allocation_size
0x48ffe6,n,style
0x48ffe8,n,back_color
0x48ffea,n,flipped
0x48ffec,n,sequence
0x48fff0,n,frame
0x48fff7,n,id
0x48fffb,n,h
0x490000,n,w
0x490002,n,y
0x490003,n,x
0x490004,n,this
0x490019,n,a4
0x49001a,n,count
0x49001c,n,pos
0x49001d,n,this
0x490059,n,allocation_size
0x490071,n,style
0x490073,n,back_color
0x490075,n,flipped
0x490077,n,sequence
0x49007b,n,frame
0x490082,n,id
0x490083,n,h
0x490085,n,w
0x490087,n,y
0x490088,n,x
0x49008a,n,this
0x49009f,n,a4
0x4900a0,n,count
0x4900a2,n,pos
0x4900a3,n,this
0x4900b1,n,allocation_size
0x4900cc,n,style
0x4900ce,n,back_color
0x4900d0,n,flipped
0x4900d2,n,sequence
0x4900d6,n,frame
0x4900dd,n,id
0x4900e1,n,h
0x4900e3,n,w
0x4900e8,n,y
0x4900e9,n,x
0x4900ea,n,this
0x49014e,n,allocation_size
0x49019d,n,ptr
0x490283,n,newPriority
0x490285,n,newWidget
0x490286,n,this
0x4902d1,n,ptr
0x490367,n,uint
0x490368,n,int
0x49036d,n,int
0x490372,n,int
0x490376,n,int
0x4903eb,n,int
0x4903ec,n,int
0x4903f0,n,int
0x4903f1,n,int
0x4903f2,n,this
0x490402,n,allocation_size
0x490420,n,int
0x490422,n,back_color
0x490424,n,justify
0x490426,n,textWidgetId
0x49042b,n,color
0x49042d,n,textFontName
0x49042e,n,textString
0x490438,n,textWidgetHeight
0x490439,n,textWidgetWidth
0x49043a,n,textWidgetY
0x49043c,n,textWidgetX
0x49043e,n,this
0x4904a6,n,allocation_size
0x490518,n,ptr
0x4905ec,n,newPriority
0x4905ee,n,newWidget
0x4905ef,n,this
0x49061c,n,boxWidth
0x490621,n,str
0x490622,n,this
0x49064a,n,boxWidth
0x49064f,n,str
0x490650,n,this
0x490704,n,void (__cdecl *)()
0x490af0,n,allocation_size
0x490cf6,n,allocation_size
0x490d7d,n,newCount
0x490d7e,n,oldCount
0x490d7f,n,newOffset
0x490d80,n,oldOffset
0x490d81,n,this
0x490e94,n,void (__cdecl *)()
0x49128d,n,focusable
0x49128e,n,winType
0x491290,n,winHeight
0x491295,n,winWidth
0x49129c,n,winY
0x49129e,n,winX
0x4912cc,n,allocation_size
0x491309,n,ptr
0x491340,n,allocation_size
0x491363,n,style
0x491365,n,id
0x491367,n,h
0x491368,n,w
0x491371,n,y
0x491372,n,x
0x491373,n,this
0x49138b,n,a4
0x49138c,n,count
0x49138e,n,pos
0x49138f,n,this
0x4913a6,n,newPriority
0x4913a8,n,newWidget
0x4913a9,n,this
0x4913f1,n,ptr
0x49145d,n,this
0x491489,n,msg
0x4914a8,n,this
0x4914ae,n,bForceDraw
0x4914b5,n,this
0x4914bb,n,bForceDraw
0x4914bd,n,bAllowIntermediateMouse
0x491543,n,this
0x491549,n,y
0x49154a,n,x
0x49159d,n,this
0x4915a3,n,result
0x4915ab,n,this
0x4915b1,n,point
0x4915e0,n,new_set
0x4915e2,n,new_frame
0x4915e4,n,this
0x49168d,n,focusable
0x49168e,n,winType
0x491690,n,winHeight
0x491695,n,winWidth
0x49169c,n,winY
0x49169e,n,winX
0x4916cc,n,allocation_size
0x491709,n,ptr
0x491740,n,allocation_size
0x491763,n,style
0x491765,n,id
0x491767,n,h
0x491768,n,w
0x491771,n,y
0x491772,n,x
0x491773,n,this
0x49178b,n,a4
0x49178c,n,count
0x49178e,n,pos
0x49178f,n,this
0x4917a6,n,newPriority
0x4917a8,n,newWidget
0x4917a9,n,this
0x4917f1,n,ptr
0x49185d,n,this
0x491889,n,msg
0x4918a8,n,this
0x4918ae,n,bForceDraw
0x4918b5,n,this
0x4918bb,n,bForceDraw
0x4918bd,n,bAllowIntermediateMouse
0x491930,n,this
0x491936,n,y
0x491937,n,x
0x491987,n,this
0x491990,n,result
0x491998,n,point
0x491999,n,this
0x4919cf,n,new_set
0x4919d1,n,new_frame
0x4919d3,n,this
0x491a74,n,void (__cdecl *)()
0x491a94,n,void (__cdecl *)()
0x491eb5,n,this
0x491f9c,n,Format
0x491f9d,n,Dest
0x491feb,n,Format
0x491fec,n,Dest
0x492045,n,this
0x49204b,n,artifact
0x492080,n,TCreatureType
0x492083,n,hero *
0x492085,n,hero *
0x492087,n,SpellID
0x4920e7,n,Format
0x4920e8,n,Dest
0x492121,n,Format
0x492122,n,Dest
0x492161,n,Format
0x492162,n,Dest
0x492176,n,this
0x492179,n,a2
0x4921d3,n,Format
0x4921d4,n,Dest
0x49221e,n,Format
0x49221f,n,Dest
0x492289,n,a2
0x49228a,n,this
0x49231f,n,Format
0x492320,n,Dest
0x4923a7,n,Format
0x4923a8,n,Dest
0x49245b,n,switch 23 cases
0x49246c,n,switch jump
0x492473,r,jumptable 0049246C case 0
0x4924ec,r,jumptable 0049246C case 1
0x492507,n,Format
0x492508,n,Dest
0x49251a,r,jumptable 0049246C case 2
0x49256c,n,Format
0x49256d,n,Dest
0x49257f,r,jumptable 0049246C case 7
0x49259b,n,distance
0x49259c,n,ranged
0x49259e,n,target
0x49259f,n,currArmy
0x4925a1,n,result
0x49260b,n,Format
0x49260c,n,Dest
0x492619,n,this
0x49261c,n,destroy
0x49267a,n,Format
0x49267b,n,Dest
0x49268d,r,"jumptable 0049246C cases 3,15"
0x492698,n,simulated
0x49269a,n,this
0x4926a3,n,simulated
0x4926a5,n,this
0x4926ac,n,distance
0x4926ad,n,ranged
0x4926af,n,enemy
0x4926b0,n,our_hits
0x4926b2,n,current_army
0x492714,n,Format
0x492715,n,Dest
0x492731,n,distance
0x492735,n,ranged
0x492737,n,target
0x492738,n,currArmy
0x492740,n,result
0x4927aa,n,Format
0x4927ab,n,Dest
0x4927b8,n,this
0x4927bb,n,destroy
0x4927cb,n,result
0x49283d,n,Format
0x49283e,n,Dest
0x49286d,n,ptr
0x49287f,r,jumptable 0049246C case 4
0x4928b3,r,jumptable 0049246C case 21
0x4928e6,r,jumptable 0049246C case 22
0x492919,r,jumptable 0049246C case 5
0x492942,n,this
0x49298d,n,Format
0x49298e,n,Dest
0x4929ac,r,jumptable 0049246C case 16
0x492a01,n,Format
0x492a02,n,Dest
0x492a14,r,jumptable 0049246C case 20
0x492a53,n,switch 122 cases
0x492a67,n,switch jump
0x492a6e,r,jumptable 00492A67 case 13
0x492a74,n,creature_spell
0x492a76,n,targetIndex
0x492a77,n,iArmyGroup
0x492a98,n,Format
0x492a99,n,Dest
0x492aab,r,jumptable 00492A67 case 37
0x492abc,n,this
0x492ae3,n,Format
0x492ae4,n,Dest
0x492af6,r,jumptable 00492A67 case 51
0x492afc,n,targetIndex
0x492afd,n,iArmyGroup
0x492b1e,n,Format
0x492b1f,n,Dest
0x492b31,r,jumptable 00492A67 case 134
0x492b43,n,this
0x492b75,n,Format
0x492b76,n,Dest
0x492bb6,n,Format
0x492bb7,n,Dest
0x492bc9,r,jumptable 00492A67 case 127
0x492bdb,n,this
0x492c03,r,jumptable 00492A67 case 123
0x492c14,n,this
0x492c44,n,Format
0x492c45,n,Dest
0x492c57,r,jumptable 00492A67 case 129
0x492c69,n,this
0x492c91,r,jumptable 00492A67 case 125
0x492ca2,n,this
0x492cd2,n,Format
0x492cd3,n,Dest
0x492ce5,r,jumptable 00492A67 case 91
0x492cf7,n,this
0x492d61,n,Format
0x492d62,n,Dest
0x492d74,r,jumptable 0049246C case 17
0x492df8,n,Format
0x492df9,n,Dest
0x492e08,r,"jumptable 0049246C default case, cases 6,8-14,18,19"
0x492e28,n,int
0x492e29,n,Dest
0x492e3b,r,"jumptable 00492A67 default case, cases 14-36,38-50,52-90,92-122,124,126,128,130-133"
0x492e41,n,new_priority
0x492e42,n,keep
0x492e44,n,this
0x492e4a,n,new_text
0x492e60,n,jump table for switch statement
0x492e94,n,indirect table for switch statement
0x492eac,n,jump table for switch statement
0x492ed4,n,indirect table for switch statement
0x492f73,n,destroy
0x492f8d,n,this
0x492fc3,n,this
0x49302a,n,int *
0x49302c,n,int
0x49302d,n,bool
0x49302f,n,bool
0x493030,n,int
0x493031,n,army *
0x493032,n,this
0x493044,n,int *
0x493046,n,int
0x493047,n,bool
0x493049,n,bool
0x49304a,n,int
0x49304b,n,army *
0x49304c,n,this
0x493057,n,high
0x493058,n,amount
0x49305c,n,result
0x49306e,n,sublen
0x49306f,n,subpos
0x493071,n,str
0x493072,n,this
0x49307a,n,this
0x493081,n,destroy
0x49308d,n,result
0x4930a7,n,high
0x4930a8,n,amount
0x4930aa,n,result
0x4930c5,n,arg
0x4930ce,n,result
0x4930e1,n,sublen
0x4930e2,n,subpos
0x4930e3,n,str
0x4930e4,n,this
0x493107,n,ptr
0x493134,n,ptr
0x493165,n,ptr
0x493174,n,destroy
0x493176,n,this
0x493187,n,sublen
0x493188,n,subpos
0x49318a,n,str
0x49318b,n,this
0x4931ac,n,ptr
0x4931e9,n,arg
0x4931ef,n,result
0x493244,n,arg
0x49324a,n,result
0x493274,n,arg
0x49327a,n,result
0x49332a,n,w
0x493334,n,h
0x493335,n,y
0x493336,n,x
0x493337,n,this
0x493390,n,iLiteralTargetIndex
0x493392,n,criteria
0x493394,n,currIndex
0x493395,n,this
0x4933d3,n,base_speed
0x4933d5,n,in_placement_phase
0x4933dd,n,this
0x4933e3,n,limit
0x4933e4,n,current_group
0x4933e5,n,thisArmy
0x493448,n,this
0x49353b,n,army *
0x49353c,n,this
0x4935c6,n,tblit
0x4935c8,n,dy
0x4935c9,n,dx
0x4935ca,n,this
0x4935d0,n,dst
0x4935d1,n,sh
0x4935d3,n,sw
0x4935d5,n,sy
0x4935d7,n,sx
0x493747,n,alpha
0x49374e,n,dpitch
0x493752,n,dH
0x493759,n,dW
0x49375f,n,dY
0x493760,n,dX
0x493762,n,dst
0x493764,n,sH
0x493768,n,sW
0x493769,n,this
0x493772,n,sY
0x493773,n,sX
0x49379e,n,sy
0x4937a7,n,sx
0x4937a9,n,mask
0x4937aa,n,this
0x4937b0,n,h
0x4937b2,n,w
0x4937b4,n,y
0x4937b5,n,x
0x493810,n,this
0x493816,n,tblit
0x493818,n,dy
0x49381f,n,dx
0x493823,n,dst
0x493827,n,sh
0x493828,n,sw
0x493829,n,sy
0x49382b,n,sx
0x49388e,n,destBmap
0x493894,n,resName
0x4938b9,n,name
0x4938d3,n,tblit
0x4938d5,n,dy
0x4938d9,n,dx
0x4938dd,n,dst
0x4938de,n,sh
0x4938df,n,sw
0x4938e0,n,sy
0x4938e2,n,sx
0x4938e4,n,this
0x493927,n,this
0x493938,n,tblit
0x49393a,n,dy
0x493941,n,dx
0x493945,n,dst
0x493949,n,sh
0x49394a,n,sw
0x49394b,n,sy
0x49394d,n,sx
0x49396b,n,this
0x49397c,n,tblit
0x49397e,n,dy
0x493985,n,dx
0x493989,n,dst
0x49398d,n,sh
0x49398e,n,sw
0x49398f,n,sy
0x493991,n,sx
0x49399e,n,alpha
0x4939a6,n,dpitch
0x4939aa,n,dH
0x4939ae,n,dW
0x4939af,n,this
0x4939b5,n,dY
0x4939b7,n,dX
0x4939b9,n,dst
0x4939ba,n,sH
0x4939bf,n,sW
0x4939c4,n,sY
0x4939c6,n,sX
0x4939cd,n,bSetupGrid
0x4939cf,n,bPostGridIsClean
0x4939d1,n,this
0x4939dd,n,alpha
0x4939e8,n,dpitch
0x4939ec,n,dH
0x4939f0,n,dW
0x4939f1,n,this
0x4939f7,n,dY
0x4939f9,n,dX
0x4939fb,n,dst
0x4939fc,n,sH
0x493a01,n,sW
0x493a06,n,sY
0x493a08,n,sX
0x493a42,n,void (__cdecl *)()
0x493a72,n,this
0x493b02,n,alpha
0x493b0a,n,dpitch
0x493b0e,n,dH
0x493b15,n,dW
0x493b16,n,dY
0x493b1b,n,dX
0x493b1c,n,dst
0x493b21,n,sH
0x493b22,n,sW
0x493b27,n,sY
0x493b2c,n,sX
0x493b2d,n,this
0x493bd6,n,alpha
0x493bdb,n,dpitch
0x493bdf,n,dH
0x493be3,n,dW
0x493bea,n,dY
0x493bef,n,dX
0x493bf0,n,dst
0x493bf7,n,sH
0x493bf8,n,sW
0x493bfa,n,sY
0x493bff,n,this
0x493c05,n,sX
0x493c37,n,sy
0x493c39,n,sx
0x493c42,n,mask
0x493c45,n,this
0x493c4e,n,h
0x493c50,n,w
0x493c65,n,y
0x493c66,n,x
0x493de5,n,alpha
0x493def,n,dpitch
0x493df3,n,dH
0x493dfa,n,dW
0x493dfe,n,dY
0x493dff,n,dX
0x493e00,n,dst
0x493e09,n,sH
0x493e10,n,sW
0x493e11,n,sY
0x493e12,n,this
0x493e18,n,sX
0x493e1e,n,bDoDelayTil
0x493e20,n,bRefreshBackground
0x493e22,n,iDelay
0x493e24,n,bLimitDraw
0x493e26,n,bLimitCreatureEffect
0x493e28,n,update
0x493e2a,n,this
0x493e3c,n,w
0x493e43,n,h
0x493e44,n,y
0x493e45,n,x
0x493e46,n,this
0x493ed1,n,value
0x493ed2,n,count
0x493ed4,n,pos
0x493ed5,n,this
0x493ef5,n,ptr
0x493f77,n,this
0x493f7a,n,a4
0x493f7b,n,count
0x493f7d,n,pos
0x493f8e,n,bool
0x493f8f,n,hexes
0x493f90,n,iNewMouseGridIndex
0x493f91,n,this
0x493f9b,n,ptr
0x493ff2,n,a14
0x493ff8,n,a14
0x493ffb,n,this
0x494049,n,alpha
0x49405c,n,dpitch
0x494060,n,dH
0x494067,n,dW
0x494068,n,dY
0x494069,n,dX
0x49406a,n,dst
0x494073,n,sH
0x494074,n,sW
0x494075,n,this
0x49407b,n,sY
0x49407c,n,sX
0x4940bb,n,alpha
0x4940c6,n,dpitch
0x4940ca,n,dH
0x4940ce,n,dW
0x4940cf,n,this
0x4940d5,n,dY
0x4940d7,n,dX
0x4940d9,n,dst
0x4940da,n,sH
0x4940df,n,sW
0x4940e4,n,sY
0x4940e6,n,sX
0x494100,n,alpha
0x49410a,n,dpitch
0x49410e,n,dH
0x494115,n,dW
0x494116,n,dY
0x494117,n,dX
0x494118,n,dst
0x494124,n,sH
0x49412e,n,sW
0x49412f,n,sY
0x494130,n,this
0x494136,n,sX
0x49413e,n,this
0x4941f8,n,a14
0x4941fe,n,y
0x4941ff,n,x
0x494209,n,frame
0x49420a,n,sprite
0x49420b,n,this
0x494264,n,y
0x494265,n,this
0x494270,n,x
0x494271,n,image
0x494293,n,isFlipped
0x494295,n,pLimitData
0x494296,n,y
0x494298,n,x
0x49429a,n,frame
0x49429b,n,sequence
0x49429d,n,sprite
0x49429e,n,this
0x4942b7,n,isFlipped
0x4942b9,n,pLimitData
0x4942c0,n,y
0x4942c2,n,x
0x4942c4,n,frame
0x4942c5,n,sequence
0x4942c6,n,sprite
0x4942c7,n,this
0x4942ea,n,isFlipped
0x4942ec,n,pLimitData
0x4942ed,n,y
0x4942ef,n,x
0x4942f4,n,frame
0x4942f5,n,sequence
0x4942f7,n,sprite
0x4942f8,n,this
0x494311,n,isFlipped
0x494313,n,pLimitData
0x49431a,n,y
0x49431c,n,x
0x494321,n,frame
0x494322,n,sequence
0x494323,n,sprite
0x494324,n,this
0x494335,n,d_x
0x494337,n,hex_index
0x49433c,n,this
0x49438b,n,y
0x49438c,n,x
0x49438d,n,image
0x49438e,n,this
0x494428,n,d_x
0x494429,n,hex_index
0x49442a,n,this
0x494462,n,bNumBoxOnly
0x494464,n,y
0x494465,n,x
0x494466,n,this
0x49451d,n,a14
0x494523,n,y
0x494524,n,x
0x49452e,n,frame
0x49452f,n,sprite
0x494530,n,this
0x49454e,n,bNumBoxOnly
0x494550,n,iDrawPriority
0x494551,n,index
0x494552,n,this
0x4945d8,n,y
0x4945d9,n,x
0x4945da,n,image
0x4945db,n,this
0x4945fe,n,d_x
0x494600,n,hex_index
0x494605,n,this
0x494616,n,d_x
0x494618,n,hex_index
0x49461d,n,this
0x494648,n,time
0x4946a5,n,this
0x4946d6,n,w
0x4946e0,n,h
0x4946e1,n,y
0x4946e2,n,x
0x4946e3,n,this
0x49475e,n,w
0x494768,n,h
0x494769,n,y
0x49476a,n,x
0x49476b,n,this
0x4948c4,n,dy
0x4948c8,n,dx
0x4948ce,n,this
0x4948d6,n,h
0x4948d7,n,w
0x4948d8,n,y
0x4948da,n,x
0x4948de,n,image
0x49490a,n,dy
0x49490b,n,dx
0x494912,n,h
0x494913,n,w
0x494914,n,y
0x494916,n,x
0x494918,n,image
0x494919,n,this
0x494a62,n,test
0x494a6b,n,isFlipped
0x494a6f,n,pLimitData
0x494a71,n,y
0x494a72,n,x
0x494a79,n,frame
0x494a7a,n,sequence
0x494a7b,n,sprite
0x494a7c,n,this
0x494a8d,n,dy
0x494a91,n,dx
0x494a95,n,h
0x494a96,n,w
0x494a97,n,y
0x494a99,n,x
0x494a9b,n,image
0x494a9c,n,this
0x494b05,n,this
0x494b44,n,bNumBoxOnly
0x494b45,n,y
0x494b46,n,x
0x494b47,n,this
0x494b4e,n,this
0x494ba0,n,index
0x494be3,n,this
0x494be6,n,index
0x494bf3,n,bNumBoxOnly
0x494bf5,n,y
0x494bf6,n,x
0x494bf7,n,this
0x494c42,n,bool
0x494c4b,n,int
0x494c4f,n,SLimitData *
0x494c50,n,int
0x494c54,n,int
0x494c55,n,int
0x494c56,n,int
0x494c57,n,CSprite *
0x494c58,n,this
0x494ce0,n,outcolor
0x494ce4,n,hflip
0x494ce8,n,dpitch
0x494cec,n,dh
0x494cf0,n,dw
0x494cf4,n,dy
0x494cfb,n,dx
0x494cff,n,dst
0x494d03,n,sh
0x494d08,n,sw
0x494d09,n,sy
0x494d0b,n,sx
0x494d0d,n,framenum
0x494d0e,n,seqnum
0x494d0f,n,this
0x494d62,n,SaveBiggestExtent
0x494d6b,n,isFlipped
0x494d6f,n,pLimitData
0x494d70,n,y
0x494d74,n,x
0x494d75,n,frame
0x494d76,n,sequence
0x494d77,n,sprite
0x494d78,n,this
0x494de7,n,outcolor
0x494deb,n,hflip
0x494df2,n,dpitch
0x494df6,n,dh
0x494dfa,n,dw
0x494dfe,n,dy
0x494e05,n,dx
0x494e09,n,dst
0x494e0d,n,sh
0x494e11,n,sw
0x494e12,n,sy
0x494e14,n,sx
0x494e16,n,framenum
0x494e17,n,seqnum
0x494e18,n,this
0x494e62,n,bool
0x494e6b,n,int
0x494e6f,n,SLimitData *
0x494e70,n,int
0x494e74,n,int
0x494e75,n,int
0x494e76,n,int
0x494e77,n,CSprite *
0x494e78,n,this
0x494ee4,n,outcolor
0x494ee6,n,hflip
0x494ef0,n,dpitch
0x494ef7,n,dh
0x494efb,n,dw
0x494eff,n,dy
0x494f03,n,dx
0x494f07,n,dst
0x494f0b,n,sh
0x494f0f,n,sw
0x494f10,n,sy
0x494f12,n,sx
0x494f14,n,framenum
0x494f15,n,seqnum
0x494f16,n,this
0x494f39,n,this
0x495035,n,alpha
0x49503c,n,hflip
0x495043,n,dpitch
0x495047,n,dh
0x49504e,n,dw
0x49504f,n,dy
0x495050,n,dx
0x495051,n,dst
0x495055,n,sh
0x495059,n,sw
0x49505a,n,sy
0x49505c,n,sx
0x49505e,n,framenum
0x49505f,n,seqnum
0x495089,n,this
0x495185,n,tblit
0x495187,n,hflip
0x495191,n,dpitch
0x495195,n,dh
0x49519c,n,dw
0x49519d,n,dy
0x49519e,n,dx
0x49519f,n,dst
0x4951a3,n,sh
0x4951a7,n,sw
0x4951a8,n,sy
0x4951aa,n,sx
0x4951ac,n,framenum
0x4951ad,n,seqnum
0x4951d9,n,this
0x4951e3,n,int
0x4951e8,n,int
0x4951ed,n,bool
0x4951fa,n,this
0x495204,n,int
0x495209,n,int
0x49520e,n,bool
0x49521b,n,this
0x495225,n,int
0x49522a,n,int
0x49522f,n,bool
0x49523c,n,this
0x495249,n,int
0x49524e,n,int
0x495253,n,bool
0x495260,n,this
0x49526d,n,int
0x495272,n,int
0x495277,n,bool
0x495285,n,this
0x495292,n,int
0x495297,n,int
0x49529c,n,bool
0x4952bb,n,a14
0x495304,n,a14
0x49530a,n,y
0x49530b,n,x
0x495315,n,frame
0x495316,n,sprite
0x495427,n,tblit
0x495429,n,dy
0x49542a,n,dx
0x495433,n,dst
0x495438,n,sh
0x49543c,n,sw
0x49543d,n,sy
0x49543e,n,this
0x495441,n,sx
0x495469,n,this
0x495562,n,tblit
0x495566,n,dy
0x49556a,n,dx
0x49556c,n,dst
0x49556d,n,sh
0x495571,n,sw
0x495572,n,sy
0x495574,n,sx
0x4957a3,n,bNumBoxOnly
0x4957dc,n,y
0x4957dd,n,x
0x4957de,n,this
0x49584f,n,SaveBiggestExtent
0x495857,n,isFlipped
0x49585b,n,pLimitData
0x495861,n,y
0x495863,n,x
0x495867,n,frame
0x495868,n,sequence
0x495869,n,sprite
0x49586a,n,this
0x495879,n,SaveBiggestExtent
0x49587f,n,isFlipped
0x495887,n,pLimitData
0x49588e,n,y
0x495890,n,x
0x495891,n,frame
0x495892,n,sequence
0x495894,n,sprite
0x495895,n,this
0x49591c,n,SaveBiggestExtent
0x49591e,n,isFlipped
0x495923,n,pLimitData
0x49595a,n,this
0x49595c,n,y
0x49595d,n,x
0x495968,n,frame
0x495969,n,sequence
0x49596b,n,sprite
0x495a2f,n,test
0x495a31,n,isFlipped
0x495a3b,n,pLimitData
0x495a3d,n,y
0x495a41,n,x
0x495a45,n,frame
0x495a46,n,sequence
0x495a47,n,sprite
0x495a48,n,this
0x495c56,n,a3
0x495c59,n,a3
0x495c5a,n,a3
0x495e47,n,a2
0x495e4d,n,this
0x495e4f,n,arg
0x495e7f,n,a2
0x495e85,n,this
0x495e87,n,arg
0x495ee2,n,a2
0x495f26,n,this
0x495f28,n,arg
0x495f3e,n,a2
0x495f82,n,this
0x495f84,n,arg
0x496014,n,this
0x49601a,n,cur_player
0x4960c1,n,this
0x4960c7,n,cur_player
0x49615f,n,this
0x496354,n,step
0x496357,n,end
0x49635f,n,this
0x496365,n,begin
0x49636c,n,this
0x496372,n,step
0x496374,n,end
0x496376,n,begin
0x49637d,n,bDoDelayTil
0x49637f,n,bRefreshBackground
0x496381,n,iDelay
0x496383,n,bLimitDraw
0x496385,n,bLimitCreatureEffect
0x496387,n,update
0x496389,n,this
0x496419,n,effect
0x49641a,n,this
0x4964b2,n,bDoDelayTil
0x4964b4,n,bRefreshBackground
0x4964b6,n,iDelay
0x4964b8,n,bLimitDraw
0x4964ba,n,bLimitCreatureEffect
0x4964bc,n,update
0x4964be,n,this
0x4964fd,n,bDoDelayTil
0x4964ff,n,bRefreshBackground
0x496501,n,iDelay
0x496503,n,bLimitDraw
0x496505,n,bLimitCreatureEffect
0x496507,n,update
0x496509,n,this
0x49654a,n,bDoDelayTil
0x49654c,n,bRefreshBackground
0x49654e,n,iDelay
0x49654f,n,bLimitDraw
0x496551,n,bLimitCreatureEffect
0x496553,n,update
0x496555,n,this
0x496568,n,bDoDelayTil
0x49656a,n,bRefreshBackground
0x49656c,n,iDelay
0x49656d,n,bLimitDraw
0x496573,n,bLimitCreatureEffect
0x496575,n,update
0x496577,n,this
0x4965ec,n,effect
0x4965ed,n,this
0x496709,n,bDoDelayTil
0x49670b,n,bRefreshBackground
0x49670d,n,iDelay
0x49670e,n,bLimitDraw
