# every stored comment (HD-pressing addresses); kind r=repeatable, n=normal.
hd_va,kind,text
0x5cc570,n,frame
0x5cc57a,n,id
0x5cc586,n,h
0x5cc588,n,w
0x5cc58d,n,y
0x5cc592,n,x
0x5cc593,n,this
0x5cc5ec,n,allocation_size
0x5cc63a,n,ptr
0x5cc6f1,n,allocation_size
0x5cc710,n,style
0x5cc712,n,back_color
0x5cc714,n,flipped
0x5cc716,n,sequence
0x5cc718,n,frame
0x5cc725,n,id
0x5cc731,n,h
0x5cc736,n,w
0x5cc738,n,y
0x5cc73d,n,this
0x5cc745,n,x
0x5cc79d,n,allocation_size
0x5cc7eb,n,ptr
0x5cc8c2,r,jumptable 005CA90B case 8
0x5cc8d7,n,style
0x5cc8e1,n,id
0x5cc8e3,n,h
0x5cc8e8,n,w
0x5cc8ed,n,y
0x5cc8ef,n,x
0x5cc8f1,n,this
0x5cc91b,n,allocation_size
0x5cc937,n,style
0x5cc939,n,back_color
0x5cc93b,n,flipped
0x5cc93d,n,sequence
0x5cc93f,n,frame
0x5cc94c,n,id
0x5cc958,n,h
0x5cc95d,n,w
0x5cc962,n,y
0x5cc968,n,x
0x5cc969,n,this
0x5cc98c,n,allocation_size
0x5cc9a8,n,int
0x5cc9aa,n,back_color
0x5cc9ac,n,justify
0x5cc9b9,n,textWidgetId
0x5cc9ba,n,color
0x5cc9c1,n,textString
0x5cc9c3,n,textWidgetHeight
0x5cc9c8,n,textWidgetWidth
0x5cc9cd,n,textWidgetY
0x5cc9d2,n,this
0x5cc9d5,n,textWidgetX
0x5cc9f7,n,allocation_size
0x5cca13,n,style
0x5cca15,n,back_color
0x5cca17,n,flipped
0x5cca19,n,sequence
0x5cca1b,n,frame
0x5cca25,n,id
0x5cca31,n,h
0x5cca33,n,w
0x5cca38,n,y
0x5cca3d,n,x
0x5cca3e,n,this
0x5cca61,n,allocation_size
0x5cca7d,n,style
0x5cca7f,n,back_color
0x5cca81,n,flipped
0x5cca83,n,sequence
0x5cca85,n,frame
0x5cca92,n,id
0x5cca9e,n,h
0x5ccaa3,n,w
0x5ccaa5,n,y
0x5ccab0,n,x
0x5ccab1,n,this
0x5ccae1,r,jumptable 005CA90B default case
0x5ccaf6,n,style
0x5ccb00,n,id
0x5ccb05,n,h
0x5ccb07,n,w
0x5ccb0c,n,y
0x5ccb11,n,x
0x5ccb13,n,this
0x5ccb30,n,allocation_size
0x5ccb45,n,int
0x5ccb47,n,back_color
0x5ccb49,n,justify
0x5ccb4b,n,textWidgetId
0x5ccb50,n,color
0x5ccb57,n,textString
0x5ccb59,n,textWidgetHeight
0x5ccb5b,n,textWidgetWidth
0x5ccb60,n,textWidgetY
0x5ccb65,n,textWidgetX
0x5ccb67,n,this
0x5ccb84,n,allocation_size
0x5ccba1,n,int
0x5ccba3,n,back_color
0x5ccba5,n,justify
0x5ccba7,n,textWidgetId
0x5ccbac,n,color
0x5ccbbd,n,textString
0x5ccbbe,n,textWidgetHeight
0x5ccbc0,n,textWidgetWidth
0x5ccbc5,n,textWidgetY
0x5ccbc7,n,textWidgetX
0x5ccbc9,n,this
0x5ccbe6,n,allocation_size
0x5ccbfb,n,style
0x5ccbfd,n,hotkey
0x5ccbff,n,end
0x5ccc01,n,selected
0x5ccc03,n,normal
0x5ccc0a,n,id
0x5ccc0f,n,h
0x5ccc11,n,w
0x5ccc13,n,y
0x5ccc18,n,x
0x5ccc1d,n,this
0x5ccc62,n,newPriority
0x5ccc64,n,newWidget
0x5ccc65,n,this
0x5cccac,n,jump table for switch statement
0x5cccf1,n,ptr
0x5ccd5d,n,this
0x5ccd9c,n,focusable
0x5ccd9d,n,bool
0x5ccd9e,n,winType
0x5ccda0,n,winHeight
0x5ccda5,n,winWidth
0x5ccdac,n,winY
0x5ccdae,n,winX
0x5ccde1,n,allocation_size
0x5cce28,n,ptr
0x5cce5e,n,allocation_size
0x5cce73,n,style
0x5cce7d,n,id
0x5cce7f,n,h
0x5cce84,n,w
0x5cce89,n,y
0x5cce8b,n,x
0x5cce8d,n,this
0x5ccea1,n,value
0x5ccea2,n,count
0x5ccea4,n,pos
0x5ccea5,n,this
0x5cceb0,n,allocation_size
0x5ccecb,n,style
0x5ccede,n,image
0x5ccedf,n,id
0x5ccee1,n,h
0x5ccee6,n,w
0x5cceeb,n,y
0x5cceed,n,x
0x5ccef2,n,this
0x5ccf06,n,value
0x5ccf07,n,count
0x5ccf09,n,pos
0x5ccf0a,n,this
0x5ccf15,n,allocation_size
0x5ccf2a,n,style
0x5ccf2c,n,back_color
0x5ccf2e,n,flipped
0x5ccf30,n,sequence
0x5ccf32,n,frame
0x5ccf39,n,id
0x5ccf3b,n,h
0x5ccf3d,n,w
0x5ccf3f,n,y
0x5ccf44,n,x
0x5ccf49,n,this
0x5ccf5d,n,value
0x5ccf5e,n,count
0x5ccf60,n,pos
0x5ccf61,n,this
0x5ccf6c,n,allocation_size
0x5ccf81,n,style
0x5ccf83,n,back_color
0x5ccf85,n,flipped
0x5ccf87,n,sequence
0x5ccf89,n,frame
0x5ccf90,n,id
0x5ccf92,n,h
0x5ccf94,n,w
0x5ccf96,n,y
0x5ccf9b,n,x
0x5ccfa0,n,this
0x5ccfb4,n,value
0x5ccfb5,n,count
0x5ccfb7,n,pos
0x5ccfb8,n,this
0x5ccfc3,n,allocation_size
0x5ccfd8,n,style
0x5ccfda,n,back_color
0x5ccfdc,n,flipped
0x5ccfde,n,sequence
0x5ccfe0,n,frame
0x5ccfe7,n,id
0x5ccfe9,n,h
0x5ccfeb,n,w
0x5ccfed,n,y
0x5ccff2,n,x
0x5ccff7,n,this
0x5cd00b,n,value
0x5cd00c,n,count
0x5cd00e,n,pos
0x5cd00f,n,this
0x5cd01a,n,allocation_size
0x5cd02f,n,style
0x5cd031,n,back_color
0x5cd033,n,flipped
0x5cd035,n,sequence
0x5cd037,n,frame
0x5cd03e,n,id
0x5cd040,n,h
0x5cd042,n,w
0x5cd044,n,y
0x5cd049,n,x
0x5cd04e,n,this
0x5cd062,n,value
0x5cd063,n,count
0x5cd065,n,pos
0x5cd066,n,this
0x5cd071,n,allocation_size
0x5cd086,n,style
0x5cd088,n,back_color
0x5cd08a,n,flipped
0x5cd08c,n,sequence
0x5cd08e,n,frame
0x5cd095,n,id
0x5cd097,n,h
0x5cd099,n,w
0x5cd09b,n,y
0x5cd0a0,n,x
0x5cd0a5,n,this
0x5cd0b9,n,value
0x5cd0ba,n,count
0x5cd0bc,n,pos
0x5cd0bd,n,this
0x5cd0c8,n,allocation_size
0x5cd0dd,n,style
0x5cd0df,n,back_color
0x5cd0e1,n,flipped
0x5cd0e3,n,sequence
0x5cd0e5,n,frame
0x5cd0ec,n,id
0x5cd0ee,n,h
0x5cd0f0,n,w
0x5cd0f2,n,y
0x5cd0f7,n,x
0x5cd0fc,n,this
0x5cd110,n,value
0x5cd111,n,count
0x5cd113,n,pos
0x5cd114,n,this
0x5cd11f,n,allocation_size
0x5cd134,n,style
0x5cd136,n,back_color
0x5cd138,n,flipped
0x5cd13a,n,sequence
0x5cd13c,n,frame
0x5cd143,n,id
0x5cd145,n,h
0x5cd147,n,w
0x5cd149,n,y
0x5cd14b,n,x
0x5cd14d,n,this
0x5cd161,n,value
0x5cd162,n,count
0x5cd164,n,pos
0x5cd165,n,this
0x5cd170,n,allocation_size
0x5cd185,n,style
0x5cd187,n,back_color
0x5cd189,n,flipped
0x5cd18b,n,sequence
0x5cd18d,n,frame
0x5cd194,n,id
0x5cd196,n,h
0x5cd198,n,w
0x5cd19a,n,y
0x5cd19f,n,x
0x5cd1a1,n,this
0x5cd1b5,n,value
0x5cd1b6,n,count
0x5cd1b8,n,pos
0x5cd1b9,n,this
0x5cd1c4,n,allocation_size
0x5cd1d9,n,style
0x5cd1db,n,back_color
0x5cd1dd,n,flipped
0x5cd1df,n,sequence
0x5cd1e1,n,frame
0x5cd1e8,n,id
0x5cd1ea,n,h
0x5cd1ec,n,w
0x5cd1ee,n,y
0x5cd1f3,n,x
0x5cd1f5,n,this
0x5cd209,n,value
0x5cd20a,n,count
0x5cd20c,n,pos
0x5cd20d,n,this
0x5cd218,n,allocation_size
0x5cd22d,n,style
0x5cd22f,n,back_color
0x5cd231,n,flipped
0x5cd233,n,sequence
0x5cd235,n,frame
0x5cd23c,n,id
0x5cd23e,n,h
0x5cd240,n,w
0x5cd242,n,y
0x5cd247,n,x
0x5cd249,n,this
0x5cd25d,n,value
0x5cd25e,n,count
0x5cd260,n,pos
0x5cd261,n,this
0x5cd26c,n,allocation_size
0x5cd281,n,style
0x5cd283,n,back_color
0x5cd285,n,flipped
0x5cd287,n,sequence
0x5cd289,n,frame
0x5cd290,n,id
0x5cd292,n,h
0x5cd294,n,w
0x5cd296,n,y
0x5cd29b,n,x
0x5cd29d,n,this
0x5cd2b1,n,value
0x5cd2b2,n,count
0x5cd2b4,n,pos
0x5cd2b5,n,this
0x5cd2c0,n,allocation_size
0x5cd2d5,n,style
0x5cd2d7,n,back_color
0x5cd2d9,n,flipped
0x5cd2db,n,sequence
0x5cd2dd,n,frame
0x5cd2e4,n,id
0x5cd2e6,n,h
0x5cd2e8,n,w
0x5cd2ea,n,y
0x5cd2ec,n,x
0x5cd2f1,n,this
0x5cd305,n,value
0x5cd306,n,count
0x5cd308,n,pos
0x5cd309,n,this
0x5cd314,n,allocation_size
0x5cd329,n,style
0x5cd32b,n,back_color
0x5cd32d,n,flipped
0x5cd32f,n,sequence
0x5cd331,n,frame
0x5cd338,n,id
0x5cd33a,n,h
0x5cd33c,n,w
0x5cd33e,n,y
0x5cd340,n,x
0x5cd345,n,this
0x5cd359,n,value
0x5cd35a,n,count
0x5cd35c,n,pos
0x5cd35d,n,this
0x5cd368,n,allocation_size
0x5cd37d,n,style
0x5cd37f,n,back_color
0x5cd381,n,flipped
0x5cd383,n,sequence
0x5cd385,n,frame
0x5cd38c,n,id
0x5cd38e,n,h
0x5cd390,n,w
0x5cd392,n,y
0x5cd397,n,x
0x5cd39c,n,this
0x5cd3b0,n,value
0x5cd3b1,n,count
0x5cd3b3,n,pos
0x5cd3b4,n,this
0x5cd3bf,n,allocation_size
0x5cd3d4,n,style
0x5cd3d6,n,back_color
0x5cd3d8,n,flipped
0x5cd3da,n,sequence
0x5cd3dc,n,frame
0x5cd3e3,n,id
0x5cd3e5,n,h
0x5cd3e7,n,w
0x5cd3e9,n,y
0x5cd3ee,n,x
0x5cd3f3,n,this
0x5cd407,n,value
0x5cd408,n,count
0x5cd40a,n,pos
0x5cd40b,n,this
0x5cd416,n,allocation_size
0x5cd42b,n,style
0x5cd42d,n,back_color
0x5cd42f,n,flipped
0x5cd431,n,sequence
0x5cd433,n,frame
0x5cd43a,n,id
0x5cd43c,n,h
0x5cd43e,n,w
0x5cd440,n,y
0x5cd442,n,x
0x5cd447,n,this
0x5cd45b,n,value
0x5cd45c,n,count
0x5cd45e,n,pos
0x5cd45f,n,this
0x5cd46a,n,allocation_size
0x5cd47f,n,style
0x5cd481,n,back_color
0x5cd483,n,flipped
0x5cd485,n,sequence
0x5cd487,n,frame
0x5cd48e,n,id
0x5cd490,n,h
0x5cd492,n,w
0x5cd494,n,y
0x5cd499,n,x
0x5cd49e,n,this
0x5cd4b2,n,value
0x5cd4b3,n,count
0x5cd4b5,n,pos
0x5cd4b6,n,this
0x5cd4c1,n,allocation_size
0x5cd4d6,n,style
0x5cd4d8,n,back_color
0x5cd4da,n,flipped
0x5cd4dc,n,sequence
0x5cd4de,n,frame
0x5cd4e5,n,id
0x5cd4e7,n,h
0x5cd4e9,n,w
0x5cd4eb,n,y
0x5cd4f0,n,x
0x5cd4f5,n,this
0x5cd509,n,value
0x5cd50a,n,count
0x5cd50c,n,pos
0x5cd50d,n,this
0x5cd518,n,allocation_size
0x5cd52d,n,style
0x5cd52f,n,back_color
0x5cd531,n,flipped
0x5cd533,n,sequence
0x5cd535,n,frame
0x5cd53c,n,id
0x5cd53e,n,h
0x5cd540,n,w
0x5cd542,n,y
0x5cd547,n,x
0x5cd54c,n,this
0x5cd560,n,value
0x5cd561,n,count
0x5cd563,n,pos
0x5cd564,n,this
0x5cd56f,n,allocation_size
0x5cd584,n,style
0x5cd586,n,back_color
0x5cd588,n,flipped
0x5cd58a,n,sequence
0x5cd58c,n,frame
0x5cd593,n,id
0x5cd595,n,h
0x5cd597,n,w
0x5cd599,n,y
0x5cd59e,n,x
0x5cd5a3,n,this
0x5cd5b7,n,value
0x5cd5b8,n,count
0x5cd5ba,n,pos
0x5cd5bb,n,this
0x5cd5c6,n,allocation_size
0x5cd5db,n,style
0x5cd5dd,n,back_color
0x5cd5df,n,flipped
0x5cd5e1,n,sequence
0x5cd5e3,n,frame
0x5cd5ea,n,id
0x5cd5ec,n,h
0x5cd5ee,n,w
0x5cd5f0,n,y
0x5cd5f5,n,x
0x5cd5fa,n,this
0x5cd60e,n,value
0x5cd60f,n,count
0x5cd611,n,pos
0x5cd612,n,this
0x5cd61d,n,allocation_size
0x5cd632,n,style
0x5cd634,n,back_color
0x5cd636,n,flipped
0x5cd638,n,sequence
0x5cd63a,n,frame
0x5cd641,n,id
0x5cd643,n,h
0x5cd645,n,w
0x5cd647,n,y
0x5cd64c,n,x
0x5cd651,n,this
0x5cd665,n,value
0x5cd666,n,count
0x5cd668,n,pos
0x5cd669,n,this
0x5cd674,n,allocation_size
0x5cd689,n,style
0x5cd68b,n,back_color
0x5cd68d,n,flipped
0x5cd68f,n,sequence
0x5cd691,n,frame
0x5cd698,n,id
0x5cd69a,n,h
0x5cd69c,n,w
0x5cd69e,n,y
0x5cd6a3,n,x
0x5cd6a8,n,this
0x5cd6bc,n,value
0x5cd6bd,n,count
0x5cd6bf,n,pos
0x5cd6c0,n,this
0x5cd6cb,n,allocation_size
0x5cd6e0,n,style
0x5cd6e2,n,back_color
0x5cd6e4,n,flipped
0x5cd6e6,n,sequence
0x5cd6e8,n,frame
0x5cd6ef,n,id
0x5cd6f1,n,h
0x5cd6f3,n,w
0x5cd6f5,n,y
0x5cd6fa,n,x
0x5cd6ff,n,this
0x5cd713,n,value
0x5cd714,n,count
0x5cd716,n,pos
0x5cd717,n,this
0x5cd722,n,allocation_size
0x5cd737,n,style
0x5cd739,n,back_color
0x5cd73b,n,flipped
0x5cd73d,n,sequence
0x5cd73f,n,frame
0x5cd746,n,id
0x5cd748,n,h
0x5cd74a,n,w
0x5cd74c,n,y
0x5cd751,n,x
0x5cd756,n,this
0x5cd76a,n,value
0x5cd76b,n,count
0x5cd76d,n,pos
0x5cd76e,n,this
0x5cd779,n,allocation_size
0x5cd78e,n,style
0x5cd790,n,back_color
0x5cd792,n,flipped
0x5cd794,n,sequence
0x5cd796,n,frame
0x5cd79d,n,id
0x5cd79f,n,h
0x5cd7a1,n,w
0x5cd7a3,n,y
0x5cd7a8,n,x
0x5cd7ad,n,this
0x5cd7c1,n,value
0x5cd7c2,n,count
0x5cd7c4,n,pos
0x5cd7c5,n,this
0x5cd7d0,n,allocation_size
0x5cd7e5,n,style
0x5cd7e7,n,back_color
0x5cd7e9,n,flipped
0x5cd7eb,n,sequence
0x5cd7ed,n,frame
0x5cd7f4,n,id
0x5cd7f6,n,h
0x5cd7f8,n,w
0x5cd7fa,n,y
0x5cd7fc,n,x
0x5cd7fe,n,this
0x5cd812,n,value
0x5cd813,n,count
0x5cd815,n,pos
0x5cd816,n,this
0x5cd821,n,allocation_size
0x5cd836,n,style
0x5cd838,n,back_color
0x5cd83a,n,flipped
0x5cd83c,n,sequence
0x5cd83e,n,frame
0x5cd845,n,id
0x5cd847,n,h
0x5cd849,n,w
0x5cd84b,n,y
0x5cd850,n,x
0x5cd852,n,this
0x5cd866,n,value
0x5cd867,n,count
0x5cd869,n,pos
0x5cd86a,n,this
0x5cd875,n,allocation_size
0x5cd88a,n,style
0x5cd88c,n,back_color
0x5cd88e,n,flipped
0x5cd890,n,sequence
0x5cd892,n,frame
0x5cd899,n,id
0x5cd89b,n,h
0x5cd89d,n,w
0x5cd89f,n,y
0x5cd8a4,n,x
0x5cd8a6,n,this
0x5cd8ba,n,value
0x5cd8bb,n,count
0x5cd8bd,n,pos
0x5cd8be,n,this
0x5cd8c9,n,allocation_size
0x5cd8de,n,style
0x5cd8e0,n,back_color
0x5cd8e2,n,flipped
0x5cd8e4,n,sequence
0x5cd8e6,n,frame
0x5cd8ed,n,id
0x5cd8ef,n,h
0x5cd8f1,n,w
0x5cd8f3,n,y
0x5cd8f8,n,x
0x5cd8fa,n,this
0x5cd90e,n,value
0x5cd90f,n,count
0x5cd911,n,pos
0x5cd912,n,this
0x5cd91d,n,allocation_size
0x5cd932,n,style
0x5cd934,n,back_color
0x5cd936,n,flipped
0x5cd938,n,sequence
0x5cd93a,n,frame
0x5cd941,n,id
0x5cd943,n,h
0x5cd945,n,w
0x5cd947,n,y
0x5cd94c,n,x
0x5cd94e,n,this
0x5cd962,n,value
0x5cd963,n,count
0x5cd965,n,pos
0x5cd966,n,this
0x5cd971,n,allocation_size
0x5cd986,n,style
0x5cd988,n,back_color
0x5cd98a,n,flipped
0x5cd98c,n,sequence
0x5cd98e,n,frame
0x5cd995,n,id
0x5cd997,n,h
0x5cd999,n,w
0x5cd99b,n,y
0x5cd99d,n,x
0x5cd9a2,n,this
0x5cd9b6,n,value
0x5cd9b7,n,count
0x5cd9b9,n,pos
0x5cd9ba,n,this
0x5cd9c5,n,allocation_size
0x5cd9da,n,style
0x5cd9dc,n,back_color
0x5cd9de,n,flipped
0x5cd9e0,n,sequence
0x5cd9e2,n,frame
0x5cd9e9,n,id
0x5cd9eb,n,h
0x5cd9ed,n,w
0x5cd9ef,n,y
0x5cd9f1,n,x
0x5cd9f6,n,this
0x5cda0a,n,value
0x5cda0b,n,count
0x5cda0d,n,pos
0x5cda0e,n,this
0x5cda19,n,allocation_size
0x5cda2e,n,style
0x5cda30,n,back_color
0x5cda32,n,flipped
0x5cda34,n,sequence
0x5cda36,n,frame
0x5cda3d,n,id
0x5cda3f,n,h
0x5cda41,n,w
0x5cda43,n,y
0x5cda48,n,x
0x5cda4d,n,this
0x5cda61,n,value
0x5cda62,n,count
0x5cda64,n,pos
0x5cda65,n,this
0x5cda70,n,allocation_size
0x5cda85,n,style
0x5cda87,n,back_color
0x5cda89,n,flipped
0x5cda8b,n,sequence
0x5cda8d,n,frame
0x5cda94,n,id
0x5cda96,n,h
0x5cda98,n,w
0x5cda9a,n,y
0x5cda9f,n,x
0x5cdaa4,n,this
0x5cdab8,n,value
0x5cdab9,n,count
0x5cdabb,n,pos
0x5cdabc,n,this
0x5cdac7,n,allocation_size
0x5cdadc,n,style
0x5cdade,n,back_color
0x5cdae0,n,flipped
0x5cdae2,n,sequence
0x5cdae4,n,frame
0x5cdaeb,n,id
0x5cdaed,n,h
0x5cdaef,n,w
0x5cdaf1,n,y
0x5cdaf3,n,x
0x5cdaf8,n,this
0x5cdb0c,n,value
0x5cdb0d,n,count
0x5cdb0f,n,pos
0x5cdb10,n,this
0x5cdb1b,n,allocation_size
0x5cdb30,n,style
0x5cdb32,n,back_color
0x5cdb34,n,flipped
0x5cdb36,n,sequence
0x5cdb38,n,frame
0x5cdb3f,n,id
0x5cdb41,n,h
0x5cdb43,n,w
0x5cdb45,n,y
0x5cdb4a,n,x
0x5cdb4f,n,this
0x5cdb63,n,value
0x5cdb64,n,count
0x5cdb66,n,pos
0x5cdb67,n,this
0x5cdb72,n,allocation_size
0x5cdb87,n,style
0x5cdb89,n,back_color
0x5cdb8b,n,flipped
0x5cdb8d,n,sequence
0x5cdb8f,n,frame
0x5cdb96,n,id
0x5cdb98,n,h
0x5cdb9a,n,w
0x5cdb9c,n,y
0x5cdba1,n,x
0x5cdba6,n,this
0x5cdbba,n,value
0x5cdbbb,n,count
0x5cdbbd,n,pos
0x5cdbbe,n,this
0x5cdbc9,n,allocation_size
0x5cdbde,n,style
0x5cdbe0,n,back_color
0x5cdbe2,n,flipped
0x5cdbe4,n,sequence
0x5cdbe6,n,frame
0x5cdbed,n,id
0x5cdbef,n,h
0x5cdbf1,n,w
0x5cdbf3,n,y
0x5cdbf8,n,x
0x5cdbfd,n,this
0x5cdc56,n,allocation_size
0x5cdca4,n,ptr
0x5cdd54,n,allocation_size
0x5cdd69,n,style
0x5cdd6b,n,back_color
0x5cdd6d,n,flipped
0x5cdd6f,n,sequence
0x5cdd71,n,frame
0x5cdd78,n,id
0x5cdd7a,n,h
0x5cdd7c,n,w
0x5cdd7e,n,y
0x5cdd83,n,x
0x5cdd88,n,this
0x5cdddd,n,allocation_size
0x5cde2b,n,ptr
0x5cdedb,n,allocation_size
0x5cdef0,n,style
0x5cdefa,n,id
0x5cdefc,n,h
0x5cdefe,n,w
0x5cdf03,n,y
0x5cdf08,n,x
0x5cdf0a,n,this
0x5cdf5f,n,allocation_size
0x5cdfad,n,ptr
0x5ce05d,n,allocation_size
0x5ce072,n,int
0x5ce074,n,back_color
0x5ce076,n,justify
0x5ce078,n,textWidgetId
0x5ce07a,n,color
0x5ce081,n,textString
0x5ce083,n,textWidgetHeight
0x5ce085,n,textWidgetWidth
0x5ce08a,n,textWidgetY
0x5ce08f,n,textWidgetX
0x5ce091,n,this
0x5ce0e6,n,allocation_size
0x5ce134,n,ptr
0x5ce1df,n,allocation_size
0x5ce1f4,n,style
0x5ce1f6,n,hotkey
0x5ce1f8,n,end
0x5ce1fa,n,selected
0x5ce1fc,n,normal
0x5ce203,n,id
0x5ce208,n,h
0x5ce20a,n,w
0x5ce20c,n,y
0x5ce211,n,x
0x5ce216,n,this
0x5ce287,n,allocation_size
0x5ce2d6,n,ptr
0x5ce3df,n,allocation_size
0x5ce42d,n,ptr
0x5ce4f1,n,newPriority
0x5ce4f3,n,newWidget
0x5ce4f4,n,this
0x5ce531,n,ptr
0x5ce59d,n,this
0x5ce640,n,townType
0x5ce64b,n,buildingId
0x5ce656,n,Format
0x5ce657,n,Dest
0x5ce729,n,extra
0x5ce72e,n,itemID
0x5ce730,n,subtype
0x5ce732,n,command
0x5ce737,n,this
0x5ce74b,n,this
0x5ce751,n,w
0x5ce753,n,h
0x5ce758,n,y
0x5ce75d,n,x
0x5ce793,n,msg
0x5ce84e,n,buildingId
0x5ce856,n,townType
0x5ce866,n,arg
0x5ce86a,n,format
0x5ce86b,n,result
0x5ce887,n,int
0x5ce889,n,int
0x5ce88d,n,int
0x5ce88f,n,int
0x5ce891,n,int
0x5ce895,n,int
0x5ce897,n,int
0x5ce89b,n,int
0x5ce8a0,n,int
0x5ce8a2,n,int
0x5ce8a4,n,int
0x5ce8a5,n,char *
0x5ce8cb,n,ptr
0x5ce8e5,n,int
0x5ce8e7,n,int
0x5ce8e9,n,int
0x5ce8ee,n,int
0x5ce8f0,n,int
0x5ce8f2,n,int
0x5ce8fe,n,int
0x5ce901,n,int
0x5ce910,n,int
0x5ce912,n,char *
0x5ce916,n,int
0x5ce918,n,int
0x5ce9d0,n,artifact
0x5ce9d1,n,this
0x5ce9e0,n,this
0x5cea15,n,iResExtra3
0x5cea16,n,iResType3
0x5cea18,n,iTimeout
0x5cea1c,n,iSpecial
0x5cea1e,n,iResExtra2
0x5cea1f,n,iResType2
0x5cea21,n,cText
0x5cea27,n,iResExtra1
0x5cea28,n,iResType1
0x5cea2a,n,y
0x5cea2c,n,x
0x5cea2e,n,iMBType
0x5cea60,n,iResExtra3
0x5cea61,n,iResType3
0x5cea63,n,iTimeout
0x5cea67,n,iSpecial
0x5cea69,n,iResExtra2
0x5cea6a,n,iResType2
0x5cea6c,n,cText
0x5cea72,n,iResExtra1
0x5cea73,n,iResType1
0x5cea75,n,y
0x5cea77,n,x
0x5cea79,n,iMBType
0x5cea9a,n,iResExtra3
0x5cea9b,n,iResType3
0x5cea9d,n,iTimeout
0x5ceaa1,n,iSpecial
0x5ceaa3,n,iResExtra2
0x5ceaa4,n,iResType2
0x5ceaac,n,iResExtra1
0x5ceaad,n,iResType1
0x5ceaaf,n,y
0x5ceab1,n,x
0x5ceab3,n,iMBType
0x5ceab8,n,cText
0x5cead1,n,equip_it
0x5cead6,n,bCheckEnd
0x5cead8,n,artifact
0x5cead9,n,this
0x5ceaf9,n,allocation_size
0x5ceb34,n,this
0x5ceb36,n,a2
0x5ceb4e,n,inMap
0x5ceb58,n,allocation_size
0x5ceb70,n,is_small
0x5ceb72,n,parent
0x5ceb73,n,this
0x5ceb7e,n,update
0x5ceb7f,n,draw
0x5ceb81,n,this
0x5cebbf,n,this
0x5cebc5,n,w
0x5cebca,n,h
0x5cebcf,n,y
0x5cebd0,n,x
0x5cec4b,n,focusable
0x5cec4c,n,focusable
0x5cec4d,n,focusable
0x5cec4e,n,winType
0x5cec50,n,winHeight
0x5cec55,n,winWidth
0x5cec5c,n,winY
0x5cec5e,n,winX
0x5cec9b,n,allocation_size
0x5cecdb,n,ptr
0x5ced08,n,allocation_size
0x5ced23,n,style
0x5ced2d,n,id
0x5ced32,n,h
0x5ced33,n,w
0x5ced34,n,y
0x5ced36,n,x
0x5ced38,n,this
0x5ced4c,n,value
0x5ced4d,n,count
0x5ced4f,n,pos
0x5ced50,n,this
0x5ced5b,n,allocation_size
0x5ced70,n,style
0x5ced72,n,back_color
0x5ced74,n,flipped
0x5ced76,n,sequence
0x5ced78,n,frame
0x5ced7f,n,id
0x5ced81,n,h
0x5ced83,n,w
0x5ced85,n,y
0x5ced87,n,x
0x5ced89,n,this
0x5ced9d,n,value
0x5ced9e,n,count
0x5ceda0,n,pos
0x5ceda1,n,this
0x5cedac,n,allocation_size
0x5cedc1,n,style
0x5cedc6,n,image
0x5cedc8,n,id
0x5cedca,n,h
0x5cedcc,n,w
0x5cedce,n,y
0x5cedd3,n,x
0x5cedd5,n,this
0x5cede9,n,value
0x5cedea,n,count
0x5cedec,n,pos
0x5ceded,n,this
0x5cedf8,n,allocation_size
0x5cee0d,n,style
0x5cee0f,n,back_color
0x5cee11,n,flipped
0x5cee13,n,sequence
0x5cee15,n,frame
0x5cee1c,n,id
0x5cee1e,n,h
0x5cee20,n,w
0x5cee22,n,y
0x5cee24,n,x
0x5cee26,n,this
0x5cee3a,n,value
0x5cee3b,n,count
0x5cee3d,n,pos
0x5cee3e,n,this
0x5cee49,n,allocation_size
0x5cee5e,n,style
0x5cee60,n,back_color
0x5cee62,n,flipped
0x5cee64,n,sequence
0x5cee66,n,frame
0x5cee6d,n,id
0x5cee6f,n,h
0x5cee71,n,w
0x5cee73,n,y
0x5cee75,n,x
0x5cee7a,n,this
0x5cee8e,n,value
0x5cee8f,n,count
0x5cee91,n,pos
0x5cee92,n,this
0x5cee9d,n,allocation_size
0x5ceeb2,n,style
0x5ceeb4,n,back_color
0x5ceeb6,n,flipped
0x5ceeb8,n,sequence
0x5ceeba,n,frame
0x5ceec1,n,id
0x5ceec3,n,h
0x5ceec5,n,w
0x5ceec7,n,y
0x5ceec9,n,x
0x5ceece,n,this
0x5ceee2,n,value
0x5ceee3,n,count
0x5ceee5,n,pos
0x5ceee6,n,this
0x5ceef1,n,allocation_size
0x5cef06,n,style
0x5cef08,n,back_color
0x5cef0a,n,flipped
0x5cef0c,n,sequence
0x5cef0e,n,frame
0x5cef15,n,id
0x5cef17,n,h
0x5cef19,n,w
0x5cef1b,n,y
0x5cef1d,n,x
0x5cef22,n,this
0x5cef36,n,value
0x5cef37,n,count
0x5cef39,n,pos
0x5cef3a,n,this
0x5cef45,n,allocation_size
0x5cef5a,n,style
0x5cef5c,n,back_color
0x5cef5e,n,flipped
0x5cef60,n,sequence
0x5cef62,n,frame
0x5cef69,n,id
0x5cef6b,n,h
0x5cef6d,n,w
0x5cef6f,n,y
0x5cef71,n,x
0x5cef76,n,this
0x5cef8a,n,value
0x5cef8b,n,count
0x5cef8d,n,pos
