# NH3API v2.1 IDB functions; hd_va is the HD pressing; retail_rva only where the hdmap
# masked-identity bridge lands (crossbuild-verified correspondence, name still external).
hd_va,name,readable,prototype,retail_rva
0x497680,?AddPlayerEnum@CDPlay@@MAA_NKPBUDPNAME@@K@Z,CDPlay_AddPlayerEnum,"bool (__thiscall ?AddPlayerEnum@CDPlay@@MAA_NKPBUDPNAME@@K@Z)(CDPlay* this, unsigned int dpid, DPNAME* lpName, unsigned int dwFlags)",
0x4976f0,?AddConnectionEnum@CDPlay@@MAA_NPBU_GUID@@PAXKPBUDPNAME@@K@Z,CDPlay_AddConnectionEnum,"bool (__thiscall ?AddConnectionEnum@CDPlay@@MAA_NPBU_GUID@@PAXKPBUDPNAME@@K@Z)(CDPlay* this, _GUID* lpguidSP, void* lpConnection, unsigned int dwConnectionSize, DPNAME* lpName, unsigned int dwFlags)",
0x4977d0,?GetErrorDesc@CDPlay@@UAAXJPAD@Z,CDPlay_GetErrorDesc,"void (__thiscall ?GetErrorDesc@CDPlay@@UAAXJPAD@Z)(CDPlay* this, DPlay_Error error, int8* sDesc)",
0x497d50,?SysMsgHost@CDPlay@@MAA_NPAUDPMSG_GENERIC@@K@Z,CDPlay_SysMsgHost,"bool (__thiscall ?SysMsgHost@CDPlay@@MAA_NPAUDPMSG_GENERIC@@K@Z)(CDPlay* this, DPMSG_GENERIC* pSysMsg, unsigned int toID)",
0x497d60,?AddPlayerToGroup@CDPlay@@UAA_NKK@Z,CDPlay_AddPlayerToGroup,"bool (__thiscall ?AddPlayerToGroup@CDPlay@@UAA_NKK@Z)(CDPlay* this, unsigned int groupId, unsigned int playerId)",
0x497d90,?DeletePlayerFromGroup@CDPlay@@UAA_NKK@Z,CDPlay_DeletePlayerFromGroup,"bool (__thiscall ?DeletePlayerFromGroup@CDPlay@@UAA_NKK@Z)(CDPlay* this, unsigned int groupId, unsigned int playerId)",
0x497dc0,?SetPlayerName@CDPlay@@UAA_NKPAD0K@Z,CDPlay_SetPlayerName,"bool (__thiscall ?SetPlayerName@CDPlay@@UAA_NKPAD0K@Z)(CDPlay* this, unsigned int playerId, int8* sShort, int8* sLong, unsigned int dwFlags)",
0x497e10,?GetPlayerName@CDPlay@@UAA_NKPADH0H@Z,CDPlay_GetPlayerName,"int8 (__thiscall ?GetPlayerName@CDPlay@@UAA_NKPADH0H@Z)(CDPlay* this, unsigned int playerId, int8* sShort, int maxShort, int8* sLong, int maxLong)",
0x497f30,?SetGroupData@CDPlay@@UAA_NKPAXKK@Z,CDPlay_SetGroupData,"bool (__thiscall ?SetGroupData@CDPlay@@UAA_NKPAXKK@Z)(CDPlay* this, unsigned int groupId, void* pData, unsigned int dwDataSize, unsigned int dwFlags)",
0x497f60,?GetGroupData@CDPlay@@UAAPAXKPAKK@Z,CDPlay_GetGroupData,"void* (__thiscall ?GetGroupData@CDPlay@@UAAPAXKPAKK@Z)(CDPlay* this, unsigned int groupId, ulong* pdwSize, unsigned int dwFlags)",
0x498020,?SetGroupName@CDPlay@@UAA_NKPAD0K@Z,CDPlay_SetGroupName,"bool (__thiscall ?SetGroupName@CDPlay@@UAA_NKPAD0K@Z)(CDPlay* this, unsigned int groupId, int8* sShort, int8* sLong, unsigned int dwFlags)",
0x498070,?GetGroupName@CDPlay@@UAA_NKPADH0H@Z,CDPlay_GetGroupName,"int8 (__thiscall ?GetGroupName@CDPlay@@UAA_NKPADH0H@Z)(CDPlay* this, unsigned int groupId, int8* sShort, int maxShort, int8* sLong, int maxLong)",
0x498190,?SetPlayerData@CDPlay@@UAA_NKPAXKK@Z,CDPlay_SetPlayerData,"bool (__thiscall ?SetPlayerData@CDPlay@@UAA_NKPAXKK@Z)(CDPlay* this, unsigned int playerId, void* pData, unsigned int dwDataSize, unsigned int dwFlags)",
0x4981c0,?GetPlayerData@CDPlay@@UAAPAXKPAKK@Z,CDPlay_GetPlayerData,"void* (__thiscall ?GetPlayerData@CDPlay@@UAAPAXKPAKK@Z)(CDPlay* this, unsigned int playerId, ulong* pdwSize, unsigned int dwFlags)",
0x498280,?GetPlayerAddress@CDPlay@@UAAPAEKPAK@Z,CDPlay_GetPlayerAddress,"uchar* (__thiscall ?GetPlayerAddress@CDPlay@@UAAPAEKPAK@Z)(CDPlay* this, unsigned int dpid, ulong* pSize)",
0x498310,?GetCaps@CDPlay@@UAA_NPAUDPCAPS@@_N@Z,CDPlay_GetCaps,"bool (__thiscall ?GetCaps@CDPlay@@UAA_NPAUDPCAPS@@_N@Z)(CDPlay* this, DPCAPS* dpCaps, bool guaranteed)",
0x498360,?GetSendQueueSize@CDPlay@@UAA_NKKAAK0@Z,CDPlay_GetSendQueueSize,"bool (__thiscall ?GetSendQueueSize@CDPlay@@UAA_NKKAAK0@Z)(CDPlay* this, unsigned int from, unsigned int to, unsigned int* numMsgs, unsigned int* numBytes)",
0x4983a0,?GetReceiveQueueSize@CDPlay@@UAA_NKKAAK0@Z,CDPlay_GetReceiveQueueSize,"bool (__thiscall ?GetReceiveQueueSize@CDPlay@@UAA_NKKAAK0@Z)(CDPlay* this, unsigned int from, unsigned int to, unsigned int* numMsgs, unsigned int* numBytes)",
0x4983e0,??0CDPlayLobby@@QAA@XZ,CDPlayLobby_ctor,CDPlayLobby* (__thiscall ??0CDPlayLobby@@QAA@XZ)(CDPlayLobby* this),
0x498470,??_GCDPlayLobby@@UAAPAXI@Z,op_GCDPlayLobby,"CDPlayLobby* (__thiscall ??_GCDPlayLobby@@UAAPAXI@Z)(CDPlayLobby* this, int8 flag)",
0x4984a0,??1CDPlayLobby@@UAA@XZ,CDPlayLobby_dtor,void (__thiscall ??1CDPlayLobby@@UAA@XZ)(CDPlayLobby* this),
0x498510,?RegisterApp@CDPlayLobby@@UAA_NPAD00U_GUID@@@Z,CDPlayLobby_RegisterApp,"bool (__thiscall ?RegisterApp@CDPlayLobby@@UAA_NPAD00U_GUID@@@Z)(CDPlayLobby* this, int8* szAppName, int8* szFile, int8* szCmd, _GUID appGuid)",
0x4985d0,?Init@CDPlayLobby@@UAA_NXZ,CDPlayLobby_Init,bool (__thiscall ?Init@CDPlayLobby@@UAA_NXZ)(CDPlayLobby* this),
0x498650,?GetConnectionSettings@CDPlayLobby@@QAAPAUDPLCONNECTION@@KPAK@Z,CDPlayLobby_GetConnectionSettings,"DPLCONNECTION* (__thiscall ?GetConnectionSettings@CDPlayLobby@@QAAPAUDPLCONNECTION@@KPAK@Z)(CDPlayLobby* this, int a2, uint* a3)",
0x4986e0,?TestLobbied@CDPlayLobby@@QAA_NXZ,CDPlayLobby_TestLobbied,void (__thiscall ?TestLobbied@CDPlayLobby@@QAA_NXZ)(CDPlayLobby* this),
0x498750,?SetConnectionSettings@CDPlayLobby@@QAA_NKPAUDPLCONNECTION@@@Z,CDPlayLobby_SetConnectionSettings,"bool (__thiscall ?SetConnectionSettings@CDPlayLobby@@QAA_NKPAUDPLCONNECTION@@@Z)(CDPlayLobby* this, unsigned int dwAppId, DPLCONNECTION* pConnection)",
0x498790,?SetGroupConnectionSettings@CDPlayLobby@@UAA_NKPAUDPLCONNECTION@@@Z,CDPlayLobby_SetGroupConnectionSettings,"bool (__thiscall ?SetGroupConnectionSettings@CDPlayLobby@@UAA_NKPAUDPLCONNECTION@@@Z)(CDPlayLobby* this, unsigned int dpidGroup, DPLCONNECTION* pConnection)",
0x4987c0,?GetGroupConnectionSettings@CDPlayLobby@@UAAPAUDPLCONNECTION@@K@Z,CDPlayLobby_GetGroupConnectionSettings,"DPLCONNECTION* (__thiscall ?GetGroupConnectionSettings@CDPlayLobby@@UAAPAUDPLCONNECTION@@K@Z)(CDPlayLobby* this, unsigned int dpidGroup)",
0x498840,?Connect@CDPlayLobby@@QAA_NXZ,CDPlayLobby_Connect,bool (__thiscall ?Connect@CDPlayLobby@@QAA_NXZ)(CDPlayLobby* this),
0x4988f0,?CreateTCPIPConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PAD0PAV2@@Z,CDPlayLobby_CreateTCPIPConnection,"CDPlayConnection* (__thiscall ?CreateTCPIPConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PAD0PAV2@@Z)(CDPlayLobby* this, int8* sIPAddress, int8* sName, CDPlayConnection* pConnAppend)",
0x498cc0,?CreateIPXConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PADPAV2@@Z,CDPlayLobby_CreateIPXConnection,"CDPlayConnection* (__thiscall ?CreateIPXConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PADPAV2@@Z)(CDPlayLobby* this, int8* sName, CDPlayConnection* pConnAppend)",
0x499020,?CreateModemConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PAD00@Z,CDPlayLobby_CreateModemConnection,"CDPlayConnection* (__thiscall ?CreateModemConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PAD00@Z)(CDPlayLobby* this, int8* sName, int8* sPhoneNbr, int8* sModemString)",
0x499270,?CreateSerialConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PADPAU_DPCOMPORTADDRESS@@@Z,CDPlayLobby_CreateSerialConnection,"CDPlayConnection* (__thiscall ?CreateSerialConnection@CDPlayLobby@@QAAPAVCDPlayConnection@@PADPAU_DPCOMPORTADDRESS@@@Z)(CDPlayLobby* this, int8* sName, DPCOMPORTADDRESS* comPortInfo)",
0x499470,mov_al_1_retn8_function,,"bool (__thiscall mov_al_1_retn8_function)(CDPlay* this, DPMSG_CREATEPLAYERORGROUP* pSysMsg, unsigned int toID)",
0x499480,?EnumLobbyConnections@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayConnection@@@@@Z,CDPlayLobby_EnumLobbyConnections,"bool (__thiscall ?EnumLobbyConnections@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayConnection@@@@@Z)(CDPlayLobby* this, CAutoArray_CDPlayConnection_* pConnectionArray)",
0x499520,?EnumGroupsInGroup@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayGroup@@@@KK@Z,CDPlayLobby_EnumGroupsInGroup,"bool (__thiscall ?EnumGroupsInGroup@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayGroup@@@@KK@Z)(CDPlayLobby* this, CAutoArray_CDPlayPlayer_* pPlayerArray, unsigned int dpidGroup, unsigned int dwFlags)",
0x4995a0,?EnumGroupPlayers@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayPlayer@@@@KK@Z,CDPlayLobby_EnumGroupPlayers,"bool (__thiscall ?EnumGroupPlayers@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayPlayer@@@@KK@Z)(CDPlayLobby* this, CAutoArray_CDPlayPlayer_* pPlayerArray, unsigned int dpidGroup, unsigned int dwFlags)",
0x499620,?EnumGroupPlayersRemote@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayPlayer@@@@KPAU_GUID@@K@Z,CDPlayLobby_EnumGroupPlayersRemote,"bool (__thiscall ?EnumGroupPlayersRemote@CDPlayLobby@@UAA_NPAV?$CAutoArray@VCDPlayPlayer@@@@KPAU_GUID@@K@Z)(CDPlayLobby* this, CAutoArray_CDPlayPlayer_* pPlayerArray, unsigned int dpidGroup, _GUID* lpGuidInstance, unsigned int dwFlags)",
0x4996a0,?EnumAddress@CDPlayLobby@@UAA_NPAXKPAV?$CAutoArray@VCDPlayAddressElement@@@@@Z,CDPlayLobby_EnumAddress,"bool (__thiscall ?EnumAddress@CDPlayLobby@@UAA_NPAXKPAV?$CAutoArray@VCDPlayAddressElement@@@@@Z)(CDPlayLobby* this, void* pConn, unsigned int size, CAutoArray_CDPlayAddressElement_* pArray)",
0x499730,?AddAddressEnum@CDPlayLobby@@MAA_NPBU_GUID@@KPBX@Z,CDPlayLobby_AddAddressEnum,"bool (__thiscall ?AddAddressEnum@CDPlayLobby@@MAA_NPBU_GUID@@KPBX@Z)(CDPlayLobby* this, _GUID* guid, unsigned int dataSize, void* pData)",
0x4997e0,?GetIPAddress@CDPlayLobby@@UAA_NKPAD@Z,CDPlayLobby_GetIPAddress,"bool (__thiscall ?GetIPAddress@CDPlayLobby@@UAA_NKPAD@Z)(CDPlayLobby* this, unsigned int dpid, int8* sIPAddress)",
0x4999a0,?EnumAddressCallback@@YAHABU_GUID@@KPBXPAX@Z,EnumAddressCallback,"int (__stdcall ?EnumAddressCallback@@YAHABU_GUID@@KPBXPAX@Z)(_GUID* guidDataType, unsigned int dwDataSize, void* lpData, CDPlayLobby* lpContext)",
0x4999d0,?EnumSession@@YAHPBUDPSESSIONDESC2@@PAKKPAX@Z,EnumSession,"int (__stdcall ?EnumSession@@YAHPBUDPSESSIONDESC2@@PAKKPAX@Z)(DPSESSIONDESC2* lpDPSessionDesc, ulong* lpdwTimeOut, unsigned int dwFlags, CDPlayLobby* lpContext)",
0x4999f0,?EnumConnectionsCallback@@YAHPBU_GUID@@PAXKPBUDPNAME@@K1@Z,EnumConnectionsCallback,"int (__stdcall ?EnumConnectionsCallback@@YAHPBU_GUID@@PAXKPBUDPNAME@@K1@Z)(_GUID* lpguidSP, void* lpConnection, unsigned int dwConnectionSize, DPNAME* lpName, unsigned int dwFlags, CDPlayLobby* lpContext)",
0x499a20,?EnumGroupsCallback@@YAHKKPBUDPNAME@@KPAX@Z,EnumGroupsCallback,"int (__stdcall ?EnumGroupsCallback@@YAHKKPBUDPNAME@@KPAX@Z)(unsigned int dpid, unsigned int dwPlayerType, DPNAME* lpName, unsigned int dwFlags, CDPlayLobby* lpContext)",
0x499a50,?EnumPlayersCallback@@YAHKKPBUDPNAME@@KPAX@Z,EnumPlayersCallback,"int (__stdcall ?EnumPlayersCallback@@YAHKKPBUDPNAME@@KPAX@Z)(unsigned int dpid, unsigned int dwPlayerType, DPNAME* lpName, unsigned int dwFlags, CDPlayLobby* lpContext)",
0x499a80,??1?$CAutoArray@VCDPlayAddressElement@@@@UAA@XZ,VCDPlayAddressElement_CAutoArray_dtor,void (__thiscall ??1?$CAutoArray@VCDPlayAddressElement@@@@UAA@XZ)(CAutoArray_CDPlayAddressElement_* this),
0x499ae0,?Destroy@?$CAutoArray@VCDPlayAddressElement@@@@QAAX_N@Z,VCDPlayAddressElement_CAutoArray_Destroy,"void (__thiscall ?Destroy@?$CAutoArray@VCDPlayAddressElement@@@@QAAX_N@Z)(CAutoArray_CDPlayAddressElement_* this, bool deleteData)",
0x499b40,?Add@?$CAutoArray@VCDPlayAddressElement@@@@UAA_NPAVCDPlayAddressElement@@@Z,VCDPlayAddressElement_CAutoArray_Add,"bool (__thiscall ?Add@?$CAutoArray@VCDPlayAddressElement@@@@UAA_NPAVCDPlayAddressElement@@@Z)(CAutoArray_CDPlayAddressElement_* this, CDPlayAddressElement* elem)",
0x499bc0,?Get@?$CAutoArray@VCDPlayAddressElement@@@@UAAPAVCDPlayAddressElement@@K@Z,VCDPlayAddressElement_CAutoArray_Get,"CDPlayAddressElement* (__thiscall ?Get@?$CAutoArray@VCDPlayAddressElement@@@@UAAPAVCDPlayAddressElement@@K@Z)(CAutoArray_CDPlayAddressElement_* this, unsigned int count)",
0x499be0,?Put@?$CAutoArray@VCDPlayAddressElement@@@@UAA_NKPAVCDPlayAddressElement@@@Z,VCDPlayAddressElement_CAutoArray_Put,"bool (__thiscall ?Put@?$CAutoArray@VCDPlayAddressElement@@@@UAA_NKPAVCDPlayAddressElement@@@Z)(CAutoArray_CDPlayAddressElement_* this, unsigned int elementNbr, CDPlayAddressElement* element)",
0x499c10,?GetCount@?$CAutoArray@VCDPlayAddressElement@@@@UAAKXZ,VCDPlayAddressElement_CAutoArray_GetCount,uint (__thiscall ?GetCount@?$CAutoArray@VCDPlayAddressElement@@@@UAAKXZ)(CAutoArray_CDPlayAddressElement_* this),
0x499c20,??_E?$CAutoArray@VCDPlayAddressElement@@@@UAAPAXI@Z,VCDPlayAddressElement_op_E_CAutoArray,"void* (__thiscall ??_E?$CAutoArray@VCDPlayAddressElement@@@@UAAPAXI@Z)(CAutoArray_CDPlayAddressElement_* this, int8 flag)",
0x499ca0,init_philai_cpp,,,
0x499cc0,??0philAI@@QAA@XZ,philAI_ctor,philAI* (__thiscall ??0philAI@@QAA@XZ)(philAI* this),
0x499cd0,sub_499CD0,,"std::exception* (__thiscall sub_499CD0)(std::exception* this, int8*)",
0x499dd0,sub_499DD0,,,
0x499df0,sub_499DF0,,,
0x499e50,sub_499E50,,,
0x499eb0,sub_499EB0,,,
0x499f20,sub_499F20,,,
0x499f80,sub_499F80,,,
0x499fe0,sub_499FE0,,,
0x49a040,sub_49A040,,,
0x49a0a0,sub_49A0A0,,,
0x49a100,sub_49A100,,,
0x49a160,sub_49A160,,,
0x49a1c0,type_event_record::scalar_deleting_destructor,,"type_event_record* (__thiscall type_event_record::scalar_deleting_destructor)(type_event_record* this, int8 a2)",
0x49a1f0,?load@type_event_record@@UAA_NPAX@Z,type_event_record_load,"bool (__thiscall ?load@type_event_record@@UAA_NPAX@Z)(type_event_record* this, TGzFile* infile, int version)",
0x49a210,?save@type_event_record@@UAA_NPAX@Z,type_event_record_save,"bool (__thiscall ?save@type_event_record@@UAA_NPAX@Z)(type_event_record* this, TGzFile* outfile, int version)",
0x49a230,virtual_retn4_function,,,
0x49a240,??1type_event_record@@UAA@XZ,type_event_record_dtor,void (__thiscall ??1type_event_record@@UAA@XZ)(type_event_record* this),
0x49a250,?create@type_record_move_hero@@SAPAVtype_event_record@@XZ,type_record_move_hero_create,type_record_move_hero* (__thiscall ?create@type_record_move_hero@@SAPAVtype_event_record@@XZ)(type_record_move_hero* this),
0x49a280,mov_eax_1_return_function,,,
0x49a290,?load@type_record_move_hero@@UAA_NPAX@Z,type_record_move_hero_load,"bool (__thiscall ?load@type_record_move_hero@@UAA_NPAX@Z)(type_record_move_hero* this, TGzFile* infile, int version)",
0x49a350,?save@type_record_move_hero@@UAA_NPAX@Z,type_record_move_hero_save,"bool (__thiscall ?save@type_record_move_hero@@UAA_NPAX@Z)(type_record_move_hero* this, TGzFile* outfile, int version)",
0x49a3c0,?replay@type_record_move_hero@@UAAX_N@Z,type_record_move_hero_replay,"void (__thiscall ?replay@type_record_move_hero@@UAAX_N@Z)(type_record_move_hero* this, bool draw)",
0x49a510,?undo@type_record_move_hero@@UAAXXZ,type_record_move_hero_undo,void (__thiscall ?undo@type_record_move_hero@@UAAXXZ)(type_record_move_hero* this),
0x49a580,?create@type_record_teleport@@SAPAVtype_event_record@@XZ,type_record_teleport_create,,
0x49a5b0,mov_eax_2_return_function,,,
0x49a5c0,?replay@type_record_teleport@@UAAX_N@Z,type_record_teleport_replay,"void (__thiscall ?replay@type_record_teleport@@UAAX_N@Z)(type_record_teleport* this, bool draw)",
0x49a640,?create@type_record_claim_mine@@SAPAVtype_event_record@@XZ,type_record_claim_mine_create,type_record_claim_mine* (__thiscall ?create@type_record_claim_mine@@SAPAVtype_event_record@@XZ)(type_record_claim_mine* this),
0x49a670,mov_eax_3_return_function,,,
0x49a680,?load@type_record_claim_mine@@UAA_NPAX@Z,type_record_claim_mine_load,"bool (__thiscall ?load@type_record_claim_mine@@UAA_NPAX@Z)(type_record_claim_mine* this, TGzFile* infile, int version)",
0x49a700,?save@type_record_claim_mine@@UAA_NPAX@Z,type_record_claim_mine_save,"bool (__thiscall ?save@type_record_claim_mine@@UAA_NPAX@Z)(type_record_claim_mine* this, TGzFile* outfile, int version)",
0x49a750,?replay@type_record_claim_mine@@UAAX_N@Z,type_record_claim_mine_replay,"void (__thiscall ?replay@type_record_claim_mine@@UAAX_N@Z)(type_record_claim_mine* this, bool draw)",
0x49a7d0,?undo@type_record_claim_mine@@UAAXXZ,type_record_claim_mine_undo,void (__thiscall ?undo@type_record_claim_mine@@UAAXXZ)(type_record_claim_mine* this),
0x49a7f0,?create@type_record_claim_town@@SAPAVtype_event_record@@XZ,type_record_claim_town_create,type_record_claim_town* (__thiscall ?create@type_record_claim_town@@SAPAVtype_event_record@@XZ)(type_record_claim_town* this),
0x49a820,mov_eax_4_return_function,,,
0x49a830,?replay@type_record_claim_town@@UAAX_N@Z,type_record_claim_town_replay,"void (__thiscall ?replay@type_record_claim_town@@UAAX_N@Z)(type_record_claim_town* this, bool draw)",
0x49a8b0,?undo@type_record_claim_town@@UAAXXZ,type_record_claim_town_undo,void (__thiscall ?undo@type_record_claim_town@@UAAXXZ)(type_record_claim_town* this),
0x49a8d0,?create@type_record_hide_boat@@SAPAVtype_event_record@@XZ,type_record_hide_boat_create,type_record_hide_boat* (__thiscall ?create@type_record_hide_boat@@SAPAVtype_event_record@@XZ)(type_record_hide_boat* this),
0x49a900,mov_eax_5_retn_function,,,
0x49a910,?load@type_record_hide_boat@@UAA_NPAX@Z,type_record_hide_boat_load,"bool (__thiscall ?load@type_record_hide_boat@@UAA_NPAX@Z)(type_record_hide_boat* this, TGzFile* infile, int version)",
0x49aa00,?save@type_record_hide_boat@@UAA_NPAX@Z,type_record_hide_boat_save,"bool (__thiscall ?save@type_record_hide_boat@@UAA_NPAX@Z)(type_record_hide_boat* this, TGzFile* outfile, int version)",
0x49aa90,?replay@type_record_hide_boat@@UAAX_N@Z,type_record_hide_boat_replay,"void (__thiscall ?replay@type_record_hide_boat@@UAAX_N@Z)(type_record_hide_boat* this, bool draw)",
0x49aae0,?undo@type_record_hide_boat@@UAAXXZ,type_record_hide_boat_undo,void (__thiscall ?undo@type_record_hide_boat@@UAAXXZ)(type_record_hide_boat* this),
0x49ab10,?create@type_record_show_boat@@SAPAVtype_event_record@@XZ,type_record_show_boat_create,type_record_show_boat* (__thiscall ?create@type_record_show_boat@@SAPAVtype_event_record@@XZ)(type_record_show_boat* this),
0x49ab40,?get_type@type_record_show_boat@@UBA?AW4type_event_record_type@@XZ,type_record_show_boat_get_type,,
0x49ab50,?load@type_record_show_boat@@UAA_NPAX@Z,type_record_show_boat_load,"bool (__thiscall ?load@type_record_show_boat@@UAA_NPAX@Z)(type_record_show_boat* this, TGzFile* outfile, int version)",
0x49abb0,?save@type_record_show_boat@@UAA_NPAX@Z,type_record_show_boat_save,"bool (__thiscall ?save@type_record_show_boat@@UAA_NPAX@Z)(type_record_show_boat* this, TGzFile* outfile, int version)",
0x49ac50,?replay@type_record_show_boat@@UAAX_N@Z,type_record_show_boat_replay,"void (__thiscall ?replay@type_record_show_boat@@UAAX_N@Z)(type_record_show_boat* this, bool draw)",
0x49ad10,?undo@type_record_show_boat@@UAAXXZ,type_record_show_boat_undo,void (__thiscall ?undo@type_record_show_boat@@UAAXXZ)(type_record_show_boat* this),
0x49ad60,??_Gtype_event_record@@UAAPAXI@Z,op_Gtype_event_record,"type_event_record* (__thiscall ??_Gtype_event_record@@UAAPAXI@Z)(type_event_record* Memory, int8)",
0x49ad90,?create@type_record_erase@@SAPAVtype_event_record@@XZ,type_record_erase_create,type_record_erase* (__thiscall ?create@type_record_erase@@SAPAVtype_event_record@@XZ)(type_record_erase* this),
0x49adc0,?get_type@type_record_erase@@UBA?AW4type_event_record_type@@XZ,type_record_erase_get_type,,
0x49add0,?load@type_record_erase@@UAA_NPAX@Z,type_record_erase_load,"bool (__thiscall ?load@type_record_erase@@UAA_NPAX@Z)(type_record_erase* this, TGzFile* infile, int version)",
0x49ae60,?save@type_record_erase@@UAA_NPAX@Z,type_record_erase_save,"bool (__thiscall ?save@type_record_erase@@UAA_NPAX@Z)(type_record_erase* this, TGzFile* outfile, int version)",
0x49aec0,?replay@type_record_erase@@UAAX_N@Z,type_record_erase_replay,"void (__thiscall ?replay@type_record_erase@@UAAX_N@Z)(type_record_erase* this, bool draw)",
0x49afb0,?undo@type_record_erase@@UAAXXZ,type_record_erase_undo,void (__thiscall ?undo@type_record_erase@@UAAXXZ)(type_record_erase* this),
0x49b040,?create@type_record_hide_hero@@SAPAVtype_event_record@@XZ,type_record_hide_hero_create,,
0x49b070,?get_type@type_record_hide_hero@@UBA?AW4type_event_record_type@@XZ,type_record_hide_hero_get_type,type_event_record_type (__thiscall ?get_type@type_record_hide_hero@@UBA?AW4type_event_record_type@@XZ)(type_record_hide_hero* this),
0x49b080,?load@type_record_hide_hero@@UAA_NPAX@Z,type_record_hide_hero_load,"bool (__thiscall ?load@type_record_hide_hero@@UAA_NPAX@Z)(type_record_hide_hero* this, TGzFile* infile, int version)",
0x49b150,?save@type_record_hide_hero@@UAA_NPAX@Z,type_record_hide_hero_save,"bool (__thiscall ?save@type_record_hide_hero@@UAA_NPAX@Z)(type_record_hide_hero* this, TGzFile* outfile, int version)",
0x49b1c0,?replay@type_record_hide_hero@@UAAX_N@Z,type_record_hide_hero_replay,"void (__thiscall ?replay@type_record_hide_hero@@UAAX_N@Z)(type_record_hide_hero* this, bool draw)",
0x49b2d0,?undo@type_record_hide_hero@@UAAXXZ,type_record_hide_hero_undo,void (__thiscall ?undo@type_record_hide_hero@@UAAXXZ)(type_record_hide_hero* this),
0x49b2f0,?create@type_record_show_hero@@SAPAVtype_event_record@@XZ,type_record_show_hero_create,type_record_show_hero* (__thiscall ?create@type_record_show_hero@@SAPAVtype_event_record@@XZ)(type_record_show_hero* this),
0x49b320,?get_type@type_record_show_hero@@UBA?AW4type_event_record_type@@XZ,type_record_show_hero_get_type,,
0x49b330,?load@type_record_show_hero@@UAA_NPAX@Z,type_record_show_hero_load,"bool (__thiscall ?load@type_record_show_hero@@UAA_NPAX@Z)(type_record_show_hero* this, TGzFile* infile, int version)",
0x49b3c0,?save@type_record_show_hero@@UAA_NPAX@Z,type_record_show_hero_save,"bool (__thiscall ?save@type_record_show_hero@@UAA_NPAX@Z)(type_record_show_hero* this, TGzFile* outfile, int version)",
0x49b460,?replay@type_record_show_hero@@UAAX_N@Z,type_record_show_hero_replay,"void (__thiscall ?replay@type_record_show_hero@@UAAX_N@Z)(type_record_show_hero* this, bool draw)",
0x49b5c0,?undo@type_record_show_hero@@UAAXXZ,type_record_show_hero_undo,void (__thiscall ?undo@type_record_show_hero@@UAAXXZ)(type_record_show_hero* this),
0x49b660,?create@type_record_player_death@@SAPAVtype_event_record@@XZ,type_record_player_death_create,type_record_player_death* (__thiscall ?create@type_record_player_death@@SAPAVtype_event_record@@XZ)(type_record_player_death* this),
0x49b690,?get_type@type_record_player_death@@UBA?AW4type_event_record_type@@XZ,type_record_player_death_get_type,,
0x49b6a0,?load@type_record_player_death@@UAA_NPAX@Z,type_record_player_death_load,"bool (__thiscall ?load@type_record_player_death@@UAA_NPAX@Z)(type_record_player_death* this, TGzFile* infile, int version)",
0x49b6e0,?save@type_record_player_death@@UAA_NPAX@Z,type_record_player_death_save,"bool (__thiscall ?save@type_record_player_death@@UAA_NPAX@Z)(type_record_player_death* this, TGzFile* outfile, int version)",
0x49b710,?replay@type_record_player_death@@UAAX_N@Z,type_record_player_death_replay,"void (__thiscall ?replay@type_record_player_death@@UAAX_N@Z)(type_record_player_death* this, int draw)",
0x49b830,retn_function,,,
0x49b840,??_Gtype_record_shroud@@UAAPAXI@Z,op_Gtype_record_shroud,"type_record_shroud* (__thiscall ??_Gtype_record_shroud@@UAAPAXI@Z)(type_record_shroud* Memory, int8)",
0x49b870,??1type_record_shroud@@UAA@XZ,type_record_shroud_dtor,void (__thiscall ??1type_record_shroud@@UAA@XZ)(type_record_shroud* this),
0x49b8a0,?create@type_record_shroud@@SAPAVtype_event_record@@XZ,type_record_shroud_create,type_record_shroud* (__fastcall ?create@type_record_shroud@@SAPAVtype_event_record@@XZ)(type_record_shroud* this),
0x49b8f0,?get_type@type_record_shroud@@UBA?AW4type_event_record_type@@XZ,type_record_shroud_get_type,,
0x49b900,?load@type_record_shroud@@UAA_NPAX@Z,type_record_shroud_load,"bool (__thiscall ?load@type_record_shroud@@UAA_NPAX@Z)(type_record_shroud* this, TGzFile* infile, int version)",
