# NH3API v2.1 IDB functions; hd_va is the HD pressing; retail_rva only where the hdmap
# masked-identity bridge lands (crossbuild-verified correspondence, name still external).
hd_va,name,readable,prototype,retail_rva
0x60e240,?_Gndec@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEPAGXZ,std_G_GU_char_traits_basic_streambuf_Gndec,int (__thiscall ?_Gndec@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEPAGXZ)(void** this),
0x60e251,?_Gninc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEPAGXZ,std_G_GU_char_traits_basic_streambuf_Gninc,int (__thiscall ?_Gninc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEPAGXZ)(int** this),
0x60e261,?pbump@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEXH@Z,std_G_GU_char_traits_basic_streambuf_pbump,"void* (__thiscall ?pbump@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEXH@Z)(int this, int)",
0x60e275,?_Pninc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEPAGXZ,std_G_GU_char_traits_basic_streambuf_Pninc,int (__thiscall ?_Pninc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IAEPAGXZ)(int** this),
0x60e285,?close@?$basic_filebuf@GU?$char_traits@G@std@@@std@@QAEPAV12@XZ,std_G_GU_char_traits_basic_filebuf_close,FILE** (__thiscall ?close@?$basic_filebuf@GU?$char_traits@G@std@@@std@@QAEPAV12@XZ)(FILE** this),
0x60e2ac,?_Init@?$basic_filebuf@GU?$char_traits@G@std@@@std@@IAEXPAU_iobuf@@W4_Initfl@12@@Z,std_G_GU_char_traits_basic_filebuf_Init,"int (__thiscall ?_Init@?$basic_filebuf@GU?$char_traits@G@std@@@std@@IAEXPAU_iobuf@@W4_Initfl@12@@Z)(int this, int, int)",
0x60e302,unknown_libname_51,,void* (__thiscall unknown_libname_51)(void* this),
0x60e344,unknown_libname_52,,,
0x60e36e,unknown_libname_1830,,,
0x60e37a,unknown_libname_688,,,
0x60e386,__Stod,,"unknown float (__cdecl __Stod)(int8* Str, int8** EndPtr, int)",
0x60e3c2,__Stof,,"void (__cdecl __Stof)(int8* Str, int8** EndPtr, int)",
0x60e3d7,?_Nomemory@std@@YAXXZ,std_Nomemory,,
0x60e422,??0bad_alloc@std@@QAE@PBD@Z,std_bad_alloc_ctor,"std::exception* (__thiscall ??0bad_alloc@std@@QAE@PBD@Z)(std::exception* this, int8*)",
0x60e43b,??1bad_alloc@std@@UAE@XZ,std_bad_alloc_dtor,,
0x60e446,?_Doraise@bad_alloc@std@@MBEXXZ,std_bad_alloc_Doraise,,
0x60e463,??_Gbad_alloc@std@@UAEPAXI@Z,std_op_Gbad_alloc,"std::bad_alloc* (__thiscall ??_Gbad_alloc@std@@UAEPAXI@Z)(std::bad_alloc* Memory, int8)",
0x60e47f,??0bad_alloc@std@@QAE@ABV01@@Z,std_bad_alloc_ctor,"std::exception* (__thiscall ??0bad_alloc@std@@QAE@ABV01@@Z)(std::exception* this, std::exception*)",
0x60e497,sub_60E497,,,
0x60e4a1,?_Makewloc@_Locimp@locale@std@@CAXABV_Locinfo@3@HPAV123@PBV23@@Z,std_locale_Locimp_Makewloc,,
0x60e9fc,?do_in@?$codecvt@GDH@std@@MBEHAAHPBD1AAPBDPAG3AAPAG@Z,std_GDH_codecvt_do_in,"int (__thiscall ?do_in@?$codecvt@GDH@std@@MBEHAAHPBD1AAPBDPAG3AAPAG@Z)(LCID* this, CHAR* lpMultiByteStr, int8*, int8*, int8**, WCHAR*, WCHAR*, LPWSTR*)",
0x60ea7e,?do_out@?$codecvt@GDH@std@@MBEHAAHPBG1AAPBGPAD3AAPAD@Z,std_GDH_codecvt_do_out,"int (__thiscall ?do_out@?$codecvt@GDH@std@@MBEHAAHPBG1AAPBGPAD3AAPAD@Z)(LCID* this, void***, WCHAR*, WCHAR*, WCHAR** Src, int, void*, void**)",
0x60eb51,?do_length@?$codecvt@GDH@std@@MBEHAAHPBG1I@Z,std_GDH_codecvt_do_length,"int (__thiscall ?do_length@?$codecvt@GDH@std@@MBEHAAHPBG1I@Z)(LCID* this, int, WCHAR* MultiByteStr, WCHAR*, unsigned int)",
0x60eba0,sub_60EBA0,,,
0x60eba3,?do_is@?$ctype@G@std@@MBE_NFG@Z,std_G_ctype_do_is,"BOOL (__thiscall ?do_is@?$ctype@G@std@@MBE_NFG@Z)(void* this, unsigned int16, int)",
0x60ebca,?do_is@?$ctype@G@std@@MBEPBGPBG0PAF@Z,std_G_ctype_do_is,"int16* (__thiscall ?do_is@?$ctype@G@std@@MBEPBGPBG0PAF@Z)(void* this, int16*, int16*, unknown*)",
0x60ec09,?do_scan_is@?$ctype@G@std@@MBEPBGFPBG0@Z,std_G_ctype_do_scan_is,"unknown* (__thiscall ?do_scan_is@?$ctype@G@std@@MBEPBGFPBG0@Z)(void* this, int, unknown*, unknown*)",
0x60ec35,?do_scan_not@?$ctype@G@std@@MBEPBGFPBG0@Z,std_G_ctype_do_scan_not,"unknown* (__thiscall ?do_scan_not@?$ctype@G@std@@MBEPBGFPBG0@Z)(void* this, int, unknown*, unknown*)",
0x60ec61,?do_tolower@?$ctype@G@std@@MBEGG@Z,std_G_ctype_do_tolower,"int (__thiscall ?do_tolower@?$ctype@G@std@@MBEGG@Z)(LCID* this, int)",
0x60ec92,?do_tolower@?$ctype@G@std@@MBEPBGPAGPBG@Z,std_G_ctype_do_tolower,,
0x60ecbf,?do_toupper@?$ctype@G@std@@MBEGG@Z,std_G_ctype_do_toupper,"int (__thiscall ?do_toupper@?$ctype@G@std@@MBEGG@Z)(LCID* this, int)",
0x60ecf0,?do_toupper@?$ctype@G@std@@MBEPBGPAGPBG@Z,std_G_ctype_do_toupper,,
0x60ed1d,?do_widen@?$ctype@G@std@@MBEGD@Z,std_G_ctype_do_widen,,
0x60ed2c,?do_widen@?$ctype@G@std@@MBEPBDPBD0PAG@Z,std_G_ctype_do_widen,,
0x60ed59,?do_narrow@?$ctype@G@std@@MBEDGD@Z,std_G_ctype_do_narrow,"int (__stdcall ?do_narrow@?$ctype@G@std@@MBEDGD@Z)(int MultiByteStr, int)",
0x60ed66,?do_narrow@?$ctype@G@std@@MBEPBGPBG0DPAD@Z,std_G_ctype_do_narrow,,
0x60ed92,?do_put@?$time_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@PBUtm@@DD@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_time_put_do_put,"void* (__thiscall ?do_put@?$time_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@PBUtm@@DD@Z)(void* this, void*, int, int, int, int*, unsigned int length, int8)",
0x60ee6e,sub_60EE6E,,,
0x60f018,?do_get@?$num_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHAAG@Z,std_G_GU_char_traits_GV_istreambuf_iterator_num_get_do_get,,
0x60f0e4,?do_get@?$num_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHAAI@Z,std_G_GU_char_traits_GV_istreambuf_iterator_num_get_do_get,,
0x60f1ac,unknown_libname_53,,,
0x60f25a,unknown_libname_54,,,
0x60f308,?do_get@?$num_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHAAM@Z,std_G_GU_char_traits_GV_istreambuf_iterator_num_get_do_get,,
0x60f3b2,unknown_libname_55,,,
0x60f45c,unknown_libname_56,,,
0x60f506,?do_get@?$num_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHAAPAX@Z,std_G_GU_char_traits_GV_istreambuf_iterator_num_get_do_get,,
0x60f604,?do_put@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@G_N@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_num_put_do_put,"int* (__stdcall ?do_put@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@G_N@Z)(int*, int, int j, void*, int, unsigned int)",
0x60f7b7,sub_60F7B7,,,
0x60f80f,sub_60F80F,,,
0x60f867,sub_60F867,,,
0x60f8e5,sub_60F8E5,,,
0x60f963,?do_put@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@GPBX@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_num_put_do_put,"int* (__stdcall ?do_put@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@GPBX@Z)(int*, int, int j, int, int, void*)",
0x60fa35,sub_60FA35,,int16 (__thiscall sub_60FA35)(unknown* this),
0x60fa3a,unknown_libname_57,,"void* (__thiscall unknown_libname_57)(void* this, void*)",
0x60fa70,unknown_libname_58,,,
0x60faa6,unknown_libname_59,,,
0x60fadc,?do_compare@?$collate@G@std@@MBEHPBG000@Z,std_G_collate_do_compare,,
0x60fb1f,?do_transform@?$collate@G@std@@MBE?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@PBG0@Z,std_G_collate_do_transform,,
0x60fbf6,?do_hash@?$collate@G@std@@MBEJPBG0@Z,std_G_collate_do_hash,,
0x60fc18,sub_60FC18,,,
0x60fc1d,?do_get@?$messages@G@std@@MBE?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@HHHABV32@@Z,std_G_messages_do_get,,
0x60fc8e,?do_get@?$money_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0_NAAVios_base@2@AAHAAO@Z,std_G_GU_char_traits_GV_istreambuf_iterator_money_get_do_get,"void* (__userpurge ?do_get@?$money_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0_NAAVios_base@2@AAHAAO@Z@<eax>)(unknown float@<st0>, void*, int, int, int8, int, int8* EndPtr, int, void*, unknown float*)",
0x60fdc3,?do_get@?$money_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0_NAAVios_base@2@AAHAAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_money_get_do_get,,
0x60fe4d,?do_put@?$money_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@_NAAVios_base@2@GO@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_money_put_do_put,,
0x60ff81,?do_put@?$money_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@_NAAVios_base@2@GABV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_money_put_do_put,"void* (__thiscall ?do_put@?$money_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@_NAAVios_base@2@GABV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@@Z)(void* this, void*, int, int, unsigned int, void*, int, int)",
0x6100bd,sub_6100BD,,int16 (__thiscall sub_6100BD)(unknown* this),
0x6100c2,?do_negative_sign@?$_Mpunct@G@std@@MBE?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@XZ,std_G_Mpunct_do_negative_sign,,
0x6100f8,?do_get_time@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_do_get_time,"void* (__stdcall ?do_get_time@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z)(void*, int** EndPtr, int, int, int, int, void*, int32*)",
0x6101bc,?do_get_date@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_do_get_date,"void* (__thiscall ?do_get_date@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z)(void* this, void*, int** EndPtr, int, int, int, int, void*, int)",
0x6102ed,?do_get_weekday@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_do_get_week,"void* (__thiscall ?do_get_weekday@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z)(unknown** this, void*, int, int, int8, int, int, void*, int)",
0x61032b,?do_get_monthname@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_do_get_mont,"void* (__thiscall ?do_get_monthname@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z)(unknown** this, void*, int, int, int8, int, int, void*, int)",
0x610369,?do_get_year@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_do_get_year,"void* (__fastcall ?do_get_year@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@V32@0AAVios_base@2@AAHPAUtm@@@Z)(int, int, void*, int EndPtr, int, int, int, int, int*, int)",
0x6103cf,sub_6103CF,,"void* (__thiscall sub_6103CF)(void* Memory, int8)",
0x6103eb,unknown_libname_467,,void (__thiscall unknown_libname_467)(void* this),
0x61040b,sub_61040B,,"void* (__thiscall sub_61040B)(void* Memory, int8)",
0x610427,unknown_libname_468,,void (__thiscall unknown_libname_468)(void* this),
0x610441,??_G?$numpunct@G@std@@UAEPAXI@Z,std_G_op_G_numpunct,"void* (__thiscall ??_G?$numpunct@G@std@@UAEPAXI@Z)(void* Memory, int8)",
0x61045d,??1?$numpunct@G@std@@UAE@XZ,std_G_numpunct_dtor,void (__thiscall ??1?$numpunct@G@std@@UAE@XZ)(void* this),
0x610489,sub_610489,,"void* (__thiscall sub_610489)(void* Memory, int8)",
0x6104a5,??1?$messages@G@std@@UAE@XZ,std_G_messages_dtor,void (__thiscall ??1?$messages@G@std@@UAE@XZ)(void* this),
0x6104c8,sub_6104C8,,"void* (__thiscall sub_6104C8)(void* Memory, int8)",
0x6104e4,sub_6104E4,,void (__thiscall sub_6104E4)(void* this),
0x6104eb,sub_6104EB,,"void* (__thiscall sub_6104EB)(void* Memory, int8)",
0x610507,??_G?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@UAEPAXI@Z,std_G_GU_char_traits_GV_istreambuf_iterator_op_G_time_get,"void* (__thiscall ??_G?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@UAEPAXI@Z)(void* Memory, int8)",
0x610523,??1?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@UAE@XZ,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_dtor,void (__thiscall ??1?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@UAE@XZ)(void* this),
0x610546,sub_610546,,,
0x61054b,sub_61054B,,void (__thiscall sub_61054B)(void* this),
0x61057f,sub_61057F,,"void* (__thiscall sub_61057F)(void* Memory, int8)",
0x61059b,?_Gettnames@_Locinfo@std@@QBE?AV_Timevec@2@XZ,std_Locinfo_Gettnames,,
0x6105b3,??4?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@QAEAAV01@G@Z,std_G_GU_char_traits_op_4_ostreambuf_iterator,"void* (__thiscall ??4?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@QAEAAV01@G@Z)(void* this, int)",
0x6105d5,?sputc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEGG@Z,std_G_GU_char_traits_basic_streambuf_sputc,"int (__thiscall ?sputc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEGG@Z)(int** this, int)",
0x610606,?_Getifld@?$num_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@CAHPADAAV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@1HABVlocale@2@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_num_get_Getifld,,
0x6109d5,?_Getffld@?$num_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@CAHPADAAV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@1ABVlocale@2@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_num_get_Getffld,,
0x610d20,unknown_libname_61,,,
0x610d7e,?_Fput@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@KA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@GPBDII@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_num_put_Fput,"void* (__cdecl ?_Fput@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@KA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@GPBDII@Z)(void*, int, std::locale::facet* j, void*, int, int8* Buf, int, size_t MaxCount)",
0x611063,unknown_libname_62,,,
0x6110bd,?_Iput@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@KA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@GPADI@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_num_put_Iput,"void* (__usercall ?_Iput@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@KA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@AAVios_base@2@GPADI@Z@<eax>)(int@<edi>, int@<esi>, void*, int, int8* m, void*, int, int8* Str, unsigned int)",
0x61136b,unknown_libname_63,,"int (__thiscall unknown_libname_63)(void* this, int)",
0x611382,?_Init@?$numpunct@G@std@@IAEXABV_Locinfo@2@@Z,std_G_numpunct_Init,"WCHAR* (__thiscall ?_Init@?$numpunct@G@std@@IAEXABV_Locinfo@2@@Z)(int this, int)",
0x6113df,?_Init@?$messages@G@std@@IAEXABV_Locinfo@2@@Z,std_G_messages_Init,"WCHAR* (__thiscall ?_Init@?$messages@G@std@@IAEXABV_Locinfo@2@@Z)(void* this, int)",
0x611407,?_Getmfld@?$money_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@ABE?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@AAV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@0_NAAVios_base@2@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_money_get_Getmfld,,
0x611cb5,?_Putmfld@?$money_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@ABE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@_NAAVios_base@2@G1V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@@Z,std_G_GU_char_traits_GV_ostreambuf_iterator_money_put_Putmfld,,
0x612283,??1?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE@XZ,std_G_GU_char_traits_basic_string_dtor,,
0x61228b,?append@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IG@Z,std_G_GU_char_traits_basic_string_append,"std::wstring* (__fastcall ?append@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IG@Z)(std::wstring* this, uint, unsigned int, int16)",
0x6122f4,sub_6122F4,,"std::wstring* (__thiscall sub_6122F4)(std::wstring* this, uint)",
0x61231a,??0?$_Mpunct@G@std@@QAE@ABV_Locinfo@1@I_N@Z,std_G_Mpunct_ctor,"void* (__thiscall ??0?$_Mpunct@G@std@@QAE@ABV_Locinfo@1@I_N@Z)(void* this, int, int, int8)",
0x61235a,?_Init@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@IAEXABV_Locinfo@2@@Z,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_Init,"WCHAR* (__thiscall ?_Init@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@IAEXABV_Locinfo@2@@Z)(void* this, std::_Locinfo*)",
0x61238d,?_Getdays@_Locinfo@std@@QBEPBDXZ,std_Locinfo_Getdays,int8* (__thiscall ?_Getdays@_Locinfo@std@@QBEPBDXZ)(std::string* this),
0x6123d3,?_Getmonths@_Locinfo@std@@QBEPBDXZ,std_Locinfo_Getmonths,int8* (__thiscall ?_Getmonths@_Locinfo@std@@QBEPBDXZ)(std::_Locinfo* this),
0x61241a,?_Getint@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@CAHAAV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@0HHAAH@Z,std_G_GU_char_traits_GV_istreambuf_iterator_time_get_Getint,"int (__cdecl ?_Getint@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@CAHAAV?$istreambuf_iterator@GU?$char_traits@G@std@@@2@0HHAAH@Z)(int8* EndPtr, int, int, int, int32*)",
0x612571,?_Inc@?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@AAEXXZ,std_G_GU_char_traits_istreambuf_iterator_Inc,void (__thiscall ?_Inc@?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@AAEXXZ)(int*** this),
0x612594,?sbumpc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEGXZ,std_G_GU_char_traits_basic_streambuf_sbumpc,int16 (__thiscall ?sbumpc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEGXZ)(int** this),
0x6125b8,?_Peek@?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@AAEGXZ,std_G_GU_char_traits_istreambuf_iterator_Peek,int16 (__thiscall ?_Peek@?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@AAEGXZ)(unknown* this),
0x6125df,?sgetc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEGXZ,std_G_GU_char_traits_basic_streambuf_sgetc,int16 (__thiscall ?sgetc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEGXZ)(void** this),
0x6125fe,unknown_libname_64,,"int (__thiscall unknown_libname_64)(void* this, int)",
0x612615,?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@ABV12@II@Z,std_G_GU_char_traits_basic_string_assign,"std::wstring* (__fastcall ?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@ABV12@II@Z)(std::wstring* this, std::wstring*, uint, uint, unsigned int)",
0x6126f3,?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@PBGI@Z,std_G_GU_char_traits_basic_string_assign,"std::wstring* (__fastcall ?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@PBGI@Z)(std::wstring* this, ushort*, uint, unsigned int)",
0x612735,?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IG@Z,std_G_GU_char_traits_basic_string_assign,"std::wstring* (__fastcall ?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IG@Z)(std::wstring* this, uint, unsigned int, int16)",
0x61278d,?insert@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IIG@Z,std_G_GU_char_traits_basic_string_insert,"std::wstring* (__fastcall ?insert@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IIG@Z)(std::wstring* this, uint, uint, unsigned int, int16)",
0x612822,_wmemmove,,,
0x612867,?erase@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@II@Z,std_G_GU_char_traits_basic_string_erase,"std::wstring* (__fastcall ?erase@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@II@Z)(std::wstring* this, uint, uint, uint)",
0x6128d3,?_Freeze@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEXXZ,std_G_GU_char_traits_basic_string_Freeze,"int8 (__fastcall ?_Freeze@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEXXZ)(std::wstring* this, uint)",
0x6128ff,?_Grow@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAE_NI_N@Z,std_G_GU_char_traits_basic_string_Grow,"int8 (__fastcall ?_Grow@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAE_NI_N@Z)(std::wstring* this, uint, unsigned int, int8)",
0x612988,?_Tidy@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEX_N@Z,std_G_GU_char_traits_basic_string_Tidy,"void (__fastcall ?_Tidy@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEX_N@Z)(std::wstring* this, bool, int8)",
0x6129c5,unknown_libname_65,,"int (__thiscall unknown_libname_65)(void* this, int)",
0x6129dc,unknown_libname_66,,"int (__thiscall unknown_libname_66)(void* this, int)",
0x6129f3,unknown_libname_67,,"int (__thiscall unknown_libname_67)(void* this, int)",
0x612a0a,unknown_libname_68,,"int (__thiscall unknown_libname_68)(void* this, int)",
