# every name in the IDB (HD-pressing addresses).
hd_va,kind,name,readable
0x55d300,user,resource::Dispose,
0x55d3b0,user,CSprite::Dispose,
0x55d4d0,user,std::map_ResourceManager::TCacheMapKey_resource_ptr__::map,
0x55d590,user,_std::map_ResourceManager::TCacheMapKey_resource_ptr__::insert,
0x55d5c0,user,std::map_ResourceManager::TCacheMapKey_resource_ptr__::find,
0x55ddf0,user,std::map_ResourceManager::TCacheMapKey_resource_ptr__::insert,
0x55df20,user,std::_Xtree_ResourceManager::TCacheMapKey_::erase,
0x55e430,user,std::map_ResourceManager::TCacheMapKey_resource_ptr__::erase,
0x55e560,user,std::_Xtree_ResourceManager::TCacheMapKey_::find,
0x55e990,user,std::_Xtree_ResourceManager::TCacheMapKey_::_Erase,
0x55ea10,user,std::_Xtree_ResourceManager::TCacheMapKey_::_Insert,
0x55ee00,user,std::_Xtree_ResourceManager::TCacheMapKey_::_Lbound,
0x55efe0,user,unknown_libname_22,
0x55f550,user,unknown_libname_23,
0x55fe80,mangled,?set@type_artifact_offering@@QAAXABUtype_artifact@@W4TArtifactSlot@@PBVhero@@@Z,type_artifact_offering_set
0x55fee9,user,def_55FEC0,
0x55ff08,user,jpt_55FEC0,
0x55ffa0,mangled,?handle_click@type_backpack_slot_widget@@UAA_N_N0@Z,type_backpack_slot_widget_handle_click
0x55ffd0,mangled,??_Etype_backpack_slot_widget@@UAAPAXI@Z,op_Etype_backpack_slot_widget
0x560000,mangled,?handle_click@type_artifact_offering_widget@@UAA_N_N0@Z,type_artifact_offering_widget_handle_click
0x560060,mangled,??0type_sacrifice_window@@QAA@PAVhero@@H@Z,type_sacrifice_window_ctor
0x560610,mangled,?create_artifact_widgets@type_sacrifice_window@@AAAXAAJH@Z,type_sacrifice_window_create_artifact_widgets
0x561380,mangled,?create_creature_widgets@type_sacrifice_window@@AAAXAAJH@Z,type_sacrifice_window_create_creature_widgets
0x562630,mangled,??1type_sacrifice_window@@UAA@XZ,type_sacrifice_window_dtor
0x562790,mangled,?update_experience@type_sacrifice_window@@AAAXXZ,type_sacrifice_window_update_experience
0x562ad0,mangled,?update_slot@type_sacrifice_window@@AAAXW4TArtifactSlot@@@Z,type_sacrifice_window_update_slot
0x562c40,mangled,?set_visible@widget@@QAAX_N@Z,widget_set_visible
0x562c70,mangled,?update_all_slots@type_sacrifice_window@@AAAXXZ,type_sacrifice_window_update_all_slots
0x562cb0,mangled,?set_artifact_mode@type_sacrifice_window@@AAAXXZ,type_sacrifice_window_set_artifact_mode
0x562f00,user,update_offering,
0x5633e0,mangled,?set_creature_mode@type_sacrifice_window@@AAAXXZ,type_sacrifice_window_set_creature_mode
0x563530,mangled,?artifact_click@type_sacrifice_window@@QAAXW4TArtifactSlot@@_N@Z,type_sacrifice_window_artifact_click
0x5636b8,user,def_56368F,
0x563865,user,def_56383C,
0x563900,user,jpt_56368F,
0x563924,user,jpt_56383C,
0x563950,mangled,?backpack_click@type_sacrifice_window@@QAAXJ_N@Z,type_sacrifice_window_backpack_click
0x563c70,user,update_artifact_widget,
0x563d10,mangled,?offering_click@type_sacrifice_window@@QAAXJ_N@Z,type_sacrifice_window_offering_click
0x563e08,user,def_563DDF,
0x563f66,user,def_563F3D,
0x563fe4,user,jpt_563DDF,
0x564008,user,jpt_563F3D,
0x5642f0,mangled,?empty_backpack@type_sacrifice_window@@CAHAAUmessage@@@Z,type_sacrifice_window_empty_backpack
0x564440,user,def_564417,
0x5645a0,user,jpt_564417,
0x5645d0,mangled,?all_artifacts@type_sacrifice_window@@CAHAAUmessage@@@Z,type_sacrifice_window_all_artifacts
0x56471f,user,def_5646F6,
0x56490c,user,jpt_5646F6,
0x564930,mangled,?sacrifice@type_sacrifice_window@@CAHAAUmessage@@@Z,type_sacrifice_window_sacrifice
0x564ba0,mangled,?sacrifice_creatures@type_sacrifice_window@@CAHAAUmessage@@@Z,type_sacrifice_window_sacrifice_creatures
0x564e90,mangled,?set_creature_sacrifice@type_sacrifice_window@@AAAXJJ@Z,type_sacrifice_window_set_creature_sacrifice
0x564f80,mangled,?all_creatures@type_sacrifice_window@@CAHAAUmessage@@@Z,type_sacrifice_window_all_creatures
0x565070,user,type_sacrifice_window::all_creatures,
0x565100,mangled,?sacrifice_artifacts@type_sacrifice_window@@CAHAAUmessage@@@Z,type_sacrifice_window_sacrifice_artifacts
0x565610,mangled,?creature_slider_change@type_sacrifice_window@@CAXHPAVheroWindow@@@Z,type_sacrifice_window_creature_slider_change
0x565640,mangled,?DoModal@type_sacrifice_window@@UAAX_N@Z,type_sacrifice_window_DoModal
0x565770,mangled,??0type_skeleton_window@@QAA@PAVarmyGroup@@@Z,type_skeleton_window_ctor
0x5661e0,mangled,??1type_skeleton_window@@UAA@XZ,type_skeleton_window_dtor
0x566a10,mangled,?create_creature_icons@type_skeleton_window@@AAAXJJJJJJAAJPAPAViconWidget@@1PAPAVtextWidget@@@Z,type_skeleton_window_create_creature_icons
0x567050,mangled,??0sample@@QAA@JJJ@Z,sample_ctor
0x5670e0,mangled,??_Gsample@@QAAPAXI@Z,op_Gsample
0x567110,mangled,??1sample@@QAA@XZ,sample_dtor
0x567540,mangled,??0CScenarioInfoDlg@@QAA@XZ,CScenarioInfoDlg_ctor
0x56950d,user,def_5694EB,
0x5695c8,user,jpt_5694EB,
0x569650,mangled,?Draw@CAdvancedOption@@UBAXXZ,CAdvancedOption_Draw
0x5698f3,user,def_5698C1,
0x5699d0,user,jpt_5698C1,
0x5699f0,mangled,?Main@CAdvancedOption@@UAAHAAUmessage@@@Z,CAdvancedOption_Main
0x569a00,mangled,??_GCAdvancedOption@@UAAPAXI@Z,op_GCAdvancedOption
0x569b60,mangled,?OnWidgetDeselect@CScenarioInfoDlg@@UAAHHAA_N@Z,CScenarioInfoDlg_OnWidgetDeselect
0x569c80,mangled,?ProcessRightSelect@CScenarioInfoDlg@@UAA_NH@Z,CScenarioInfoDlg_ProcessRightSelect
0x569ef7,user,def_569E59,
0x569f44,user,def_569CC0,
0x569f60,user,jpt_569CC0,
0x569f90,user,jpt_569E59,
0x569fa0,user,j_??1TDialogBox@@UAA@XZ,
0x56a3a0,mangled,?BuildPath@searchArray@@QAAHPBVhero@@J@Z,searchArray_BuildPath
0x56a630,mangled,?check_adjacent_monster@@YA_NPBVhero@@AAUpathCell@@W4type_search_type@@@Z,check_adjacent_monster
0x56a6d0,mangled,?enter_lith@searchArray@@AAAXPBVhero@@ABV?$vector@Utype_point@@V?$allocator@Utype_point@@@std@@@std@@JJAAUpathCell@@JW4type_search_type@@@Z,searchArray_enter_lith
0x56aa00,mangled,?enter_gate@searchArray@@AAAXABUpathCell@@PBVNewmapCell@@J@Z,searchArray_enter_gate
0x56ab20,mangled,?enter_town@searchArray@@AAAXPBVhero@@JABUpathCell@@JW4type_search_type@@@Z,searchArray_enter_town
0x56ada0,mangled,?enter_hostile_trigger@searchArray@@AAA_NPBVhero@@AAUpathCell@@@Z,searchArray_enter_hostile_trigger
0x56ae10,mangled,?enter_trigger@searchArray@@AAA_NPBVhero@@AAUpathCell@@JW4type_search_type@@@Z,searchArray_enter_trigger
0x56b1fa,user,def_56AE6A,
0x56b218,user,jpt_56AE6A,
0x56b320,mangled,?check_town_portal@searchArray@@AAAXPBVhero@@ABUpathCell@@J@Z,searchArray_check_town_portal
0x56b710,mangled,?SeedPosition@searchArray@@QAAXPAVhero@@Utype_point@@1H_NW4type_search_type@@H2@Z,searchArray_SeedPosition
0x56c0b0,user,SeerHutText::SeerHutText,
0x56c110,user,SeerHutText::destructor,
0x56c1a0,user,QuestText::QuestText,
0x56c200,user,QuestText::destructor,
0x56c3f0,user,InitSeerHutText,
0x56c6b0,mangled,?InitializeSeerHutText@@YA_NXZ,InitializeSeerHutText
0x56ce50,user,type_quest::type_quest,
0x56ceb0,user,type_quest::scalar_deleting_destructor,
0x56cee0,user,type_quest::destructor,
0x56cf80,user,type_quest::available,
0x56cfd0,user,type_quest::load,
0x56d120,user,type_quest::read,
0x56d310,user,type_quest::get_time_limit_text,
0x56f5f0,user,type_artifact_quest::scalar_deleting_destructor,
0x56f620,user,type_artifact_quest::destructor,
0x56f6f0,user,type_artifact_quest::ai_value,
0x56f740,user,type_artifact_quest::get_quest_text,
0x56f880,user,type_artifact_quest::get_help_text,
0x56f950,user,type_artifact_quest::can_complete,
0x56f9b0,user,type_artifact_quest::complete,
0x56f9f0,user,type_artifact_quest::do_progress_dialog,
0x56fd10,user,type_artifact_quest::do_proposal_dialog,
0x56fe00,user,type_artifact_quest::read,
0x56fff0,user,type_artifact_quest::load,
0x5701f0,user,type_artifact_quest::write,
0x570320,user,type_artifact_quest::init,
0x572de0,user,TQuestGuard::TQuestGuard,
0x572df0,user,TQuestGuard::DoEvent,
0x572ff0,user,type_quest::get_completion_text,
0x573130,user,TQuestGuard::getLogText,
0x573210,user,TQuestGuard::getQuickViewText,
0x573410,user,TQuestGuard::getRolloverText,
0x573610,user,create_quest,
0x57381c,user,def_573625,
0x573828,user,jpt_573625,
0x573850,user,TQuestGuard::load,
0x5738b0,user,TQuestGuard::read,
0x5738f0,user,TQuestGuard::save,
0x573950,mangled,??0TSeerHut@@QAA@XZ,TSeerHut_ctor
0x573970,user,TSeerHut::getValue,
0x573a40,mangled,?DoSeerEvent@TSeerHut@@QAAXPAVhero@@_N@Z,TSeerHut_DoSeerEvent
0x573b8c,user,def_573B1D,
0x573e08,user,jpt_573B1D,
0x573e30,user,jpt_573B4D,
0x573e40,user,TSeerReward::getValue,
0x57400c,user,def_573E59,
0x574018,user,jpt_573E59,
0x574040,user,jpt_573F05,
0x574050,user,TSeerReward::giveReward,
0x5742ad,user,def_574067,
0x5742b8,user,jpt_574067,
0x5742e0,user,TSeerReward::getRewardExtra,
0x57436c,user,def_5742EE,
0x574374,user,jpt_5742EE,
0x5743a0,mangled,?save@TSeerHut@@AAAHPAX@Z,TSeerHut_save
0x574440,user,TSeerHut::getSeerLogText,
0x574580,user,TSeerHut::getSeerRolloverText,
0x5747b0,user,TSeerHut::getSeerQuickInfoText,
0x5749e0,user,TSeerHut::read,
0x574cf6,user,def_574B2B,
0x574e38,user,jpt_574B2B,
0x574e60,user,TSeerHut::load,
0x5755c0,mangled,??0CHotspotWidget@@QAA@HHHHH_N@Z,CHotspotWidget_ctor
0x575655,user,def_575686,
0x57575c,user,jpt_575686,
0x5757d0,mangled,?handle_message@CSingleSelPopup@@UAAHAAUmessage@@@Z,CSingleSelPopup_handle_message
0x575890,mangled,?CreateWin@CBonusDlg@@QAA_NPBDPAVCSprite@@H00@Z,CBonusDlg_CreateWin
0x575df0,user,j_??1widget@@UAA@XZ,
0x575e00,mangled,??0CTeamAlignmentDlg@@QAA@_N@Z,CTeamAlignmentDlg_ctor
0x5771cd,user,def_577188,
0x5771e0,user,jpt_577188,
0x57724d,user,def_577208,
0x577260,user,jpt_577208,
0x577440,user,type_map_creation_bar::destructor,
0x5778b0,mangled,?BackupGameHeaders@@YAXPAVgame@@0@Z,BackupGameHeaders
0x577ac0,mangled,?ProcessMouse@@YAKPAX@Z,ProcessMouse
0x577b10,mangled,?StartMouseThread@@YAXXZ,StartMouseThread
0x577b90,mangled,?StopMouseThread@@YAXXZ,StopMouseThread
0x577c00,user,CGameHeaderInfoMsg::read,
0x577cd0,user,CGameHeaderInfoMsg::write,
0x577dd0,mangled,?InitializeVCDescriptions@@YA_NXZ,InitializeVCDescriptions
0x577e00,mangled,?InitializeLCDescriptions@@YA_NXZ,InitializeLCDescriptions
0x577e30,mangled,?InitializeTurnDurationText@@YA_NXZ,InitializeTurnDurationText
0x578010,mangled,?DeletePlayer@CNetPlayerHandler@@QAA_NK@Z,CNetPlayerHandler_DeletePlayer
0x578060,mangled,?GetThisPlayer@TSingleSelectionWindow@@AAAPAVCNetPlayerHandlerPlayer@@XZ,TSingleSelectionWindow_GetThisPlayer
0x578610,mangled,??1GameSelectionHeadersStruct@@QAA@XZ,GameSelectionHeadersStruct_dtor
0x578d70,mangled,?Go@CNewPlayerUpdateProc@@QAAXXZ,CNewPlayerUpdateProc_Go
0x578e10,mangled,?Tick@CNewPlayerUpdateProc@@QAAXXZ,CNewPlayerUpdateProc_Tick
0x579180,mangled,??0GameSelectionHeadersStruct@@QAA@XZ,GameSelectionHeadersStruct_ctor
0x579920,mangled,?Finish@CNewPlayerUpdateProc@@IAAXXZ,CNewPlayerUpdateProc_Finish
0x579ce0,mangled,??0TSingleSelectionWindow@@QAA@H@Z,TSingleSelectionWindow_ctor
0x57ca50,mangled,?SetText@textWidget@@UAAXPBD@Z,textWidget_SetText
0x57cb00,user,SCampaign::GetCurrentScenario,
0x57cb10,mangled,??0CNetPlayerHandlerPlayer@@QAA@XZ,CNetPlayerHandlerPlayer_ctor
0x57cb50,mangled,?OnChatWindowSlider@TSingleSelectionWindow@@QAAXH@Z,TSingleSelectionWindow_OnChatWindowSlider
0x57cb70,user,TSingleSelectionWindow::OnRandomMapsSlider,
0x57cee0,mangled,??1CChatWidget@@UAA@XZ,CChatWidget_dtor
0x57d064,user,def_57D057,
0x57d06c,user,jpt_57D057,
0x57d350,user,def_57D307,
0x57d358,user,jpt_57D307,
0x57f2b6,user,def_57F286,
0x57f578,user,jpt_57F286,
0x580d40,mangled,?SetupScenarioOptions@TSingleSelectionWindow@@QAAXXZ,TSingleSelectionWindow_SetupScenarioOptions
0x5813d0,mangled,?SetupAdvancedOptions@TSingleSelectionWindow@@QAAXXZ,TSingleSelectionWindow_SetupAdvancedOptions
0x581c70,mangled,?TurnOffScenarioOptions@TSingleSelectionWindow@@QAAXXZ,TSingleSelectionWindow_TurnOffScenarioOptions
0x581df0,mangled,?TurnOffAdvancedOptions@TSingleSelectionWindow@@QAAXXZ,TSingleSelectionWindow_TurnOffAdvancedOptions
0x582c15,user,def_582BEE,
0x582c4e,user,def_582C20,
0x582c74,user,def_582B80,
0x582d46,user,def_582604,
0x582d88,user,jpt_582604,
0x582db8,user,jpt_582B80,
0x582dc8,user,jpt_582BEE,
0x582de8,user,jpt_582C20,
0x582e10,mangled,?GetHeaders@TSingleSelectionWindow@@QAAXXZ,TSingleSelectionWindow_GetHeaders
0x583440,mangled,?GetHeader@TSingleSelectionWindow@@QAAHPADPAUGameSelectionHeadersStruct@@@Z,TSingleSelectionWindow_GetHeader
0x583cce,user,def_583C57,
0x583dec,user,jpt_583C57,
0x583e10,mangled,??1TSingleSelectionWindow@@UAA@XZ,TSingleSelectionWindow_dtor
0x5841f0,mangled,?GetFileName@TSingleSelectionWindow@@QAAPBDH@Z,TSingleSelectionWindow_GetFileName
0x5842e0,mangled,?GetMapName@TSingleSelectionWindow@@QAAPBDH@Z,TSingleSelectionWindow_GetMapName
0x5843c0,mangled,?DrawBasicMapInfo@TSingleSelectionWindow@@QAAXXZ,TSingleSelectionWindow_DrawBasicMapInfo
0x584820,mangled,?Update@TSingleSelectionWindow@@QAAHAAUmessage@@@Z,TSingleSelectionWindow_Update
0x584a33,user,def_584A13,
0x584e98,user,jpt_584A13,
0x584ec0,mangled,?DoModal@TSingleSelectionWindow@@UAAX_N@Z,TSingleSelectionWindow_DoModal
0x585441,user,def_585360,
0x5855b0,user,jpt_585360,
0x5858d2,user,def_5858AB,
0x585af3,user,def_585AC8,
0x585f54,user,jpt_5858AB,
0x585fd8,user,jpt_585AC8,
0x5861c2,user,def_58619B,
0x5862a4,user,jpt_58619B,
0x586856,user,def_5867C5,
0x58686c,user,jpt_5867C5,
0x586913,user,def_5868DF,
0x5879b0,user,def_586938,
0x5879c8,user,jpt_5868DF,
0x587ab8,user,jpt_586938,
0x587fd0,mangled,?WindowHandler@TSingleSelectionWindow@@UAAHAAUmessage@@@Z,TSingleSelectionWindow_WindowHandler
0x58858a,user,def_58814E,
0x5885a0,user,jpt_58814E,
0x588600,mangled,?UpdatePlayerPositions@TSingleSelectionWindow@@QAAX_N@Z,TSingleSelectionWindow_UpdatePlayerPositions
0x588a70,mangled,?HandleNetMsg@TSingleSelectionWindow@@QAA_NPAVCNetMsg@@AA_N@Z,TSingleSelectionWindow_HandleNetMsg
0x589305,user,def_588AB9,
0x589324,user,jpt_588AB9,
0x589384,user,jpt_588AD9,
0x589500,user,j_??1CAnimatedDlg@@UAA@XZ,
0x589890,mangled,?CheckMissingHeaders@TSingleSelectionWindow@@QAA_NK@Z,TSingleSelectionWindow_CheckMissingHeaders
0x589df0,mangled,?OnGameTransmitInitMsg@TSingleSelectionWindow@@QAA_NPAVCNetMsg@@@Z,TSingleSelectionWindow_OnGameTransmitInitMsg
0x589f30,mangled,?OnNewSetupInfoMsg@TSingleSelectionWindow@@QAA_NPAVCNetMsg@@@Z,TSingleSelectionWindow_OnNewSetupInfoMsg
0x58a270,mangled,?OnNewPlayerMsg@TSingleSelectionWindow@@QAA_NPAVCNetMsg@@@Z,TSingleSelectionWindow_OnNewPlayerMsg
0x58a550,mangled,??0CNewPlayerUpdateProc@@QAA@K@Z,CNewPlayerUpdateProc_ctor
0x58b150,mangled,?DisplayChat@TSingleSelectionWindow@@QAAXXZ,TSingleSelectionWindow_DisplayChat
0x58b1f0,user,ChangeStartingHero,
0x58bd10,mangled,?OnUpdatePlayerPosMsg@TSingleSelectionWindow@@QAAXPAVCNetMsg@@@Z,TSingleSelectionWindow_OnUpdatePlayerPosMsg
0x58c560,mangled,?BeginSavedGame@TSingleSelectionWindow@@QAA_NXZ,TSingleSelectionWindow_BeginSavedGame
0x58c840,mangled,?BeginNewGame@TSingleSelectionWindow@@QAA_NXZ,TSingleSelectionWindow_BeginNewGame
0x58d7e0,mangled,?DrawHeroAdvancedOption@TSingleSelectionWindow@@QAAXH_NH@Z,TSingleSelectionWindow_DrawHeroAdvancedOption
0x58da90,user,def_58DA5A,
0x58dfa5,user,def_58DF97,
0x58e200,user,jpt_58DA5A,
0x58e210,user,jpt_58DF97,
0x58e922,user,def_58E638,
0x58e93c,user,jpt_58E638,
0x58ecd0,mangled,?PlayerDropped@CNewPlayerUpdateMan@@QAAXK@Z,CNewPlayerUpdateMan_PlayerDropped
0x58ee40,mangled,?end@?$vector@PAXV?$allocator@PAX@std@@@std@@QBE?AV?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@PAX@std@@@std@@@2@XZ,std_PAX_PAXV_allocator_vector_end
0x58f370,user,std::destroy_GameSelectionHeadersStruct_,
0x58fa40,mangled,??4playerData@@QAAAAV0@ABV0@@Z,op_4playerData
0x596310,mangled,??_Gslider@@UAAPAXI@Z,op_Gslider
0x596340,mangled,?initialize@slider@@IAAXPBD@Z,slider_initialize
0x5963c0,mangled,??0slider@@QAA@HHHHHHP6AXHPAVheroWindow@@@ZW4EGraphics@0@H_N@Z,slider_ctor
0x596470,mangled,??1slider@@UAA@XZ,slider_dtor
0x5964d0,mangled,?SetState@slider@@UAAXH@Z,slider_SetState
0x596520,mangled,?KeyAccel@slider@@QAAXHHHHH@Z,slider_KeyAccel
0x596714,user,def_5966C7,
0x5967a4,user,jpt_5966C7,
0x5967d0,mangled,?Main@slider@@UAAHAAUmessage@@@Z,slider_Main
0x596b24,user,def_596ABE,
0x596c48,user,jpt_596ABE,
0x596c70,mangled,?Select@slider@@QAAHAAUmessage@@_N@Z,slider_Select
0x596de0,mangled,?Deselect@slider@@QAAHAAUmessage@@@Z,slider_Deselect
0x596f30,mangled,?GetRealHeight@button@@UBAHXZ,button_GetRealHeight
0x596f40,mangled,?Draw@slider@@UBAXXZ,slider_Draw
0x597320,mangled,?SetKnob@slider@@IAAXH@Z,slider_SetKnob
0x5973b0,mangled,?UpdateResolution@slider@@UAAXH@Z,slider_UpdateResolution
0x5973f0,mangled,?SetResolution@slider@@UAAXH@Z,slider_SetResolution
0x597420,mangled,?OnSetFocus@slider@@UAAXXZ,slider_OnSetFocus
0x597430,mangled,?OnKillFocus@slider@@UAAXXZ,slider_OnKillFocus
0x597440,mangled,?enable@slider@@UAAX_N@Z,slider_enable
0x5974b0,mangled,?VideoSoundOnOff@@YAXH@Z,VideoSoundOnOff
0x5974f0,mangled,?VideoRealignBuffers@@YAXXZ,VideoRealignBuffers
0x5975d0,mangled,?VideoPlay@@YAHHHHHH@Z,VideoPlay
0x597870,mangled,?VideoOpen@@YAXHHHHHH_N0@Z,VideoOpen
0x5978f0,mangled,?VideoClose@@YAXXZ,VideoClose
0x5979e0,mangled,?VideoNextFrame@@YAXXZ,VideoNextFrame
0x597a40,mangled,?VideoDrawCurrentFrame@@YAXXZ,VideoDrawCurrentFrame
0x597aa0,mangled,?VideoPause@@YAXXZ,VideoPause
0x597b50,mangled,?VideoResume@@YAXXZ,VideoResume
0x597c00,mangled,?VideoRestart@@YAXXZ,VideoRestart
0x597c30,mangled,?VideoNeedsUpdate@@YA_NXZ,VideoNeedsUpdate
0x597c90,mangled,?VideoPlaying@@YA_NXZ,VideoPlaying
0x597cd0,mangled,?VideoDrawRects@@YAXXZ,VideoDrawRects
0x597f70,mangled,?VideoShutDown@@YAXXZ,VideoShutDown
0x598510,mangled,?LoadAnimHeaders@@YA_NXZ,LoadAnimHeaders
0x598740,mangled,?DeleteAnimHeaders@@YAXXZ,DeleteAnimHeaders
0x5987a0,mangled,?LoadSoundHeaders@@YA_NXZ,LoadSoundHeaders
0x5989e0,mangled,?DeleteSoundHeaders@@YAXXZ,DeleteSoundHeaders
0x598a90,mangled,?OpenSmacker@SmackManager@@YAXXZ,SmackManager_OpenSmacker
0x598d40,mangled,?SetPixelFormat@SmackManager@@YAXKKK@Z,SmackManager_SetPixelFormat
0x598df0,user,ShowVideo,
0x599180,mangled,?NextSmackerFrame@SmackManager@@YAXXZ,SmackManager_NextSmackerFrame
0x599350,mangled,?CloseSmacker@SmackManager@@YAXXZ,SmackManager_CloseSmacker
0x5997b0,mangled,?SetMusicVolume@soundManager@@QAAXXZ,soundManager_SetMusicVolume
0x5999c0,mangled,?ConvertVolume@soundManager@@QAAHHH@Z,soundManager_ConvertVolume
0x599a60,mangled,??0soundManager@@QAA@XZ,soundManager_ctor
0x599ad0,mangled,?Open@soundManager@@UAAHH@Z,soundManager_Open
0x599d90,mangled,?Close@soundManager@@UAAXXZ,soundManager_Close
0x599e90,user,soundManager_599E90,
0x599f40,user,soundManager_599F40,
0x59a090,mangled,?StopAllSamples@soundManager@@QAAXH@Z,soundManager_StopAllSamples
0x59a180,mangled,?StopSample@soundManager@@QAAXPAVHSAMPLE@@@Z,soundManager_StopSample
0x59a1c0,mangled,?WaitSample@soundManager@@QAAXPAVHSAMPLE@@H@Z,soundManager_WaitSample
0x59a240,mangled,?ModifySample@soundManager@@QAAXPAVHSAMPLE@@FJ@Z,soundManager_ModifySample
0x59a330,user,soundManager::DigitalReport,
0x59a3c0,mangled,?AdjustSoundVolumes@soundManager@@QAAXXZ,soundManager_AdjustSoundVolumes
0x59a4b0,mangled,?AdjustMusicVolumes@soundManager@@QAAXXZ,soundManager_AdjustMusicVolumes
0x59a4e0,mangled,?SwitchAmbientMusic@soundManager@@QAAXH@Z,soundManager_SwitchAmbientMusic
0x59a510,mangled,?MemorySample@soundManager@@QAAPAVHSAMPLE@@PAVsample@@@Z,soundManager_MemorySample
0x59a6f0,mangled,?MusicPlaying@soundManager@@QAAHXZ,soundManager_MusicPlaying
0x59a710,mangled,?ClearMemSample@@YAXUSAMPLE2@@@Z,ClearMemSample
0x59a770,mangled,?LoadPlaySample@@YA?AUSAMPLE2@@PBD@Z,LoadPlaySample
0x59a7c0,mangled,?WaitEndSample@@YAXUSAMPLE2@@H@Z,WaitEndSample
0x59a890,mangled,?launch_sample@@YAXPBDHH@Z,launch_sample
0x59aad0,user,soundManager::service_sounds,
0x59ab30,mangled,?ProcessMP3Stop@@YAXPAX@Z,ProcessMP3Stop
0x59ab40,mangled,?ProcessStopAndPlayMP3@@YAXXZ,ProcessStopAndPlayMP3
0x59af00,mangled,?ResumeStream@soundManager@@QAAXXZ,soundManager_ResumeStream
0x59afb0,mangled,?StartMP3@soundManager@@QAAXPBDH_N@Z,soundManager_StartMP3
0x59b310,mangled,?StopMP3@soundManager@@QAAXXZ,soundManager_StopMP3
0x59b380,mangled,?ThreadStopMP3@soundManager@@QAAXXZ,soundManager_ThreadStopMP3
0x59bda0,mangled,?get_spell_description@TSpellbookWindow@@AAA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4SpellID@@PBVhero@@_N@Z,TSpellbookWindow_get_spell_description
0x59c0f0,mangled,??0TSpellbookWindow@@QAA@ABVhero@@PBVarmyGroup@@W4TSpellContext@0@_N@Z,TSpellbookWindow_ctor
0x59cbc0,mangled,??_GTSpellbookWindow@@UAAPAXI@Z,op_GTSpellbookWindow
0x59cbf0,mangled,??1TSpellbookWindow@@UAA@XZ,TSpellbookWindow_dtor
0x59cc70,mangled,?Open@TSpellbookWindow@@UAAHH_N@Z,TSpellbookWindow_Open
0x59cc90,mangled,?Close@TSpellbookWindow@@UAAX_N@Z,TSpellbookWindow_Close
0x59cca0,mangled,?GotoPage@TSpellbookWindow@@QAAXH@Z,TSpellbookWindow_GotoPage
0x59d340,mangled,?WindowHandler@TSpellbookWindow@@UAAHAAUmessage@@@Z,TSpellbookWindow_WindowHandler
0x59d982,user,def_59D42C,
0x59dc4c,user,def_59DB64,
0x59ddfc,user,jpt_59D42C,
0x59de24,user,jpt_59D4C9,
0x59de94,user,jpt_59D70E,
0x59deb8,user,jpt_59DB64,
0x59dee0,mangled,??MTSpellbookEntry@TSpellbookWindow@@QBA_NABV01@@Z,TSpellbookWindow_op_MTSpellbookEntry
0x59df70,user,atexit_59DF70,
0x59e360,mangled,?SpellTargetsASingleArmy@@YA_NHH@Z,SpellTargetsASingleArmy
0x59e390,mangled,?InitializeSpellTraitsTable@@YA_NXZ,InitializeSpellTraitsTable
0x59e450,user,InitializeSpellTraits,
0x59e7b0,mangled,??1TAutoStrPtr@?%E:_gamedcs_spelldefs.cpp1007929134@@QAA@XZ,E_gamedcs_spelldefs_cpp1007929134_TAutoStrPtr_dtor
0x59e7c0,user,init_59E7C0,
0x59e7e0,user,init_59E7E0,
0x59e800,user,init_59E800,
0x59ec10,mangled,?ViewSpells@combatManager@@QBA?AW4SpellID@@XZ,combatManager_ViewSpells
0x59ef60,mangled,?InitiateSpell@combatManager@@QAAXW4SpellID@@@Z,combatManager_InitiateSpell
0x59f8b4,user,def_59F891,
0x59f96c,user,def_59EFE8,
0x59f990,user,jpt_59EFE8,
0x59f9f8,user,jpt_59F891,
0x59fa10,mangled,?HighlightHex@combatManager@@QAAXH@Z,combatManager_HighlightHex
0x59fbb0,user,mark_area_highlights,
0x59fe50,mangled,?check_landmine@combatManager@@QAA_NJPAVarmy@@_N@Z,combatManager_check_landmine
0x59ffe0,mangled,?check_fire_wall@combatManager@@QAA_NJPAVarmy@@_N@Z,combatManager_check_fire_wall
0x5a00f0,user,combatManager::EnchanterShoot_SoD,
0x5a0140,mangled,?CastSpell@combatManager@@QAAXW4SpellID@@H_NHW4TSkillMastery@@J@Z,combatManager_CastSpell
0x5a0664,user,QuickSand,
0x5a0b31,user,castWireWall,
0x5a1cac,user,cast_sacrify,
0x5a2368,user,def_5A065D,
0x5a2ab0,user,jpt_5A065D,
0x5a2b90,mangled,?get_failure_reason@combatManager@@AAA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4SpellID@@PBDJ@Z,combatManager_get_failure_reason
0x5a2f70,mangled,?display_failure_reason@combatManager@@QAAXW4SpellID@@PBDJ@Z,combatManager_display_failure_reason
0x5a3010,user,handle_sacrifice_beneficiary,
0x5a30c8,user,def_5A303D,
0x5a3160,user,jpt_5A303D,
0x5a31a0,user,HandleCastSacrifice,
0x5a32a9,user,def_5A31CD,
0x5a3340,user,jpt_5A31CD,
