# MANUALLY MANAGED - reviewed rows; hand-owned after admission.
# Every verified function span in the pinned PEF code section; names
# come from source MAC_ADDRESS claims, the runtime maps and glue map.
# exe: Heroes PEF sha256=650be8880cfda81ffa7704ce3bcdb9c5a6528f67afdf77c0c0c63e8259250d86 size=3418835
# Offsets are relative to PEF code section 0; lowercase 0x hex.
offset	size
0x168800	0x18
0x168818	0x74
0x16888c	0x74
0x168900	0x54
0x168954	0xc8
0x168a1c	0x8
0x168a24	0x7c
0x168aa0	0x64
0x168b04	0x68
0x168b6c	0x184
0x168cf0	0x40
0x168d30	0x1c
0x168d4c	0x74
0x168dc0	0x74
0x168e34	0x24
0x168e58	0xb4
0x168f0c	0x8
0x168f14	0x74
0x168f88	0x64
0x168fec	0x64
0x169050	0x168
0x1691b8	0x10
0x1691c8	0x250
0x169418	0x24
0x16943c	0xc8
0x169504	0x110
0x169614	0x110
0x169724	0x194
0x1698b8	0xb4
0x16996c	0x80
0x1699ec	0xd8
0x169ac4	0x48
0x169b0c	0xf0
0x169bfc	0x2d4
0x169ed0	0x268
0x16a138	0x290
0x16a3c8	0xfc
0x16a4c4	0xc4
0x16a588	0x13c
0x16a6c4	0x108
0x16a7cc	0x150
0x16a91c	0x150
0x16aa6c	0x7c
0x16aae8	0x534
0x16b01c	0x27c
0x16b298	0x60
0x16b2f8	0x60
0x16b358	0x60
0x16b3b8	0x98
0x16b450	0x7c
0x16b4cc	0x60
0x16b52c	0x60
0x16b58c	0x60
0x16b5ec	0x60
0x16b64c	0x98
0x16b6e4	0x64
0x16b748	0xf0
0x16b838	0x14
0x16b84c	0x38
0x16b884	0x1c0
0x16ba44	0x74
0x16bab8	0x1a4
0x16bc5c	0x54
0x16bcb0	0x2a4
0x16bf54	0x25c
0x16c1b0	0x54
0x16c204	0x3e4
0x16c5e8	0x54
0x16c63c	0x52c
0x16cb68	0x64
0x16cbcc	0x2b0
0x16ce7c	0xd4
0x16cf50	0x170
0x16d0c0	0x60
0x16d120	0x20
0x16d140	0x4
0x16d144	0x68
0x16d1ac	0x60
0x16d20c	0x20
0x16d22c	0x4
0x16d230	0x9c
0x16d2cc	0x60
0x16d32c	0x4
0x16d330	0x4
0x16d334	0x1c0
0x16d4f4	0xb0
0x16d5a4	0xb0
0x16d654	0x21c
0x16d870	0x118
0x16d988	0x1fc
0x16db84	0x24
0x16dba8	0x58
0x16dc00	0x84
0x16dc84	0x18c
0x16de10	0x320
0x16e130	0x1ec
0x16e31c	0x3c
0x16e358	0x30
0x16e388	0x24
0x16e3ac	0x34
0x16e3e0	0x40
0x16e420	0x100
0x16e520	0xfc
0x16e61c	0xa4
0x16e6c0	0x88
0x16e748	0x38
0x16e780	0x34
0x16e7b4	0x94
0x16e848	0x94
0x16e8dc	0x94
0x16e970	0x48
0x16e9b8	0x48
0x16ea00	0x40
0x16ea40	0x58
0x16ea98	0x150
0x16ebe8	0x68
0x16ec50	0x28
0x16ec78	0x28
0x16eca0	0x28
0x16ecc8	0xd4
0x16ed9c	0x78
0x16ee14	0x120
0x16ef34	0x38
0x16ef6c	0x14
0x16ef80	0xd4
0x16f054	0x60
0x16f0b4	0x48
0x16f0fc	0x34
0x16f130	0x38
0x16f168	0xa4
0x16f20c	0x34
0x16f240	0x58
0x16f298	0x68
0x16f300	0x68
0x16f368	0x49c
0x16f804	0xb4
0x16f8b8	0x2c0
0x16fb78	0x144
0x16fcbc	0x160
0x16fe1c	0x8
0x16fe24	0xf0
0x16ff14	0xac
0x16ffc0	0x68c
0x17064c	0x2c8
0x170914	0x3c
0x170950	0x240
0x170b90	0x4a20
0x1755b0	0x60
0x175610	0x5c
0x17566c	0x8
0x175674	0x48
0x1756bc	0x1c50
0x17730c	0x480
0x17778c	0x344
0x177ad0	0x98
0x177b68	0x24
0x177b8c	0xb0
0x177c3c	0x328
0x177f64	0x90
0x177ff4	0xf0
0x1780e4	0x5ec
0x1786d0	0x4c4
0x178b94	0x33c
0x178ed0	0x790
0x179660	0x1ac
0x17980c	0x29c
0x179aa8	0x5b4
0x17a05c	0x844
0x17a8a0	0x74
0x17a914	0x204
0x17ab18	0x170
0x17ac88	0x428
0x17b0b0	0x114
0x17b1c4	0x140
0x17b304	0x200
0x17b504	0x3a8
0x17b8ac	0x58
0x17b904	0x60
0x17b964	0xe8
0x17ba4c	0x108
0x17bb54	0xd0
0x17bc24	0x3c
0x17bc60	0x44c
0x17c0ac	0x7b4
0x17c860	0x90
0x17c8f0	0xc0
0x17c9b0	0x384
0x17cd34	0xb4
0x17cde8	0xb8
0x17cea0	0x338
0x17d1d8	0x240
0x17d418	0x708
0x17db20	0x1c
0x17db3c	0x258
0x17dd94	0xec
0x17de80	0x60
0x17dee0	0x428
0x17e308	0x5c
0x17e364	0x30
0x17e394	0x30
0x17e3c4	0x60
0x17e424	0x220
0x17e644	0xd5c
0x17f3a0	0x130
0x17f4d0	0x6a8
0x17fb78	0x2c
0x17fba4	0x44c
0x17fff0	0x7e0
0x1807d0	0x60
0x180830	0x14
0x180844	0x5c
0x1808a0	0x8c
0x18092c	0x84
0x1809b0	0x40
0x1809f0	0x68
0x180a58	0x14c
0x180ba4	0x80
0x180c24	0x668
0x18128c	0x50
0x1812dc	0x168
0x181444	0x108
0x18154c	0x148
0x181694	0x268
0x1818fc	0x14
0x181910	0x12c
0x181a3c	0xac
0x181ae8	0xc4
0x181bac	0xc4
0x181c70	0x110
0x181d80	0x14c
0x181ecc	0x98
0x181f64	0x590
0x1824f4	0xd0
0x1825c4	0x68
0x18262c	0x40
0x18266c	0x38
0x1826a4	0x2c
0x1826d0	0xa0
0x182770	0x138
0x1828a8	0x74
0x18291c	0x104
0x182a20	0x118
0x182b38	0xdc
0x182c14	0x44
0x182c58	0x94
0x182cec	0x8c
0x182d78	0x218
0x182f90	0x140
0x1830d0	0x154
0x183224	0x150
0x183374	0x1c8
0x18353c	0x9c
0x1835d8	0xc0
0x183698	0x51c
0x183bb4	0x1a8
0x183d5c	0x33c
0x184098	0x34
0x1840cc	0x128
0x1841f4	0x190
0x184384	0x184
0x184508	0x30
0x184538	0xac
0x1845e4	0x6c
0x184650	0x14c
0x18479c	0x154
0x1848f0	0x12c
0x184a1c	0xc8
0x184ae4	0xb0
0x184b94	0x200
0x184d94	0xbc
0x184e50	0xb0
0x184f00	0xf0
0x184ff0	0xccc
0x185cbc	0x58
0x185d14	0x98
0x185dac	0x258
0x186004	0x24
0x186028	0x40
0x186068	0x58
0x1860c0	0x164
0x186224	0x1e8
0x18640c	0x3c
0x186448	0xe0
0x186528	0x88
0x1865b0	0x8
0x1865b8	0x6c
0x186624	0x2c
0x186650	0x4c
0x18669c	0x60
0x1866fc	0x38
0x186734	0x60
0x186794	0x60
0x1867f4	0x80
0x186874	0xfc
0x186970	0x60
0x1869d0	0x88
0x186a58	0x64
0x186abc	0x60
0x186b1c	0xec
0x186c08	0x68
0x186cbc	0xdc
0x186d98	0x24
0x186dbc	0x2c
0x186de8	0x38
0x186e20	0x74
0x186e94	0x568
0x1873fc	0x428
0x187824	0x14
0x187838	0x14
0x18784c	0x4
0x187850	0x14
0x187864	0x4
0x187868	0x14
0x18787c	0x4
0x187880	0xc0
0x187940	0x1cc
0x187b0c	0x120
0x187c2c	0xa0
0x187ccc	0x7c
0x187d48	0x64
0x187dac	0x2c
0x187dd8	0x64
0x187e3c	0xfc
0x187f38	0xbc
0x188ce8	0x14
0x188f1c	0xf8
0x189014	0x14
0x189028	0x284
0x1892ac	0xb4
0x189360	0xc8
0x189428	0x88
0x1894b0	0x68
0x189518	0x4
0x18951c	0x3e8
0x189904	0x620
0x189f24	0x264
0x18a188	0x260
0x18a3e8	0xc
0x18a3f4	0xc
0x18a400	0x4
0x18a404	0x5e0
0x18a9e4	0xc4
0x18aaa8	0x54
0x18aafc	0x30
0x18ab2c	0xc
0x18ab38	0xc
0x18ab44	0x74
0x18abb8	0x1c0
0x18ad78	0x2c
0x18ada4	0xec
0x18ae90	0x21c
0x18b0ac	0x1424
0x18c4d0	0xb4
0x18c584	0x34
0x18c5b8	0x20
0x18c5d8	0x5c4
0x18cb9c	0x5c
0x18cbf8	0x8
0x18cc00	0xec
0x18ccec	0xcc
0x18cdb8	0xaa0
0x18d858	0xa8
0x18d900	0x228
0x18db28	0xa8
0x18dbd0	0x100
0x18dcd0	0x14
0x18dce4	0x64
0x18dd48	0x1fc
0x18df44	0x28c
0x18e1d0	0x1c
0x18e1ec	0x284
0x18e470	0xd0
0x18e540	0x3c
0x18e57c	0x1c0
0x18e73c	0x7c
0x18e7b8	0x13c
0x18e8f4	0x3a4
0x18ec98	0x30
0x18ecc8	0x30
0x18ecf8	0x30
0x18ed28	0x54
0x18ed7c	0xc
0x18ed88	0x1c0
0x18ef48	0x368
0x18f2b0	0x288
0x18f538	0x22c
0x18f764	0x48
0x18f7ac	0x9b8
0x190164	0x1f4
0x190358	0x170
0x1904c8	0x78
0x190540	0x29f4
0x192f34	0x304
0x193238	0x70
0x1932a8	0x238
0x1934e0	0x270
0x193750	0x90
0x1937e0	0x148
0x193928	0x2a8
0x193bd0	0x228
0x193df8	0x114
0x193f0c	0x214
0x194120	0xd8
0x1941f8	0x3a4
0x19459c	0x3c
0x1945d8	0x1b0
0x194788	0x100
0x194888	0x1ac
0x194a34	0x114
0x194b48	0x64
0x194bac	0x5c
0x194c08	0xd0
0x194cd8	0x170
0x194e48	0x184
0x194fcc	0xdc
0x1950a8	0x190
0x195238	0x188
0x1953c0	0x64
0x195424	0x21c
0x195640	0x6e0
0x195d20	0x348
0x196068	0x51c
0x196584	0x210
0x196794	0x80c
0x196fa0	0x198
0x197138	0x46c
0x1975a4	0x28
0x1975cc	0xec
0x1976b8	0x588
0x197c40	0x4c4
0x198104	0x2d8
0x1983dc	0x90
0x19846c	0x80
0x1984ec	0x200
0x1986ec	0x3b4
0x198aa0	0xd8
0x198b78	0x144
0x198cbc	0x5c
0x198d18	0x35c
0x199074	0x15c
0x1991d0	0x688
0x199858	0x5a0
0x199df8	0x60
0x199e58	0x384
0x19a1dc	0x7f0
0x19a9cc	0xa0
0x19aa6c	0x50
0x19aabc	0x74
0x19ab30	0x60
0x19ab90	0xbc
0x19ac4c	0x138
0x19ad84	0x1c0
0x19af44	0x6c
0x19afb0	0x40
0x19aff0	0x50
0x19b040	0x15c
0x19b19c	0xa8
0x19b244	0x24c
0x19b490	0x13c
0x19b5cc	0xac
0x19b678	0x1c0
0x19b838	0x90
0x19b8c8	0x94
0x19b95c	0x94
0x19b9f0	0x18
0x19ba08	0x6c
0x19ba74	0xa4
0x19bb18	0x9c
0x19bbb4	0xf8
0x19bcac	0x1c0
0x19be6c	0x9d30
0x1a5b9c	0xb0
0x1a5c4c	0x12c
0x1a5d78	0x13c
0x1a5eb4	0x2c0
0x1a6174	0x64
0x1a61d8	0x478
0x1a6650	0x128
0x1a6778	0x60
0x1a67d8	0x204
0x1a69dc	0xc4
0x1a6aa0	0x17c
0x1a6c1c	0x70
0x1a6c8c	0x108
0x1a6d94	0x160
0x1a6ef4	0x2b0
0x1a71a4	0x450
0x1a75f4	0x1a8
0x1a779c	0x144
0x1a78e0	0x74
0x1a7954	0xdc0
0x1a8714	0x18
0x1a872c	0x5a8
0x1a8cd4	0xa0
0x1a8d74	0x1ac
0x1a8f20	0x2a4
0x1a91c4	0x34
0x1a91f8	0x7a0
0x1a9998	0x234
0x1a9bcc	0x4c
0x1a9c18	0x4c
0x1a9c64	0x40
0x1a9ca4	0x110
0x1a9db4	0x90
0x1a9e44	0x40
0x1a9e84	0x144
0x1a9fc8	0x80
0x1aa048	0x48
0x1aa090	0x25c
0x1aa2ec	0x2534
0x1ac820	0xac
0x1ac8cc	0x98
0x1ac964	0xcc
0x1aca30	0x6a4
0x1ad0d4	0x12c
0x1ad200	0x1c0
0x1ad3c0	0x44
0x1ad404	0xa4
0x1ad4a8	0xa0
0x1ad548	0xa4
0x1ad5ec	0x1f0
0x1ad7dc	0xa0
0x1ad87c	0xa0
0x1ad91c	0xa0
0x1ad9bc	0xa0
0x1ada5c	0xb4
0x1adb10	0xa0
0x1adbb0	0xdc
0x1adc8c	0x13c
0x1addc8	0x118
0x1adee0	0x118
0x1adff8	0xdc
0x1ae0d4	0xa0
0x1ae174	0xa0
0x1ae214	0xa0
0x1ae2b4	0xa0
0x1ae354	0xa0
0x1ae3f4	0xa0
0x1ae494	0xa0
0x1ae534	0xa8
0x1ae5dc	0x84
0x1ae660	0xa0
0x1ae700	0x830
0x1aef30	0x6c0
0x1af5f0	0x1c0
0x1af7b0	0x174
0x1af924	0xa0
0x1af9c4	0x60
0x1afa24	0x7c
0x1afaa0	0xa4
0x1afb44	0x38c
0x1afed0	0x328
0x1b01f8	0x318
0x1b0510	0x230
0x1b0740	0x58
0x1b0798	0x38
0x1b07d0	0x30
0x1b0800	0x30
0x1b0830	0x70
0x1b08a0	0x8c
0x1b092c	0x1c0
0x1b0aec	0x84
0x1b0b70	0x21c
0x1b0d8c	0x8c
0x1b0e18	0xc
0x1b0e24	0x84
0x1b0ea8	0x270
0x1b1118	0xc
0x1b1124	0xe4
0x1b1208	0xd4
0x1b12dc	0x1c0
0x1b149c	0xb4
0x1b1550	0x80
0x1b15d0	0x260
0x1b1830	0x4
0x1b1834	0xfc
0x1b1930	0x4
0x1b1934	0x74
0x1b19a8	0x4
0x1b19ac	0xd0
0x1b1a7c	0x60
0x1b1adc	0x1c0
0x1b1c9c	0x5f4
0x1b2290	0x5e8
0x1b2878	0x74
0x1b28ec	0x29c
0x1b2b88	0x700
0x1b3288	0xd0
0x1b3358	0xbc
0x1b3414	0x4c
0x1b3460	0x204
0x1b3664	0x104
0x1b3768	0x134
0x1b389c	0x74
0x1b3910	0x1ac
0x1b3abc	0x298
0x1b3d54	0xe8
0x1b3e3c	0x3a0
0x1b41dc	0x1c8
0x1b43a4	0x8
0x1b43ac	0x420
0x1b47cc	0x17c
0x1b4948	0x224
0x1b4b6c	0x14
0x1b4b80	0xa0
0x1b4c20	0x8c
0x1b4cac	0x130
0x1b4ddc	0x14c
0x1b4f28	0x138
0x1b5060	0xc0
0x1b5120	0x2f4
0x1b5414	0x1fc
0x1b5610	0xc8
0x1b56d8	0x100
0x1b57d8	0x198
0x1b5970	0x220
0x1b5b90	0x3f4
0x1b5f84	0xc8
0x1b604c	0x440
0x1b648c	0x1ac
0x1b6638	0xbc
0x1b66f4	0x104
0x1b67f8	0x19c
0x1b6994	0xf8
0x1b6a8c	0x180
0x1b6c0c	0x68
0x1b6c74	0x40
0x1b6cb4	0xb4
0x1b6d68	0x60
0x1b6dc8	0x18
0x1b6de0	0x40
0x1b6e20	0x38
0x1b6e58	0xc4
0x1b6f1c	0x88
0x1b6fa4	0x1c
0x1b6fc0	0x1c
0x1b6fdc	0x44
0x1b7020	0x44
0x1b7064	0x28
0x1b708c	0x158
0x1b71e4	0xa4
0x1b7288	0x1c0
0x1b7448	0xfc4
0x1b840c	0x138
0x1b8544	0xc8
0x1b860c	0x94
0x1b86a0	0x214
0x1b88b4	0x8
0x1b88bc	0xc0
0x1b897c	0xac
0x1b8a28	0x154
0x1b8b7c	0x54
0x1b8bd0	0x1c0
0x1b8d90	0x1c4
0x1b8f54	0xcc
0x1b9020	0x70
0x1b9090	0x74
0x1b9104	0x580
0x1b9684	0x154
0x1b97d8	0x174
0x1b994c	0x3a7c
0x1bd3c8	0xcc
0x1bd494	0x1c4
0x1bd658	0x11c
0x1bd774	0x90
0x1bd804	0xcc
0x1bd8d0	0x95c
0x1be22c	0x2f4
0x1be520	0xac
0x1be5cc	0x2bc
0x1be888	0x738
0x1befc0	0x308
0x1bf2c8	0x13c
0x1bf404	0x11c
0x1bf520	0x70
0x1bf590	0x1ec
0x1bf77c	0x454
0x1bfbd0	0x9e0
0x1c05b0	0x154
0x1c0704	0x88
0x1c078c	0xd0
0x1c085c	0x21f4
0x1c2a50	0xd0
0x1c2b20	0x230
0x1c2d50	0x300
0x1c3050	0x351c
0x1c656c	0xb0
0x1c661c	0x2804
0x1c8e20	0xb0
0x1c8ed0	0x21c
0x1c90ec	0x2f0
0x1c93dc	0xa4
0x1c9480	0x380
0x1c9800	0x2d70
0x1cc570	0xb0
0x1cc620	0x1ac
0x1cc7cc	0xe0
0x1cc8ac	0x78
0x1cc924	0x25c
0x1ccb80	0x284
0x1cce04	0x238
0x1cd03c	0x70
0x1cd0ac	0x60
0x1cd10c	0xa8
0x1cd1b4	0x60
0x1cd214	0x84
0x1cd298	0xc54
0x1cdeec	0xb0
0x1cdf9c	0x9c
0x1ce038	0x148
0x1ce180	0x158
0x1ce2d8	0x238
0x1ce510	0xd18
0x1cf228	0xb0
0x1cf2d8	0x4
0x1cf2dc	0x100
0x1cf3dc	0x1c8
0x1cf5a4	0x98
0x1cf63c	0x188
0x1cf7c4	0x12c
0x1cf8f0	0x208
0x1cfaf8	0xd4
0x1cfbcc	0x24
0x1cfbf0	0x174
0x1cfd64	0xd4
0x1cfe38	0x254
0x1d008c	0x34
0x1d00c0	0x19e4
0x1d1aa4	0x5d8
0x1d207c	0x74
0x1d20f0	0x108
0x1d21f8	0x1d4
0x1d23cc	0x14c
0x1d2518	0xac
0x1d25c4	0xb8
0x1d267c	0xaf8
0x1d3174	0xb0
0x1d3224	0x380
0x1d35a4	0x53c
0x1d3ae0	0x120
0x1d3c00	0x4
0x1d3c04	0xcc
0x1d3cd0	0x10c
0x1d3ddc	0x5e8
0x1d43c4	0x2bc
0x1d4680	0xed0
0x1d5550	0xb0
0x1d5600	0x270
0x1d5870	0x3a4
0x1d5c14	0x84
0x1d5c98	0x44
0x1d5cdc	0x4a4
0x1d6180	0x48
0x1d61c8	0x1f4
0x1d63bc	0x1f8
0x1d65b4	0xb4
0x1d6668	0xa4e0
0x1e0b48	0xb0
0x1e0bf8	0xd0
0x1e0cc8	0x238
0x1e0f00	0x148
0x1e1048	0x538
0x1e1580	0x6c4
0x1e1c44	0x1140
0x1e2d84	0x3e0
0x1e3164	0xa4
0x1e3208	0x3c
0x1e3244	0x31c
0x1e3560	0x30
0x1e3590	0x30
0x1e35c0	0x30
0x1e35f0	0x3378
0x1e6968	0xb0
0x1e6a18	0x3288
0x1e9ca0	0xb0
0x1e9d50	0x31a4
0x1ecef4	0xb0
0x1ecfa4	0x4748
0x1f16ec	0xb0
0x1f179c	0x3288
0x1f4a24	0xb0
0x1f4ad4	0xcc
0x1f4ba0	0x138
0x1f4cd8	0x50
0x1f4d28	0x120
0x1f4e48	0xb0
0x1f4ef8	0x4c
0x1f4f44	0x40
0x1f4f84	0x5d8
0x1f555c	0x194
0x1f56f0	0x60
0x1f5750	0x34
0x1f5784	0x34
0x1f57b8	0x60
0x1f5818	0x34
0x1f584c	0x34
0x1f5880	0x60
0x1f58e0	0x34
0x1f5914	0x34
0x1f5948	0x60
0x1f59a8	0x34
0x1f59dc	0x34
0x1f5a10	0x60
0x1f5a70	0x34
0x1f5aa4	0x34
0x1f5ad8	0x900
0x1f63d8	0x794
0x1f6b6c	0x774
0x1f72e0	0x684
0x1f7964	0x7e0
0x1f8144	0x14
0x1f8158	0xe4
0x1f823c	0xc0
0x1f833c	0x2c
0x1f8368	0xf4
0x1f845c	0x118
0x1f8574	0x1e4
0x1f8758	0x64
0x1f87bc	0x64
0x1f8820	0x6c
0x1f888c	0x3c
0x1f88c8	0x64
0x1f892c	0xf4
0x1f8a20	0x60
0x1f8a80	0x64
0x1f8ae4	0x2c8
0x1f8dac	0x1a4
0x1f8f50	0x314
0x1f9264	0x1b8
0x1f941c	0x30c
0x1f9728	0x1b4
0x1f98dc	0x40c
0x1f9ce8	0x210
0x1f9ef8	0x368
0x1fa260	0x1bc
0x1fa41c	0x25c
0x1fa678	0x70
0x1fa6e8	0xb4
0x1fa79c	0x1e68
0x1fc604	0x22c
0x1fc830	0xe4
0x1fc914	0x44
0x1fc958	0x39c
0x1fccf4	0x5c
0x1fcd50	0x8c
0x1fcddc	0xcc
0x1fcea8	0xb4
0x1fcf5c	0x164
0x1fd0c0	0x2c
0x1fd0ec	0x60
0x1fd14c	0x1c0
0x1fd30c	0xc0
0x1fd3cc	0x44c
0x1fd818	0x1e4
0x1fd9fc	0x130
0x1fdb2c	0x298
0x1fddc4	0x2d0
0x1fe094	0x90
0x1fe124	0x184
0x1fe2a8	0x6c
0x1fe314	0x154
0x1fe468	0x3a8
0x1fe810	0x194
0x1fe9a4	0x190
0x1feb34	0x6c
0x1feba0	0x2bc
0x1fee5c	0x448
0x1ff2a4	0x60
0x1ff304	0x140
0x1ff444	0x78
0x1ff4bc	0xcc
0x1ff588	0x1c0
0x1ff748	0x650
0x1ffd98	0x4f8
0x200290	0x2a4
0x200534	0xc4
0x2005f8	0x198
0x200790	0x2c
0x2007bc	0xa8
0x200864	0x814
0x201078	0x40
0x2010b8	0x118
0x2011d0	0xfc
0x2012cc	0x27c
0x201548	0x1f0
0x201738	0x1f0
0x201928	0x270
0x201b98	0x210
0x201da8	0x204
0x201fac	0x1e0
0x20218c	0x240
0x2023cc	0x130
0x2024fc	0x130
0x20262c	0x1b0
0x2027dc	0x1c4
0x2029a0	0x1ac
0x202b4c	0x1ac
0x202cf8	0xec
0x202de4	0x1c0
0x202fa4	0x1ac
0x203150	0x530
0x203680	0x530
0x203bb0	0x298
0x203e48	0x298
0x2040e0	0x27c
0x20435c	0x9bc
0x204d18	0x188
0x204ea0	0x5e4
0x205484	0x2cc
0x205750	0x2cc
0x205a1c	0x4dc
0x205ef8	0x370
0x206268	0x574
0x2067dc	0x2594
0x208d70	0xe8
0x208e58	0xe4
0x208f3c	0xe4
0x209020	0x27c
0x20929c	0x514
0x2097b0	0x58
0x209808	0x2b8
0x209ac0	0x178
0x209c38	0x2a8
0x209ee0	0x464
0x20a344	0x1c0
0x20a504	0x54
0x20a558	0x28
0x20a580	0x98
0x20a618	0x54
0x20a66c	0x14
0x20a680	0x4
0x20a684	0x388
0x20aa0c	0x74
0x20aa80	0x54
0x20aad4	0x110
0x20abe4	0x34
0x20ac18	0x40
0x20ac58	0x4
0x20ac5c	0x1c0
0x20ae1c	0xa0
0x20aebc	0x94
0x20af50	0x208
0x20b158	0x78
0x20b1d0	0x8
0x20b1d8	0x4
0x20b1dc	0x124
0x20b300	0xe8
0x20b3e8	0xc4
0x20b4ac	0x58
0x20b504	0x30
0x20b534	0x30
0x20b564	0x28
0x20b58c	0x144
0x20b6d0	0xc0
0x20b790	0xe0
0x20b870	0x1b0
0x20ba20	0x34
0x20ba54	0xd8
0x20bb2c	0x8
0x20bb34	0x14
0x20bb48	0x3c
0x20bb84	0x98
0x20bc1c	0x34
0x20bc50	0x7c
0x20bccc	0x74
0x20bd40	0x74
0x20bdb4	0xbc
0x20be70	0x40
0x20beb0	0x130
0x20bfe0	0xb4
0x20c094	0x104
0x20c198	0x8
0x20c1a0	0x8
0x20c1a8	0x7c
0x20c224	0x200
0x20c424	0xa0
0x20c4c4	0x1c0
0x20c684	0x44
0x20c6c8	0x44
0x20c70c	0x100
0x20c80c	0x290
0x20ca9c	0xf0
0x20cb8c	0x150
0x20ccdc	0xbc
0x20cd98	0x2c
0x20cdc4	0x20
0x20cde4	0x20
0x20ce04	0x20
0x20ce24	0xa8
0x20cecc	0x94
0x20cf60	0x1dc
0x20d13c	0x6c
0x20d1a8	0x10c
0x20d2b4	0xac
0x20d360	0x78
0x20d3d8	0x2c
0x20d404	0x64
0x20d468	0x154
0x20d5bc	0x104
0x20d6c0	0x308
0x20d9c8	0x340
0x20dd08	0x224
0x20df2c	0x9c
0x20dfc8	0x74
0x20e03c	0xb4
0x20e0f0	0x110
0x20e200	0x3e0
0x20e5e0	0x54
0x20e634	0x444
0x20ea78	0x26c
0x20ece4	0x70
0x20ed54	0x204
0x20ef58	0x6c
0x20efc4	0x58
0x20f01c	0x68
0x20f084	0x2c
0x20f0b0	0x5c
0x20f10c	0x20
0x20f12c	0x5c
0x20f188	0x4c
0x20f1d4	0x108
0x20f2dc	0x74
0x20f350	0x24
0x20f374	0x398
0x20f70c	0x1e0
0x20f8ec	0x20
0x20f90c	0x350
0x20fc5c	0xc
0x20fc68	0x40
0x20fca8	0x34
0x20fcdc	0x4
0x20fce0	0x268
0x20ff48	0x38
0x20ff80	0x28
0x20ffa8	0x98
0x210040	0x60
0x2100a0	0x1c0
0x210260	0x50
0x2102b0	0x1c4
0x210474	0xf8
0x21056c	0x140
0x2106ac	0x5c
0x210708	0x68
0x210770	0xa4
0x210814	0x80
0x210894	0xb0
0x210944	0xa0
0x2109e4	0x1a0
0x210b84	0x14c
0x210cd0	0x58
0x210d28	0x100
0x210e28	0xbc
0x210ee4	0xb4
0x210f98	0x74
0x21100c	0x7c
0x211088	0x64
0x2110ec	0x60
0x21114c	0x8
0x211154	0x10
0x211164	0x8
0x21116c	0x54
0x2111c0	0xf4
0x2112b4	0xc4
0x211378	0x28
0x2113a0	0x7c
0x21141c	0x68
0x211484	0x64
0x2114e8	0x9c
0x211584	0x148
0x2116cc	0x120
0x2117ec	0xa4
0x211890	0xa4
0x211934	0xa4
0x2119d8	0xa0
0x211a78	0xbc
0x211b34	0x20
0x211b54	0x18
0x211b6c	0x6c
0x211bd8	0x11c
0x211cf4	0x90
0x211d84	0x16c
0x211ef0	0x30
0x211f20	0x78
0x211f98	0xc0
0x212058	0xc0
0x212118	0x14
0x21212c	0x30
0x21215c	0x84
0x2121e0	0x68
0x212248	0x59c
0x2127e4	0x7c
0x212860	0x7c
0x2128dc	0x4c
0x212928	0x1c
0x212944	0x8
0x21294c	0x30
0x21297c	0xd4
0x212a50	0x138
0x212b88	0x68
0x212bf0	0x68
0x212c58	0x118
0x212d70	0x220
0x212f90	0x48
0x212fd8	0x50
0x213028	0x8c
0x2130b4	0x28
0x2130dc	0x10c
0x2131e8	0xfc
0x2132e4	0xd8
0x2133bc	0x24
0x2133e0	0xf0
0x2134d0	0xc4
0x213594	0x1ec
0x213780	0x6c
0x2137ec	0x150
0x21393c	0x20
0x21395c	0x44
0x2139a0	0x204
0x213ba4	0xec
0x213c90	0x58
0x213ce8	0x94
0x213d7c	0x168
0x213ee4	0x178
0x21405c	0xe0
0x21413c	0x1d4
0x214310	0x1ac
0x2144bc	0xb8
0x214574	0x74
0x2145e8	0x160
0x214748	0x58
0x2147a0	0xd4
0x214874	0x178
0x2149ec	0x88
0x214a74	0x8c
0x214b00	0x104
0x214c04	0xac
0x214cb0	0x1b8
0x214e68	0x84
0x214eec	0x48
0x214f34	0x54
0x214f88	0xb8
0x215040	0x8
0x215048	0x2c
0x215074	0x84
0x2150f8	0x14
0x21510c	0x4c
0x215158	0x160
0x2152b8	0x24
0x2152dc	0x40
0x21531c	0x70
0x21538c	0x30
0x2153bc	0x54
0x215410	0x74
0x215484	0x18
0x21549c	0xcc
0x215568	0x84
0x2155ec	0x8
0x2155f4	0x8
0x2155fc	0xd0
0x2156cc	0x18
0x2156e4	0x28
0x21570c	0xac
0x2157b8	0x284
0x215a3c	0x9c
0x215ad8	0x14
0x215aec	0x10
0x215afc	0x6c
0x215b68	0x1c
0x215b84	0x3c
0x215bc0	0x68
0x215c28	0x6c
0x215c94	0x78
0x215d0c	0x34
0x215d40	0x54
0x215d94	0x44
0x215dd8	0x44
0x215e1c	0x8
0x215e24	0x8
0x215e2c	0x2e4
0x216110	0x7c
0x21618c	0x114
0x2162a0	0x168
0x216408	0x1dc
0x2165e4	0x28
0x21660c	0x60
0x21694c	0x268
0x216bb4	0x214
0x216dc8	0x7c
0x216e44	0x48
0x216e8c	0x88
0x216f14	0x7c
0x216f90	0x28
0x216fb8	0x8
0x216fc0	0x160
0x217120	0x62c
0x21774c	0xa8
0x2177f4	0x150
0x217944	0x9c
0x2179e0	0x54
0x217a34	0x88
