# MANUALLY MANAGED - reviewed rows; hand-owned after admission.
# Every verified function span in the pinned PEF code section; names
# come from source MAC_ADDRESS claims, the runtime maps and glue map.
# exe: Heroes PEF sha256=650be8880cfda81ffa7704ce3bcdb9c5a6528f67afdf77c0c0c63e8259250d86 size=3418835
# Offsets are relative to PEF code section 0; lowercase 0x hex.
offset	size
0x74c18	0x7c
0x74c94	0x7c
0x74d10	0xbc
0x74dcc	0x120
0x74eec	0xb30
0x75a1c	0xc0
0x75adc	0x160
0x75c3c	0x9c
0x75cd8	0x138
0x75e10	0x108
0x75f18	0x214
0x7612c	0x60
0x7618c	0x78
0x76204	0x2c0
0x764c4	0xd4
0x76598	0x144
0x766dc	0x114
0x767f0	0xf0
0x768e0	0x8
0x768e8	0x8
0x768f0	0x1a4
0x76a94	0xdc
0x76b70	0x58
0x76bc8	0xac
0x76c74	0x7c
0x76cf0	0x15c
0x76e4c	0x50
0x76e9c	0x54
0x76ef0	0x64
0x76f54	0x28
0x76f7c	0xc0
0x7703c	0xa0
0x770dc	0x3c
0x77118	0x64
0x7717c	0x118
0x77294	0x14
0x772a8	0xf8
0x773a0	0x14
0x773b4	0x2a8
0x7765c	0x894
0x77ef0	0xcc
0x77fbc	0x4
0x77fc0	0x4
0x77fc4	0xdc
0x780a0	0x3f8
0x78498	0x84
0x7851c	0x60
0x7857c	0x4
0x78580	0x5c
0x785dc	0x20
0x785fc	0x2d8
0x788d4	0x60
0x78934	0x50
0x78984	0xd0c
0x79690	0xb0
0x79740	0x29c
0x799dc	0xd0
0x79aac	0x80
0x79b2c	0x10ec
0x7ac18	0xb0
0x7acc8	0x3b4
0x7b07c	0xcc
0x7b148	0x80
0x7b1c8	0x28
0x7b1f0	0x1c0
0x7b3b0	0x2068
0x7d418	0xb4
0x7d4cc	0x40
0x7d50c	0x60
0x7d56c	0x78
0x7d5e4	0x34
0x7d618	0x34
0x7d64c	0x34
0x7d680	0x6f4
0x7dd74	0x4c
0x7ddc0	0x1c0
0x7df80	0x1aec
0x7fa6c	0xb4
0x7fb20	0x98
0x7fbb8	0x44
0x7fbfc	0x34
0x7fc30	0x104
0x7fd34	0x1c0
0x7fef4	0x198
0x8008c	0x52c
0x805b8	0x84
0x8063c	0x6c
0x806a8	0x1ec
0x80894	0xe0
0x80974	0xb4
0x80a28	0x4c
0x80a74	0x68
0x80adc	0x6c
0x80b48	0x110
0x80c58	0x58
0x80cb0	0x4c
0x80cfc	0x4c
0x80d48	0x400
0x81148	0xc0
0x81208	0x8c
0x81294	0x84
0x81318	0x98
0x813b0	0x44
0x813f4	0x78
0x8146c	0x118
0x81584	0xb0
0x81634	0x78
0x816ac	0x78
0x81724	0xf8
0x8181c	0x60
0x8187c	0x148
0x81b44	0x1c0
0x81d04	0x3f8
0x820fc	0x1b8
0x822b4	0xd0
0x82384	0x78
0x823fc	0x39c
0x82798	0x1c
0x827b4	0x5c
0x82810	0x4a0
0x82cb0	0x1e8
0x82e98	0x24
0x82ebc	0x64
0x82f20	0x28c
0x831ac	0xc64
0x83e10	0x274
0x84084	0x238
0x842bc	0x15c
0x84418	0x98
0x844b0	0x84
0x84534	0x5a4
0x84ad8	0x200
0x84cd8	0x308
0x84fe0	0x2a0
0x85280	0x14c
0x853cc	0x6e4
0x85ab0	0x5c
0x85b0c	0x8
0x85b14	0x184
0x85c98	0xd4
0x85d6c	0xcc
0x85e38	0xf0
0x85f28	0x258
0x86180	0xfc
0x8627c	0x10c
0x86388	0x3c4
0x8674c	0x5ac
0x86cf8	0xb4
0x86dac	0x1f8
0x86fa4	0x22c
0x871d0	0xb3c
0x87d0c	0x164
0x87e70	0xa4
0x87f14	0x44
0x87f58	0xec
0x88044	0x2f0
0x88334	0xe0
0x88414	0x190
0x885a4	0x16c
0x88710	0x1c0
0x888d0	0x70
0x88940	0x3c
0x8897c	0x24
0x889a0	0x6c
0x88a0c	0x64
0x88a70	0x37c
0x88dec	0x320
0x8910c	0x30
0x8913c	0x30
0x8916c	0x30
0x8919c	0x54
0x891f0	0xc
0x891fc	0x1c0
0x893bc	0x19c
0x89558	0x1ac
0x89704	0x9c
0x897a0	0x348
0x89ae8	0x98
0x89b80	0xf0
0x89c70	0x14
0x89c84	0x64
0x89ce8	0x38
0x89d20	0x1e8
0x89f08	0x30
0x89f38	0x58
0x89f90	0x54
0x89fe4	0x30
0x8a014	0x118
0x8a12c	0x5c
0x8a188	0x34
0x8a1bc	0x1c0
0x8a37c	0xd4
0x8a450	0x108
0x8a558	0x7c
0x8a5d4	0x30
0x8a604	0x80
0x8a684	0xa8
0x8a72c	0x1c
0x8a748	0x24
0x8a76c	0xa4
0x8a810	0x8
0x8a818	0xb4
0x8a8cc	0x94
0x8a960	0x94
0x8a9f4	0x84
0x8aa78	0x8c
0x8ab04	0x94
0x8ab98	0x94
0x8ac2c	0x94
0x8acc0	0xe4
0x8ada4	0xac
0x8ae50	0x9c
0x8aeec	0xac
0x8af98	0xa4
0x8b03c	0x50
0x8b08c	0x1c0
0x8b24c	0xc8
0x8b314	0xd4
0x8b3e8	0x70
0x8b458	0x2ac
0x8b704	0xc
0x8b710	0x430
0x8bb40	0x6f4
0x8c234	0x460
0x8c694	0x450
0x8cae4	0x440
0x8cf24	0x834
0x8d758	0x7a0
0x8def8	0x44c
0x8e344	0x1d0
0x8e514	0x60
0x8e574	0xc4
0x8e638	0x37c
0x8e9b4	0x198
0x8eb4c	0x404
0x8ef50	0x28
0x8ef78	0xd0
0x8f048	0x268
0x8f2b0	0x108
0x8f3b8	0x1e8
0x8f5a0	0x1578
0x90b18	0x1a4
0x90cbc	0x130
0x90dec	0x3f8
0x911e4	0x1bc
0x913a0	0x64
0x91404	0x64
0x91468	0x68
0x914d0	0x84
0x91554	0x6c
0x915c0	0x148
0x91708	0xa0
0x917a8	0xb4
0x9185c	0x34
0x91890	0x34
0x918c4	0x34
0x918f8	0x54
0x9194c	0xa4
0x919f0	0x4c
0x91a3c	0x1c0
0x91bfc	0x30
0x91c2c	0x30
0x91c5c	0xdc
0x91d38	0xbc
0x91df4	0x48
0x91e3c	0x158
0x91f94	0x4
0x91f98	0x84
0x9201c	0x8
0x92024	0x8
0x9202c	0x8
0x92034	0x40
0x92074	0x70
0x920e4	0x70
0x92154	0x58
0x921ac	0x218
0x923c4	0xb8
0x9247c	0x8
0x92484	0x8
0x9248c	0xc
0x92498	0xac
0x92544	0x4c
0x92590	0x8
0x92598	0x20
0x925b8	0x1d0
0x92788	0x8
0x92790	0x70
0x92800	0x28
0x92828	0x8
0x92830	0x8
0x92838	0x8
0x92840	0x6c
0x928ac	0x58
0x92904	0x8c
0x92990	0x8
0x92998	0x8
0x929a0	0x6c
0x92a0c	0x19c
0x92ba8	0xf0
0x92c98	0x7c
0x92d14	0x8
0x92d1c	0x8
0x92d24	0x18
0x92d3c	0x80
0x92dbc	0x6c
0x92e28	0xa8
0x92ed0	0x8
0x92ed8	0x8
0x92ee0	0x24
0x92f04	0xd4
0x92fd8	0xc4
0x9309c	0x84
0x93120	0x48
0x93168	0xc4
0x9322c	0xd4
0x93300	0x8
0x93308	0xd0
0x933d8	0x8
0x933e0	0x8
0x933e8	0x260
0x93648	0x60
0x936a8	0x58
0x93700	0x8c
0x9378c	0x38
0x937c4	0x38
0x937fc	0x38
0x93834	0x44
0x93878	0x4c
0x938c4	0x8
0x938cc	0x8
0x938d4	0x48
0x9391c	0x8
0x93924	0x1cc
0x93af0	0x20
0x93b10	0xc0
0x93bd0	0x4
0x93bd4	0x4
0x93bd8	0x34
0x93c0c	0x90
0x93c9c	0x8
0x93ca4	0x8
0x93cac	0x3c
0x93ce8	0x8
0x93cf0	0xa4
0x93d94	0x10
0x93da4	0xe0
0x93e84	0x14
0x93e98	0x4
0x93e9c	0x4
0x93ea0	0xa8
0x93f48	0xe8
0x94030	0xa8
0x940d8	0x8
0x940e0	0x5c
0x9413c	0x10c
0x94248	0x290
0x944d8	0x170
0x94648	0xaf4
0x9513c	0x10
0x9514c	0x64
0x951b0	0xa4
0x95254	0x300
0x95554	0x450
0x959a4	0x8
0x959ac	0x5c
0x95a08	0x8
0x95a10	0x4
0x95a14	0x5c
0x95a70	0x8
0x95a78	0xd8
0x95b50	0x1d0
0x95d20	0x8
0x95d28	0x9c
0x95dc4	0x54
0x95e18	0x48
0x95e60	0x14
0x95e74	0x34
0x95ea8	0x108
0x95fb0	0xb0
0x96060	0x50
0x960b0	0x6f4
0x967a4	0x14
0x967b8	0x14
0x967cc	0x14
0x967e0	0xc
0x967ec	0xc
0x967f8	0x13c
0x96934	0xb0
0x969e4	0x84
0x96a68	0x94
0x96afc	0x78
0x96b74	0x6c
0x96c64	0x74
0x96cd8	0x8c
0x96d64	0x8c
0x96df0	0x5ac
0x97548	0x44
0x9758c	0x90
0x9761c	0xa8
0x976c4	0x3c
0x97700	0x6bc
0x97dbc	0x64
0x97e20	0x30
0x97e50	0x20
0x97e70	0x104
0x97f74	0xf0
0x98064	0xe8
0x9814c	0x5c
0x981a8	0x58
0x98200	0x8
0x98208	0x5c
0x98264	0x58
0x982bc	0x8
0x982c4	0x5c
0x98320	0x58
0x98378	0x8
0x98380	0xc8
0x98448	0x3c
0x98484	0x4b0
0x98934	0x248
0x98b7c	0x74
0x98bf0	0x34
0x98c24	0x8c
0x98cb0	0x218
0x98ec8	0x6d4
0x9959c	0x70
0x9960c	0x3b4
0x999c0	0x74
0x99a34	0x44
0x99a78	0xc8
0x99b40	0x7c
0x99bbc	0x7c
0x99c38	0x60
0x99c98	0x60
0x99cf8	0x60
0x99d58	0x60
0x99db8	0x60
0x99e18	0x60
0x99e78	0x6c
0x99ee4	0x1c
0x99f00	0x1c
0x99f1c	0x1c
0x99f38	0x10
0x99f48	0x70
0x99fb8	0x30
0x99fe8	0x98
0x9a080	0x2c
0x9a0ac	0x11c
0x9a1c8	0x14
0x9a21c	0x14
0x9a230	0x8
0x9a238	0x8
0x9a240	0x58
0x9a298	0x8
0x9a2a0	0x8
0x9a2a8	0x49c
0x9a744	0x400
0x9ab44	0x3b0
0x9aef4	0xa4
0x9af98	0x110
0x9b0a8	0x110
0x9b270	0x24
0x9b294	0xc8
0x9ba34	0xcc
0x9bf68	0x10
0x9bf78	0xf4
0x9c1ac	0xa0
0x9c24c	0x7c
0x9c2c8	0x78
0x9c340	0x158
0x9c588	0xa8
0x9c720	0xa8
0x9c7c8	0xb8
0x9c880	0x9c
0x9c91c	0x98
0x9c9b4	0x60
0x9ca14	0x70
0x9ca84	0xf8
0x9cb7c	0xb8
0x9cfa0	0x14
0x9cfb4	0xac
0x9d060	0x58
0x9d0b8	0x98
0x9d150	0xa0
0x9d1f0	0x64
0x9d254	0x38
0x9d28c	0x64
0x9d2f0	0x64
0x9d354	0x8c
0x9d3e0	0x60
0x9d440	0xe4
0x9d524	0xe8
0x9d60c	0xe8
0x9d6f4	0xe4
0x9d7d8	0xe8
0x9d9c8	0xc8
0x9da90	0x22c
0x9dcbc	0x1a8
0x9de64	0xcc
0x9df30	0xd4
0x9e004	0x154
0x9e158	0x48
0x9e1a0	0x14c
0x9e2ec	0x19c
0x9e488	0x170
0x9e71c	0xf4
0x9e810	0x50
0x9ed7c	0x14
0x9eed8	0xf4
0x9efcc	0x50
0x9f538	0x14
0x9f694	0x1b0
0x9f844	0x3d0
0x9fc14	0x14
0x9fc28	0x110
0x9fd38	0x108
0x9fe40	0x2bc
0xa00fc	0x14
0xa0110	0xf0
0xa0200	0x150
0xa0350	0x304
0xa0654	0xf0
0xa0744	0x14
0xa0758	0xf8
0xa0850	0x14
0xa0864	0x38
0xa089c	0x38
0xa08d4	0x1dc
0xa0ab0	0xd0
0xa0b80	0x288
0xa0e08	0xd0
0xa0ed8	0x318
0xa11f0	0x64
0xa1254	0x8
0xa125c	0xe4
0xa1340	0x1c0
0xa1500	0x74
0xa1574	0x4c
0xa15c0	0xac
0xa166c	0xa48
0xa20b4	0x40
0xa20f4	0x17c
0xa2270	0xd4
0xa2344	0x2c
0xa2370	0x38
0xa23a8	0x60
0xa2408	0x1c0
0xa25c8	0x8
0xa25d0	0xcc
0xa269c	0x14
0xa26b0	0x5c
0xa270c	0x108
0xa2814	0x1c0
0xa29d4	0x1c0
0xa2b94	0x160
0xa2cf4	0xac
0xa2da0	0x26c
0xa300c	0x2c
0xa3038	0x160
0xa3198	0xac
0xa3244	0x248
0xa348c	0x2c
0xa34b8	0x1c0
0xa3678	0x624
0xa3c9c	0xe0
0xa3d7c	0x208
0xa3f84	0x724
0xa46a8	0x7c4
0xa4e6c	0x84
0xa4ef0	0x7c
0xa4f6c	0x1c8
0xa5134	0x4b8
0xa55ec	0x230
0xa581c	0x5d8
0xa5df4	0x178
0xa5f6c	0x758
0xa66c4	0xb4
0xa6778	0x36c
0xa6ae4	0x84
0xa6b68	0x194
0xa6cfc	0x1bc
0xa6eb8	0x19c
0xa7054	0x198
0xa71ec	0x1f8
0xa73e4	0x1f4
0xa75d8	0x14c
0xa7724	0x9c
0xa77c0	0x1bc
0xa797c	0x1b0
0xa7b2c	0x28c
0xa7db8	0x408
0xa81c0	0x1e8
0xa83a8	0x8ec
0xa8c94	0x29c
0xa8f30	0x278
0xa91a8	0x1c0
0xa9368	0x48
0xa93b0	0xa0
0xa9450	0xa0
0xa94f0	0x90
0xa9580	0x400
0xa9980	0x104
0xa9a84	0x2c
0xa9ab0	0x1cc
0xa9c7c	0xac
0xa9d28	0xa4
0xa9dcc	0x290
0xaa05c	0x260
0xaa2bc	0xb0
0xaa36c	0x20
0xaa38c	0x590
0xaa91c	0x260
0xaab7c	0x7c
0xaabf8	0x88
0xaac80	0xab0
0xab730	0x1c
0xab74c	0x268
0xab9b4	0x1f0
0xabba4	0x148
0xabcec	0x138
0xabe24	0x9c
0xabec0	0x130
0xabff0	0x1f0
0xac1e0	0x1fc
0xac3dc	0x124
0xac500	0x324
0xac824	0x154
0xac978	0x274
0xacbec	0x7c8
0xad3b4	0x224
0xad5d8	0x18c
0xad764	0x200
0xad964	0x234
0xadb98	0x318
0xadeb0	0x24c
0xae0fc	0x224
0xae320	0x6dc
0xae9fc	0x5c
0xaea58	0x58
0xaeab0	0x8
0xaeab8	0x1c0
0xaec78	0x170
0xaede8	0x2ac
0xaf094	0x114
0xaf1a8	0x330
0xaf4d8	0x330
0xaf808	0x304
0xafb0c	0x224
0xafd30	0x200
0xaff30	0x368
0xb0298	0x168
0xb0400	0x24c
0xb064c	0x224
0xb0870	0x348
0xb0bb8	0x368
0xb0f20	0x280
0xb11a0	0x194
0xb1334	0x300
0xb1634	0x128
0xb175c	0x238
0xb1994	0x228
0xb1bbc	0x174
0xb1d30	0x244
0xb1f74	0x3fc
0xb2370	0x18c
0xb24fc	0x328
0xb2824	0x190
0xb29b4	0x23c
0xb2bf0	0x280
0xb2e70	0x274
0xb30e4	0x174
0xb3258	0x164
0xb33bc	0x480
0xb383c	0x204
0xb3a40	0x1d8
0xb3c18	0x10c
0xb3d24	0x18c
0xb3eb0	0x1fc
0xb40ac	0x330
0xb43dc	0x154
0xb4530	0x70
0xb45a0	0x2e4
0xb4884	0xd0
0xb4954	0x39c
0xb4cf0	0x274
0xb4f64	0x128
0xb508c	0x24c
0xb52d8	0x140
0xb5418	0x334
0xb574c	0x1a8
0xb58f4	0x1b0
0xb5aa4	0x80
0xb5b24	0x1f6c
0xb7a90	0x98
0xb7b28	0x194
0xb7cbc	0x230
0xb7eec	0x164
0xb8050	0x74
0xb80c4	0x4e4
0xb85a8	0x36c
0xb8914	0xa8
0xb89bc	0x2ec
0xb8ca8	0x618
0xb92c0	0x5c
0xb931c	0x8
0xb9324	0x15c
0xb9480	0xb98
0xba018	0xd8
0xba0f0	0x16c
0xba25c	0x10c
0xba368	0x134
0xba49c	0x330
0xba7cc	0x90
0xba85c	0x58
0xba8b4	0x290
0xbab44	0x228
0xbad6c	0x1770
0xbc4dc	0x6c
0xbc548	0xb8
0xbc600	0xc0
0xbc6c0	0xc54
0xbd314	0xbe4
0xbdef8	0x5dc
0xbe4d4	0xac
0xbe580	0x98
0xbe618	0xcc
0xbe6e4	0x64
0xbe748	0x64
0xbe7ac	0x234
0xbe9e0	0xf8
0xbebe0	0x14
0xbebf4	0xf0
0xbece4	0x14
0xbecf8	0x6c
0xbed64	0x38
0xbed9c	0x1c0
0xbef5c	0x1c
0xbef78	0x48
0xbefc0	0x48
0xbf008	0x48
0xbf050	0xa8
0xbf0f8	0x4
0xbf0fc	0x4
0xbf100	0xa8
0xbf1a8	0x48
0xbf1f0	0x8
0xbf1f8	0x148
0xbf340	0xe4
0xbf424	0x15c
0xbf580	0x9c
0xbf61c	0x44
0xbf660	0x60
0xbf6c0	0x50
0xbf710	0x8
0xbf718	0x60
0xbf778	0x78
0xbf7f0	0x48
0xbf838	0x8
0xbf840	0xec
0xbf92c	0xbc
0xbf9e8	0xc4
0xbfaac	0x24
0xbfad0	0x84
0xbfb54	0x60
0xbfbb4	0x50
0xbfc04	0x8
0xbfc0c	0xac
0xbfcb8	0x28
0xbfce0	0x80
0xbfd60	0x48
0xbfda8	0x8
0xbfdb0	0x1c0
0xbff70	0x11c
0xc008c	0x78
0xc0104	0x44
0xc0148	0x94
0xc01dc	0x60
0xc023c	0x50
0xc028c	0x8
0xc0294	0xa8
0xc033c	0x88
0xc03c4	0xf8
0xc04bc	0x78
0xc0534	0x74
0xc05a8	0x48
0xc05f0	0x8
0xc05f8	0x118
0xc0710	0xd8
0xc07e8	0x144
0xc092c	0xc0
0xc09ec	0x70
0xc0a5c	0x48
0xc0aa4	0x8
0xc0aac	0x150
0xc0bfc	0xdc
0xc0cd8	0x130
0xc0e08	0x44
0xc0e4c	0xb8
0xc0f04	0x60
0xc0f64	0x50
0xc0fb4	0x8
0xc0fbc	0x100
0xc10bc	0xc0
0xc117c	0x178
0xc12f4	0xe0
0xc13d4	0x48
0xc141c	0x8
0xc1424	0x94
0xc14b8	0x84
0xc153c	0xf4
0xc1630	0x4
0xc1634	0x5c
0xc1690	0x8
0xc1698	0x40
0xc16d8	0x8
0xc16e0	0xf4
0xc17d4	0xcc
0xc18a0	0x60
0xc1900	0xe4
0xc19e4	0xa4
0xc1a88	0x124
0xc1bac	0x124
0xc1cd0	0xec
0xc1dbc	0xdc
0xc1e98	0xdc
0xc1f74	0xe4
0xc2058	0xe4
0xc213c	0xf4
0xc2230	0xe4
0xc2314	0x3bc
0xc26d0	0x7c
0xc274c	0x39c
0xc2ae8	0x90
0xc2b78	0x12c
0xc2ca4	0x2f4
0xc2f98	0x50
0xc2fe8	0x19c
0xc3184	0xf4
0xc3278	0x60
0xc32d8	0x6c
0xc3344	0x60
0xc33a4	0x6c
0xc3410	0x6c
0xc347c	0x6c
0xc34e8	0xb0
0xc3598	0x108
0xc36a0	0x14
0xc36b4	0x38
0xc36ec	0x64
0xc3750	0x1c0
0xc3910	0x18
0xc3928	0xdc
0xc3a04	0xf0
0xc3af4	0x2c0
0xc3db4	0x14c
0xc3f00	0xc8
0xc3fc8	0x258
0xc4220	0x198
0xc43b8	0x1c0
0xc4578	0x1c
0xc4594	0xc8
0xc465c	0xa8
0xc4704	0x128
0xc482c	0x4
0xc4830	0xb0
0xc48e0	0x198
0xc4a78	0x204
0xc4c7c	0x4c
0xc4cc8	0x204
0xc4ecc	0x65c
0xc5528	0x4
0xc552c	0xf80
0xc64ac	0x2c0
0xc676c	0x29c
0xc6a08	0x1d0
0xc6bd8	0x170
0xc6d48	0x58
0xc6da0	0xd8
0xc6e78	0x720
0xc7598	0x194
0xc772c	0x18
0xc7744	0x64
0xc77a8	0x554
0xc7cfc	0x1dc
0xc7ed8	0x44
0xc7f1c	0xcc
0xc7fe8	0x88
0xc8070	0x14c
0xc81bc	0xe4
0xc82a0	0x5dc
0xc887c	0xe4
0xc8960	0x1bc
0xc8b1c	0x1c0
0xc8cdc	0xb8
0xc8d94	0x7c
0xc8e10	0x3c
0xc8e4c	0x24
0xc8e70	0xd0
0xc8f40	0x44
0xc8f84	0xc
0xc8f90	0x2a8
0xc9238	0x3c8
0xc9600	0x28
0xc9628	0x68
0xc9690	0x14c
0xc97dc	0xac
0xc9888	0xc4
0xc994c	0xd4
0xc9a20	0x158
0xc9b78	0x270
0xc9de8	0x1c0
0xc9fa8	0xa0
0xca048	0xd4
0xca11c	0x88
0xca1a4	0x200
0xca3a4	0x188
0xca52c	0xf8
0xca624	0xf8
0xca71c	0x5c
0xca778	0xf4
0xca86c	0xa8
0xca914	0x64
0xca978	0x878
0xcb1f0	0x118
0xcb308	0xfc
0xcb404	0x2a4
0xcb6a8	0x214
0xcb8bc	0x1f8
0xcbab4	0x1c8
0xcbc7c	0x28c
0xcbf08	0x260
0xcc168	0x9c
0xcc204	0x9c
0xcc2a0	0x5c
0xcc2fc	0x5c
0xcc358	0x8
0xcc360	0x10c
0xcc46c	0x90
0xcc4fc	0x1bc
0xcc6b8	0x28
0xcc6e0	0x4c
0xcc72c	0x5c
0xcc788	0x78
0xcc800	0x78
0xcc878	0x74
0xcc8ec	0x490
0xccd7c	0x4fc
0xcd278	0x80
0xcd2f8	0x70
0xcd368	0xb4
0xcd41c	0xb8
0xcd4d4	0x70
0xcd544	0x7c
0xcd5c0	0x44
0xcd604	0x48
0xcd64c	0x128
0xcd774	0x94
0xcd808	0x2c
0xcd834	0x128
0xcd95c	0x120
0xcda7c	0x128
0xcdba4	0x4c
0xcdbf0	0x18
0xcdc08	0xd0
0xcdcd8	0x38
0xcdd10	0x54
0xcdd64	0x3c
0xcdda0	0x220
0xcdfc0	0xc
0xcdfcc	0xa4
0xce070	0x158
0xce1c8	0x1d0
0xce398	0x78c
0xceb24	0x5c
0xceb80	0x5c
0xcebdc	0x5c
0xcec38	0x104
0xced3c	0xf0
0xcee2c	0x194
0xcefc0	0x1b8
0xcf178	0xb0
0xcf228	0xc8
0xcf2f0	0xf0
0xcf3e0	0xb0
0xcf490	0x260
0xcf6f0	0x330
0xcfa20	0x214
0xcfc34	0x3a4
0xcffd8	0x2d0
0xd02a8	0x274
0xd051c	0x1eac
0xd23c8	0x140
0xd2508	0x228
0xd2730	0x224
0xd2954	0x1ba8
0xd44fc	0x2e8
0xd47e4	0x3fc
0xd4be0	0x14c
0xd4d2c	0x2d4
0xd5000	0x13c
0xd513c	0x960
0xd5a9c	0x8b4
0xd6350	0xc0
0xd6410	0xbc
0xd64cc	0xb4
0xd6580	0x50
0xd65d0	0x5c
0xd662c	0x9c
0xd66c8	0x64
0xd672c	0x118
0xd6844	0x60
0xd68a4	0xe8
0xd698c	0xa0
0xd6a2c	0x118
0xd6b44	0x13c
0xd6c80	0x16c
0xd6dec	0x270
0xd705c	0x104
0xd7160	0x180
0xd72e0	0xebc
0xd819c	0x68
0xd8204	0x5c
0xd8260	0x58
0xd82b8	0x14
0xd82cc	0xbcc
0xd8e98	0x8
0xd8ea0	0x8
0xd8ea8	0xc
0xd8eb4	0xc
0xd8ec0	0x460
0xd9320	0x588
0xd98a8	0x4cc
0xd9d74	0x500
0xda274	0x16c
0xda3e0	0x138
0xda518	0x19c
0xda6b4	0x478
0xdab2c	0x58
0xdab84	0xa60
0xdb5e4	0x60
0xdb644	0x48
0xdb68c	0xc
0xdb698	0xc
0xdb6a4	0xc
0xdb6b0	0x154
0xdb804	0x6f0
0xdbef4	0x8b8
0xdc7ac	0xcc
0xdc878	0x114
0xdc98c	0x3dc
0xdcd68	0x10c
0xdce74	0x11c
0xdcf90	0xfc
0xdd08c	0x298
0xdd324	0x3e8
0xdd70c	0x38
0xdd744	0x54
0xdd798	0x30
0xdd7c8	0x14
0xdd7dc	0x89c
0xde078	0x308
0xde380	0xb8
0xde438	0x3e0
0xde818	0x6e4
0xdeefc	0x9c
0xdef98	0x114
0xdf0ac	0x238
0xdf2e4	0x164
0xdf448	0x90
0xdf4d8	0x6bc
0xdfb94	0x340
0xdfed4	0x398
0xe026c	0xc
0xe0278	0x398
0xe0610	0x1e4
0xe07f4	0x68
0xe085c	0xb4
0xe0910	0x1c4
0xe0ad4	0x114
0xe0be8	0x448
0xe1030	0x3c0
0xe13f0	0x1dc
0xe15cc	0x1bc
0xe1788	0x50
0xe17d8	0x138
0xe1910	0xc4
0xe19d4	0x50
0xe1a24	0x1d8
0xe1bfc	0x100
0xe1cfc	0x21c
0xe1f18	0x80
0xe1f98	0x8c
0xe2024	0x1bc
0xe21e0	0x230
0xe2410	0x4
0xe2414	0xd20
0xe3134	0x7c
0xe31b0	0xc0c
0xe3dbc	0x4f0
0xe42ac	0x40
0xe42ec	0xc4
0xe43b0	0x38
0xe43e8	0xa0
0xe4488	0xe4
0xe456c	0x1a4
0xe4710	0x12c
0xe483c	0x4fc
0xe4d38	0x64
0xe4d9c	0x2a8
0xe5044	0x84
0xe50c8	0x10c
0xe51d4	0x10c
0xe52e0	0x2cc
0xe55ac	0x38
0xe55e4	0x3c
0xe5620	0x30
0xe5650	0x134
0xe5784	0x97c
0xe6100	0x5c
0xe615c	0x8
0xe6164	0x84
0xe61e8	0x40
0xe6228	0x4
0xe622c	0x5c
0xe6288	0x8
0xe6290	0x5c
0xe62ec	0x8
0xe62f4	0x5c
0xe6350	0x8
0xe6358	0x5c
0xe63b4	0x8
0xe63bc	0x5c
0xe6418	0x8
0xe6420	0x5c
0xe647c	0x8
0xe6484	0x5c
0xe64e0	0x8
0xe64e8	0x5c
0xe6544	0x8
0xe654c	0x5c
0xe65a8	0x8
0xe65b0	0x68
0xe6618	0x5c
0xe6674	0x8
0xe667c	0x58
0xe66d4	0x74
0xe6748	0x5c
0xe67a4	0x8
0xe67ac	0x3f4
0xe6ba0	0x54
0xe6bf4	0x48
0xe6c3c	0x4c
0xe6c88	0x3c
0xe6cc4	0x90
0xe6d54	0xe0
0xe6e34	0x48
0xe6e7c	0xe4
0xe6f60	0x64
0xe6fc4	0x30
0xe6ff4	0x60
0xe7054	0xc4
0xe7118	0x3c
0xe7154	0x78
0xe71cc	0x18
0xe71e4	0xc
0xe71f0	0xc
0xe71fc	0x1c
0xe7218	0x30
0xe7248	0x1c
0xe7264	0xc
0xe7270	0x1c
0xe728c	0xc
0xe7298	0x1c
0xe72b4	0x20
0xe72d4	0xc
0xe72e0	0x28
0xe7308	0x70
0xe7378	0x14
0xe738c	0x1c
0xe73a8	0x10
0xe73b8	0x48
0xe7400	0x94
0xe7494	0xbc
0xe7550	0x9c
0xe75ec	0x9c
0xe7688	0x9c
0xe7724	0xa0
0xe77c4	0x9c
0xe7860	0x9c
0xe78fc	0x9c
0xe7998	0x9c
0xe7a34	0xbc
0xe7af0	0xbc
0xe7bac	0xbc
0xe7c68	0xbc
0xe7d24	0xac
0xe7dd0	0xb4
0xe7e84	0xc0
0xe7f44	0xcc
0xe8010	0xa0
0xe80b0	0xa8
0xe8158	0xc8
0xe8220	0xa0
0xe82c0	0x98
0xe8358	0xb0
0xe8408	0x58
0xe8460	0xc4
0xe8524	0xe8
0xe860c	0x1d8
0xe87e4	0x4cc
0xe8cb0	0x14
0xe8cc4	0x4c
0xe8d10	0xdc
0xe8dec	0xb0
0xe9044	0x14
0xe9058	0x8
0xe9060	0x14
0xe9074	0x4
0xe9078	0x9c
0xe9114	0x58
0xe916c	0xa8
0xe9214	0x38
0xe924c	0x64
0xe92b0	0x64
0xe9314	0x3c
0xe9350	0x64
0xe93b4	0x64
0xe9418	0x64
0xe947c	0x64
0xe94e0	0x64
0xe9544	0x64
0xe95a8	0x64
0xe960c	0x64
0xe9670	0x64
0xe96d4	0x64
0xe9738	0x38
0xe9770	0x64
0xe97d4	0xe4
0xe98b8	0xe8
0xe99a0	0xe4
0xe9a84	0xe8
0xe9b6c	0x60
0xe9bcc	0xe4
0xe9cb0	0xe8
0xe9d98	0xe4
0xe9e7c	0xe4
